"age","cum.deaths","daily.deaths","code","date"
"0-10",0,NA,"SC",2020-05-14
"11-20",0,NA,"SC",2020-05-14
"21-30",2,NA,"SC",2020-05-14
"31-40",1,NA,"SC",2020-05-14
"41-50",10,NA,"SC",2020-05-14
"51-60",29,NA,"SC",2020-05-14
"61-70",78,NA,"SC",2020-05-14
"71-80",108,NA,"SC",2020-05-14
"81+",127,NA,"SC",2020-05-14
"0-10",0,0,"SC",2020-05-15
"11-20",0,0,"SC",2020-05-15
"21-30",2,0,"SC",2020-05-15
"31-40",1,0,"SC",2020-05-15
"41-50",11,1,"SC",2020-05-15
"51-60",32,3,"SC",2020-05-15
"61-70",84,6,"SC",2020-05-15
"71-80",114,6,"SC",2020-05-15
"81+",135,8,"SC",2020-05-15
"0-10",0,0,"SC",2020-05-16
"11-20",0,0,"SC",2020-05-16
"21-30",2,0,"SC",2020-05-16
"31-40",1,0,"SC",2020-05-16
"41-50",11,0,"SC",2020-05-16
"51-60",32,0,"SC",2020-05-16
"61-70",84,0,"SC",2020-05-16
"71-80",114,0,"SC",2020-05-16
"81+",135,0,"SC",2020-05-16
"0-10",0,0,"SC",2020-05-17
"11-20",0,0,"SC",2020-05-17
"21-30",2,0,"SC",2020-05-17
"31-40",1,0,"SC",2020-05-17
"41-50",11,0,"SC",2020-05-17
"51-60",32,0,"SC",2020-05-17
"61-70",84,0,"SC",2020-05-17
"71-80",114,0,"SC",2020-05-17
"81+",135,0,"SC",2020-05-17
"0-10",0,0,"SC",2020-05-18
"11-20",0,0,"SC",2020-05-18
"21-30",2,0,"SC",2020-05-18
"31-40",1,0,"SC",2020-05-18
"41-50",11,0,"SC",2020-05-18
"51-60",32,0,"SC",2020-05-18
"61-70",84,0,"SC",2020-05-18
"71-80",114,0,"SC",2020-05-18
"81+",135,0,"SC",2020-05-18
"0-10",0,0,"SC",2020-05-19
"11-20",0,0,"SC",2020-05-19
"21-30",2,0,"SC",2020-05-19
"31-40",1,0,"SC",2020-05-19
"41-50",11,0,"SC",2020-05-19
"51-60",32,0,"SC",2020-05-19
"61-70",84,0,"SC",2020-05-19
"71-80",114,0,"SC",2020-05-19
"81+",135,0,"SC",2020-05-19
"0-10",0,0,"SC",2020-05-20
"11-20",0,0,"SC",2020-05-20
"21-30",2,0,"SC",2020-05-20
"31-40",2,1,"SC",2020-05-20
"41-50",11,0,"SC",2020-05-20
"51-60",35,3,"SC",2020-05-20
"61-70",88,4,"SC",2020-05-20
"71-80",121,7,"SC",2020-05-20
"81+",140,5,"SC",2020-05-20
"0-10",0,0,"SC",2020-05-21
"11-20",0,0,"SC",2020-05-21
"21-30",2,0,"SC",2020-05-21
"31-40",2,0,"SC",2020-05-21
"41-50",11,0,"SC",2020-05-21
"51-60",35,0,"SC",2020-05-21
"61-70",89,1,"SC",2020-05-21
"71-80",122,1,"SC",2020-05-21
"81+",141,1,"SC",2020-05-21
"0-10",0,0,"SC",2020-05-22
"11-20",0,0,"SC",2020-05-22
"21-30",2,0,"SC",2020-05-22
"31-40",2,0,"SC",2020-05-22
"41-50",11,0,"SC",2020-05-22
"51-60",36,1,"SC",2020-05-22
"61-70",91,2,"SC",2020-05-22
"71-80",131,9,"SC",2020-05-22
"81+",146,5,"SC",2020-05-22
"0-10",0,0,"SC",2020-05-23
"0-10",0,0,"SC",2020-05-24
"0-10",0,0,"SC",2020-05-25
"11-20",0,0,"SC",2020-05-23
"11-20",0,0,"SC",2020-05-24
"11-20",0,0,"SC",2020-05-25
"21-30",2,0,"SC",2020-05-23
"21-30",2,0,"SC",2020-05-24
"21-30",2,0,"SC",2020-05-25
"31-40",2,0,"SC",2020-05-23
"31-40",2,0,"SC",2020-05-24
"31-40",2,0,"SC",2020-05-25
"41-50",11,0,"SC",2020-05-23
"41-50",11,0,"SC",2020-05-24
"41-50",11,0,"SC",2020-05-25
"51-60",36,0,"SC",2020-05-23
"51-60",36,0,"SC",2020-05-24
"51-60",36,0,"SC",2020-05-25
"61-70",93,2,"SC",2020-05-23
"61-70",94,1,"SC",2020-05-24
"61-70",95,1,"SC",2020-05-25
"71-80",135,4,"SC",2020-05-23
"71-80",137,2,"SC",2020-05-24
"71-80",139,2,"SC",2020-05-25
"81+",149,3,"SC",2020-05-23
"81+",150,1,"SC",2020-05-24
"81+",152,2,"SC",2020-05-25
"0-10",0,0,"SC",2020-05-26
"11-20",0,0,"SC",2020-05-26
"21-30",3,1,"SC",2020-05-26
"31-40",2,0,"SC",2020-05-26
"41-50",12,1,"SC",2020-05-26
"51-60",37,1,"SC",2020-05-26
"61-70",99,4,"SC",2020-05-26
"71-80",145,6,"SC",2020-05-26
"81+",159,7,"SC",2020-05-26
"0-10",0,0,"SC",2020-05-27
"0-10",0,0,"SC",2020-05-28
"11-20",0,0,"SC",2020-05-27
"11-20",0,0,"SC",2020-05-28
"21-30",3,0,"SC",2020-05-27
"21-30",3,0,"SC",2020-05-28
"31-40",2,0,"SC",2020-05-27
"31-40",2,0,"SC",2020-05-28
"41-50",12,0,"SC",2020-05-27
"41-50",12,0,"SC",2020-05-28
"51-60",37,0,"SC",2020-05-27
"51-60",38,1,"SC",2020-05-28
"61-70",99,0,"SC",2020-05-27
"61-70",101,2,"SC",2020-05-28
"71-80",146,1,"SC",2020-05-27
"71-80",151,5,"SC",2020-05-28
"81+",160,1,"SC",2020-05-27
"81+",164,4,"SC",2020-05-28
"0-10",0,0,"SC",2020-05-29
"11-20",0,0,"SC",2020-05-29
