"date","code","age","cum.deaths","daily.deaths"
2020-04-14,"NYC","0-19",3,NA
2020-04-14,"NYC","20-44",301,NA
2020-04-14,"NYC","45-64",1529,NA
2020-04-14,"NYC","65-74",1611,NA
2020-04-14,"NYC","75+",3145,NA
2020-04-15,"NYC","0-19",3,0
2020-04-15,"NYC","20-44",309,8
2020-04-15,"NYC","45-64",1581,52
2020-04-15,"NYC","65-74",1683,72
2020-04-15,"NYC","75+",3263,118
2020-04-16,"NYC","0-19",3,0
2020-04-16,"NYC","20-44",344,35
2020-04-16,"NYC","45-64",1722,141
2020-04-16,"NYC","65-74",1870,187
2020-04-16,"NYC","75+",3623,360
2020-04-17,"NYC","0-19",3,0
2020-04-17,"NYC","20-44",353,9
2020-04-17,"NYC","45-64",1788,66
2020-04-17,"NYC","65-74",1962,92
2020-04-17,"NYC","75+",3783,160
2020-04-18,"NYC","0-19",3,0
2020-04-18,"NYC","20-44",373,20
2020-04-18,"NYC","45-64",1915,127
2020-04-18,"NYC","65-74",2086,124
2020-04-18,"NYC","75+",4070,287
2020-04-19,"NYC","0-19",3,0
2020-04-19,"NYC","20-44",380,7
2020-04-19,"NYC","45-64",1988,73
2020-04-19,"NYC","65-74",2179,93
2020-04-19,"NYC","75+",4260,190
2020-04-20,"NYC","0-19",3,0
2020-04-20,"NYC","20-44",395,15
2020-04-20,"NYC","45-64",2048,60
2020-04-20,"NYC","65-74",2253,74
2020-04-20,"NYC","75+",4401,141
2020-04-21,"NYC","0-19",3,0
2020-04-21,"NYC","20-44",414,19
2020-04-21,"NYC","45-64",2153,105
2020-04-21,"NYC","65-74",2378,125
2020-04-21,"NYC","75+",4611,210
2020-04-22,"NYC","0-19",3,0
2020-04-22,"NYC","20-44",426,12
2020-04-22,"NYC","45-64",2243,90
2020-04-22,"NYC","65-74",2469,91
2020-04-22,"NYC","75+",4801,190
2020-04-23,"NYC","0-19",4,1
2020-04-23,"NYC","20-44",434,8
2020-04-23,"NYC","45-64",2331,88
2020-04-23,"NYC","65-74",2546,77
2020-04-23,"NYC","75+",4973,172
2020-04-24,"NYC","0-19",5,1
2020-04-24,"NYC","20-44",453,19
2020-04-24,"NYC","45-64",2418,87
2020-04-24,"NYC","65-74",2672,126
2020-04-24,"NYC","75+",5196,223
2020-04-25,"NYC","0-19",5,0
2020-04-25,"NYC","20-44",458,5
2020-04-25,"NYC","45-64",2458,40
2020-04-25,"NYC","65-74",2727,55
2020-04-25,"NYC","75+",5310,114
2020-04-26,"NYC","0-19",5,0
2020-04-26,"NYC","20-44",472,14
2020-04-26,"NYC","45-64",2563,105
2020-04-26,"NYC","65-74",2843,116
2020-04-26,"NYC","75+",5575,265
2020-04-27,"NYC","0-19",5,0
2020-04-27,"NYC","20-44",479,7
2020-04-27,"NYC","45-64",2620,57
2020-04-27,"NYC","65-74",2884,41
2020-04-27,"NYC","75+",5718,143
2020-04-28,"NYC","0-19",5,0
2020-04-28,"NYC","20-44",482,3
2020-04-28,"NYC","45-64",2649,29
2020-04-28,"NYC","65-74",2910,26
2020-04-28,"NYC","75+",5772,54
2020-04-29,"NYC","0-19",6,1
2020-04-29,"NYC","20-44",497,15
2020-04-29,"NYC","45-64",2742,93
2020-04-29,"NYC","65-74",3027,117
2020-04-29,"NYC","75+",6013,241
2020-04-30,"NYC","0-19",6,0
2020-04-30,"NYC","20-44",507,10
2020-04-30,"NYC","45-64",2803,61
2020-04-30,"NYC","65-74",3101,74
2020-04-30,"NYC","75+",6152,139
2020-05-01,"NYC","0-19",6,0
2020-05-01,"NYC","20-44",531,24
2020-05-01,"NYC","45-64",2908,105
2020-05-01,"NYC","65-74",3217,116
2020-05-01,"NYC","75+",6336,184
2020-05-02,"NYC","0-19",6,0
2020-05-02,"NYC","20-44",534,3
2020-05-02,"NYC","45-64",2937,29
2020-05-02,"NYC","65-74",3260,43
2020-05-02,"NYC","75+",6417,81
2020-05-03,"NYC","0-19",6,0
2020-05-03,"NYC","20-44",538,4
2020-05-03,"NYC","45-64",2973,36
2020-05-03,"NYC","65-74",3296,36
2020-05-03,"NYC","75+",6505,88
2020-05-04,"NYC","0-19",6,0
2020-05-04,"NYC","20-44",545,7
2020-05-04,"NYC","45-64",3028,55
2020-05-04,"NYC","65-74",3363,67
2020-05-04,"NYC","75+",6593,88
2020-05-05,"NYC","0-19",6,0
