"date","code","age","cum.deaths","daily.deaths"
2020-04-13,"DC","0-19",0,NA
2020-04-13,"DC","20-29",0,NA
2020-04-13,"DC","30-39",2,NA
2020-04-13,"DC","40-49",1,NA
2020-04-13,"DC","50-59",14,NA
2020-04-13,"DC","60-69",19,NA
2020-04-13,"DC","70-79",15,NA
2020-04-13,"DC","80+",15,NA
2020-04-14,"DC","0-19",0,0
2020-04-14,"DC","20-29",0,0
2020-04-14,"DC","30-39",2,0
2020-04-14,"DC","40-49",2,1
2020-04-14,"DC","50-59",14,0
2020-04-14,"DC","60-69",20,1
2020-04-14,"DC","70-79",17,2
2020-04-14,"DC","80+",17,2
2020-04-15,"DC","0-19",0,0
2020-04-15,"DC","20-29",0,0
2020-04-15,"DC","30-39",2,0
2020-04-15,"DC","40-49",2,0
2020-04-15,"DC","50-59",15,1
2020-04-15,"DC","60-69",24,4
2020-04-15,"DC","70-79",19,2
2020-04-15,"DC","80+",18,1
2020-04-16,"DC","0-19",0,0
2020-04-16,"DC","20-29",0,0
2020-04-16,"DC","30-39",2,0
2020-04-16,"DC","40-49",2,0
2020-04-16,"DC","50-59",15,0
2020-04-16,"DC","60-69",26,2
2020-04-16,"DC","70-79",21,2
2020-04-16,"DC","80+",20,2
2020-04-17,"DC","0-19",0,0
2020-04-17,"DC","20-29",0,0
2020-04-17,"DC","30-39",2,0
2020-04-17,"DC","40-49",2,0
2020-04-17,"DC","50-59",15,0
2020-04-17,"DC","60-69",27,1
2020-04-17,"DC","70-79",23,2
2020-04-17,"DC","80+",22,2
2020-04-18,"DC","0-19",0,0
2020-04-18,"DC","20-29",0,0
2020-04-18,"DC","30-39",2,0
2020-04-18,"DC","40-49",2,0
2020-04-18,"DC","50-59",15,0
2020-04-18,"DC","60-69",28,1
2020-04-18,"DC","70-79",24,1
2020-04-18,"DC","80+",25,3
2020-04-19,"DC","0-19",0,0
2020-04-19,"DC","20-29",0,0
2020-04-19,"DC","30-39",2,0
2020-04-19,"DC","40-49",2,0
2020-04-19,"DC","50-59",16,1
2020-04-19,"DC","60-69",30,2
2020-04-19,"DC","70-79",28,4
2020-04-19,"DC","80+",27,2
2020-04-20,"DC","0-19",0,0
2020-04-20,"DC","20-29",0,0
2020-04-20,"DC","30-39",2,0
2020-04-20,"DC","40-49",2,0
2020-04-20,"DC","50-59",16,0
2020-04-20,"DC","60-69",32,2
2020-04-20,"DC","70-79",32,4
2020-04-20,"DC","80+",28,1
2020-04-21,"DC","0-19",0,0
