"age","cum.deaths","daily.deaths","code","date"
"0-4",0,NA,"NJ",2020-05-25
"5-19",0,NA,"NJ",2020-05-25
"20-29",44,NA,"NJ",2020-05-25
"30-49",478,NA,"NJ",2020-05-25
"50-64",1767,NA,"NJ",2020-05-25
"65-79",3635,NA,"NJ",2020-05-25
"80+",5257,NA,"NJ",2020-05-25
"0-4",0,0,"NJ",2020-05-26
"5-19",0,0,"NJ",2020-05-26
"20-29",45,1,"NJ",2020-05-26
"30-49",478,0,"NJ",2020-05-26
"50-64",1800,33,"NJ",2020-05-26
"65-79",3683,48,"NJ",2020-05-26
"80+",5326,69,"NJ",2020-05-26
"0-4",0,0,"NJ",2020-05-27
"5-19",0,0,"NJ",2020-05-27
"20-29",45,0,"NJ",2020-05-27
"30-49",478,0,"NJ",2020-05-27
"50-64",1800,0,"NJ",2020-05-27
"65-79",3703,20,"NJ",2020-05-27
"80+",5356,30,"NJ",2020-05-27
"0-4",0,0,"NJ",2020-05-28
"5-19",0,0,"NJ",2020-05-28
"20-29",46,1,"NJ",2020-05-28
"30-49",484,6,"NJ",2020-05-28
"50-64",1821,21,"NJ",2020-05-28
"65-79",3745,42,"NJ",2020-05-28
"80+",5417,61,"NJ",2020-05-28
"0-4",0,0,"NJ",2020-05-29
"5-19",0,0,"NJ",2020-05-29
"20-29",46,0,"NJ",2020-05-29
"30-49",488,4,"NJ",2020-05-29
"50-64",1837,16,"NJ",2020-05-29
"65-79",3780,35,"NJ",2020-05-29
"80+",5478,61,"NJ",2020-05-29
"0-4",0,0,"NJ",2020-05-30
"5-19",0,0,"NJ",2020-05-30
"20-29",46,0,"NJ",2020-05-30
"30-49",491,3,"NJ",2020-05-30
"50-64",1847,10,"NJ",2020-05-30
"65-79",3789,9,"NJ",2020-05-30
"80+",5508,30,"NJ",2020-05-30
"0-4",0,0,"NJ",2020-05-31
"5-19",0,0,"NJ",2020-05-31
"20-29",46,0,"NJ",2020-05-31
"30-49",492,1,"NJ",2020-05-31
"50-64",1851,4,"NJ",2020-05-31
"65-79",3796,7,"NJ",2020-05-31
"80+",5519,11,"NJ",2020-05-31
"0-4",0,0,"NJ",2020-06-01
"5-19",0,0,"NJ",2020-06-01
"20-29",47,1,"NJ",2020-06-01
"30-49",494,2,"NJ",2020-06-01
"50-64",1870,19,"NJ",2020-06-01
"65-79",3824,28,"NJ",2020-06-01
"80+",5542,23,"NJ",2020-06-01
"0-4",0,0,"NJ",2020-06-02
"5-19",0,0,"NJ",2020-06-02
"20-29",47,0,"NJ",2020-06-02
"30-49",498,4,"NJ",2020-06-02
"50-64",1876,6,"NJ",2020-06-02
"65-79",3860,36,"NJ",2020-06-02
"80+",5582,40,"NJ",2020-06-02
"0-4",0,0,"NJ",2020-06-03
"5-19",0,0,"NJ",2020-06-03
"20-29",47,1,"NJ",2020-06-03
"30-49",501,4,"NJ",2020-06-03
"50-64",1889,14,"NJ",2020-06-03
"65-79",3887,27,"NJ",2020-06-03
"80+",5627,46,"NJ",2020-06-03
"0-4",0,0,"NJ",2020-06-04
"5-19",0,0,"NJ",2020-06-04
"20-29",48,0,"NJ",2020-06-04
"30-49",505,3,"NJ",2020-06-04
"50-64",1903,13,"NJ",2020-06-04
"65-79",3914,27,"NJ",2020-06-04
"80+",5673,45,"NJ",2020-06-04
"0-4",0,0,"NJ",2020-06-05
"5-19",0,0,"NJ",2020-06-05
"20-29",48,0,"NJ",2020-06-05
"30-49",508,3,"NJ",2020-06-05
"50-64",1924,21,"NJ",2020-06-05
"65-79",3933,19,"NJ",2020-06-05
"80+",5688,15,"NJ",2020-06-05
"0-4",0,0,"NJ",2020-06-06
"5-19",0,0,"NJ",2020-06-06
"20-29",48,0,"NJ",2020-06-06
"30-49",511,3,"NJ",2020-06-06
"50-64",1935,11,"NJ",2020-06-06
"65-79",3956,23,"NJ",2020-06-06
"80+",5721,33,"NJ",2020-06-06
"0-4",0,0,"NJ",2020-06-07
"5-19",0,0,"NJ",2020-06-07
"20-29",48,0,"NJ",2020-06-07
"30-49",512,1,"NJ",2020-06-07
"50-64",1941,6,"NJ",2020-06-07
"65-79",3956,0,"NJ",2020-06-07
"80+",5739,18,"NJ",2020-06-07
"0-4",0,0,"NJ",2020-06-08
"5-19",0,0,"NJ",2020-06-08
"20-29",49,1,"NJ",2020-06-08
"30-49",522,10,"NJ",2020-06-08
"50-64",1955,14,"NJ",2020-06-08
"65-79",3984,28,"NJ",2020-06-08
"80+",5780,41,"NJ",2020-06-08
"0-4",0,0,"NJ",2020-06-09
"5-19",0,0,"NJ",2020-06-09
"20-29",49,0,"NJ",2020-06-09
"30-49",522,0,"NJ",2020-06-09
"50-64",1967,12,"NJ",2020-06-09
"65-79",4009,25,"NJ",2020-06-09
"80+",5815,35,"NJ",2020-06-09
"0-4",0,0,"NJ",2020-06-10
"5-19",0,0,"NJ",2020-06-10
"20-29",49,0,"NJ",2020-06-10
"30-49",522,0,"NJ",2020-06-10
"50-64",1972,6,"NJ",2020-06-10
"65-79",4026,17,"NJ",2020-06-10
"80+",5831,17,"NJ",2020-06-10
"0-4",0,0,"NJ",2020-06-11
"5-19",0,0,"NJ",2020-06-11
"20-29",49,0,"NJ",2020-06-11
"30-49",522,0,"NJ",2020-06-11
"50-64",1978,5,"NJ",2020-06-11
"65-79",4043,17,"NJ",2020-06-11
"80+",5848,16,"NJ",2020-06-11
"0-4",0,0,"NJ",2020-06-12
"5-19",0,0,"NJ",2020-06-12
"20-29",49,0,"NJ",2020-06-12
"30-49",524,2,"NJ",2020-06-12
"50-64",1985,7,"NJ",2020-06-12
"65-79",4058,15,"NJ",2020-06-12
"80+",5857,9,"NJ",2020-06-12
