"age","code","date","daily.deaths","cum.deaths"
"70-79","RI",2020-06-06,0,199
"70-79","RI",2020-06-07,0,199
"80-89","RI",2020-06-02,4,230
"80-89","RI",2020-06-03,3,233
"80-89","RI",2020-06-04,4,237
"80-89","RI",2020-06-05,5,242
"80-89","RI",2020-06-06,0,242
"80-89","RI",2020-06-07,0,242
"90+","RI",2020-06-02,4,186
"90+","RI",2020-06-03,4,190
"90+","RI",2020-06-04,5,195
"90+","RI",2020-06-05,5,200
"90+","RI",2020-06-06,1,201
"90+","RI",2020-06-07,1,202
"0-9","RI",2020-06-08,0,0
"10-18","RI",2020-06-08,0,0
"19-29","RI",2020-06-08,0,0
"30-39","RI",2020-06-08,0,6
"40-49","RI",2020-06-08,0,9
"50-59","RI",2020-06-08,0,35
"60-69","RI",2020-06-08,2,81
"70-79","RI",2020-06-08,8,207
"80-89","RI",2020-06-08,8,250
"90+","RI",2020-06-08,7,209
"0-9","RI",2020-06-09,0,0
"0-9","RI",2020-06-10,0,0
"0-9","RI",2020-06-11,0,0
"0-9","RI",2020-06-12,0,0
"0-9","RI",2020-06-13,0,0
"0-9","RI",2020-06-14,0,0
"10-18","RI",2020-06-09,0,0
"10-18","RI",2020-06-10,0,0
"10-18","RI",2020-06-11,0,0
"10-18","RI",2020-06-12,0,0
"10-18","RI",2020-06-13,0,0
"10-18","RI",2020-06-14,0,0
"19-29","RI",2020-06-09,0,0
"19-29","RI",2020-06-10,0,0
"19-29","RI",2020-06-11,0,0
"19-29","RI",2020-06-12,0,0
"19-29","RI",2020-06-13,0,0
"19-29","RI",2020-06-14,0,0
"30-39","RI",2020-06-09,0,6
"30-39","RI",2020-06-10,0,6
"30-39","RI",2020-06-11,0,6
"30-39","RI",2020-06-12,0,6
"30-39","RI",2020-06-13,0,6
"30-39","RI",2020-06-14,0,6
"40-49","RI",2020-06-09,0,9
"40-49","RI",2020-06-10,0,9
"40-49","RI",2020-06-11,0,9
"40-49","RI",2020-06-12,0,9
"40-49","RI",2020-06-13,0,9
"40-49","RI",2020-06-14,0,9
"50-59","RI",2020-06-09,0,35
"50-59","RI",2020-06-10,0,35
"50-59","RI",2020-06-11,0,35
"50-59","RI",2020-06-12,0,35
"50-59","RI",2020-06-13,0,35
"50-59","RI",2020-06-14,0,35
"60-69","RI",2020-06-09,1,82
"60-69","RI",2020-06-10,0,82
"60-69","RI",2020-06-11,1,83
"60-69","RI",2020-06-12,1,84
"60-69","RI",2020-06-13,0,84
"60-69","RI",2020-06-14,0,84
"70-79","RI",2020-06-09,1,208
"70-79","RI",2020-06-10,0,208
"70-79","RI",2020-06-11,2,210
"70-79","RI",2020-06-12,2,212
"70-79","RI",2020-06-13,0,212
"70-79","RI",2020-06-14,0,212
"80-89","RI",2020-06-09,4,254
"80-89","RI",2020-06-10,2,256
"80-89","RI",2020-06-11,4,260
"80-89","RI",2020-06-12,4,264
"80-89","RI",2020-06-13,1,265
"80-89","RI",2020-06-14,1,266
"90+","RI",2020-06-09,3,212
"90+","RI",2020-06-10,1,213
"90+","RI",2020-06-11,4,217
"90+","RI",2020-06-12,3,220
"90+","RI",2020-06-13,0,220
"90+","RI",2020-06-14,0,220
"0-9","RI",2020-06-15,0,0
"10-18","RI",2020-06-15,0,0
"19-29","RI",2020-06-15,0,0
"30-39","RI",2020-06-15,0,6
"40-49","RI",2020-06-15,2,11
"50-59","RI",2020-06-15,3,38
"60-69","RI",2020-06-15,3,87
"70-79","RI",2020-06-15,3,215
"80-89","RI",2020-06-15,4,270
"90+","RI",2020-06-15,2,222
"0-9","RI",2020-06-16,0,0
"0-9","RI",2020-06-17,0,0
"0-9","RI",2020-06-18,0,0
"0-9","RI",2020-06-19,0,0
"0-9","RI",2020-06-20,0,0
"0-9","RI",2020-06-21,0,0
"10-18","RI",2020-06-16,0,0
"10-18","RI",2020-06-17,0,0
"10-18","RI",2020-06-18,0,0
"10-18","RI",2020-06-19,0,0
"10-18","RI",2020-06-20,0,0
"10-18","RI",2020-06-21,0,0
"19-29","RI",2020-06-16,0,0
"19-29","RI",2020-06-17,0,0
"19-29","RI",2020-06-18,0,0
"19-29","RI",2020-06-19,0,0
"19-29","RI",2020-06-20,0,0
"19-29","RI",2020-06-21,0,0
"30-39","RI",2020-06-16,0,6
"30-39","RI",2020-06-17,0,6
"30-39","RI",2020-06-18,0,6
"30-39","RI",2020-06-19,0,6
"30-39","RI",2020-06-20,0,6
"30-39","RI",2020-06-21,0,6
"40-49","RI",2020-06-16,0,11
"40-49","RI",2020-06-17,0,11
"40-49","RI",2020-06-18,0,11
"40-49","RI",2020-06-19,0,11
"40-49","RI",2020-06-20,0,11
"40-49","RI",2020-06-21,0,11
"50-59","RI",2020-06-16,0,38
"50-59","RI",2020-06-17,0,38
"50-59","RI",2020-06-18,0,38
"50-59","RI",2020-06-19,0,38
"50-59","RI",2020-06-20,0,38
"50-59","RI",2020-06-21,0,38
"60-69","RI",2020-06-16,1,88
"60-69","RI",2020-06-17,1,89
"60-69","RI",2020-06-18,1,90
"60-69","RI",2020-06-19,1,91
"60-69","RI",2020-06-20,0,91
"60-69","RI",2020-06-21,0,91
"70-79","RI",2020-06-16,3,218
"70-79","RI",2020-06-17,2,220
"70-79","RI",2020-06-18,2,222
"70-79","RI",2020-06-19,2,224
"70-79","RI",2020-06-20,0,224
"70-79","RI",2020-06-21,0,224
"80-89","RI",2020-06-16,4,274
"80-89","RI",2020-06-17,3,277
"80-89","RI",2020-06-18,2,279
"80-89","RI",2020-06-19,2,281
"80-89","RI",2020-06-20,0,281
"80-89","RI",2020-06-21,0,281
"90+","RI",2020-06-16,4,226
"90+","RI",2020-06-17,3,229
"90+","RI",2020-06-18,3,232
"90+","RI",2020-06-19,3,235
"90+","RI",2020-06-20,0,235
"90+","RI",2020-06-21,0,235
"0-9","RI",2020-06-22,0,0
"10-18","RI",2020-06-22,0,0
"19-29","RI",2020-06-22,0,0
"30-39","RI",2020-06-22,0,6
"40-49","RI",2020-06-22,0,11
"50-59","RI",2020-06-22,3,41
"60-69","RI",2020-06-22,0,91
"70-79","RI",2020-06-22,2,226
"80-89","RI",2020-06-22,3,284
"90+","RI",2020-06-22,7,242
"0-9","RI",2020-06-23,0,0
"0-9","RI",2020-06-24,0,0
"0-9","RI",2020-06-25,0,0
"0-9","RI",2020-06-26,0,0
"0-9","RI",2020-06-27,0,0
"0-9","RI",2020-06-28,0,0
"10-18","RI",2020-06-23,0,0
"10-18","RI",2020-06-24,0,0
"10-18","RI",2020-06-25,0,0
"10-18","RI",2020-06-26,0,0
"10-18","RI",2020-06-27,0,0
"10-18","RI",2020-06-28,0,0
"19-29","RI",2020-06-23,0,0
"19-29","RI",2020-06-24,0,0
"19-29","RI",2020-06-25,0,0
"19-29","RI",2020-06-26,0,0
"19-29","RI",2020-06-27,0,0
"19-29","RI",2020-06-28,0,0
"30-39","RI",2020-06-23,0,6
"30-39","RI",2020-06-24,0,6
"30-39","RI",2020-06-25,0,6
"30-39","RI",2020-06-26,0,6
"30-39","RI",2020-06-27,0,6
"30-39","RI",2020-06-28,0,6
"40-49","RI",2020-06-23,0,11
"40-49","RI",2020-06-24,0,11
"40-49","RI",2020-06-25,0,11
"40-49","RI",2020-06-26,0,11
"40-49","RI",2020-06-27,0,11
"40-49","RI",2020-06-28,0,11
"50-59","RI",2020-06-23,0,41
"50-59","RI",2020-06-24,0,41
"50-59","RI",2020-06-25,0,41
"50-59","RI",2020-06-26,0,41
"50-59","RI",2020-06-27,0,41
"50-59","RI",2020-06-28,0,41
"60-69","RI",2020-06-23,0,91
"60-69","RI",2020-06-24,0,91
"60-69","RI",2020-06-25,0,91
"60-69","RI",2020-06-26,0,91
"60-69","RI",2020-06-27,0,91
"60-69","RI",2020-06-28,0,91
"70-79","RI",2020-06-23,1,227
"70-79","RI",2020-06-24,1,228
"70-79","RI",2020-06-25,2,230
"70-79","RI",2020-06-26,2,232
"70-79","RI",2020-06-27,0,232
"70-79","RI",2020-06-28,0,232
"80-89","RI",2020-06-23,2,286
"80-89","RI",2020-06-24,3,289
"80-89","RI",2020-06-25,4,293
"80-89","RI",2020-06-26,3,296
"80-89","RI",2020-06-27,1,297
"80-89","RI",2020-06-28,1,298
"90+","RI",2020-06-23,1,243
"90+","RI",2020-06-24,2,245
"90+","RI",2020-06-25,3,248
"90+","RI",2020-06-26,2,250
"90+","RI",2020-06-27,0,250
"90+","RI",2020-06-28,0,250
"0-9","RI",2020-06-29,0,0
"10-18","RI",2020-06-29,0,0
"19-29","RI",2020-06-29,0,0
"30-39","RI",2020-06-29,0,6
"40-49","RI",2020-06-29,0,11
"50-59","RI",2020-06-29,1,42
"60-69","RI",2020-06-29,0,91
"70-79","RI",2020-06-29,1,233
"80-89","RI",2020-06-29,5,303
"90+","RI",2020-06-29,8,258
"0-9","RI",2020-06-30,0,0
"0-9","RI",2020-07-01,0,0
"0-9","RI",2020-07-02,0,0
"10-18","RI",2020-06-30,0,0
"10-18","RI",2020-07-01,0,0
"10-18","RI",2020-07-02,0,0
"19-29","RI",2020-06-30,0,0
"19-29","RI",2020-07-01,0,0
"19-29","RI",2020-07-02,0,0
"30-39","RI",2020-06-30,0,6
"30-39","RI",2020-07-01,0,6
"30-39","RI",2020-07-02,0,6
"40-49","RI",2020-06-30,0,11
"40-49","RI",2020-07-01,0,11
"40-49","RI",2020-07-02,0,11
"50-59","RI",2020-06-30,0,42
"50-59","RI",2020-07-01,0,42
"50-59","RI",2020-07-02,0,42
"60-69","RI",2020-06-30,0,91
"60-69","RI",2020-07-01,0,91
"60-69","RI",2020-07-02,0,91
"70-79","RI",2020-06-30,0,233
"70-79","RI",2020-07-01,0,233
"70-79","RI",2020-07-02,0,233
"80-89","RI",2020-06-30,1,304
"80-89","RI",2020-07-01,2,306
"80-89","RI",2020-07-02,1,307
"90+","RI",2020-06-30,0,258
"90+","RI",2020-07-01,1,259
"90+","RI",2020-07-02,0,259
"0-9","RI",2020-07-03,0,0
"10-18","RI",2020-07-03,0,0
"19-29","RI",2020-07-03,0,0
"30-39","RI",2020-07-03,0,6
"40-49","RI",2020-07-03,1,12
"50-59","RI",2020-07-03,2,44
"60-69","RI",2020-07-03,3,94
"70-79","RI",2020-07-03,2,235
"80-89","RI",2020-07-03,0,307
"90+","RI",2020-07-03,1,260
"0-9","RI",2020-07-04,0,0
"0-9","RI",2020-07-05,0,0
"0-9","RI",2020-07-06,0,0
"0-9","RI",2020-07-07,0,0
"0-9","RI",2020-07-08,0,0
"0-9","RI",2020-07-09,0,0
"0-9","RI",2020-07-10,0,0
"0-9","RI",2020-07-11,0,0
"0-9","RI",2020-07-12,0,0
"0-9","RI",2020-07-13,0,0
"0-9","RI",2020-07-14,0,0
"10-18","RI",2020-07-04,0,0
"10-18","RI",2020-07-05,0,0
"10-18","RI",2020-07-06,0,0
"10-18","RI",2020-07-07,0,0
"10-18","RI",2020-07-08,0,0
"10-18","RI",2020-07-09,0,0
"10-18","RI",2020-07-10,0,0
"10-18","RI",2020-07-11,0,0
"10-18","RI",2020-07-12,0,0
"10-18","RI",2020-07-13,0,0
"10-18","RI",2020-07-14,0,0
"19-29","RI",2020-07-04,0,0
"19-29","RI",2020-07-05,0,0
"19-29","RI",2020-07-06,0,0
"19-29","RI",2020-07-07,0,0
"19-29","RI",2020-07-08,0,0
"19-29","RI",2020-07-09,0,0
"19-29","RI",2020-07-10,0,0
"19-29","RI",2020-07-11,0,0
"19-29","RI",2020-07-12,0,0
"19-29","RI",2020-07-13,0,0
"19-29","RI",2020-07-14,0,0
"30-39","RI",2020-07-04,0,6
"30-39","RI",2020-07-05,0,6
"30-39","RI",2020-07-06,0,6
"30-39","RI",2020-07-07,0,6
"30-39","RI",2020-07-08,0,6
"30-39","RI",2020-07-09,0,6
"30-39","RI",2020-07-10,0,6
"30-39","RI",2020-07-11,0,6
"30-39","RI",2020-07-12,0,6
"30-39","RI",2020-07-13,0,6
"30-39","RI",2020-07-14,0,6
"40-49","RI",2020-07-04,0,12
"40-49","RI",2020-07-05,0,12
"40-49","RI",2020-07-06,0,12
"40-49","RI",2020-07-07,0,12
"40-49","RI",2020-07-08,0,12
"40-49","RI",2020-07-09,0,12
"40-49","RI",2020-07-10,0,12
"40-49","RI",2020-07-11,0,12
"40-49","RI",2020-07-12,0,12
"40-49","RI",2020-07-13,0,12
"40-49","RI",2020-07-14,0,12
"50-59","RI",2020-07-04,0,44
"50-59","RI",2020-07-05,0,44
"50-59","RI",2020-07-06,0,44
"50-59","RI",2020-07-07,0,44
"50-59","RI",2020-07-08,0,44
"50-59","RI",2020-07-09,0,44
"50-59","RI",2020-07-10,0,44
"50-59","RI",2020-07-11,0,44
"50-59","RI",2020-07-12,0,44
"50-59","RI",2020-07-13,0,44
"50-59","RI",2020-07-14,0,44
"60-69","RI",2020-07-04,0,94
"60-69","RI",2020-07-05,0,94
"60-69","RI",2020-07-06,0,94
"60-69","RI",2020-07-07,1,95
"60-69","RI",2020-07-08,0,95
"60-69","RI",2020-07-09,0,95
"60-69","RI",2020-07-10,0,95
"60-69","RI",2020-07-11,0,95
"60-69","RI",2020-07-12,0,95
"60-69","RI",2020-07-13,1,96
"60-69","RI",2020-07-14,0,96
"70-79","RI",2020-07-04,0,235
"70-79","RI",2020-07-05,0,235
"70-79","RI",2020-07-06,0,235
"70-79","RI",2020-07-07,2,237
"70-79","RI",2020-07-08,0,237
"70-79","RI",2020-07-09,1,238
"70-79","RI",2020-07-10,0,238
"70-79","RI",2020-07-11,0,238
"70-79","RI",2020-07-12,0,238
"70-79","RI",2020-07-13,2,240
"70-79","RI",2020-07-14,0,240
"80-89","RI",2020-07-04,0,307
"80-89","RI",2020-07-05,0,307
"80-89","RI",2020-07-06,0,307
"80-89","RI",2020-07-07,2,309
"80-89","RI",2020-07-08,0,309
"80-89","RI",2020-07-09,0,309
"80-89","RI",2020-07-10,0,309
"80-89","RI",2020-07-11,0,309
"80-89","RI",2020-07-12,0,309
"80-89","RI",2020-07-13,2,311
"80-89","RI",2020-07-14,0,311
"90+","RI",2020-07-04,0,260
"90+","RI",2020-07-05,0,260
"90+","RI",2020-07-06,0,260
"90+","RI",2020-07-07,1,261
"90+","RI",2020-07-08,0,261
"90+","RI",2020-07-09,0,261
"90+","RI",2020-07-10,0,261
"90+","RI",2020-07-11,0,261
"90+","RI",2020-07-12,0,261
"90+","RI",2020-07-13,1,262
"90+","RI",2020-07-14,0,262
"0-9","RI",2020-07-15,0,0
"10-18","RI",2020-07-15,0,0
"19-29","RI",2020-07-15,0,0
"30-39","RI",2020-07-15,0,6
"40-49","RI",2020-07-15,2,14
"50-59","RI",2020-07-15,1,45
"60-69","RI",2020-07-15,4,100
"70-79","RI",2020-07-15,0,240
"80-89","RI",2020-07-15,4,315
"90+","RI",2020-07-15,3,265
"0-9","RI",2020-07-16,0,0
"0-9","RI",2020-07-17,0,0
"0-9","RI",2020-07-18,0,0
"0-9","RI",2020-07-19,0,0
"0-9","RI",2020-07-20,0,0
"0-9","RI",2020-07-21,0,0
"10-18","RI",2020-07-16,0,0
"10-18","RI",2020-07-17,0,0
"10-18","RI",2020-07-18,0,0
"10-18","RI",2020-07-19,0,0
"10-18","RI",2020-07-20,0,0
"10-18","RI",2020-07-21,0,0
"19-29","RI",2020-07-16,0,0
"19-29","RI",2020-07-17,0,0
"19-29","RI",2020-07-18,0,0
"19-29","RI",2020-07-19,0,0
"19-29","RI",2020-07-20,0,0
"19-29","RI",2020-07-21,0,0
"30-39","RI",2020-07-16,0,6
"30-39","RI",2020-07-17,0,6
"30-39","RI",2020-07-18,0,6
"30-39","RI",2020-07-19,0,6
"30-39","RI",2020-07-20,0,6
"30-39","RI",2020-07-21,0,6
"40-49","RI",2020-07-16,0,14
"40-49","RI",2020-07-17,0,14
"40-49","RI",2020-07-18,0,14
"40-49","RI",2020-07-19,0,14
"40-49","RI",2020-07-20,0,14
"40-49","RI",2020-07-21,0,14
"50-59","RI",2020-07-16,0,45
"50-59","RI",2020-07-17,0,45
"50-59","RI",2020-07-18,0,45
"50-59","RI",2020-07-19,0,45
"50-59","RI",2020-07-20,0,45
"50-59","RI",2020-07-21,0,45
"60-69","RI",2020-07-16,0,100
"60-69","RI",2020-07-17,0,100
"60-69","RI",2020-07-18,0,100
"60-69","RI",2020-07-19,0,100
"60-69","RI",2020-07-20,0,100
"60-69","RI",2020-07-21,0,100
"70-79","RI",2020-07-16,0,240
"70-79","RI",2020-07-17,0,240
"70-79","RI",2020-07-18,0,240
"70-79","RI",2020-07-19,0,240
"70-79","RI",2020-07-20,1,241
"70-79","RI",2020-07-21,0,241
"80-89","RI",2020-07-16,0,315
"80-89","RI",2020-07-17,0,315
"80-89","RI",2020-07-18,0,315
"80-89","RI",2020-07-19,0,315
"80-89","RI",2020-07-20,1,316
"80-89","RI",2020-07-21,0,316
"90+","RI",2020-07-16,0,265
"90+","RI",2020-07-17,1,266
"90+","RI",2020-07-18,0,266
"90+","RI",2020-07-19,0,266
"90+","RI",2020-07-20,2,268
"90+","RI",2020-07-21,0,268
"0-9","RI",2020-07-22,0,0
"10-18","RI",2020-07-22,0,0
"19-29","RI",2020-07-22,0,0
"30-39","RI",2020-07-22,0,6
"40-49","RI",2020-07-22,0,14
"50-59","RI",2020-07-22,0,45
"60-69","RI",2020-07-22,0,100
"70-79","RI",2020-07-22,1,242
"80-89","RI",2020-07-22,1,317
"90+","RI",2020-07-22,0,268
"0-9","RI",2020-07-23,0,0
"0-9","RI",2020-07-24,0,0
"0-9","RI",2020-07-25,0,0
"0-9","RI",2020-07-26,0,0
"0-9","RI",2020-07-27,0,0
"10-18","RI",2020-07-23,0,0
"10-18","RI",2020-07-24,0,0
"10-18","RI",2020-07-25,0,0
"10-18","RI",2020-07-26,0,0
"10-18","RI",2020-07-27,0,0
"19-29","RI",2020-07-23,0,0
"19-29","RI",2020-07-24,0,0
"19-29","RI",2020-07-25,0,0
"19-29","RI",2020-07-26,0,0
"19-29","RI",2020-07-27,0,0
"30-39","RI",2020-07-23,0,6
"30-39","RI",2020-07-24,0,6
"30-39","RI",2020-07-25,0,6
"30-39","RI",2020-07-26,0,6
"30-39","RI",2020-07-27,0,6
"40-49","RI",2020-07-23,0,14
"40-49","RI",2020-07-24,0,14
"40-49","RI",2020-07-25,0,14
"40-49","RI",2020-07-26,0,14
"40-49","RI",2020-07-27,0,14
"50-59","RI",2020-07-23,0,45
"50-59","RI",2020-07-24,0,45
"50-59","RI",2020-07-25,0,45
"50-59","RI",2020-07-26,0,45
"50-59","RI",2020-07-27,0,45
"60-69","RI",2020-07-23,0,100
"60-69","RI",2020-07-24,0,100
"60-69","RI",2020-07-25,0,100
"60-69","RI",2020-07-26,0,100
"60-69","RI",2020-07-27,0,100
"70-79","RI",2020-07-23,0,242
"70-79","RI",2020-07-24,0,242
"70-79","RI",2020-07-25,0,242
"70-79","RI",2020-07-26,0,242
"70-79","RI",2020-07-27,0,242
"80-89","RI",2020-07-23,0,317
"80-89","RI",2020-07-24,0,317
"80-89","RI",2020-07-25,0,317
"80-89","RI",2020-07-26,0,317
"80-89","RI",2020-07-27,0,317
"90+","RI",2020-07-23,0,268
"90+","RI",2020-07-24,0,268
"90+","RI",2020-07-25,0,268
"90+","RI",2020-07-26,0,268
"90+","RI",2020-07-27,0,268
"0-9","RI",2020-07-28,0,0
"10-18","RI",2020-07-28,0,0
"19-29","RI",2020-07-28,0,0
"30-39","RI",2020-07-28,0,6
"40-49","RI",2020-07-28,0,14
"50-59","RI",2020-07-28,0,45
"60-69","RI",2020-07-28,0,100
"70-79","RI",2020-07-28,0,242
"80-89","RI",2020-07-28,0,317
"90+","RI",2020-07-28,0,268
"0-9","RI",2020-07-29,0,0
"0-9","RI",2020-07-30,0,0
"0-9","RI",2020-07-31,0,0
"0-9","RI",2020-08-01,0,0
"0-9","RI",2020-08-02,0,0
"0-9","RI",2020-08-03,0,0
"0-9","RI",2020-08-04,0,0
"0-9","RI",2020-08-05,0,0
"0-9","RI",2020-08-06,0,0
"0-9","RI",2020-08-07,0,0
"0-9","RI",2020-08-08,0,0
"0-9","RI",2020-08-09,0,0
"0-9","RI",2020-08-10,0,0
"0-9","RI",2020-08-11,0,0
"10-18","RI",2020-07-29,0,0
"10-18","RI",2020-07-30,0,0
"10-18","RI",2020-07-31,0,0
"10-18","RI",2020-08-01,0,0
"10-18","RI",2020-08-02,0,0
"10-18","RI",2020-08-03,0,0
"10-18","RI",2020-08-04,0,0
"10-18","RI",2020-08-05,0,0
"10-18","RI",2020-08-06,0,0
"10-18","RI",2020-08-07,0,0
"10-18","RI",2020-08-08,0,0
"10-18","RI",2020-08-09,0,0
"10-18","RI",2020-08-10,0,0
"10-18","RI",2020-08-11,0,0
"19-29","RI",2020-07-29,0,0
"19-29","RI",2020-07-30,0,0
"19-29","RI",2020-07-31,0,0
"19-29","RI",2020-08-01,0,0
"19-29","RI",2020-08-02,0,0
"19-29","RI",2020-08-03,0,0
"19-29","RI",2020-08-04,0,0
"19-29","RI",2020-08-05,0,0
"19-29","RI",2020-08-06,0,0
"19-29","RI",2020-08-07,0,0
"19-29","RI",2020-08-08,0,0
"19-29","RI",2020-08-09,0,0
"19-29","RI",2020-08-10,0,0
"19-29","RI",2020-08-11,0,0
"30-39","RI",2020-07-29,0,6
"30-39","RI",2020-07-30,0,6
"30-39","RI",2020-07-31,0,6
"30-39","RI",2020-08-01,0,6
"30-39","RI",2020-08-02,0,6
"30-39","RI",2020-08-03,0,6
"30-39","RI",2020-08-04,0,6
"30-39","RI",2020-08-05,0,6
"30-39","RI",2020-08-06,0,6
"30-39","RI",2020-08-07,0,6
"30-39","RI",2020-08-08,0,6
"30-39","RI",2020-08-09,0,6
"30-39","RI",2020-08-10,0,6
"30-39","RI",2020-08-11,0,6
"40-49","RI",2020-07-29,0,14
"40-49","RI",2020-07-30,0,14
"40-49","RI",2020-07-31,0,14
"40-49","RI",2020-08-01,0,14
"40-49","RI",2020-08-02,0,14
"40-49","RI",2020-08-03,0,14
"40-49","RI",2020-08-04,0,14
"40-49","RI",2020-08-05,0,14
"40-49","RI",2020-08-06,0,14
"40-49","RI",2020-08-07,0,14
"40-49","RI",2020-08-08,0,14
"40-49","RI",2020-08-09,0,14
"40-49","RI",2020-08-10,0,14
"40-49","RI",2020-08-11,0,14
"50-59","RI",2020-07-29,0,45
"50-59","RI",2020-07-30,0,45
"50-59","RI",2020-07-31,0,45
"50-59","RI",2020-08-01,0,45
"50-59","RI",2020-08-02,0,45
"50-59","RI",2020-08-03,0,45
"50-59","RI",2020-08-04,0,45
"50-59","RI",2020-08-05,0,45
"50-59","RI",2020-08-06,0,45
"50-59","RI",2020-08-07,0,45
"50-59","RI",2020-08-08,0,45
"50-59","RI",2020-08-09,0,45
"50-59","RI",2020-08-10,0,45
"50-59","RI",2020-08-11,0,45
"60-69","RI",2020-07-29,0,100
"60-69","RI",2020-07-30,0,100
"60-69","RI",2020-07-31,0,100
"60-69","RI",2020-08-01,0,100
"60-69","RI",2020-08-02,0,100
"60-69","RI",2020-08-03,0,100
"60-69","RI",2020-08-04,0,100
"60-69","RI",2020-08-05,0,100
"60-69","RI",2020-08-06,0,100
"60-69","RI",2020-08-07,0,100
"60-69","RI",2020-08-08,0,100
"60-69","RI",2020-08-09,0,100
"60-69","RI",2020-08-10,0,100
"60-69","RI",2020-08-11,0,100
"70-79","RI",2020-07-29,0,242
"70-79","RI",2020-07-30,0,242
"70-79","RI",2020-07-31,0,242
"70-79","RI",2020-08-01,0,242
"70-79","RI",2020-08-02,0,242
"70-79","RI",2020-08-03,1,243
"70-79","RI",2020-08-04,0,243
"70-79","RI",2020-08-05,0,243
"70-79","RI",2020-08-06,0,243
"70-79","RI",2020-08-07,0,243
"70-79","RI",2020-08-08,0,243
"70-79","RI",2020-08-09,0,243
"70-79","RI",2020-08-10,0,243
"70-79","RI",2020-08-11,0,243
"80-89","RI",2020-07-29,1,318
"80-89","RI",2020-07-30,0,318
"80-89","RI",2020-07-31,0,318
"80-89","RI",2020-08-01,0,318
"80-89","RI",2020-08-02,0,318
"80-89","RI",2020-08-03,1,319
"80-89","RI",2020-08-04,0,319
"80-89","RI",2020-08-05,0,319
"80-89","RI",2020-08-06,1,320
"80-89","RI",2020-08-07,0,320
"80-89","RI",2020-08-08,0,320
"80-89","RI",2020-08-09,0,320
"80-89","RI",2020-08-10,0,320
"80-89","RI",2020-08-11,0,320
"90+","RI",2020-07-29,1,269
"90+","RI",2020-07-30,0,269
"90+","RI",2020-07-31,0,269
"90+","RI",2020-08-01,0,269
"90+","RI",2020-08-02,0,269
"90+","RI",2020-08-03,1,270
"90+","RI",2020-08-04,0,270
"90+","RI",2020-08-05,0,270
"90+","RI",2020-08-06,1,271
"90+","RI",2020-08-07,0,271
"90+","RI",2020-08-08,0,271
"90+","RI",2020-08-09,0,271
"90+","RI",2020-08-10,0,271
"90+","RI",2020-08-11,0,271
"0-9","RI",2020-08-12,0,0
"10-18","RI",2020-08-12,0,0
"19-29","RI",2020-08-12,0,0
"30-39","RI",2020-08-12,1,7
"40-49","RI",2020-08-12,2,16
"50-59","RI",2020-08-12,1,46
"60-69","RI",2020-08-12,4,104
"70-79","RI",2020-08-12,1,244
"80-89","RI",2020-08-12,4,324
"90+","RI",2020-08-12,0,271
"0-9","RI",2020-08-13,0,0
"0-9","RI",2020-08-14,0,0
"0-9","RI",2020-08-15,0,0
"0-9","RI",2020-08-16,0,0
"0-9","RI",2020-08-17,0,0
"0-9","RI",2020-08-18,0,0
"10-18","RI",2020-08-13,0,0
