"date","code","age","cum.deaths","daily.deaths"
2020-06-05,"OR","0-9",0,NA
2020-06-05,"OR","10-19",0,NA
2020-06-05,"OR","20-29",0,NA
2020-06-05,"OR","30-39",1,NA
2020-06-05,"OR","40-49",3,NA
2020-06-05,"OR","50-59",7,NA
2020-06-05,"OR","60-69",34,NA
2020-06-05,"OR","70-79",44,NA
2020-06-05,"OR","80+",72,NA
2020-06-06,"OR","0-9",0,0
2020-06-06,"OR","10-19",0,0
2020-06-06,"OR","20-29",0,0
2020-06-06,"OR","30-39",1,0
2020-06-06,"OR","40-49",3,0
2020-06-06,"OR","50-59",7,0
2020-06-06,"OR","60-69",34,0
2020-06-06,"OR","70-79",45,1
2020-06-06,"OR","80+",72,0
2020-06-07,"OR","0-9",0,0
2020-06-07,"OR","10-19",0,0
2020-06-07,"OR","20-29",0,0
2020-06-07,"OR","30-39",1,0
2020-06-07,"OR","40-49",3,0
2020-06-07,"OR","50-59",7,0
2020-06-07,"OR","60-69",34,0
2020-06-07,"OR","70-79",46,1
2020-06-07,"OR","80+",72,0
2020-06-08,"OR","0-9",0,0
2020-06-08,"OR","10-19",0,0
2020-06-08,"OR","20-29",0,0
2020-06-08,"OR","30-39",1,0
2020-06-08,"OR","40-49",3,0
2020-06-08,"OR","50-59",8,0
2020-06-08,"OR","60-69",34,0
2020-06-08,"OR","70-79",46,1
2020-06-08,"OR","80+",72,0
2020-06-09,"OR","0-9",0,0
2020-06-09,"OR","10-19",0,0
2020-06-09,"OR","20-29",0,0
2020-06-09,"OR","30-39",1,0
2020-06-09,"OR","40-49",3,0
2020-06-09,"OR","50-59",8,0
2020-06-09,"OR","60-69",35,1
2020-06-09,"OR","70-79",48,2
2020-06-09,"OR","80+",74,2
2020-06-10,"OR","0-9",0,0
2020-06-10,"OR","10-19",0,0
2020-06-10,"OR","20-29",0,0
2020-06-10,"OR","30-39",1,0
2020-06-10,"OR","40-49",3,0
2020-06-10,"OR","50-59",8,0
2020-06-10,"OR","60-69",35,0
2020-06-10,"OR","70-79",48,0
2020-06-10,"OR","80+",74,0
2020-06-11,"OR","0-9",0,0
2020-06-11,"OR","10-19",0,0
2020-06-11,"OR","20-29",0,0
2020-06-11,"OR","30-39",1,0
2020-06-11,"OR","40-49",3,0
2020-06-11,"OR","50-59",8,0
2020-06-11,"OR","60-69",36,1
2020-06-11,"OR","70-79",48,0
2020-06-11,"OR","80+",75,1
2020-06-12,"OR","0-9",0,0
2020-06-12,"OR","10-19",0,0
2020-06-12,"OR","20-29",0,0
2020-06-12,"OR","30-39",1,0
2020-06-12,"OR","40-49",3,0
2020-06-12,"OR","50-59",8,0
2020-06-12,"OR","60-69",37,1
2020-06-12,"OR","70-79",48,0
2020-06-12,"OR","80+",76,1
2020-06-13,"OR","0-9",0,0
2020-06-13,"OR","10-19",0,0
2020-06-13,"OR","20-29",0,0
2020-06-13,"OR","30-39",1,0
2020-06-13,"OR","40-49",3,0
2020-06-13,"OR","50-59",8,0
2020-06-13,"OR","60-69",37,0
2020-06-13,"OR","70-79",48,0
2020-06-13,"OR","80+",76,0
2020-06-14,"OR","0-9",0,0
2020-06-14,"OR","10-19",0,0
2020-06-14,"OR","20-29",0,0
2020-06-14,"OR","30-39",1,0
2020-06-14,"OR","40-49",3,0
2020-06-14,"OR","50-59",8,0
2020-06-14,"OR","60-69",37,0
2020-06-14,"OR","70-79",48,0
2020-06-14,"OR","80+",76,0
2020-06-15,"OR","0-9",0,0
2020-06-15,"OR","10-19",0,0
2020-06-15,"OR","20-29",0,0
2020-06-15,"OR","30-39",1,0
2020-06-15,"OR","40-49",3,0
2020-06-15,"OR","50-59",8,0
2020-06-15,"OR","60-69",37,0
2020-06-15,"OR","70-79",48,0
2020-06-15,"OR","80+",76,0
