GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,POS_7DAYAVG,NEGATIVE,NEG_NEW,NEG_7DAYAVG,DEATHS,DTH_NEW,DTH_7DAYAVG,TEST_NEW,TEST_7DAYAVG,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,OBJECTID
55,State,WI,2020/09/24 19:00:00+00,108324,2392,1939.71,1371070,10887,9478,1265,6,4.86,13279,11417.71,6897,61842,39585,55162,52978,184,3455,13923,27931,16451,14254,14636,9503,4925,2400,846,571,693,1,0,0,9,17,38,85,210,323,363,220,1179,2602,10743,75021,9022,9757,18854,74558,14912,16,35,231,939,25,19,147,1094,24,7766,62739,37819,65,136,475,564,721,1045,1370,1327,909,285,2258,7316,15795,9909,8682,8871,5472,2335,915,289,1132,6471,11661,5978,4851,4720,2661,1263,576,272,1006,5,6,39,47,102,172,251,223,121,40,379246
55,State,WI,2021/03/14 19:00:00+00,569638,274,420.71,2669554,3548,3098.57,6536,-2,7.86,3822,3519.29,26791,318084,224763,291922,276628,1088,24002,66068,107040,88485,80829,86626,62144,32345,16003,6096,2992,3538,6,0,2,22,47,114,346,862,1619,2086,1438,7223,14551,37960,439539,32321,38044,59750,430857,79025,95,124,473,5621,92,131,374,5901,261,30175,229506,309957,241,488,1418,1628,1929,3545,5269,6005,4591,1677,15724,38336,59200,49793,45893,49389,34836,16053,6524,2336,8037,27244,46422,37064,33007,33692,22039,10287,4888,2083,2284,16,18,58,81,193,347,586,567,334,84,382301
55,State,WI,2021/03/13 20:00:00+00,569364,462,428.57,2666006,4550,3094.71,6538,13,8.57,5012,3523.29,26774,317879,224711,291805,276473,1086,23984,66028,107002,88431,80789,86587,62111,32332,16003,6097,2992,3540,6,0,2,22,47,114,346,863,1620,2087,1437,7223,14543,37933,439332,32314,38019,59730,430652,78976,95,124,473,5623,92,131,375,5903,260,30164,229323,309877,240,487,1413,1627,1928,3542,5267,6003,4590,1677,15717,38308,59162,49751,45861,49354,34824,16046,6519,2337,8027,27233,46427,37053,33000,33691,22020,10283,4894,2083,2284,16,18,58,81,193,347,586,567,334,84,386880
55,State,WI,2021/03/10 20:00:00+00,567850,516,388.43,2654958,4185,2851.29,6524,14,9.43,4701,3239.71,26630,316478,224742,291028,275725,1097,23885,65791,106738,88174,80559,86347,61979,32287,15985,6105,2988,3531,5,0,2,21,47,115,345,861,1617,2080,1436,7206,14506,37842,437870,32288,38138,59536,429154,79154,95,124,472,5609,92,132,372,5886,266,30142,228510,309198,240,480,1398,1614,1914,3530,5241,5972,4572,1669,15639,38088,58903,49501,45648,49134,34707,16013,6506,2339,8006,27223,46437,37059,32997,33683,22031,10302,4907,2097,2282,16,17,58,81,192,347,586,567,334,84,390651
55,State,WI,2020/09/27 19:00:00+00,115862,2217,2090.71,1399218,5806,9588,1281,0,5.57,8023,11678.71,7095,65758,43009,59041,56627,194,3711,14908,29597,17562,15286,15807,10270,5285,2542,894,578,702,1,0,0,9,17,38,86,212,329,367,223,1284,2732,10996,81035,9365,10450,19506,80102,16254,16,36,232,951,26,20,150,1106,25,7984,64898,42980,68,136,481,578,733,1073,1412,1375,943,296,2414,7822,16568,10518,9251,9503,5905,2497,971,309,1229,6950,12548,6466,5302,5231,2953,1413,628,289,1156,7,6,41,53,116,195,300,254,136,48,395096
55,State,WI,2020/09/28 19:00:00+00,117588,1726,2155.71,1405377,6159,9678.57,1283,2,5.57,7885,11834.29,7142,66622,43824,59938,57457,193,3764,15109,29951,17852,15510,16099,10448,5366,2578,911,579,703,1,0,0,9,17,38,86,213,329,368,223,1299,2774,11043,82404,9494,10574,19684,81394,16510,16,36,232,952,26,21,150,1107,26,8035,65370,44183,68,138,485,580,737,1078,1421,1384,953,298,2447,7918,16723,10672,9351,9663,6005,2540,984,319,1249,7053,12743,6600,5422,5358,3022,1442,641,294,1162,7,6,42,53,117,195,302,255,137,48,396435
55,State,WI,2021/01/04 20:00:00+00,487938,1407,2255,2365680,2505,4164.14,4884,9,24.71,3912,6419.14,21580,260703,205655,250083,236822,1032,19139,55072,93318,76268,69467,74581,53153,27877,13758,5305,2246,2630,8,0,2,16,37,82,269,642,1219,1545,1072,6268,11394,32875,369107,28203,40091,52122,355786,80030,70,95,369,4107,84,159,305,4260,319,16106,127583,344249,189,347,1040,1264,1553,2918,4301,4895,3726,1347,12178,30455,48999,41037,37961,40880,28683,13366,5302,1842,6772,24270,43279,33967,29953,30783,20169,9616,4730,2116,2058,13,16,56,73,174,326,529,496,300,75,400859
55,State,WI,2020/09/30 19:00:00+00,122274,2319,2334.57,1423247,9473,9009.14,1327,27,9.71,11792,11343.71,7300,69417,45557,62179,59895,200,3922,15608,30865,18609,16163,16891,10966,5612,2692,946,597,729,1,0,0,9,17,39,86,220,340,387,229,1381,2867,11328,86175,9703,10820,20124,85036,17114,17,36,235,992,25,22,150,1149,28,8200,66952,47122,68,143,490,587,750,1101,1461,1419,975,306,2564,8235,17258,11112,9727,10157,6328,2676,1030,330,1290,7230,13117,6910,5686,5633,3177,1517,687,310,1179,7,6,42,52,117,200,305,262,140,48,402181
55,State,WI,2020/09/29 19:00:00+00,119955,2367,2255,1413774,8397,9326,1300,17,7,10764,11581,7209,67882,44864,61089,58670,196,3839,15363,30452,18244,15823,16490,10707,5489,2625,923,585,714,1,0,0,9,17,38,86,214,335,377,224,1346,2833,11155,84296,9625,10700,19939,83202,16814,17,36,232,965,26,24,150,1120,30,8114,66152,45689,68,139,488,581,742,1087,1435,1403,962,304,2498,8055,16988,10872,9505,9888,6152,2601,999,324,1273,7169,12976,6791,5576,5515,3120,1485,664,295,1171,7,6,42,53,117,196,304,258,140,48,403306
55,State,WI,2020/11/05 20:00:00+00,249924,5922,4989.71,1881813,9518,11192.57,2194,38,35.14,15440,16182.29,12310,132487,105127,127215,122244,465,8500,28233,52877,38887,35201,38054,26087,13363,6441,2281,983,1209,2,0,0,13,20,51,130,322,554,663,441,3282,5279,18138,185212,16220,21793,31378,177682,40864,26,51,259,1765,39,54,182,1911,101,12067,97612,140245,107,207,671,843,1044,1776,2439,2649,1944,630,5385,15041,27672,20958,19235,20831,14090,6194,2362,719,3008,12985,24534,17086,14922,15447,9558,4520,2135,932,1542,9,11,46,61,140,258,393,360,201,63,406699
55,State,WI,2020/10/02 19:00:00+00,127906,2745,2439.71,1445571,10850,8846.57,1353,5,11.29,13595,11286.29,7506,72622,47778,65121,62581,204,4094,16242,31927,19426,17009,17840,11621,5955,2816,976,609,743,1,0,0,10,17,41,88,224,345,398,230,1442,2990,11518,90663,9970,11323,20582,89211,18113,17,39,236,1014,25,22,153,1173,27,8377,68645,50884,69,147,504,601,766,1125,1499,1468,1013,314,2692,8628,17842,11584,10194,10706,6698,2860,1078,340,1333,7467,13581,7241,6049,6009,3424,1627,725,322,1196,7,6,42,53,117,203,307,271,142,48,414679
55,State,WI,2020/10/01 19:00:00+00,125161,2887,2405.29,1434721,11474,9093,1348,21,11.86,14361,11498.29,7409,71059,46693,63695,61264,202,4020,15929,31404,19043,16595,17370,11317,5774,2746,963,606,741,1,0,0,9,17,41,87,223,344,397,230,1416,2930,11426,88442,9832,11115,20349,87171,17641,17,38,236,1010,25,22,152,1169,27,8290,67756,49115,69,146,496,596,758,1112,1481,1446,995,310,2632,8421,17567,11370,9965,10444,6511,2762,1050,337,1319,7362,13341,7077,5872,5814,3325,1566,701,316,1187,7,6,42,52,117,201,306,266,142,48,416056
55,State,WI,2020/10/03 19:00:00+00,130798,2892,2450.43,1456763,11192,9050.14,1372,19,13,14084,11500.57,7588,74107,49103,66557,64030,211,4186,16527,32490,19881,17448,18336,11953,6103,2874,1000,617,754,1,0,0,10,17,41,91,228,346,402,237,1498,3058,11624,92896,10127,11595,20834,91284,18680,17,39,237,1030,26,23,155,1184,33,8469,69437,52892,71,148,509,610,770,1131,1515,1485,1030,319,2761,8790,18105,11823,10415,10968,6870,2926,1101,348,1354,7589,13876,7448,6263,6237,3568,1692,743,333,1202,7,6,43,53,118,205,309,271,142,48,418753
55,State,WI,2020/10/04 19:00:00+00,132663,1865,2400.14,1465713,8950,9499.29,1377,5,13.71,10815,11899.43,7646,75070,49947,67479,64974,210,4257,16693,32817,20158,17723,18657,12191,6223,2930,1014,617,759,1,0,0,10,17,41,91,229,347,404,238,1542,3085,11702,94308,10226,11800,20963,92592,19108,17,39,237,1034,26,24,155,1187,35,8513,69884,54266,72,147,515,613,774,1134,1529,1497,1043,322,2798,8895,18259,11946,10571,11147,6993,2993,1118,350,1387,7651,14043,7599,6378,6376,3669,1733,769,342,1205,7,6,44,53,118,205,309,272,143,48,420228
55,State,WI,2021/04/27 19:00:00+00,595864,815,604,2833669,2617,3862.57,6773,17,7.86,3432,4466.57,29103,336831,229930,305138,289631,1095,25998,70477,111550,92818,84494,90509,64448,33175,16246,6149,3098,3669,6,0,3,22,46,121,370,905,1689,2150,1467,7424,15450,40882,461014,33026,38068,62654,454048,79161,99,131,495,5855,86,107,389,6173,211,30841,242601,322422,284,596,1700,1877,2137,3900,5730,6336,4802,1741,17194,41511,62392,52859,48595,52152,36411,16605,6707,2405,8520,28370,47458,38082,33762,34457,22307,10234,4737,2003,2366,18,19,58,83,201,363,608,580,350,86,422843
55,State,WI,2020/10/08 19:00:00+00,141830,3132,2381.29,1506828,13524,10301,1424,9,10.86,16656,12682.29,8061,80114,53655,72037,69572,221,4549,17519,34370,21602,19152,20175,13381,6820,3172,1090,635,788,1,0,0,10,17,41,94,236,362,416,248,1707,3241,12123,101778,10632,12349,21702,99568,20560,17,41,238,1073,26,29,155,1226,43,8845,72530,60455,72,152,525,630,800,1199,1600,1619,1117,347,3007,9393,19135,12709,11324,12009,7689,3265,1203,380,1470,7974,14710,8263,7028,6967,4092,1936,852,363,1253,8,5,46,53,121,212,316,288,155,49,426489
55,State,WI,2020/10/09 19:00:00+00,144818,2988,2416,1518662,11834,10441.57,1440,16,12.43,14822,12857.57,8199,81728,54891,73504,71090,224,4644,17773,34931,22094,19602,20646,13753,7014,3254,1107,641,798,1,0,0,10,17,42,95,240,363,419,254,1744,3311,12304,104076,10787,12596,21977,101723,21118,17,41,239,1091,25,27,156,1243,41,8924,73419,62475,72,154,529,638,812,1219,1633,1652,1137,353,3067,9541,19405,12954,11577,12274,7901,3367,1253,389,1505,8078,14997,8502,7213,7153,4219,1995,864,365,1261,8,5,46,53,122,214,321,288,155,49,426897
55,State,WI,2020/10/07 19:00:00+00,138698,2319,2346.29,1493304,11188,10008.14,1415,16,12.57,13507,12354.43,7951,78510,52237,70443,68041,214,4454,17221,33815,21087,18639,19700,12984,6626,3106,1066,634,780,1,0,0,10,17,42,94,234,357,414,247,1654,3196,11999,99214,10466,12169,21448,97157,20093,17,41,237,1064,26,30,155,1215,45,8747,71692,58259,72,151,526,624,793,1181,1584,1585,1096,339,2949,9251,18861,12446,11067,11763,7440,3180,1180,373,1433,7819,14428,8017,6779,6756,3960,1861,830,354,1233,8,5,47,53,119,210,311,281,151,48,427683
55,State,WI,2020/10/05 19:00:00+00,134359,1696,2395.86,1472577,6864,9600,1381,4,14,8560,11995.86,7702,75869,50788,68262,65886,211,4317,16842,33080,20421,17972,18954,12423,6336,2984,1030,619,761,1,0,0,10,17,41,91,229,348,407,238,1574,3108,11774,95699,10290,11914,21073,93864,19422,17,39,237,1037,26,25,155,1190,36,8553,70241,55565,72,147,517,616,775,1146,1538,1510,1056,325,2840,8996,18378,12055,10678,11294,7105,3033,1136,354,1405,7699,14185,7750,6519,6514,3780,1793,792,351,1212,7,6,44,53,118,207,309,275,145,48,429240
55,State,WI,2020/10/06 19:00:00+00,136379,2020,2346.29,1482116,9539,9763.14,1399,18,14.14,11559,12109.43,7810,77098,51471,69298,66867,214,4377,17014,33437,20737,18287,19289,12681,6480,3031,1046,630,768,1,0,0,10,17,42,92,231,353,411,243,1608,3173,11873,97359,10391,11975,21246,95437,19696,17,40,237,1051,26,28,155,1202,42,8634,70979,56766,72,147,522,621,780,1167,1558,1538,1074,331,2877,9131,18627,12233,10846,11508,7254,3105,1151,366,1428,7736,14288,7883,6661,6614,3869,1837,806,349,1225,8,6,46,53,118,208,310,278,150,48,430035
55,State,WI,2020/10/10 19:00:00+00,147560,2742,2394.57,1530306,11644,10506.14,1458,18,12.29,14386,12900.71,8319,83356,55885,74904,72430,226,4739,18056,35429,22529,19997,21080,14077,7190,3328,1135,648,809,1,0,0,10,17,42,98,243,367,425,256,1794,3350,12420,106275,10927,12794,22213,103842,21505,17,41,240,1109,25,26,156,1261,41,9017,74216,64327,73,154,536,645,822,1237,1656,1683,1154,359,3126,9700,19708,13217,11852,12533,8076,3459,1289,396,1540,8202,15185,8667,7323,7310,4345,2048,885,380,1270,8,5,46,54,123,214,324,290,156,50,436286
55,State,WI,2020/12/22 20:00:00+00,461015,2403,2659.86,2303714,4449,6274.57,4545,120,60.43,6852,8934.43,20355,245492,195168,236176,223877,961,17739,51958,88832,72033,65734,70597,50129,26163,12867,4963,2083,2454,8,0,1,15,32,80,250,588,1150,1439,990,5961,10466,31411,347898,27017,38262,49976,334435,76604,69,83,355,3809,83,146,289,3955,301,16053,127357,317605,172,329,978,1198,1481,2763,4066,4622,3496,1250,11325,28598,46488,38694,35771,38546,26960,12436,4961,1713,6242,23031,41366,32141,28482,29288,19103,9105,4410,2000,1997,13,14,54,72,170,317,513,484,285,75,446064
55,State,WI,2020/10/12 19:00:00+00,152192,1956,2547.57,1545692,7815,10445,1474,9,13.29,9771,12992.57,8454,85460,58278,77316,74629,247,4902,18501,36229,23265,20663,21880,14635,7470,3467,1180,654,819,1,0,0,10,17,42,98,244,371,431,261,1846,3419,12610,109913,11144,13260,22585,107029,22578,17,41,240,1123,25,28,156,1275,43,9129,75274,67789,74,156,545,654,825,1254,1687,1717,1179,363,3215,9917,20023,13537,12176,12929,8340,3587,1322,414,1613,8428,15661,9074,7662,7697,4608,2166,966,403,1277,8,5,46,54,123,217,326,292,156,50,448484
55,State,WI,2020/10/11 19:00:00+00,150236,2676,2510.43,1537877,7571,10309.14,1465,7,12.57,10247,12819.57,8398,84514,57324,76309,73691,236,4832,18315,35889,22974,20372,21542,14395,7351,3408,1158,650,814,1,0,0,10,17,42,98,243,370,427,258,1827,3391,12534,108378,11033,13073,22401,105698,22137,17,41,240,1115,25,27,156,1267,42,9075,74796,66365,73,154,541,651,824,1248,1668,1707,1170,362,3175,9815,19873,13405,12024,12752,8223,3528,1311,408,1584,8346,15475,8918,7524,7542,4504,2116,927,388,1271,8,5,46,54,123,214,324,291,156,50,452488
55,State,WI,2020/12/13 20:00:00+00,436773,2757,3513.71,2250766,9418,7720.57,4056,15,48.14,12175,11234.29,19249,231142,186382,223565,212300,907,16451,49155,84991,68380,62323,66889,47291,24577,12098,4618,1847,2200,9,0,0,15,30,74,222,522,1027,1286,880,5633,9714,29798,328916,25951,36761,47770,315521,73482,59,72,317,3399,72,137,260,3523,273,15999,127130,293644,163,309,920,1141,1416,2630,3866,4356,3296,1152,10450,26918,44224,36419,33738,36245,25318,11643,4617,1570,5838,21928,39847,30820,27169,28014,18107,8578,4185,1896,1930,13,13,51,70,167,309,495,467,273,72,455120
55,State,WI,2020/12/14 20:00:00+00,438895,2122,3509,2255994,5228,7645.86,4068,12,47.14,7350,11154.86,19326,232117,187452,224681,213300,913,16561,49393,85388,68716,62623,67180,47526,24706,12163,4639,1852,2207,9,0,0,15,30,74,223,525,1031,1288,882,5662,9791,29909,330516,26055,36962,48001,317051,73843,62,72,317,3406,74,137,260,3531,277,16003,127158,295734,163,310,927,1143,1422,2635,3884,4374,3309,1159,10506,27060,44392,36582,33851,36398,25413,11701,4640,1574,5892,22023,40069,30991,27350,28147,18229,8631,4214,1906,1933,13,13,51,70,167,310,495,469,273,72,459015
55,State,WI,2020/10/14 19:00:00+00,158578,3107,2840,1568389,11435,10726.43,1536,28,17.29,14542,13566.43,8754,88800,61024,80643,77679,256,5102,19067,37317,24298,21583,22983,15427,7877,3673,1251,685,850,1,0,0,10,17,45,103,253,389,449,270,1931,3524,12993,114897,11500,13733,23227,111656,23695,18,42,243,1176,27,30,161,1327,48,9349,76975,72254,77,160,554,674,838,1288,1746,1793,1240,384,3363,10242,20526,14069,12687,13535,8765,3772,1406,435,1662,8665,16237,9555,8058,8160,4916,2312,1027,432,1304,8,5,46,54,124,223,330,304,160,50,460511
55,State,WI,2020/10/13 19:00:00+00,155471,3279,2727.43,1556954,11262,10691.14,1508,34,15.57,14541,13418.57,8601,87170,59700,79003,76216,252,5002,18808,36783,23787,21154,22441,15033,7686,3559,1218,674,833,1,0,0,10,17,44,99,248,382,442,266,1883,3476,12769,112495,11351,13497,22923,109355,23193,17,42,242,1153,25,29,158,1301,49,9241,76168,70062,75,160,550,666,832,1264,1716,1757,1210,371,3298,10100,20253,13825,12441,13233,8558,3672,1365,425,1629,8548,15980,9296,7881,7944,4759,2257,984,422,1287,8,5,46,54,124,217,329,295,159,50,467062
55,State,WI,2020/10/16 19:00:00+00,166186,3861,3052.57,1590569,10725,10272.43,1574,21,19.14,14586,13325,9027,92680,64479,84418,81505,263,5378,19809,38621,25524,22676,24283,16331,8343,3898,1323,700,873,1,0,0,10,17,45,104,257,402,462,277,2083,3648,13431,120756,11892,14376,23909,117222,25055,20,42,243,1212,27,30,162,1364,48,9591,78863,77732,78,165,557,692,856,1323,1793,1867,1296,400,3505,10628,21206,14692,13226,14227,9268,3978,1488,462,1795,9016,16858,10140,8594,8733,5270,2498,1114,461,1325,8,5,44,55,126,229,332,313,163,50,471603
55,State,WI,2020/10/17 19:00:00+00,166186,0,2660.86,1590569,0,8609,1574,0,16.57,0,11269.86,9027,92680,64479,84418,81505,263,5378,19809,38621,25524,22676,24283,16331,8343,3898,1323,700,873,1,0,0,10,17,45,104,257,402,462,277,2083,3648,13431,120756,11892,14376,23909,117222,25055,20,42,243,1212,27,30,162,1364,48,9591,78863,77732,78,165,557,692,856,1323,1793,1867,1296,400,3505,10628,21206,14692,13226,14227,9268,3978,1488,462,1795,9016,16858,10140,8594,8733,5270,2498,1114,461,1325,8,5,44,55,126,229,332,313,163,50,472001
55,State,WI,2021/01/27 20:00:00+00,536546,1328,1517.43,2486960,5225,5205.43,5787,34,32.14,6553,6722.86,23976,291459,221111,275364,260097,1084,21846,60984,101618,83738,76271,81819,58594,30687,15163,5826,2648,3132,7,0,2,16,40,95,310,765,1439,1847,1273,6853,13129,35546,407872,30393,42753,56096,395391,85057,77,108,412,4926,91,173,343,5123,321,16163,127898,392485,216,392,1175,1390,1721,3200,4747,5458,4169,1508,13993,34273,54369,45802,42195,45549,32139,14988,6015,2136,7637,26319,46074,36546,32355,33070,21708,10241,4979,2182,2167,15,16,57,76,186,336,558,531,311,81,473579
55,State,WI,2020/10/15 19:00:00+00,162325,3747,2927.86,1579844,11455,10430.86,1553,17,18.43,15202,13358.71,8892,90658,62775,82485,79580,260,5253,19440,37950,24895,22120,23637,15883,8086,3783,1278,692,860,1,0,0,10,17,45,103,253,396,456,273,2008,3592,13250,117752,11693,14030,23583,114381,24361,19,42,243,1193,27,29,161,1347,45,9457,77926,74942,78,162,555,682,847,1308,1770,1832,1268,390,3435,10424,20857,14365,12938,13864,9020,3870,1443,442,1740,8854,16538,9848,8335,8465,5093,2384,1072,446,1308,8,5,44,55,124,225,331,307,159,50,479354
55,State,WI,2020/10/18 19:00:00+00,170114,3928,2839.71,1665459,74890,18226,1588,14,17.57,78818,21065.71,9154,94624,66336,86402,83440,272,5545,20214,39269,26152,23276,24945,16799,8558,4012,1344,711,876,1,0,0,10,17,46,104,257,405,467,282,2175,3711,13527,123809,12082,14810,24341,119975,25798,20,42,243,1224,27,32,163,1374,51,9672,79777,80665,81,170,563,698,859,1349,1815,1893,1323,403,3605,10835,21496,15032,13523,14540,9499,4091,1528,475,1859,9209,17210,10422,8894,9056,5485,2574,1161,466,1334,8,5,44,55,126,232,333,315,166,50,489266
55,State,WI,2020/10/19 19:00:00+00,173891,3777,3099.86,1703813,38354,22588.71,1600,12,18,42131,25688.57,9319,95922,68650,88280,85330,281,5654,20560,39943,26768,23826,25617,17231,8814,4108,1370,714,885,1,0,0,10,17,47,105,258,408,470,285,2206,3798,13797,126637,12282,15171,24690,122516,26685,20,43,244,1233,27,33,163,1383,54,9740,80241,83910,81,173,576,709,870,1374,1842,1932,1349,413,3652,10955,21738,15249,13702,14798,9650,4157,1544,477,1921,9432,17629,10810,9254,9445,5739,2725,1215,480,1340,8,5,44,55,126,234,335,316,166,51,491158
55,State,WI,2020/10/26 19:00:00+00,201049,2883,3879.71,1777892,9866,10582.71,1788,10,26.86,12749,14462.43,10416,109576,81057,102213,98486,350,6684,23156,44561,31090,27907,30110,20475,10493,4885,1688,798,988,2,0,0,12,18,49,114,274,447,535,339,2588,4349,15310,147506,13672,17624,27203,142159,31687,24,45,250,1396,34,39,173,1545,70,10558,86481,104010,90,183,617,751,936,1538,2064,2202,1547,488,4288,12399,23938,17391,15790,17115,11329,4954,1825,547,2306,10574,20006,12948,11181,11457,7082,3337,1513,653,1424,8,9,45,58,131,241,360,334,181,57,499816
55,State,WI,2020/10/27 19:00:00+00,206311,5262,3975.57,1789158,11266,10896.43,1852,64,31.29,16528,14872,10636,112047,83628,104987,100953,371,6893,23679,45412,31935,28662,30990,21112,10814,5052,1762,826,1024,2,0,0,12,18,49,118,282,463,564,346,2654,4486,15657,151477,13998,18039,27738,145915,32658,24,45,252,1458,33,40,175,1608,69,10707,87758,107846,91,187,623,763,949,1564,2118,2254,1588,499,4401,12674,24327,17804,16159,17510,11638,5082,1882,570,2401,10818,20462,13368,11554,11916,7356,3478,1582,693,1442,8,9,45,59,133,241,368,338,183,58,500520
55,State,WI,2021/01/22 20:00:00+00,530171,2070,1702.86,2463344,6312,5101.86,5643,36,45.86,8382,6804.71,23536,287349,219286,272055,257033,1082,21457,60184,100636,82805,75362,80852,57832,30313,14966,5764,2589,3046,8,0,2,16,38,90,307,747,1389,1802,1252,6796,12894,35199,402637,30135,42510,55576,389979,84616,77,107,406,4789,91,173,337,4990,316,16158,127875,386138,209,385,1141,1366,1676,3143,4668,5369,4093,1486,13720,33762,53708,45169,41644,44889,31643,14769,5929,2116,7528,26037,45787,36270,32042,32820,21521,10175,4944,2162,2144,15,16,57,76,177,332,555,525,310,81,508417
55,State,WI,2020/10/25 19:00:00+00,198166,3626,4007.43,1768026,10396,14652.43,1778,8,27.14,14022,18659.86,10332,108208,79626,100761,97066,339,6575,22860,44078,30624,27452,29646,20132,10332,4810,1657,793,983,2,0,0,11,18,49,114,273,446,532,335,2569,4292,15168,145225,13509,17403,26961,140067,31138,23,45,249,1388,34,39,171,1538,69,10488,85939,101739,88,183,610,747,932,1527,2044,2180,1535,486,4230,12243,23704,17177,15594,16891,11144,4877,1807,541,2257,10434,19764,12700,10926,11228,6944,3275,1468,630,1412,8,9,45,58,130,239,358,331,178,56,512395
55,State,WI,2020/10/28 19:00:00+00,210126,3815,3919.86,1795161,6003,10942.43,1897,45,30.86,9818,14862.29,10810,113960,85356,106936,102805,385,7029,24063,46044,32533,29236,31614,21568,11062,5171,1805,847,1048,2,0,0,11,19,49,120,283,478,577,360,2725,4552,15867,154432,14222,18328,28134,148741,33251,24,46,252,1506,34,35,176,1659,62,10879,88828,110419,93,188,629,767,964,1587,2157,2297,1620,508,4492,12890,24631,18096,16451,17842,11850,5203,1922,583,2444,10985,20784,13670,11821,12185,7561,3562,1629,714,1453,8,9,46,59,134,242,369,342,185,59,514771
55,State,WI,2020/10/29 19:00:00+00,214996,4870,4128,1803465,8304,10402.71,1948,51,35,13174,14530.71,11003,116298,87695,109463,105146,387,7226,24581,46837,33313,29925,32380,22128,11372,5364,1869,873,1073,2,0,0,11,19,49,123,287,491,589,379,2804,4639,16207,158114,14452,18780,28496,152309,34191,25,46,255,1550,36,36,177,1714,57,11089,90026,113881,94,191,636,781,972,1613,2196,2352,1651,517,4602,13167,24984,18461,16775,18217,12144,5351,1990,607,2530,11223,21217,14071,12178,12550,7788,3669,1723,745,1465,8,9,46,59,134,247,372,344,187,59,526130
55,State,WI,2020/10/31 19:00:00+00,225370,5278,4404.29,1826636,9575,9858,2031,59,37.29,14853,14262.29,11374,121323,92673,114784,110191,395,7574,25668,48615,34947,31472,34117,23389,11930,5678,1980,916,1113,2,0,0,11,19,51,128,297,512,612,401,2945,4840,16753,166116,14989,19727,29345,159881,36144,25,47,255,1623,37,44,179,1782,70,11430,92428,121512,99,195,648,802,990,1661,2256,2436,1737,550,4810,13711,25834,19234,17560,19067,12779,5592,2093,643,2665,11762,22133,14911,12922,13389,8354,3902,1848,787,1479,8,9,46,60,136,249,374,347,190,60,529471
55,State,WI,2020/10/30 19:00:00+00,220092,5096,4230.57,1817061,13596,10427,1972,24,32.43,18692,14657.57,11145,118676,90271,112069,107626,397,7379,25078,47683,34150,30721,33290,22735,11635,5514,1907,886,1084,2,0,0,11,19,49,125,289,496,600,383,2886,4736,16443,162005,14714,19308,28884,155915,35293,25,47,255,1569,36,40,179,1734,59,11243,91134,117715,94,192,643,783,979,1632,2227,2378,1688,529,4699,13388,25361,18861,17148,18652,12441,5459,2047,620,2586,11498,21679,14506,12594,13006,8067,3798,1779,758,1463,8,9,46,59,134,245,372,344,187,59,532549
55,State,WI,2020/11/01 20:00:00+00,228863,3493,4385.29,1841205,14569,10454.14,2047,16,38.43,18062,14839.43,11497,122926,94440,116650,111818,395,7715,26074,49191,35475,31956,34699,23810,12115,5792,2036,920,1125,2,0,0,11,19,51,127,299,519,619,402,2970,4903,16938,168802,15178,20072,29640,162418,36805,25,47,255,1640,37,43,179,1797,71,11519,93041,124303,101,197,652,810,999,1674,2283,2466,1757,558,4892,13925,26070,19462,17775,19356,12990,5666,2133,657,2722,11952,22469,15203,13182,13669,8537,3983,1902,821,1491,8,9,46,60,136,250,378,351,192,61,538933
