LATEST_STATUS_DATE,Age Ranges,As of Date,Case Status,DATA_AS_OF_DT,DATA_REFRESH_DT,Parameter Sort,Parameter Sort Target,CASES,DEATHS,Measure Toggle,RECOVERIES
01/05/2020,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,1
20/06/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,2,0,0,1
06/04/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,2,3,3,1
10/09/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,0,0,0
12/02/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,18,0,0,0
29/11/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,13,0,0,7
05/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,2
16/11/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,18,1,1,12
08/06/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,4,0,0,9
17/01/2021,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,19,1,1,0
12/01/2021,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,65,0,0,0
09/01/2021,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,18,2,2,6
17/05/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,5,0,0,2
15/01/2021,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,15,0,0,0
21/10/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,5,0,0,3
05/08/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,1,1,0
13/08/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,2,0,0,1
07/11/2020,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,0
31/01/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,33,0,0,1
28/04/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,4,1,1,5
30/09/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,3,0,0,6
02/10/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,1,0,0,3
26/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,48,0,0,3
15/01/2021,80,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,80,1,1,1,0
04/11/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,0
22/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
31/05/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,0,0,0,1
24/10/2020,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,4,0,0,0
31/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,8
22/05/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,9,0,0,1
04/11/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,29,0,0,14
27/06/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,1,0,0,0
26/10/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,3,0,0,2
24/11/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,3
12/12/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,23,0,0,8
08/07/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,4
26/03/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,1,0,0,1
30/08/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,0,0,0,2
29/01/2021,70s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,70s,1,0,0,1
21/10/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,1
28/11/2020,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,2
29/04/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,7,1,1,2
22/01/2021,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,49,0,0,4
17/04/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,4,0,0,5
29/09/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,11,0,0,3
18/08/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,1,0,0,4
03/06/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,3,1,1,4
04/11/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,13,0,0,3
18/10/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,2,0,0,3
14/05/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,1,1,1,2
06/01/2021,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,31,0,0,0
12/06/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,9,0,0,9
14/01/2021,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,40,0,0,0
30/10/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,12,0,0,3
30/07/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
24/07/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,0,0,0,1
21/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,1
28/04/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,3,0,0,3
09/11/2020,<20,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",TRUE,<20,17,0,0,13
12/01/2021,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,52,0,0,1
31/12/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,50,0,0,0
15/02/2021,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,8,0,0,0
19/05/2020,40s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,40s,2,0,0,1
08/08/2020,30s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,30s,2,0,0,2
11/09/2020,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,1
11/05/2020,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,1,0,0,1
02/11/2020,80,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,80,0,0,0,1
07/02/2021,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,5,0,0,0
24/12/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,32,0,0,3
13/12/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,56,0,0,5
20/07/2020,40s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,40s,3,0,0,5
09/07/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,3,0,0,1
27/07/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,0,1,1,2
24/12/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,43,0,0,5
01/12/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,33,0,0,24
25/02/2021,50s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,50s,10,0,0,0
22/01/2021,<20,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",TRUE,<20,3,0,0,0
27/06/2020,50s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,50s,7,0,0,2
20/07/2020,60s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,60s,2,0,0,0
08/05/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,1
29/01/2021,60s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,60s,15,0,0,0
27/01/2021,30s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,30s,7,0,0,0
09/10/2020,20s,"March 1, 2021 11:59 pm",Probable,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
02/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,1
14/10/2020,70s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,70s,0,1,1,0
08/11/2020,80,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,80,11,0,0,1
03/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,0
25/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
06/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
23/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,0
18/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,0
22/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,0
14/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,0
17/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,0
18/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,0
27/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,10,0,0,0
07/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,17,0,0,0
05/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,18,0,0,0
12/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,18,0,0,0
01/03/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,18,0,0,0
10/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,19,0,0,0
23/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,19,0,0,0
02/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,21,0,0,0
11/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,21,0,0,0
17/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,28,0,0,0
25/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,28,0,0,0
31/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,30,0,0,0
13/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,31,0,0,0
04/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,33,0,0,0
08/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,33,0,0,0
29/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,46,0,0,0
06/12/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,48,0,0,0
11/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,49,0,0,0
03/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,54,0,0,0
05/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,60,0,0,0
01/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,61,0,0,0
06/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,68,0,0,0
25/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,94,0,0,0
13/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,114,0,0,0
10/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,1
24/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,1
26/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,1
29/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,1
15/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,1
04/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,1
09/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,1
18/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,1
01/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,1
12/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,1
23/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,1
07/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,7,0,0,1
10/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,7,0,0,1
30/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,9,0,0,1
30/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,9,0,0,1
15/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,9,0,0,1
16/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,11,0,0,1
27/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,13,0,0,1
20/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,16,0,0,1
24/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,18,0,0,1
19/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,19,0,0,1
18/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,24,0,0,1
17/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,25,0,0,1
11/12/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,37,0,0,1
03/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,44,0,0,1
20/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,83,0,0,1
19/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,2
24/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,2
05/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,2
11/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,2
29/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
03/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
26/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
09/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
13/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
16/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
21/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,2
30/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,2
02/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,2
06/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,2
27/03/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
13/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
12/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
14/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
25/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
20/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
21/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,2
12/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,2
19/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,2
18/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,2
17/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,2
01/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,2
17/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,2
14/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,2
25/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,6,0,0,2
16/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,7,0,0,2
22/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,8,0,0,2
06/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,8,0,0,2
24/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,17,0,0,2
22/02/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,18,0,0,2
27/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,38,0,0,2
01/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,47,0,0,2
15/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,48,0,0,2
22/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,60,0,0,2
12/01/2021,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,74,0,0,2
05/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,3
08/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,3
14/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,0,0,0,3
26/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,3
27/04/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,3
14/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,3
07/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,3
09/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,1,0,0,3
08/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
11/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
16/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
24/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
29/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
14/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
19/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,2,0,0,3
27/06/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
23/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
29/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
30/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
07/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
10/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
01/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
12/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,3,0,0,3
02/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
06/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
18/05/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
18/07/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
26/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
09/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,4,0,0,3
30/06/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
23/08/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
17/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
20/09/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
22/10/2020,20s,"March 1, 2021 11:59 pm",Confirmed,01/03/2021,"March 2, 2021",FALSE,20s,5,0,0,3
