"age","date","cum.deaths","daily.deaths","code"
"10-19",2020-04-06,0,0,"CO"
"20-29",2020-04-06,0,0,"CO"
"30-39",2020-04-06,1,0,"CO"
"40-49",2020-04-06,5,0,"CO"
"50-59",2020-04-06,8,0,"CO"
"60-69",2020-04-06,14,0,"CO"
"70-79",2020-04-06,39,4,"CO"
"80+",2020-04-06,83,6,"CO"
"0-9",2020-04-07,0,0,"CO"
"10-19",2020-04-07,0,0,"CO"
"20-29",2020-04-07,0,0,"CO"
"30-39",2020-04-07,2,1,"CO"
"40-49",2020-04-07,7,2,"CO"
"50-59",2020-04-07,12,4,"CO"
"60-69",2020-04-07,18,4,"CO"
"70-79",2020-04-07,46,7,"CO"
"80+",2020-04-07,94,11,"CO"
"0-9",2020-04-08,0,0,"CO"
"10-19",2020-04-08,0,0,"CO"
"20-29",2020-04-08,1,1,"CO"
"30-39",2020-04-08,2,0,"CO"
"40-49",2020-04-08,7,0,"CO"
"50-59",2020-04-08,13,1,"CO"
"60-69",2020-04-08,20,2,"CO"
"70-79",2020-04-08,52,6,"CO"
"80+",2020-04-08,98,4,"CO"
"0-9",2020-04-09,0,0,"CO"
"10-19",2020-04-09,0,0,"CO"
"20-29",2020-04-09,1,0,"CO"
"30-39",2020-04-09,2,0,"CO"
"40-49",2020-04-09,9,2,"CO"
"50-59",2020-04-09,13,0,"CO"
"60-69",2020-04-09,22,2,"CO"
"70-79",2020-04-09,57,5,"CO"
"80+",2020-04-09,122,24,"CO"
"0-9",2020-04-10,0,0,"CO"
"10-19",2020-04-10,0,0,"CO"
"20-29",2020-04-10,2,1,"CO"
"30-39",2020-04-10,2,0,"CO"
"40-49",2020-04-10,11,2,"CO"
"50-59",2020-04-10,13,0,"CO"
"60-69",2020-04-10,25,3,"CO"
"70-79",2020-04-10,65,8,"CO"
"80+",2020-04-10,132,10,"CO"
"0-9",2020-04-11,0,0,"CO"
"10-19",2020-04-11,0,0,"CO"
"20-29",2020-04-11,2,0,"CO"
"30-39",2020-04-11,2,0,"CO"
"40-49",2020-04-11,11,0,"CO"
"50-59",2020-04-11,15,2,"CO"
"60-69",2020-04-11,30,5,"CO"
"70-79",2020-04-11,71,6,"CO"
"80+",2020-04-11,143,11,"CO"
"0-9",2020-04-12,0,0,"CO"
"10-19",2020-04-12,0,0,"CO"
"20-29",2020-04-12,2,0,"CO"
"30-39",2020-04-12,2,0,"CO"
"40-49",2020-04-12,11,0,"CO"
"50-59",2020-04-12,15,0,"CO"
"60-69",2020-04-12,34,4,"CO"
"70-79",2020-04-12,78,7,"CO"
"80+",2020-04-12,148,5,"CO"
"0-9",2020-04-13,0,0,"CO"
"10-19",2020-04-13,0,0,"CO"
"20-29",2020-04-13,2,0,"CO"
"30-39",2020-04-13,2,0,"CO"
"40-49",2020-04-13,12,1,"CO"
"50-59",2020-04-13,15,0,"CO"
"60-69",2020-04-13,38,4,"CO"
"70-79",2020-04-13,82,4,"CO"
"80+",2020-04-13,157,9,"CO"
"0-9",2020-04-14,0,0,"CO"
"10-19",2020-04-14,0,0,"CO"
"20-29",2020-04-14,2,0,"CO"
"30-39",2020-04-14,2,0,"CO"
"40-49",2020-04-14,12,0,"CO"
"50-59",2020-04-14,17,2,"CO"
"60-69",2020-04-14,40,2,"CO"
"70-79",2020-04-14,86,4,"CO"
"80+",2020-04-14,170,13,"CO"
"0-9",2020-04-15,0,0,"CO"
"10-19",2020-04-15,0,0,"CO"
"20-29",2020-04-15,3,1,"CO"
"30-39",2020-04-15,2,0,"CO"
"40-49",2020-04-15,13,1,"CO"
"50-59",2020-04-15,18,1,"CO"
"60-69",2020-04-15,43,3,"CO"
"70-79",2020-04-15,96,10,"CO"
"80+",2020-04-15,182,12,"CO"
"0-9",2020-04-16,0,0,"CO"
"10-19",2020-04-16,0,0,"CO"
"20-29",2020-04-16,3,0,"CO"
"30-39",2020-04-16,2,0,"CO"
"40-49",2020-04-16,14,1,"CO"
"50-59",2020-04-16,21,3,"CO"
"60-69",2020-04-16,47,4,"CO"
"70-79",2020-04-16,96,0,"CO"
"80+",2020-04-16,191,9,"CO"
"0-9",2020-04-17,0,0,"CO"
"10-19",2020-04-17,0,0,"CO"
"20-29",2020-04-17,3,0,"CO"
"30-39",2020-04-17,2,0,"CO"
"40-49",2020-04-17,14,0,"CO"
"50-59",2020-04-17,21,0,"CO"
"60-69",2020-04-17,54,7,"CO"
"70-79",2020-04-17,100,4,"CO"
"80+",2020-04-17,197,6,"CO"
"0-9",2020-04-18,0,0,"CO"
"10-19",2020-04-18,0,0,"CO"
"20-29",2020-04-18,3,0,"CO"
"30-39",2020-04-18,2,0,"CO"
"40-49",2020-04-18,14,0,"CO"
"50-59",2020-04-18,22,1,"CO"
"60-69",2020-04-18,56,2,"CO"
"70-79",2020-04-18,109,9,"CO"
"80+",2020-04-18,205,8,"CO"
"0-9",2020-04-19,0,0,"CO"
"10-19",2020-04-19,0,0,"CO"
"20-29",2020-04-19,3,0,"CO"
"30-39",2020-04-19,2,0,"CO"
"40-49",2020-04-19,14,0,"CO"
"50-59",2020-04-19,23,1,"CO"
"60-69",2020-04-19,56,0,"CO"
"70-79",2020-04-19,112,3,"CO"
"80+",2020-04-19,212,7,"CO"
"0-9",2020-04-20,0,0,"CO"
"10-19",2020-04-20,0,0,"CO"
"20-29",2020-04-20,4,1,"CO"
"30-39",2020-04-20,2,0,"CO"
"40-49",2020-04-20,15,1,"CO"
"50-59",2020-04-20,26,3,"CO"
"60-69",2020-04-20,59,3,"CO"
"70-79",2020-04-20,114,2,"CO"
"80+",2020-04-20,229,17,"CO"
"0-9",2020-04-21,0,0,"CO"
"10-19",2020-04-21,0,0,"CO"
"20-29",2020-04-21,4,0,"CO"
"30-39",2020-04-21,2,0,"CO"
"40-49",2020-04-21,15,0,"CO"
"50-59",2020-04-21,28,2,"CO"
"60-69",2020-04-21,65,6,"CO"
"70-79",2020-04-21,122,8,"CO"
"80+",2020-04-21,250,21,"CO"
"0-9",2020-04-22,0,0,"CO"
"10-19",2020-04-22,0,0,"CO"
"20-29",2020-04-22,4,0,"CO"
"30-39",2020-04-22,3,1,"CO"
"40-49",2020-04-22,16,1,"CO"
"50-59",2020-04-22,28,0,"CO"
"60-69",2020-04-22,66,1,"CO"
"70-79",2020-04-22,130,8,"CO"
"80+",2020-04-22,261,11,"CO"
"0-9",2020-04-23,0,0,"CO"
"10-19",2020-04-23,0,0,"CO"
"20-29",2020-04-23,4,0,"CO"
"30-39",2020-04-23,3,0,"CO"
"40-49",2020-04-23,17,1,"CO"
"50-59",2020-04-23,30,2,"CO"
"60-69",2020-04-23,74,8,"CO"
"70-79",2020-04-23,141,11,"CO"
"80+",2020-04-23,283,22,"CO"
"0-9",2020-04-24,0,0,"CO"
"10-19",2020-04-24,1,1,"CO"
"20-29",2020-04-24,4,0,"CO"
"30-39",2020-04-24,4,1,"CO"
"40-49",2020-04-24,20,3,"CO"
"50-59",2020-04-24,33,3,"CO"
"60-69",2020-04-24,82,8,"CO"
"70-79",2020-04-24,168,27,"CO"
"80+",2020-04-24,355,72,"CO"
"0-9",2020-04-25,0,0,"CO"
"10-19",2020-04-25,1,0,"CO"
"20-29",2020-04-25,4,0,"CO"
"30-39",2020-04-25,4,0,"CO"
"40-49",2020-04-25,20,0,"CO"
"50-59",2020-04-25,33,0,"CO"
"60-69",2020-04-25,86,4,"CO"
"70-79",2020-04-25,168,0,"CO"
"80+",2020-04-25,355,0,"CO"
"0-9",2020-04-26,0,0,"CO"
"10-19",2020-04-26,1,0,"CO"
"20-29",2020-04-26,4,0,"CO"
"30-39",2020-04-26,4,0,"CO"
"40-49",2020-04-26,20,0,"CO"
"50-59",2020-04-26,34,1,"CO"
"60-69",2020-04-26,88,2,"CO"
"70-79",2020-04-26,171,3,"CO"
"80+",2020-04-26,357,2,"CO"
"0-9",2020-04-27,0,0,"CO"
"10-19",2020-04-27,1,0,"CO"
"20-29",2020-04-27,4,0,"CO"
"30-39",2020-04-27,4,0,"CO"
"40-49",2020-04-27,20,0,"CO"
"50-59",2020-04-27,34,0,"CO"
"60-69",2020-04-27,92,4,"CO"
"70-79",2020-04-27,177,6,"CO"
"80+",2020-04-27,373,16,"CO"
"0-9",2020-04-28,0,0,"CO"
"10-19",2020-04-28,1,0,"CO"
"20-29",2020-04-28,4,0,"CO"
"30-39",2020-04-28,4,0,"CO"
"40-49",2020-04-28,21,1,"CO"
"50-59",2020-04-28,34,0,"CO"
"60-69",2020-04-28,97,5,"CO"
"70-79",2020-04-28,183,6,"CO"
"80+",2020-04-28,391,18,"CO"
"0-9",2020-04-29,0,0,"CO"
"10-19",2020-04-29,1,0,"CO"
"20-29",2020-04-29,4,0,"CO"
"30-39",2020-04-29,4,0,"CO"
"40-49",2020-04-29,21,0,"CO"
"50-59",2020-04-29,35,1,"CO"
"60-69",2020-04-29,99,2,"CO"
"70-79",2020-04-29,189,6,"CO"
"80+",2020-04-29,412,21,"CO"
"0-9",2020-04-30,0,0,"CO"
"10-19",2020-04-30,1,0,"CO"
"20-29",2020-04-30,4,0,"CO"
"30-39",2020-04-30,4,0,"CO"
"40-49",2020-04-30,21,0,"CO"
"50-59",2020-04-30,35,0,"CO"
"60-69",2020-04-30,102,3,"CO"
"70-79",2020-04-30,189,0,"CO"
"80+",2020-04-30,420,8,"CO"
"0-9",2020-05-01,0,0,"CO"
"10-19",2020-05-01,1,0,"CO"
"20-29",2020-05-01,4,0,"CO"
"30-39",2020-05-01,4,0,"CO"
"40-49",2020-05-01,21,0,"CO"
"50-59",2020-05-01,40,5,"CO"
"60-69",2020-05-01,107,5,"CO"
"70-79",2020-05-01,197,8,"CO"
"80+",2020-05-01,445,25,"CO"
"0-9",2020-05-02,0,0,"CO"
"10-19",2020-05-02,1,0,"CO"
"20-29",2020-05-02,5,1,"CO"
"30-39",2020-05-02,4,0,"CO"
"40-49",2020-05-02,21,0,"CO"
"50-59",2020-05-02,41,1,"CO"
"60-69",2020-05-02,108,1,"CO"
"70-79",2020-05-02,201,4,"CO"
"80+",2020-05-02,451,6,"CO"
"0-9",2020-05-03,0,0,"CO"
"10-19",2020-05-03,1,0,"CO"
"20-29",2020-05-03,5,0,"CO"
"30-39",2020-05-03,4,0,"CO"
"40-49",2020-05-03,21,0,"CO"
"50-59",2020-05-03,41,0,"CO"
"60-69",2020-05-03,109,1,"CO"
"70-79",2020-05-03,204,3,"CO"
"80+",2020-05-03,457,6,"CO"
"0-9",2020-05-04,0,0,"CO"
"10-19",2020-05-04,1,0,"CO"
"20-29",2020-05-04,5,0,"CO"
"30-39",2020-05-04,4,0,"CO"
"40-49",2020-05-04,22,1,"CO"
"50-59",2020-05-04,41,0,"CO"
"60-69",2020-05-04,109,0,"CO"
"70-79",2020-05-04,207,3,"CO"
"80+",2020-05-04,462,5,"CO"
"0-9",2020-05-05,0,0,"CO"
"10-19",2020-05-05,1,0,"CO"
"20-29",2020-05-05,5,0,"CO"
"30-39",2020-05-05,5,1,"CO"
"40-49",2020-05-05,23,1,"CO"
"50-59",2020-05-05,47,6,"CO"
"60-69",2020-05-05,117,8,"CO"
"70-79",2020-05-05,215,8,"CO"
"80+",2020-05-05,489,27,"CO"
"0-9",2020-05-06,0,0,"CO"
"10-19",2020-05-06,1,0,"CO"
"20-29",2020-05-06,5,0,"CO"
"30-39",2020-05-06,5,0,"CO"
"40-49",2020-05-06,23,0,"CO"
"50-59",2020-05-06,47,0,"CO"
"60-69",2020-05-06,121,4,"CO"
"70-79",2020-05-06,218,3,"CO"
"80+",2020-05-06,500,11,"CO"
"0-9",2020-05-07,0,0,"CO"
"10-19",2020-05-07,1,0,"CO"
"20-29",2020-05-07,5,0,"CO"
"30-39",2020-05-07,5,0,"CO"
"40-49",2020-05-07,24,1,"CO"
"50-59",2020-05-07,47,0,"CO"
"60-69",2020-05-07,125,4,"CO"
"70-79",2020-05-07,222,4,"CO"
"80+",2020-05-07,514,14,"CO"
"0-9",2020-05-08,0,0,"CO"
"10-19",2020-05-08,1,0,"CO"
"20-29",2020-05-08,5,0,"CO"
"30-39",2020-05-08,5,0,"CO"
"40-49",2020-05-08,24,0,"CO"
"50-59",2020-05-08,47,0,"CO"
"60-69",2020-05-08,129,4,"CO"
"70-79",2020-05-08,225,3,"CO"
"80+",2020-05-08,524,10,"CO"
"0-9",2020-05-09,0,0,"CO"
"10-19",2020-05-09,1,0,"CO"
"20-29",2020-05-09,5,0,"CO"
"30-39",2020-05-09,5,0,"CO"
"40-49",2020-05-09,25,1,"CO"
"50-59",2020-05-09,47,0,"CO"
"60-69",2020-05-09,131,2,"CO"
"70-79",2020-05-09,226,1,"CO"
"80+",2020-05-09,527,3,"CO"
"0-9",2020-05-10,0,0,"CO"
"10-19",2020-05-10,1,0,"CO"
"20-29",2020-05-10,5,0,"CO"
"30-39",2020-05-10,5,0,"CO"
"40-49",2020-05-10,25,0,"CO"
"50-59",2020-05-10,47,0,"CO"
"60-69",2020-05-10,131,0,"CO"
"70-79",2020-05-10,227,1,"CO"
"80+",2020-05-10,530,3,"CO"
"0-9",2020-05-11,0,0,"CO"
"10-19",2020-05-11,1,0,"CO"
"20-29",2020-05-11,5,0,"CO"
"30-39",2020-05-11,6,1,"CO"
"40-49",2020-05-11,26,1,"CO"
"50-59",2020-05-11,47,0,"CO"
"60-69",2020-05-11,134,3,"CO"
"70-79",2020-05-11,229,2,"CO"
"80+",2020-05-11,539,9,"CO"
"0-9",2020-05-12,0,0,"CO"
"10-19",2020-05-12,1,0,"CO"
"20-29",2020-05-12,6,1,"CO"
"30-39",2020-05-12,7,1,"CO"
"40-49",2020-05-12,26,0,"CO"
"50-59",2020-05-12,49,2,"CO"
"60-69",2020-05-12,135,1,"CO"
"70-79",2020-05-12,234,5,"CO"
"80+",2020-05-12,551,12,"CO"
"0-9",2020-05-13,0,0,"CO"
"10-19",2020-05-13,1,0,"CO"
"20-29",2020-05-13,6,0,"CO"
"30-39",2020-05-13,7,0,"CO"
"40-49",2020-05-13,27,1,"CO"
"50-59",2020-05-13,51,2,"CO"
"60-69",2020-05-13,142,7,"CO"
"70-79",2020-05-13,243,9,"CO"
"80+",2020-05-13,585,34,"CO"
"0-9",2020-05-14,0,0,"CO"
"10-19",2020-05-14,1,0,"CO"
"20-29",2020-05-14,6,0,"CO"
"30-39",2020-05-14,7,0,"CO"
"40-49",2020-05-14,28,1,"CO"
"50-59",2020-05-14,55,4,"CO"
"60-69",2020-05-14,146,4,"CO"
"70-79",2020-05-14,250,7,"CO"
"80+",2020-05-14,598,13,"CO"
"0-9",2020-05-15,0,0,"CO"
"10-19",2020-05-15,2,1,"CO"
"20-29",2020-05-15,7,1,"CO"
"30-39",2020-05-15,7,0,"CO"
"40-49",2020-05-15,30,2,"CO"
"50-59",2020-05-15,57,2,"CO"
"60-69",2020-05-15,154,8,"CO"
"70-79",2020-05-15,267,17,"CO"
"80+",2020-05-15,626,28,"CO"
"0-9",2020-05-16,0,0,"CO"
"10-19",2020-05-16,2,0,"CO"
"20-29",2020-05-16,7,0,"CO"
"30-39",2020-05-16,7,0,"CO"
"40-49",2020-05-16,31,1,"CO"
"50-59",2020-05-16,60,3,"CO"
"60-69",2020-05-16,158,4,"CO"
"70-79",2020-05-16,280,13,"CO"
"80+",2020-05-16,647,21,"CO"
"0-9",2020-05-17,0,0,"CO"
"10-19",2020-05-17,2,0,"CO"
"20-29",2020-05-17,7,0,"CO"
"30-39",2020-05-17,7,0,"CO"
"40-49",2020-05-17,31,0,"CO"
"50-59",2020-05-17,62,2,"CO"
"60-69",2020-05-17,163,5,"CO"
"70-79",2020-05-17,283,3,"CO"
"80+",2020-05-17,660,13,"CO"
"0-9",2020-05-18,0,0,"CO"
"10-19",2020-05-18,2,0,"CO"
"20-29",2020-05-18,7,0,"CO"
"30-39",2020-05-18,7,0,"CO"
"40-49",2020-05-18,31,0,"CO"
"50-59",2020-05-18,65,3,"CO"
"60-69",2020-05-18,164,1,"CO"
"70-79",2020-05-18,284,1,"CO"
"80+",2020-05-18,664,4,"CO"
"0-9",2020-05-19,0,0,"CO"
"10-19",2020-05-19,2,0,"CO"
"20-29",2020-05-19,7,0,"CO"
"30-39",2020-05-19,7,0,"CO"
"40-49",2020-05-19,31,0,"CO"
"50-59",2020-05-19,66,1,"CO"
"60-69",2020-05-19,167,3,"CO"
"70-79",2020-05-19,290,6,"CO"
"80+",2020-05-19,687,23,"CO"
"0-9",2020-05-20,0,0,"CO"
"10-19",2020-05-20,2,0,"CO"
"20-29",2020-05-20,7,0,"CO"
"30-39",2020-05-20,7,0,"CO"
"40-49",2020-05-20,31,0,"CO"
"50-59",2020-05-20,70,4,"CO"
"60-69",2020-05-20,170,3,"CO"
"70-79",2020-05-20,302,12,"CO"
"80+",2020-05-20,710,23,"CO"
"0-9",2020-05-21,0,0,"CO"
"10-19",2020-05-21,2,0,"CO"
"20-29",2020-05-21,7,0,"CO"
"30-39",2020-05-21,7,0,"CO"
"40-49",2020-05-21,33,2,"CO"
"50-59",2020-05-21,71,1,"CO"
"60-69",2020-05-21,170,0,"CO"
"70-79",2020-05-21,306,4,"CO"
"80+",2020-05-21,714,4,"CO"
"0-9",2020-05-22,0,0,"CO"
"10-19",2020-05-22,2,0,"CO"
"20-29",2020-05-22,7,0,"CO"
"30-39",2020-05-22,7,0,"CO"
"40-49",2020-05-22,33,0,"CO"
"50-59",2020-05-22,71,0,"CO"
"60-69",2020-05-22,171,1,"CO"
"70-79",2020-05-22,308,2,"CO"
"80+",2020-05-22,724,10,"CO"
"0-9",2020-05-23,0,0,"CO"
"10-19",2020-05-23,2,0,"CO"
"20-29",2020-05-23,8,1,"CO"
"30-39",2020-05-23,7,0,"CO"
"40-49",2020-05-23,33,0,"CO"
"50-59",2020-05-23,71,0,"CO"
"60-69",2020-05-23,171,0,"CO"
"70-79",2020-05-23,309,1,"CO"
"80+",2020-05-23,726,2,"CO"
"0-9",2020-05-24,0,0,"CO"
"10-19",2020-05-24,2,0,"CO"
"20-29",2020-05-24,8,0,"CO"
"30-39",2020-05-24,8,1,"CO"
"40-49",2020-05-24,33,0,"CO"
"50-59",2020-05-24,71,0,"CO"
"60-69",2020-05-24,171,0,"CO"
"70-79",2020-05-24,311,2,"CO"
"80+",2020-05-24,728,2,"CO"
"0-9",2020-05-25,0,0,"CO"
"10-19",2020-05-25,2,0,"CO"
"20-29",2020-05-25,8,0,"CO"
"30-39",2020-05-25,8,0,"CO"
"40-49",2020-05-25,33,0,"CO"
"50-59",2020-05-25,71,0,"CO"
"60-69",2020-05-25,171,0,"CO"
"70-79",2020-05-25,311,0,"CO"
"80+",2020-05-25,729,1,"CO"
"0-9",2020-05-26,0,0,"CO"
"10-19",2020-05-26,2,0,"CO"
"20-29",2020-05-26,8,0,"CO"
"30-39",2020-05-26,8,0,"CO"
"40-49",2020-05-26,34,1,"CO"
"50-59",2020-05-26,71,0,"CO"
"60-69",2020-05-26,174,3,"CO"
"70-79",2020-05-26,320,9,"CO"
"80+",2020-05-26,735,6,"CO"
"0-9",2020-05-27,0,0,"CO"
"10-19",2020-05-27,2,0,"CO"
"20-29",2020-05-27,9,1,"CO"
"30-39",2020-05-27,8,0,"CO"
"40-49",2020-05-27,36,2,"CO"
"50-59",2020-05-27,73,2,"CO"
"60-69",2020-05-27,179,5,"CO"
"70-79",2020-05-27,326,6,"CO"
"80+",2020-05-27,759,24,"CO"
"0-9",2020-05-28,0,0,"CO"
"10-19",2020-05-28,2,0,"CO"
"20-29",2020-05-28,9,0,"CO"
"30-39",2020-05-28,8,0,"CO"
"40-49",2020-05-28,36,0,"CO"
"50-59",2020-05-28,74,1,"CO"
"60-69",2020-05-28,179,0,"CO"
"70-79",2020-05-28,337,11,"CO"
"80+",2020-05-28,776,17,"CO"
"0-9",2020-05-29,0,0,"CO"
"10-19",2020-05-29,2,0,"CO"
"20-29",2020-05-29,9,0,"CO"
"30-39",2020-05-29,8,0,"CO"
"40-49",2020-05-29,36,0,"CO"
"50-59",2020-05-29,74,0,"CO"
"60-69",2020-05-29,179,0,"CO"
"70-79",2020-05-29,341,4,"CO"
"80+",2020-05-29,787,11,"CO"
"0-9",2020-05-30,0,0,"CO"
"10-19",2020-05-30,3,1,"CO"
"20-29",2020-05-30,9,0,"CO"
"30-39",2020-05-30,8,0,"CO"
"40-49",2020-05-30,36,0,"CO"
"50-59",2020-05-30,74,0,"CO"
"60-69",2020-05-30,180,1,"CO"
"70-79",2020-05-30,342,1,"CO"
"80+",2020-05-30,791,4,"CO"
"0-9",2020-05-31,0,0,"CO"
"10-19",2020-05-31,3,0,"CO"
"20-29",2020-05-31,9,0,"CO"
"30-39",2020-05-31,8,0,"CO"
"40-49",2020-05-31,36,0,"CO"
"50-59",2020-05-31,74,0,"CO"
"60-69",2020-05-31,181,1,"CO"
"70-79",2020-05-31,342,0,"CO"
"80+",2020-05-31,792,1,"CO"
"0-9",2020-06-01,0,0,"CO"
"10-19",2020-06-01,3,0,"CO"
"20-29",2020-06-01,9,0,"CO"
"30-39",2020-06-01,9,1,"CO"
"40-49",2020-06-01,37,1,"CO"
"50-59",2020-06-01,77,3,"CO"
"60-69",2020-06-01,182,1,"CO"
"70-79",2020-06-01,347,5,"CO"
"80+",2020-06-01,794,2,"CO"
"0-9",2020-06-02,0,0,"CO"
"10-19",2020-06-02,3,0,"CO"
"20-29",2020-06-02,9,0,"CO"
"30-39",2020-06-02,9,0,"CO"
"40-49",2020-06-02,37,0,"CO"
"50-59",2020-06-02,78,1,"CO"
"60-69",2020-06-02,184,2,"CO"
"70-79",2020-06-02,350,3,"CO"
"80+",2020-06-02,804,10,"CO"
"0-9",2020-06-03,0,0,"CO"
"10-19",2020-06-03,3,0,"CO"
"20-29",2020-06-03,9,0,"CO"
"30-39",2020-06-03,9,0,"CO"
"40-49",2020-06-03,37,0,"CO"
"50-59",2020-06-03,80,2,"CO"
"60-69",2020-06-03,188,4,"CO"
"70-79",2020-06-03,357,7,"CO"
"80+",2020-06-03,811,7,"CO"
"0-9",2020-06-04,0,0,"CO"
"10-19",2020-06-04,3,0,"CO"
"20-29",2020-06-04,9,0,"CO"
"30-39",2020-06-04,9,0,"CO"
"40-49",2020-06-04,38,1,"CO"
"50-59",2020-06-04,82,2,"CO"
"60-69",2020-06-04,191,3,"CO"
"70-79",2020-06-04,362,5,"CO"
"80+",2020-06-04,818,7,"CO"
"0-9",2020-06-05,0,0,"CO"
