"age","date","cum.deaths","daily.deaths","code"
"10-19",2020-06-05,3,0,"CO"
"20-29",2020-06-05,9,0,"CO"
"30-39",2020-06-05,10,1,"CO"
"40-49",2020-06-05,40,2,"CO"
"50-59",2020-06-05,84,2,"CO"
"60-69",2020-06-05,193,2,"CO"
"70-79",2020-06-05,362,0,"CO"
"80+",2020-06-05,822,4,"CO"
"0-9",2020-06-06,0,0,"CO"
"10-19",2020-06-06,3,0,"CO"
"20-29",2020-06-06,9,0,"CO"
"30-39",2020-06-06,10,0,"CO"
"40-49",2020-06-06,40,0,"CO"
"50-59",2020-06-06,85,1,"CO"
"60-69",2020-06-06,193,0,"CO"
"70-79",2020-06-06,362,0,"CO"
"80+",2020-06-06,825,3,"CO"
"0-9",2020-06-07,0,0,"CO"
"10-19",2020-06-07,3,0,"CO"
"20-29",2020-06-07,9,0,"CO"
"30-39",2020-06-07,10,0,"CO"
"40-49",2020-06-07,40,0,"CO"
"50-59",2020-06-07,85,0,"CO"
"60-69",2020-06-07,193,0,"CO"
"70-79",2020-06-07,362,0,"CO"
"80+",2020-06-07,825,0,"CO"
"0-9",2020-06-08,0,0,"CO"
"10-19",2020-06-08,3,0,"CO"
"20-29",2020-06-08,9,0,"CO"
"30-39",2020-06-08,10,0,"CO"
"40-49",2020-06-08,42,2,"CO"
"50-59",2020-06-08,87,2,"CO"
"60-69",2020-06-08,196,3,"CO"
"70-79",2020-06-08,365,3,"CO"
"80+",2020-06-08,831,6,"CO"
"0-9",2020-06-09,0,0,"CO"
"10-19",2020-06-09,3,0,"CO"
"20-29",2020-06-09,9,0,"CO"
"30-39",2020-06-09,10,0,"CO"
"40-49",2020-06-09,43,1,"CO"
"50-59",2020-06-09,90,3,"CO"
"60-69",2020-06-09,197,1,"CO"
"70-79",2020-06-09,368,3,"CO"
"80+",2020-06-09,833,2,"CO"
"0-9",2020-06-10,0,0,"CO"
"10-19",2020-06-10,3,0,"CO"
"20-29",2020-06-10,9,0,"CO"
"30-39",2020-06-10,10,0,"CO"
"40-49",2020-06-10,43,0,"CO"
"50-59",2020-06-10,95,5,"CO"
"60-69",2020-06-10,199,2,"CO"
"70-79",2020-06-10,375,7,"CO"
"80+",2020-06-10,839,6,"CO"
"0-9",2020-06-11,0,0,"CO"
"10-19",2020-06-11,3,0,"CO"
"20-29",2020-06-11,9,0,"CO"
"30-39",2020-06-11,10,0,"CO"
"40-49",2020-06-11,43,0,"CO"
"50-59",2020-06-11,96,1,"CO"
"60-69",2020-06-11,203,4,"CO"
"70-79",2020-06-11,376,1,"CO"
"80+",2020-06-11,842,3,"CO"
"0-9",2020-06-12,0,0,"CO"
"10-19",2020-06-12,3,0,"CO"
"20-29",2020-06-12,9,0,"CO"
"30-39",2020-06-12,10,0,"CO"
"40-49",2020-06-12,43,0,"CO"
"50-59",2020-06-12,97,1,"CO"
"60-69",2020-06-12,205,2,"CO"
"70-79",2020-06-12,376,0,"CO"
"80+",2020-06-12,850,8,"CO"
"0-9",2020-06-13,0,0,"CO"
"10-19",2020-06-13,3,0,"CO"
"20-29",2020-06-13,9,0,"CO"
"30-39",2020-06-13,10,0,"CO"
"40-49",2020-06-13,43,0,"CO"
"50-59",2020-06-13,98,1,"CO"
"60-69",2020-06-13,205,0,"CO"
"70-79",2020-06-13,376,0,"CO"
"80+",2020-06-13,854,4,"CO"
"0-9",2020-06-14,0,0,"CO"
"10-19",2020-06-14,3,0,"CO"
"20-29",2020-06-14,9,0,"CO"
"30-39",2020-06-14,10,0,"CO"
"40-49",2020-06-14,43,0,"CO"
"50-59",2020-06-14,98,0,"CO"
"60-69",2020-06-14,205,0,"CO"
"70-79",2020-06-14,376,0,"CO"
"80+",2020-06-14,855,1,"CO"
"0-9",2020-06-15,0,0,"CO"
"10-19",2020-06-15,3,0,"CO"
"20-29",2020-06-15,9,0,"CO"
"30-39",2020-06-15,11,1,"CO"
"40-49",2020-06-15,43,0,"CO"
"50-59",2020-06-15,99,1,"CO"
"60-69",2020-06-15,207,2,"CO"
"70-79",2020-06-15,377,1,"CO"
"80+",2020-06-15,856,1,"CO"
"0-9",2020-06-16,0,0,"CO"
"10-19",2020-06-16,3,0,"CO"
"20-29",2020-06-16,9,0,"CO"
"30-39",2020-06-16,11,0,"CO"
"40-49",2020-06-16,43,0,"CO"
"50-59",2020-06-16,101,2,"CO"
"60-69",2020-06-16,207,0,"CO"
"70-79",2020-06-16,379,2,"CO"
"80+",2020-06-16,863,7,"CO"
"0-9",2020-06-17,0,0,"CO"
"10-19",2020-06-17,3,0,"CO"
"20-29",2020-06-17,9,0,"CO"
"30-39",2020-06-17,11,0,"CO"
"40-49",2020-06-17,43,0,"CO"
"50-59",2020-06-17,103,2,"CO"
"60-69",2020-06-17,208,1,"CO"
"70-79",2020-06-17,381,2,"CO"
"80+",2020-06-17,872,9,"CO"
"0-9",2020-06-18,0,0,"CO"
"10-19",2020-06-18,3,0,"CO"
"20-29",2020-06-18,9,0,"CO"
"30-39",2020-06-18,11,0,"CO"
"40-49",2020-06-18,43,0,"CO"
"50-59",2020-06-18,104,1,"CO"
"60-69",2020-06-18,209,1,"CO"
"70-79",2020-06-18,382,1,"CO"
"80+",2020-06-18,876,4,"CO"
"0-9",2020-06-19,0,0,"CO"
"10-19",2020-06-19,3,0,"CO"
"20-29",2020-06-19,9,0,"CO"
"30-39",2020-06-19,11,0,"CO"
"40-49",2020-06-19,44,1,"CO"
"50-59",2020-06-19,104,0,"CO"
"60-69",2020-06-19,210,1,"CO"
"70-79",2020-06-19,382,0,"CO"
"80+",2020-06-19,880,4,"CO"
"0-9",2020-06-20,0,0,"CO"
"10-19",2020-06-20,3,0,"CO"
"20-29",2020-06-20,9,0,"CO"
"30-39",2020-06-20,11,0,"CO"
"40-49",2020-06-20,44,0,"CO"
"50-59",2020-06-20,104,0,"CO"
"60-69",2020-06-20,210,0,"CO"
"70-79",2020-06-20,384,2,"CO"
"80+",2020-06-20,881,1,"CO"
"0-9",2020-06-21,0,0,"CO"
"10-19",2020-06-21,3,0,"CO"
"20-29",2020-06-21,9,0,"CO"
"30-39",2020-06-21,11,0,"CO"
"40-49",2020-06-21,44,0,"CO"
"50-59",2020-06-21,104,0,"CO"
"60-69",2020-06-21,210,0,"CO"
"70-79",2020-06-21,384,0,"CO"
"80+",2020-06-21,881,0,"CO"
"0-9",2020-06-22,0,0,"CO"
"10-19",2020-06-22,3,0,"CO"
"20-29",2020-06-22,9,0,"CO"
"30-39",2020-06-22,11,0,"CO"
"40-49",2020-06-22,44,0,"CO"
"50-59",2020-06-22,104,0,"CO"
"60-69",2020-06-22,211,1,"CO"
"70-79",2020-06-22,386,2,"CO"
"80+",2020-06-22,883,2,"CO"
"0-9",2020-06-23,0,0,"CO"
"10-19",2020-06-23,3,0,"CO"
"20-29",2020-06-23,9,0,"CO"
"30-39",2020-06-23,11,0,"CO"
"40-49",2020-06-23,44,0,"CO"
"50-59",2020-06-23,106,2,"CO"
"60-69",2020-06-23,211,0,"CO"
"70-79",2020-06-23,388,2,"CO"
"80+",2020-06-23,893,10,"CO"
"0-9",2020-06-24,0,0,"CO"
"10-19",2020-06-24,3,0,"CO"
"20-29",2020-06-24,9,0,"CO"
"30-39",2020-06-24,11,0,"CO"
"40-49",2020-06-24,44,0,"CO"
"50-59",2020-06-24,107,1,"CO"
"60-69",2020-06-24,211,0,"CO"
"70-79",2020-06-24,388,0,"CO"
"80+",2020-06-24,894,1,"CO"
"0-9",2020-06-25,0,0,"CO"
"10-19",2020-06-25,3,0,"CO"
"20-29",2020-06-25,9,0,"CO"
"30-39",2020-06-25,11,0,"CO"
"40-49",2020-06-25,44,0,"CO"
"50-59",2020-06-25,107,0,"CO"
"60-69",2020-06-25,213,2,"CO"
"70-79",2020-06-25,388,0,"CO"
"80+",2020-06-25,894,0,"CO"
"0-9",2020-06-26,0,0,"CO"
"10-19",2020-06-26,3,0,"CO"
"20-29",2020-06-26,9,0,"CO"
"30-39",2020-06-26,11,0,"CO"
"40-49",2020-06-26,44,0,"CO"
"50-59",2020-06-26,108,1,"CO"
"60-69",2020-06-26,213,0,"CO"
"70-79",2020-06-26,390,2,"CO"
"80+",2020-06-26,895,1,"CO"
"0-9",2020-06-27,0,0,"CO"
"10-19",2020-06-27,3,0,"CO"
"20-29",2020-06-27,9,0,"CO"
"30-39",2020-06-27,11,0,"CO"
"40-49",2020-06-27,44,0,"CO"
"50-59",2020-06-27,108,0,"CO"
"60-69",2020-06-27,213,0,"CO"
"70-79",2020-06-27,390,0,"CO"
"80+",2020-06-27,896,1,"CO"
"0-9",2020-06-28,0,0,"CO"
"10-19",2020-06-28,3,0,"CO"
"20-29",2020-06-28,9,0,"CO"
"30-39",2020-06-28,11,0,"CO"
"40-49",2020-06-28,44,0,"CO"
"50-59",2020-06-28,108,0,"CO"
"60-69",2020-06-28,214,1,"CO"
"70-79",2020-06-28,390,0,"CO"
"80+",2020-06-28,897,1,"CO"
"0-9",2020-06-29,0,0,"CO"
"10-19",2020-06-29,3,0,"CO"
"20-29",2020-06-29,9,0,"CO"
"30-39",2020-06-29,11,0,"CO"
"40-49",2020-06-29,44,0,"CO"
"50-59",2020-06-29,110,2,"CO"
"60-69",2020-06-29,214,0,"CO"
"70-79",2020-06-29,393,3,"CO"
"80+",2020-06-29,898,1,"CO"
"0-9",2020-06-30,0,0,"CO"
"10-19",2020-06-30,3,0,"CO"
"20-29",2020-06-30,9,0,"CO"
"30-39",2020-06-30,11,0,"CO"
"40-49",2020-06-30,44,0,"CO"
"50-59",2020-06-30,111,1,"CO"
"60-69",2020-06-30,216,2,"CO"
"70-79",2020-06-30,394,1,"CO"
"80+",2020-06-30,898,0,"CO"
"0-9",2020-07-01,0,0,"CO"
"10-19",2020-07-01,3,0,"CO"
"20-29",2020-07-01,10,1,"CO"
"30-39",2020-07-01,11,0,"CO"
"40-49",2020-07-01,44,0,"CO"
"50-59",2020-07-01,111,0,"CO"
"60-69",2020-07-01,216,0,"CO"
"70-79",2020-07-01,396,2,"CO"
"80+",2020-07-01,898,0,"CO"
"0-9",2020-07-02,0,0,"CO"
"10-19",2020-07-02,3,0,"CO"
"20-29",2020-07-02,10,0,"CO"
"30-39",2020-07-02,11,0,"CO"
"40-49",2020-07-02,44,0,"CO"
"50-59",2020-07-02,111,0,"CO"
"60-69",2020-07-02,217,1,"CO"
"70-79",2020-07-02,396,0,"CO"
"80+",2020-07-02,898,0,"CO"
"0-9",2020-07-03,0,0,"CO"
"10-19",2020-07-03,3,0,"CO"
"20-29",2020-07-03,10,0,"CO"
"30-39",2020-07-03,11,0,"CO"
"40-49",2020-07-03,44,0,"CO"
"50-59",2020-07-03,111,0,"CO"
"60-69",2020-07-03,217,0,"CO"
"70-79",2020-07-03,396,0,"CO"
"80+",2020-07-03,898,0,"CO"
"0-9",2020-07-04,0,0,"CO"
"10-19",2020-07-04,3,0,"CO"
"20-29",2020-07-04,10,0,"CO"
"30-39",2020-07-04,11,0,"CO"
"40-49",2020-07-04,44,0,"CO"
"50-59",2020-07-04,111,0,"CO"
"60-69",2020-07-04,217,0,"CO"
"70-79",2020-07-04,396,0,"CO"
"80+",2020-07-04,898,0,"CO"
"0-9",2020-07-05,0,0,"CO"
"10-19",2020-07-05,3,0,"CO"
"20-29",2020-07-05,10,0,"CO"
"30-39",2020-07-05,11,0,"CO"
"40-49",2020-07-05,44,0,"CO"
"50-59",2020-07-05,111,0,"CO"
"60-69",2020-07-05,217,0,"CO"
"70-79",2020-07-05,396,0,"CO"
"80+",2020-07-05,898,0,"CO"
"0-9",2020-07-06,0,0,"CO"
"10-19",2020-07-06,3,0,"CO"
"20-29",2020-07-06,10,0,"CO"
"30-39",2020-07-06,12,1,"CO"
"40-49",2020-07-06,44,0,"CO"
"50-59",2020-07-06,111,0,"CO"
"60-69",2020-07-06,217,0,"CO"
"70-79",2020-07-06,396,0,"CO"
"80+",2020-07-06,898,0,"CO"
"0-9",2020-07-07,0,0,"CO"
"10-19",2020-07-07,3,0,"CO"
"20-29",2020-07-07,10,0,"CO"
"30-39",2020-07-07,12,0,"CO"
"40-49",2020-07-07,45,1,"CO"
"50-59",2020-07-07,111,0,"CO"
"60-69",2020-07-07,217,0,"CO"
"70-79",2020-07-07,398,2,"CO"
"80+",2020-07-07,900,2,"CO"
"0-9",2020-07-08,0,0,"CO"
"10-19",2020-07-08,3,0,"CO"
"20-29",2020-07-08,10,0,"CO"
"30-39",2020-07-08,12,0,"CO"
"40-49",2020-07-08,45,0,"CO"
"50-59",2020-07-08,111,0,"CO"
"60-69",2020-07-08,217,0,"CO"
"70-79",2020-07-08,400,2,"CO"
"80+",2020-07-08,906,6,"CO"
"0-9",2020-07-09,0,0,"CO"
"10-19",2020-07-09,3,0,"CO"
"20-29",2020-07-09,10,0,"CO"
"30-39",2020-07-09,12,0,"CO"
"40-49",2020-07-09,46,1,"CO"
"50-59",2020-07-09,111,0,"CO"
"60-69",2020-07-09,217,0,"CO"
"70-79",2020-07-09,401,1,"CO"
"80+",2020-07-09,906,0,"CO"
"0-9",2020-07-10,0,0,"CO"
"10-19",2020-07-10,3,0,"CO"
"20-29",2020-07-10,10,0,"CO"
"30-39",2020-07-10,12,0,"CO"
"40-49",2020-07-10,47,1,"CO"
"50-59",2020-07-10,111,0,"CO"
"60-69",2020-07-10,221,4,"CO"
"70-79",2020-07-10,403,2,"CO"
"80+",2020-07-10,917,11,"CO"
"0-9",2020-07-11,0,0,"CO"
"10-19",2020-07-11,3,0,"CO"
"20-29",2020-07-11,10,0,"CO"
"30-39",2020-07-11,12,0,"CO"
"40-49",2020-07-11,47,0,"CO"
"50-59",2020-07-11,111,0,"CO"
"60-69",2020-07-11,221,0,"CO"
"70-79",2020-07-11,403,0,"CO"
"80+",2020-07-11,918,1,"CO"
"0-9",2020-07-12,0,0,"CO"
"10-19",2020-07-12,3,0,"CO"
"20-29",2020-07-12,10,0,"CO"
"30-39",2020-07-12,12,0,"CO"
"40-49",2020-07-12,47,0,"CO"
"50-59",2020-07-12,111,0,"CO"
"60-69",2020-07-12,221,0,"CO"
"70-79",2020-07-12,403,0,"CO"
"80+",2020-07-12,918,0,"CO"
"0-9",2020-07-13,0,0,"CO"
"10-19",2020-07-13,3,0,"CO"
"20-29",2020-07-13,10,0,"CO"
"30-39",2020-07-13,12,0,"CO"
"40-49",2020-07-13,47,0,"CO"
"50-59",2020-07-13,111,0,"CO"
"60-69",2020-07-13,221,0,"CO"
"70-79",2020-07-13,405,2,"CO"
"80+",2020-07-13,918,0,"CO"
"0-9",2020-07-14,0,0,"CO"
"10-19",2020-07-14,3,0,"CO"
"20-29",2020-07-14,11,1,"CO"
"30-39",2020-07-14,12,0,"CO"
"40-49",2020-07-14,47,0,"CO"
"50-59",2020-07-14,111,0,"CO"
"60-69",2020-07-14,223,2,"CO"
"70-79",2020-07-14,409,4,"CO"
"80+",2020-07-14,922,4,"CO"
"0-9",2020-07-15,0,0,"CO"
"10-19",2020-07-15,3,0,"CO"
"20-29",2020-07-15,11,0,"CO"
"30-39",2020-07-15,12,0,"CO"
"40-49",2020-07-15,47,0,"CO"
"50-59",2020-07-15,111,0,"CO"
"60-69",2020-07-15,224,1,"CO"
"70-79",2020-07-15,411,2,"CO"
"80+",2020-07-15,924,2,"CO"
"0-9",2020-07-16,0,0,"CO"
"10-19",2020-07-16,3,0,"CO"
"20-29",2020-07-16,11,0,"CO"
"30-39",2020-07-16,12,0,"CO"
"40-49",2020-07-16,47,0,"CO"
"50-59",2020-07-16,111,0,"CO"
"60-69",2020-07-16,224,0,"CO"
"70-79",2020-07-16,411,0,"CO"
"80+",2020-07-16,926,2,"CO"
"0-9",2020-07-17,0,0,"CO"
"10-19",2020-07-17,3,0,"CO"
"20-29",2020-07-17,11,0,"CO"
"30-39",2020-07-17,12,0,"CO"
"40-49",2020-07-17,48,1,"CO"
"50-59",2020-07-17,112,1,"CO"
"60-69",2020-07-17,226,2,"CO"
"70-79",2020-07-17,412,1,"CO"
"80+",2020-07-17,927,1,"CO"
"0-9",2020-07-18,0,0,"CO"
"10-19",2020-07-18,3,0,"CO"
"20-29",2020-07-18,11,0,"CO"
"30-39",2020-07-18,12,0,"CO"
"40-49",2020-07-18,48,0,"CO"
"50-59",2020-07-18,112,0,"CO"
"60-69",2020-07-18,226,0,"CO"
"70-79",2020-07-18,413,1,"CO"
"80+",2020-07-18,927,0,"CO"
"0-9",2020-07-19,0,0,"CO"
"10-19",2020-07-19,3,0,"CO"
"20-29",2020-07-19,11,0,"CO"
"30-39",2020-07-19,12,0,"CO"
"40-49",2020-07-19,48,0,"CO"
"50-59",2020-07-19,112,0,"CO"
"60-69",2020-07-19,226,0,"CO"
"70-79",2020-07-19,413,0,"CO"
"80+",2020-07-19,927,0,"CO"
"0-9",2020-07-20,0,0,"CO"
"10-19",2020-07-20,3,0,"CO"
"20-29",2020-07-20,11,0,"CO"
"30-39",2020-07-20,12,0,"CO"
"40-49",2020-07-20,48,0,"CO"
"50-59",2020-07-20,114,2,"CO"
"60-69",2020-07-20,226,0,"CO"
"70-79",2020-07-20,416,3,"CO"
"80+",2020-07-20,928,1,"CO"
"0-9",2020-07-21,0,0,"CO"
"10-19",2020-07-21,3,0,"CO"
"20-29",2020-07-21,11,0,"CO"
"30-39",2020-07-21,12,0,"CO"
"40-49",2020-07-21,48,0,"CO"
"50-59",2020-07-21,114,0,"CO"
"60-69",2020-07-21,226,0,"CO"
"70-79",2020-07-21,416,0,"CO"
"80+",2020-07-21,933,5,"CO"
"0-9",2020-07-22,0,0,"CO"
"10-19",2020-07-22,3,0,"CO"
"20-29",2020-07-22,11,0,"CO"
"30-39",2020-07-22,12,0,"CO"
"40-49",2020-07-22,49,1,"CO"
"50-59",2020-07-22,115,1,"CO"
"60-69",2020-07-22,227,1,"CO"
"70-79",2020-07-22,417,1,"CO"
"80+",2020-07-22,937,4,"CO"
"0-9",2020-07-23,0,0,"CO"
"10-19",2020-07-23,3,0,"CO"
"20-29",2020-07-23,12,1,"CO"
"30-39",2020-07-23,13,1,"CO"
"40-49",2020-07-23,49,0,"CO"
"50-59",2020-07-23,116,1,"CO"
"60-69",2020-07-23,227,0,"CO"
"70-79",2020-07-23,420,3,"CO"
"80+",2020-07-23,946,9,"CO"
"0-9",2020-07-24,0,0,"CO"
"10-19",2020-07-24,3,0,"CO"
"20-29",2020-07-24,12,0,"CO"
"30-39",2020-07-24,13,0,"CO"
"40-49",2020-07-24,49,0,"CO"
"50-59",2020-07-24,116,0,"CO"
"60-69",2020-07-24,227,0,"CO"
"70-79",2020-07-24,422,2,"CO"
"80+",2020-07-24,948,2,"CO"
"0-9",2020-07-25,0,0,"CO"
"10-19",2020-07-25,3,0,"CO"
"20-29",2020-07-25,12,0,"CO"
"30-39",2020-07-25,13,0,"CO"
"40-49",2020-07-25,49,0,"CO"
"50-59",2020-07-25,116,0,"CO"
"60-69",2020-07-25,227,0,"CO"
"70-79",2020-07-25,424,2,"CO"
"80+",2020-07-25,950,2,"CO"
"0-9",2020-07-26,0,0,"CO"
"10-19",2020-07-26,3,0,"CO"
"20-29",2020-07-26,12,0,"CO"
"30-39",2020-07-26,13,0,"CO"
"40-49",2020-07-26,49,0,"CO"
"50-59",2020-07-26,116,0,"CO"
"60-69",2020-07-26,227,0,"CO"
"70-79",2020-07-26,424,0,"CO"
"80+",2020-07-26,950,0,"CO"
"0-9",2020-07-27,0,0,"CO"
"10-19",2020-07-27,3,0,"CO"
"20-29",2020-07-27,12,0,"CO"
"30-39",2020-07-27,15,2,"CO"
"40-49",2020-07-27,49,0,"CO"
"50-59",2020-07-27,116,0,"CO"
"60-69",2020-07-27,228,1,"CO"
"70-79",2020-07-27,424,0,"CO"
"80+",2020-07-27,952,2,"CO"
"0-9",2020-07-28,0,0,"CO"
"10-19",2020-07-28,3,0,"CO"
"20-29",2020-07-28,12,0,"CO"
"30-39",2020-07-28,15,0,"CO"
"40-49",2020-07-28,50,1,"CO"
"50-59",2020-07-28,118,2,"CO"
"60-69",2020-07-28,230,2,"CO"
"70-79",2020-07-28,427,3,"CO"
"80+",2020-07-28,952,0,"CO"
"0-9",2020-07-29,0,0,"CO"
"10-19",2020-07-29,3,0,"CO"
"20-29",2020-07-29,12,0,"CO"
"30-39",2020-07-29,15,0,"CO"
"40-49",2020-07-29,50,0,"CO"
"50-59",2020-07-29,118,0,"CO"
"60-69",2020-07-29,233,3,"CO"
"70-79",2020-07-29,429,2,"CO"
"80+",2020-07-29,961,9,"CO"
"0-9",2020-07-30,0,0,"CO"
"10-19",2020-07-30,3,0,"CO"
"20-29",2020-07-30,12,0,"CO"
"30-39",2020-07-30,15,0,"CO"
"40-49",2020-07-30,50,0,"CO"
"50-59",2020-07-30,118,0,"CO"
"60-69",2020-07-30,233,0,"CO"
"70-79",2020-07-30,429,0,"CO"
"80+",2020-07-30,962,1,"CO"
"0-9",2020-07-31,0,0,"CO"
"10-19",2020-07-31,3,0,"CO"
"20-29",2020-07-31,12,0,"CO"
"30-39",2020-07-31,15,0,"CO"
"40-49",2020-07-31,51,1,"CO"
"50-59",2020-07-31,119,1,"CO"
"60-69",2020-07-31,235,2,"CO"
"70-79",2020-07-31,433,4,"CO"
"80+",2020-07-31,970,8,"CO"
"0-9",2020-08-01,0,0,"CO"
"10-19",2020-08-01,3,0,"CO"
"20-29",2020-08-01,12,0,"CO"
"30-39",2020-08-01,15,0,"CO"
"40-49",2020-08-01,51,0,"CO"
"50-59",2020-08-01,119,0,"CO"
"60-69",2020-08-01,237,2,"CO"
"70-79",2020-08-01,433,0,"CO"
"80+",2020-08-01,974,4,"CO"
"0-9",2020-08-02,0,0,"CO"
"10-19",2020-08-02,3,0,"CO"
"20-29",2020-08-02,12,0,"CO"
"30-39",2020-08-02,15,0,"CO"
"40-49",2020-08-02,51,0,"CO"
"50-59",2020-08-02,119,0,"CO"
"60-69",2020-08-02,237,0,"CO"
"70-79",2020-08-02,433,0,"CO"
"80+",2020-08-02,974,0,"CO"
"0-9",2020-08-03,0,0,"CO"
"10-19",2020-08-03,3,0,"CO"
"20-29",2020-08-03,12,0,"CO"
"30-39",2020-08-03,15,0,"CO"
"40-49",2020-08-03,51,0,"CO"
"50-59",2020-08-03,119,0,"CO"
"60-69",2020-08-03,237,0,"CO"
"70-79",2020-08-03,433,0,"CO"
"80+",2020-08-03,974,0,"CO"
"0-9",2020-08-04,0,0,"CO"
"10-19",2020-08-04,3,0,"CO"
"20-29",2020-08-04,12,0,"CO"
"30-39",2020-08-04,15,0,"CO"
"40-49",2020-08-04,51,0,"CO"
"50-59",2020-08-04,119,0,"CO"
"60-69",2020-08-04,237,0,"CO"
"70-79",2020-08-04,434,1,"CO"
"80+",2020-08-04,978,4,"CO"
"0-9",2020-08-05,0,0,"CO"
"10-19",2020-08-05,3,0,"CO"
"20-29",2020-08-05,12,0,"CO"
"30-39",2020-08-05,15,0,"CO"
"40-49",2020-08-05,51,0,"CO"
"50-59",2020-08-05,119,0,"CO"
"60-69",2020-08-05,238,1,"CO"
"70-79",2020-08-05,434,0,"CO"
"80+",2020-08-05,979,1,"CO"
"0-9",2020-08-06,0,0,"CO"
"10-19",2020-08-06,3,0,"CO"
"20-29",2020-08-06,12,0,"CO"
"30-39",2020-08-06,15,0,"CO"
"40-49",2020-08-06,51,0,"CO"
"50-59",2020-08-06,119,0,"CO"
"60-69",2020-08-06,238,0,"CO"
"70-79",2020-08-06,434,0,"CO"
"80+",2020-08-06,979,0,"CO"
"0-9",2020-08-07,0,0,"CO"
"10-19",2020-08-07,3,0,"CO"
"20-29",2020-08-07,12,0,"CO"
"30-39",2020-08-07,16,1,"CO"
"40-49",2020-08-07,51,0,"CO"
"50-59",2020-08-07,119,0,"CO"
"60-69",2020-08-07,238,0,"CO"
"70-79",2020-08-07,434,0,"CO"
"80+",2020-08-07,983,4,"CO"
"0-9",2020-08-08,0,0,"CO"
"10-19",2020-08-08,3,0,"CO"
"20-29",2020-08-08,12,0,"CO"
"30-39",2020-08-08,16,0,"CO"
"40-49",2020-08-08,51,0,"CO"
"50-59",2020-08-08,119,0,"CO"
"60-69",2020-08-08,238,0,"CO"
"70-79",2020-08-08,435,1,"CO"
"80+",2020-08-08,983,0,"CO"
"0-9",2020-08-09,0,0,"CO"
"10-19",2020-08-09,3,0,"CO"
"20-29",2020-08-09,12,0,"CO"
"30-39",2020-08-09,16,0,"CO"
"40-49",2020-08-09,51,0,"CO"
"50-59",2020-08-09,119,0,"CO"
"60-69",2020-08-09,238,0,"CO"
"70-79",2020-08-09,435,0,"CO"
"80+",2020-08-09,984,1,"CO"
"0-9",2020-08-10,0,0,"CO"
"10-19",2020-08-10,3,0,"CO"
"20-29",2020-08-10,12,0,"CO"
"30-39",2020-08-10,16,0,"CO"
"40-49",2020-08-10,52,1,"CO"
"50-59",2020-08-10,121,2,"CO"
"60-69",2020-08-10,238,0,"CO"
"70-79",2020-08-10,435,0,"CO"
"80+",2020-08-10,986,2,"CO"
"0-9",2020-08-11,0,0,"CO"
"10-19",2020-08-11,3,0,"CO"
"20-29",2020-08-11,12,0,"CO"
"30-39",2020-08-11,16,0,"CO"
"40-49",2020-08-11,52,0,"CO"
"50-59",2020-08-11,121,0,"CO"
"60-69",2020-08-11,238,0,"CO"
"70-79",2020-08-11,437,2,"CO"
"80+",2020-08-11,995,9,"CO"
"0-9",2020-08-12,0,0,"CO"
"10-19",2020-08-12,3,0,"CO"
"20-29",2020-08-12,12,0,"CO"
"30-39",2020-08-12,16,0,"CO"
"40-49",2020-08-12,53,1,"CO"
"50-59",2020-08-12,121,0,"CO"
"60-69",2020-08-12,238,0,"CO"
"70-79",2020-08-12,437,0,"CO"
"80+",2020-08-12,995,0,"CO"
"0-9",2020-08-13,0,0,"CO"
"10-19",2020-08-13,3,0,"CO"
"20-29",2020-08-13,12,0,"CO"
"30-39",2020-08-13,17,1,"CO"
"40-49",2020-08-13,53,0,"CO"
"50-59",2020-08-13,121,0,"CO"
"60-69",2020-08-13,238,0,"CO"
"70-79",2020-08-13,441,4,"CO"
"80+",2020-08-13,996,1,"CO"
"0-9",2020-08-14,0,0,"CO"
"10-19",2020-08-14,3,0,"CO"
"20-29",2020-08-14,12,0,"CO"
"30-39",2020-08-14,17,0,"CO"
"40-49",2020-08-14,53,0,"CO"
"50-59",2020-08-14,122,1,"CO"
"60-69",2020-08-14,239,1,"CO"
"70-79",2020-08-14,443,2,"CO"
"80+",2020-08-14,998,2,"CO"
"0-9",2020-08-15,0,0,"CO"
"10-19",2020-08-15,3,0,"CO"
"20-29",2020-08-15,13,1,"CO"
"30-39",2020-08-15,17,0,"CO"
"40-49",2020-08-15,53,0,"CO"
"50-59",2020-08-15,122,0,"CO"
"60-69",2020-08-15,239,0,"CO"
"70-79",2020-08-15,446,3,"CO"
"80+",2020-08-15,1002,4,"CO"
"0-9",2020-08-16,0,0,"CO"
"10-19",2020-08-16,3,0,"CO"
"20-29",2020-08-16,13,0,"CO"
"30-39",2020-08-16,17,0,"CO"
"40-49",2020-08-16,53,0,"CO"
"50-59",2020-08-16,122,0,"CO"
"60-69",2020-08-16,239,0,"CO"
"70-79",2020-08-16,446,0,"CO"
"80+",2020-08-16,1003,1,"CO"
"0-9",2020-08-17,0,0,"CO"
"10-19",2020-08-17,3,0,"CO"
"20-29",2020-08-17,13,0,"CO"
"30-39",2020-08-17,17,0,"CO"
"40-49",2020-08-17,53,0,"CO"
"50-59",2020-08-17,122,0,"CO"
"60-69",2020-08-17,239,0,"CO"
"70-79",2020-08-17,446,0,"CO"
"80+",2020-08-17,1003,0,"CO"
"0-9",2020-08-18,0,0,"CO"
"10-19",2020-08-18,3,0,"CO"
"20-29",2020-08-18,13,0,"CO"
"30-39",2020-08-18,17,0,"CO"
