"date","age","cum.deaths","daily.deaths","code"
2020-05-13,"20-24",0,NA,"KS"
2020-05-13,"25-34",0,NA,"KS"
2020-05-13,"35-44",4,NA,"KS"
2020-05-13,"45-54",5,NA,"KS"
2020-05-13,"55-64",24,NA,"KS"
2020-05-13,"65-74",29,NA,"KS"
2020-05-13,"75-84",35,NA,"KS"
2020-05-13,"85+",66,NA,"KS"
2020-05-14,"20-24",0,0,"KS"
2020-05-14,"25-34",0,0,"KS"
2020-05-14,"35-44",4,0,"KS"
2020-05-14,"45-54",6,1,"KS"
2020-05-14,"55-64",24,0,"KS"
2020-05-14,"65-74",29,0,"KS"
2020-05-14,"75-84",37,2,"KS"
2020-05-14,"85+",66,0,"KS"
2020-05-15,"20-24",0,0,"KS"
2020-05-15,"25-34",0,0,"KS"
2020-05-15,"35-44",4,0,"KS"
2020-05-15,"45-54",7,1,"KS"
2020-05-15,"55-64",25,1,"KS"
2020-05-15,"65-74",30,1,"KS"
2020-05-15,"75-84",39,2,"KS"
2020-05-15,"85+",66,0,"KS"
2020-05-16,"20-24",0,0,"KS"
2020-05-16,"25-34",0,0,"KS"
2020-05-16,"35-44",4,0,"KS"
2020-05-16,"45-54",7,0,"KS"
2020-05-16,"55-64",25,0,"KS"
2020-05-16,"65-74",30,0,"KS"
2020-05-16,"75-84",39,0,"KS"
2020-05-16,"85+",66,0,"KS"
2020-05-17,"20-24",0,0,"KS"
2020-05-17,"25-34",0,0,"KS"
2020-05-17,"35-44",4,0,"KS"
2020-05-17,"45-54",7,0,"KS"
2020-05-17,"55-64",25,0,"KS"
2020-05-17,"65-74",30,0,"KS"
2020-05-17,"75-84",39,0,"KS"
2020-05-17,"85+",66,0,"KS"
2020-05-18,"20-24",0,0,"KS"
2020-05-18,"25-34",0,0,"KS"
2020-05-18,"35-44",4,0,"KS"
2020-05-18,"45-54",7,0,"KS"
2020-05-18,"55-64",25,0,"KS"
2020-05-18,"65-74",30,0,"KS"
2020-05-18,"75-84",39,0,"KS"
2020-05-18,"85+",67,1,"KS"
2020-05-19,"20-24",0,0,"KS"
2020-05-19,"25-34",0,0,"KS"
2020-05-19,"35-44",4,0,"KS"
2020-05-19,"45-54",7,0,"KS"
2020-05-19,"55-64",25,0,"KS"
2020-05-19,"65-74",30,0,"KS"
2020-05-19,"75-84",39,0,"KS"
2020-05-19,"85+",67,0,"KS"
2020-05-20,"20-24",0,0,"KS"
2020-05-20,"25-34",0,0,"KS"
2020-05-20,"35-44",4,0,"KS"
2020-05-20,"45-54",7,0,"KS"
2020-05-20,"55-64",26,1,"KS"
2020-05-20,"65-74",32,2,"KS"
2020-05-20,"75-84",39,0,"KS"
2020-05-20,"85+",68,1,"KS"
2020-05-21,"20-24",0,0,"KS"
2020-05-21,"25-34",0,0,"KS"
2020-05-21,"35-44",4,0,"KS"
2020-05-21,"45-54",7,0,"KS"
2020-05-21,"55-64",26,0,"KS"
2020-05-21,"65-74",33,1,"KS"
2020-05-21,"75-84",39,0,"KS"
2020-05-21,"85+",68,0,"KS"
2020-05-22,"20-24",0,0,"KS"
2020-05-22,"25-34",0,0,"KS"
2020-05-22,"35-44",4,0,"KS"
2020-05-22,"45-54",8,1,"KS"
2020-05-22,"55-64",27,1,"KS"
2020-05-22,"65-74",34,1,"KS"
2020-05-22,"75-84",39,0,"KS"
2020-05-22,"85+",70,2,"KS"
2020-05-23,"20-24",0,0,"KS"
2020-05-23,"25-34",0,0,"KS"
2020-05-23,"35-44",4,0,"KS"
2020-05-23,"45-54",8,0,"KS"
2020-05-23,"55-64",27,0,"KS"
2020-05-23,"65-74",34,0,"KS"
2020-05-23,"75-84",39,0,"KS"
2020-05-23,"85+",70,0,"KS"
2020-05-24,"20-24",0,0,"KS"
2020-05-24,"25-34",0,0,"KS"
2020-05-24,"35-44",4,0,"KS"
2020-05-24,"45-54",8,0,"KS"
2020-05-24,"55-64",27,0,"KS"
2020-05-24,"65-74",34,0,"KS"
2020-05-24,"75-84",39,0,"KS"
2020-05-24,"85+",70,0,"KS"
2020-05-25,"20-24",0,0,"KS"
2020-05-25,"25-34",0,0,"KS"
2020-05-25,"35-44",4,0,"KS"
2020-05-25,"45-54",8,0,"KS"
2020-05-25,"55-64",28,1,"KS"
2020-05-25,"65-74",35,1,"KS"
2020-05-25,"75-84",39,0,"KS"
2020-05-25,"85+",71,1,"KS"
2020-05-26,"20-24",0,0,"KS"
2020-05-26,"25-34",0,0,"KS"
2020-05-26,"35-44",5,1,"KS"
2020-05-26,"45-54",8,0,"KS"
2020-05-26,"55-64",29,1,"KS"
2020-05-26,"65-74",37,2,"KS"
2020-05-26,"75-84",39,0,"KS"
2020-05-26,"85+",72,1,"KS"
2020-05-27,"20-24",0,0,"KS"
2020-05-27,"25-34",0,0,"KS"
2020-05-27,"35-44",6,1,"KS"
2020-05-27,"45-54",8,0,"KS"
2020-05-27,"55-64",30,1,"KS"
2020-05-27,"65-74",39,2,"KS"
2020-05-27,"75-84",43,4,"KS"
2020-05-27,"85+",73,1,"KS"
2020-05-28,"20-24",0,0,"KS"
2020-05-28,"25-34",0,0,"KS"
2020-05-28,"35-44",6,0,"KS"
2020-05-28,"45-54",8,0,"KS"
2020-05-28,"55-64",30,0,"KS"
2020-05-28,"65-74",39,0,"KS"
2020-05-28,"75-84",43,0,"KS"
2020-05-28,"85+",73,0,"KS"
2020-05-29,"20-24",0,0,"KS"
2020-05-29,"25-34",0,0,"KS"
2020-05-29,"35-44",6,0,"KS"
2020-05-29,"45-54",8,0,"KS"
2020-05-29,"55-64",31,1,"KS"
2020-05-29,"65-74",40,1,"KS"
2020-05-29,"75-84",43,0,"KS"
2020-05-29,"85+",74,1,"KS"
2020-05-30,"20-24",0,0,"KS"
2020-05-30,"25-34",0,0,"KS"
2020-05-30,"35-44",6,0,"KS"
2020-05-30,"45-54",8,0,"KS"
2020-05-30,"55-64",31,0,"KS"
2020-05-30,"65-74",40,0,"KS"
2020-05-30,"75-84",43,0,"KS"
2020-05-30,"85+",76,2,"KS"
2020-05-31,"20-24",0,0,"KS"
2020-05-31,"25-34",0,0,"KS"
2020-05-31,"35-44",6,0,"KS"
2020-05-31,"45-54",8,0,"KS"
2020-05-31,"55-64",31,0,"KS"
2020-05-31,"65-74",40,0,"KS"
2020-05-31,"75-84",43,0,"KS"
2020-05-31,"85+",78,2,"KS"
2020-06-01,"20-24",0,0,"KS"
2020-06-01,"25-34",0,0,"KS"
2020-06-01,"35-44",6,0,"KS"
2020-06-01,"45-54",9,1,"KS"
2020-06-01,"55-64",31,0,"KS"
2020-06-01,"65-74",40,0,"KS"
2020-06-01,"75-84",44,1,"KS"
2020-06-01,"85+",80,2,"KS"
2020-06-02,"20-24",0,0,"KS"
2020-06-02,"25-34",0,0,"KS"
2020-06-02,"35-44",6,0,"KS"
2020-06-02,"45-54",10,1,"KS"
2020-06-02,"55-64",32,1,"KS"
2020-06-02,"65-74",40,0,"KS"
2020-06-02,"75-84",44,0,"KS"
2020-06-02,"85+",80,0,"KS"
2020-06-03,"20-24",0,0,"KS"
2020-06-03,"25-34",0,0,"KS"
2020-06-03,"35-44",6,0,"KS"
2020-06-03,"45-54",11,1,"KS"
2020-06-03,"55-64",33,1,"KS"
2020-06-03,"65-74",40,0,"KS"
2020-06-03,"75-84",44,0,"KS"
2020-06-03,"85+",81,1,"KS"
2020-06-04,"20-24",0,0,"KS"
2020-06-04,"25-34",0,0,"KS"
2020-06-04,"35-44",6,0,"KS"
2020-06-04,"45-54",12,1,"KS"
2020-06-04,"55-64",33,0,"KS"
2020-06-04,"65-74",40,0,"KS"
2020-06-04,"75-84",44,0,"KS"
2020-06-04,"85+",84,3,"KS"
2020-06-05,"20-24",0,0,"KS"
2020-06-05,"25-34",1,1,"KS"
2020-06-05,"35-44",6,0,"KS"
2020-06-05,"45-54",13,1,"KS"
2020-06-05,"55-64",33,0,"KS"
2020-06-05,"65-74",41,1,"KS"
