"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"IA","0-19",0,NA
2020-05-13,"IA","20-39",7,NA
2020-05-13,"IA","40-59",33,NA
2020-05-13,"IA","60-79",129,NA
2020-05-13,"IA","80+",148,NA
2020-05-14,"IA","0-19",0,0
2020-05-14,"IA","20-39",7,0
2020-05-14,"IA","40-59",34,1
2020-05-14,"IA","60-79",136,7
2020-05-14,"IA","80+",158,10
2020-05-15,"IA","0-19",0,0
2020-05-15,"IA","20-39",7,0
2020-05-15,"IA","40-59",35,1
2020-05-15,"IA","60-79",142,6
2020-05-15,"IA","80+",161,3
2020-05-16,"IA","0-19",0,0
2020-05-16,"IA","20-39",7,0
2020-05-16,"IA","40-59",35,0
2020-05-16,"IA","60-79",145,3
2020-05-16,"IA","80+",163,2
2020-05-17,"IA","0-19",0,0
2020-05-17,"IA","20-39",7,0
2020-05-17,"IA","40-59",35,0
2020-05-17,"IA","60-79",148,3
2020-05-17,"IA","80+",164,1
2020-05-18,"IA","0-19",0,0
2020-05-18,"IA","20-39",7,0
2020-05-18,"IA","40-59",37,2
2020-05-18,"IA","60-79",152,4
2020-05-18,"IA","80+",170,6
2020-05-19,"IA","0-19",0,0
2020-05-19,"IA","20-39",8,0
2020-05-19,"IA","40-59",38,2
2020-05-19,"IA","60-79",155,4
2020-05-19,"IA","80+",177,5
2020-05-20,"IA","0-19",0,0
2020-05-20,"IA","20-39",8,0
2020-05-20,"IA","40-59",38,0
2020-05-20,"IA","60-79",161,6
2020-05-20,"IA","80+",176,0
2020-05-21,"IA","0-19",0,0
2020-05-21,"IA","20-39",8,0
2020-05-21,"IA","40-59",42,4
2020-05-21,"IA","60-79",171,10
2020-05-21,"IA","80+",192,16
2020-05-22,"IA","0-19",0,0
2020-05-22,"IA","20-39",9,1
2020-05-22,"IA","40-59",43,1
2020-05-22,"IA","60-79",176,5
2020-05-22,"IA","80+",202,10
2020-05-23,"IA","0-19",0,0
2020-05-23,"IA","20-39",9,0
2020-05-23,"IA","40-59",44,1
2020-05-23,"IA","60-79",182,6
2020-05-23,"IA","80+",209,7
2020-05-24,"IA","0-19",0,0
2020-05-24,"IA","20-39",9,0
2020-05-24,"IA","40-59",45,1
2020-05-24,"IA","60-79",186,4
2020-05-24,"IA","80+",213,4
2020-05-25,"IA","0-19",0,0
2020-05-25,"IA","20-39",9,0
2020-05-25,"IA","40-59",46,1
2020-05-25,"IA","60-79",188,2
2020-05-25,"IA","80+",216,3
2020-05-26,"IA","0-19",0,0
2020-05-26,"IA","20-39",10,1
2020-05-26,"IA","40-59",48,2
2020-05-26,"IA","60-79",196,8
2020-05-26,"IA","80+",224,8
2020-05-27,"IA","0-19",0,0
2020-05-27,"IA","20-39",10,0
2020-05-27,"IA","40-59",54,6
2020-05-27,"IA","60-79",201,5
2020-05-27,"IA","80+",225,1
2020-05-28,"IA","0-19",0,0
2020-05-28,"IA","20-39",10,0
2020-05-28,"IA","40-59",56,2
2020-05-28,"IA","60-79",202,1
2020-05-28,"IA","80+",238,13
2020-05-29,"IA","0-19",0,0
2020-05-29,"IA","20-39",10,0
2020-05-29,"IA","40-59",58,2
2020-05-29,"IA","60-79",210,8
2020-05-29,"IA","80+",246,8
2020-05-30,"IA","0-19",0,0
2020-05-30,"IA","20-39",11,1
2020-05-30,"IA","40-59",58,0
2020-05-30,"IA","60-79",212,2
2020-05-30,"IA","80+",250,4
2020-05-31,"IA","0-19",0,0
