"date","age","cum.deaths","daily.deaths","code"
2020-06-09,"0-9",0,NA,"AK"
2020-06-09,"10-19",0,NA,"AK"
2020-06-09,"20-29",0,NA,"AK"
2020-06-09,"30-39",2,NA,"AK"
2020-06-09,"40-49",0,NA,"AK"
2020-06-09,"50-59",1,NA,"AK"
2020-06-09,"60-69",1,NA,"AK"
2020-06-09,"70-79",6,NA,"AK"
2020-06-09,"80+",1,NA,"AK"
2020-06-10,"0-9",0,0,"AK"
2020-06-10,"10-19",0,0,"AK"
2020-06-10,"20-29",0,0,"AK"
2020-06-10,"30-39",2,0,"AK"
2020-06-10,"40-49",0,0,"AK"
2020-06-10,"50-59",1,0,"AK"
2020-06-10,"60-69",1,0,"AK"
2020-06-10,"70-79",6,0,"AK"
2020-06-10,"80+",1,0,"AK"
2020-06-11,"0-9",0,0,"AK"
2020-06-11,"10-19",0,0,"AK"
2020-06-11,"20-29",0,0,"AK"
2020-06-11,"30-39",2,0,"AK"
2020-06-11,"40-49",0,0,"AK"
2020-06-11,"50-59",1,0,"AK"
2020-06-11,"60-69",1,0,"AK"
2020-06-11,"70-79",6,0,"AK"
2020-06-11,"80+",1,0,"AK"
2020-06-12,"0-9",0,0,"AK"
2020-06-12,"10-19",0,0,"AK"
2020-06-12,"20-29",0,0,"AK"
2020-06-12,"30-39",2,0,"AK"
2020-06-12,"40-49",0,0,"AK"
2020-06-12,"50-59",1,0,"AK"
2020-06-12,"60-69",1,0,"AK"
2020-06-12,"70-79",6,0,"AK"
2020-06-12,"80+",2,1,"AK"
2020-06-13,"0-9",0,0,"AK"
2020-06-13,"10-19",0,0,"AK"
2020-06-13,"20-29",0,0,"AK"
2020-06-13,"30-39",2,0,"AK"
2020-06-13,"40-49",0,0,"AK"
2020-06-13,"50-59",1,0,"AK"
2020-06-13,"60-69",1,0,"AK"
2020-06-13,"70-79",6,0,"AK"
2020-06-13,"80+",2,0,"AK"
2020-06-14,"0-9",0,0,"AK"
2020-06-14,"10-19",0,0,"AK"
2020-06-14,"20-29",0,0,"AK"
2020-06-14,"30-39",2,0,"AK"
2020-06-14,"40-49",0,0,"AK"
2020-06-14,"50-59",1,0,"AK"
2020-06-14,"60-69",1,0,"AK"
2020-06-14,"70-79",6,0,"AK"
2020-06-14,"80+",2,0,"AK"
2020-06-15,"0-9",0,0,"AK"
2020-06-15,"10-19",0,0,"AK"
2020-06-15,"20-29",0,0,"AK"
2020-06-15,"30-39",2,0,"AK"
2020-06-15,"40-49",0,0,"AK"
2020-06-15,"50-59",1,0,"AK"
2020-06-15,"60-69",1,0,"AK"
2020-06-15,"70-79",6,0,"AK"
2020-06-15,"80+",2,0,"AK"
