"date","code","age","cum.deaths","daily.deaths"
2020-05-12,"DE","0-4",0,NA
2020-05-12,"DE","20-34",7,NA
2020-05-12,"DE","35-49",6,NA
2020-05-12,"DE","5-19",0,NA
2020-05-12,"DE","50-64",34,NA
2020-05-12,"DE","65+",200,NA
2020-05-13,"DE","0-4",0,0
2020-05-13,"DE","20-34",8,1
2020-05-13,"DE","35-49",6,0
2020-05-13,"DE","5-19",0,0
2020-05-13,"DE","50-64",35,1
2020-05-13,"DE","65+",211,11
2020-05-14,"DE","0-4",0,0
2020-05-14,"DE","20-34",8,0
2020-05-14,"DE","35-49",6,0
2020-05-14,"DE","5-19",0,0
2020-05-14,"DE","50-64",38,3
2020-05-14,"DE","65+",219,8
2020-05-15,"DE","0-4",0,0
2020-05-15,"DE","20-34",8,0
2020-05-15,"DE","35-49",6,0
2020-05-15,"DE","5-19",0,0
2020-05-15,"DE","50-64",43,5
2020-05-15,"DE","65+",229,10
2020-05-16,"DE","0-4",0,0
2020-05-16,"DE","20-34",8,0
2020-05-16,"DE","35-49",7,1
2020-05-16,"DE","5-19",0,0
2020-05-16,"DE","50-64",44,1
2020-05-16,"DE","65+",231,2
2020-05-17,"DE","0-4",0,0
2020-05-17,"DE","20-34",8,0
2020-05-17,"DE","35-49",7,0
2020-05-17,"DE","5-19",0,0
2020-05-17,"DE","50-64",45,1
2020-05-17,"DE","65+",237,6
2020-05-18,"DE","0-4",0,0
2020-05-18,"DE","20-34",8,0
2020-05-18,"DE","35-49",8,1
2020-05-18,"DE","5-19",0,0
2020-05-18,"DE","50-64",46,1
2020-05-18,"DE","65+",242,5
2020-05-19,"DE","0-4",0,0
2020-05-19,"DE","20-34",8,0
2020-05-19,"DE","35-49",8,0
2020-05-19,"DE","5-19",0,0
2020-05-19,"DE","50-64",48,2
2020-05-19,"DE","65+",246,4
2020-05-20,"DE","0-4",0,0
2020-05-20,"DE","20-34",8,0
2020-05-20,"DE","35-49",8,0
2020-05-20,"DE","5-19",0,0
2020-05-20,"DE","50-64",49,1
2020-05-20,"DE","65+",252,6
2020-05-21,"DE","0-4",0,0
2020-05-21,"DE","20-34",8,0
2020-05-21,"DE","35-49",8,0
2020-05-21,"DE","5-19",0,0
2020-05-21,"DE","50-64",49,0
2020-05-21,"DE","65+",254,2
2020-05-22,"DE","0-4",0,0
2020-05-22,"DE","20-34",8,0
2020-05-22,"DE","35-49",8,0
2020-05-22,"DE","5-19",0,0
2020-05-22,"DE","50-64",49,0
2020-05-22,"DE","65+",256,2
2020-05-23,"DE","0-4",0,0
2020-05-23,"DE","20-34",8,0
2020-05-23,"DE","35-49",8,0
2020-05-23,"DE","5-19",0,0
2020-05-23,"DE","50-64",49,0
2020-05-23,"DE","65+",258,2
2020-05-24,"DE","0-4",0,0
2020-05-24,"DE","20-34",9,1
2020-05-24,"DE","35-49",8,0
2020-05-24,"DE","5-19",0,0
2020-05-24,"DE","50-64",49,0
2020-05-24,"DE","65+",259,1
2020-05-25,"DE","0-4",0,0
2020-05-25,"DE","20-34",9,0
2020-05-25,"DE","35-49",8,0
2020-05-25,"DE","5-19",0,0
2020-05-25,"DE","50-64",49,0
2020-05-25,"DE","65+",265,6
2020-05-26,"DE","0-4",0,0
2020-05-26,"DE","20-34",9,0
2020-05-26,"DE","35-49",8,0
2020-05-26,"DE","5-19",0,0
2020-05-26,"DE","50-64",49,0
2020-05-26,"DE","65+",269,4
2020-05-27,"DE","0-4",0,0
2020-05-27,"DE","20-34",9,0
2020-05-27,"DE","35-49",8,0
2020-05-27,"DE","5-19",0,0
2020-05-27,"DE","50-64",52,3
2020-05-27,"DE","65+",275,6
2020-05-28,"DE","0-4",0,0
2020-05-28,"DE","20-34",9,0
2020-05-28,"DE","35-49",8,0
2020-05-28,"DE","5-19",0,0
2020-05-28,"DE","50-64",52,0
2020-05-28,"DE","65+",276,1
2020-05-29,"DE","0-4",0,0
2020-05-29,"DE","20-34",9,0
2020-05-29,"DE","35-49",9,1
2020-05-29,"DE","5-19",0,0
2020-05-29,"DE","50-64",53,1
2020-05-29,"DE","65+",285,9
2020-05-30,"DE","0-4",0,0
2020-05-30,"DE","20-34",9,0
2020-05-30,"DE","35-49",9,0
2020-05-30,"DE","5-19",0,0
2020-05-30,"DE","50-64",55,2
2020-05-30,"DE","65+",288,3
2020-05-31,"DE","0-4",0,0
2020-05-31,"DE","20-34",9,0
