"code","age","cum.deaths","daily.deaths","date","loc_label","index_days_month"
"AK","0-9",0,0,2020-06-13,"Alaska","13"
"AK","10-19",0,0,2020-06-13,"Alaska","13"
"AK","20-29",0,0,2020-06-13,"Alaska","13"
"AK","30-39",2,0,2020-06-13,"Alaska","13"
"AK","40-49",0,0,2020-06-13,"Alaska","13"
"AK","50-59",1,0,2020-06-13,"Alaska","13"
"AK","60-69",1,0,2020-06-13,"Alaska","13"
"AK","70-79",6,0,2020-06-13,"Alaska","13"
"AK","80+",2,0,2020-06-13,"Alaska","13"
"AK","0-9",0,0,2020-06-14,"Alaska","14"
"AK","10-19",0,0,2020-06-14,"Alaska","14"
"AK","20-29",0,0,2020-06-14,"Alaska","14"
"AK","30-39",2,0,2020-06-14,"Alaska","14"
"AK","40-49",0,0,2020-06-14,"Alaska","14"
"AK","50-59",1,0,2020-06-14,"Alaska","14"
"AK","60-69",1,0,2020-06-14,"Alaska","14"
"AK","70-79",6,0,2020-06-14,"Alaska","14"
"AK","80+",2,0,2020-06-14,"Alaska","14"
"AK","0-9",0,0,2020-06-15,"Alaska","15"
"AK","10-19",0,0,2020-06-15,"Alaska","15"
"AK","20-29",0,0,2020-06-15,"Alaska","15"
"AK","30-39",2,0,2020-06-15,"Alaska","15"
"AK","40-49",0,0,2020-06-15,"Alaska","15"
"AK","50-59",1,0,2020-06-15,"Alaska","15"
"AK","60-69",1,0,2020-06-15,"Alaska","15"
"AK","70-79",6,0,2020-06-15,"Alaska","15"
"AK","80+",2,0,2020-06-15,"Alaska","15"
"AK","0-9",0,0,2020-06-16,"Alaska","16"
"AK","10-19",0,0,2020-06-16,"Alaska","16"
"AK","20-29",0,0,2020-06-16,"Alaska","16"
"AK","30-39",2,0,2020-06-16,"Alaska","16"
"AK","40-49",0,0,2020-06-16,"Alaska","16"
"AK","50-59",1,0,2020-06-16,"Alaska","16"
"AK","60-69",1,0,2020-06-16,"Alaska","16"
"AK","70-79",6,0,2020-06-16,"Alaska","16"
"AK","80+",2,0,2020-06-16,"Alaska","16"
"AK","0-9",0,0,2020-06-17,"Alaska","17"
"AK","10-19",0,0,2020-06-17,"Alaska","17"
"AK","20-29",0,0,2020-06-17,"Alaska","17"
"AK","30-39",2,0,2020-06-17,"Alaska","17"
"AK","40-49",0,0,2020-06-17,"Alaska","17"
"AK","50-59",1,0,2020-06-17,"Alaska","17"
"AK","60-69",1,0,2020-06-17,"Alaska","17"
"AK","70-79",6,0,2020-06-17,"Alaska","17"
"AK","80+",2,0,2020-06-17,"Alaska","17"
"AK","0-9",0,0,2020-06-18,"Alaska","18"
"AK","10-19",0,0,2020-06-18,"Alaska","18"
"AK","20-29",0,0,2020-06-18,"Alaska","18"
"AK","30-39",2,0,2020-06-18,"Alaska","18"
"AK","40-49",0,0,2020-06-18,"Alaska","18"
"AK","50-59",1,0,2020-06-18,"Alaska","18"
"AK","60-69",1,0,2020-06-18,"Alaska","18"
"AK","70-79",6,0,2020-06-18,"Alaska","18"
"AK","80+",2,0,2020-06-18,"Alaska","18"
"AK","0-9",0,0,2020-06-19,"Alaska","19"
"AK","10-19",0,0,2020-06-19,"Alaska","19"
"AK","20-29",0,0,2020-06-19,"Alaska","19"
"AK","30-39",2,0,2020-06-19,"Alaska","19"
"AK","40-49",0,0,2020-06-19,"Alaska","19"
"AK","50-59",1,0,2020-06-19,"Alaska","19"
"AK","60-69",1,0,2020-06-19,"Alaska","19"
"AK","70-79",6,0,2020-06-19,"Alaska","19"
"AK","80+",2,0,2020-06-19,"Alaska","19"
"AK","0-9",0,0,2020-06-20,"Alaska","20"
"AK","10-19",0,0,2020-06-20,"Alaska","20"
"AK","20-29",0,0,2020-06-20,"Alaska","20"
"AK","30-39",2,0,2020-06-20,"Alaska","20"
"AK","40-49",0,0,2020-06-20,"Alaska","20"
"AK","50-59",1,0,2020-06-20,"Alaska","20"
"AK","60-69",1,0,2020-06-20,"Alaska","20"
"AK","70-79",6,0,2020-06-20,"Alaska","20"
"AK","80+",2,0,2020-06-20,"Alaska","20"
"AK","0-9",0,0,2020-06-21,"Alaska","21"
"AK","10-19",0,0,2020-06-21,"Alaska","21"
"AK","20-29",0,0,2020-06-21,"Alaska","21"
"AK","30-39",2,0,2020-06-21,"Alaska","21"
"AK","40-49",0,0,2020-06-21,"Alaska","21"
"AK","50-59",1,0,2020-06-21,"Alaska","21"
"AK","60-69",1,0,2020-06-21,"Alaska","21"
"AK","70-79",6,0,2020-06-21,"Alaska","21"
"AK","80+",2,0,2020-06-21,"Alaska","21"
"AK","0-9",0,0,2020-06-22,"Alaska","22"
"AK","10-19",0,0,2020-06-22,"Alaska","22"
"AK","20-29",0,0,2020-06-22,"Alaska","22"
"AK","30-39",2,0,2020-06-22,"Alaska","22"
"AK","40-49",0,0,2020-06-22,"Alaska","22"
"AK","50-59",1,0,2020-06-22,"Alaska","22"
"AK","60-69",1,0,2020-06-22,"Alaska","22"
"AK","70-79",6,0,2020-06-22,"Alaska","22"
"AK","80+",2,0,2020-06-22,"Alaska","22"
"AK","0-9",0,0,2020-06-23,"Alaska","23"
"AK","10-19",0,0,2020-06-23,"Alaska","23"
"AK","20-29",0,0,2020-06-23,"Alaska","23"
"AK","30-39",2,0,2020-06-23,"Alaska","23"
"AK","40-49",0,0,2020-06-23,"Alaska","23"
"AK","50-59",1,0,2020-06-23,"Alaska","23"
"AK","60-69",1,0,2020-06-23,"Alaska","23"
"AK","70-79",6,0,2020-06-23,"Alaska","23"
"AK","80+",2,0,2020-06-23,"Alaska","23"
"AK","0-9",0,0,2020-06-24,"Alaska","24"
"AK","10-19",0,0,2020-06-24,"Alaska","24"
"AK","20-29",0,0,2020-06-24,"Alaska","24"
"AK","30-39",2,0,2020-06-24,"Alaska","24"
"AK","40-49",0,0,2020-06-24,"Alaska","24"
"AK","50-59",1,0,2020-06-24,"Alaska","24"
"AK","60-69",1,0,2020-06-24,"Alaska","24"
"AK","70-79",6,0,2020-06-24,"Alaska","24"
"AK","80+",2,0,2020-06-24,"Alaska","24"
"AK","0-9",0,0,2020-06-25,"Alaska","25"
"AK","10-19",0,0,2020-06-25,"Alaska","25"
"AK","20-29",0,0,2020-06-25,"Alaska","25"
"AK","30-39",2,0,2020-06-25,"Alaska","25"
"AK","40-49",0,0,2020-06-25,"Alaska","25"
"AK","50-59",1,0,2020-06-25,"Alaska","25"
"AK","60-69",1,0,2020-06-25,"Alaska","25"
"AK","70-79",6,0,2020-06-25,"Alaska","25"
"AK","80+",2,0,2020-06-25,"Alaska","25"
"AK","0-9",0,0,2020-06-26,"Alaska","26"
"AK","10-19",0,0,2020-06-26,"Alaska","26"
"AK","20-29",0,0,2020-06-26,"Alaska","26"
"AK","30-39",2,0,2020-06-26,"Alaska","26"
"AK","40-49",0,0,2020-06-26,"Alaska","26"
"AK","50-59",1,0,2020-06-26,"Alaska","26"
"AK","60-69",1,1,2020-06-26,"Alaska","26"
"AK","70-79",6,1,2020-06-26,"Alaska","26"
"AK","80+",2,0,2020-06-26,"Alaska","26"
"AK","0-9",0,0,2020-06-27,"Alaska","27"
"AK","10-19",0,0,2020-06-27,"Alaska","27"
"AK","20-29",0,0,2020-06-27,"Alaska","27"
"AK","30-39",2,0,2020-06-27,"Alaska","27"
"AK","40-49",0,0,2020-06-27,"Alaska","27"
"AK","50-59",1,0,2020-06-27,"Alaska","27"
"AK","60-69",2,0,2020-06-27,"Alaska","27"
"AK","70-79",7,0,2020-06-27,"Alaska","27"
"AK","80+",2,0,2020-06-27,"Alaska","27"
"AK","0-9",0,0,2020-06-28,"Alaska","28"
"AK","10-19",0,0,2020-06-28,"Alaska","28"
"AK","20-29",0,0,2020-06-28,"Alaska","28"
"AK","30-39",2,0,2020-06-28,"Alaska","28"
"AK","40-49",0,0,2020-06-28,"Alaska","28"
"AK","50-59",1,0,2020-06-28,"Alaska","28"
"AK","60-69",2,0,2020-06-28,"Alaska","28"
"AK","70-79",7,0,2020-06-28,"Alaska","28"
"AK","80+",2,0,2020-06-28,"Alaska","28"
"AK","0-9",0,0,2020-06-29,"Alaska","29"
"AK","10-19",0,0,2020-06-29,"Alaska","29"
"AK","20-29",0,0,2020-06-29,"Alaska","29"
"AK","30-39",2,0,2020-06-29,"Alaska","29"
"AK","40-49",0,0,2020-06-29,"Alaska","29"
"AK","50-59",1,0,2020-06-29,"Alaska","29"
"AK","60-69",2,0,2020-06-29,"Alaska","29"
"AK","70-79",7,0,2020-06-29,"Alaska","29"
"AK","80+",2,0,2020-06-29,"Alaska","29"
"AK","0-9",0,0,2020-06-30,"Alaska","30"
"AK","10-19",0,0,2020-06-30,"Alaska","30"
"AK","20-29",0,0,2020-06-30,"Alaska","30"
"AK","30-39",2,0,2020-06-30,"Alaska","30"
"AK","40-49",0,0,2020-06-30,"Alaska","30"
"AK","50-59",1,0,2020-06-30,"Alaska","30"
"AK","60-69",2,0,2020-06-30,"Alaska","30"
"AK","70-79",7,0,2020-06-30,"Alaska","30"
"AK","80+",2,0,2020-06-30,"Alaska","30"
"AK","0-9",0,0,2020-07-01,"Alaska","01"
"AK","10-19",0,0,2020-07-01,"Alaska","01"
"AK","20-29",0,0,2020-07-01,"Alaska","01"
"AK","30-39",2,0,2020-07-01,"Alaska","01"
"AK","40-49",0,0,2020-07-01,"Alaska","01"
"AK","50-59",1,0,2020-07-01,"Alaska","01"
"AK","60-69",2,0,2020-07-01,"Alaska","01"
"AK","70-79",7,0,2020-07-01,"Alaska","01"
"AK","80+",2,0,2020-07-01,"Alaska","01"
"AK","0-9",0,0,2020-07-02,"Alaska","02"
"AK","10-19",0,0,2020-07-02,"Alaska","02"
"AK","20-29",0,0,2020-07-02,"Alaska","02"
"AK","30-39",2,0,2020-07-02,"Alaska","02"
"AK","40-49",0,0,2020-07-02,"Alaska","02"
"AK","50-59",1,0,2020-07-02,"Alaska","02"
"AK","60-69",2,0,2020-07-02,"Alaska","02"
"AK","70-79",7,0,2020-07-02,"Alaska","02"
"AK","80+",2,0,2020-07-02,"Alaska","02"
"AK","0-9",0,0,2020-07-03,"Alaska","03"
"AK","10-19",0,0,2020-07-03,"Alaska","03"
"AK","20-29",0,0,2020-07-03,"Alaska","03"
"AK","30-39",2,0,2020-07-03,"Alaska","03"
"AK","40-49",0,0,2020-07-03,"Alaska","03"
"AK","50-59",1,0,2020-07-03,"Alaska","03"
"AK","60-69",2,0,2020-07-03,"Alaska","03"
"AK","70-79",7,0,2020-07-03,"Alaska","03"
"AK","80+",3,1,2020-07-03,"Alaska","03"
"AK","0-9",0,0,2020-07-04,"Alaska","04"
"AK","10-19",0,0,2020-07-04,"Alaska","04"
"AK","20-29",0,0,2020-07-04,"Alaska","04"
"AK","30-39",2,0,2020-07-04,"Alaska","04"
"AK","40-49",0,0,2020-07-04,"Alaska","04"
"AK","50-59",1,0,2020-07-04,"Alaska","04"
"AK","60-69",2,0,2020-07-04,"Alaska","04"
"AK","70-79",8,1,2020-07-04,"Alaska","04"
"AK","80+",3,0,2020-07-04,"Alaska","04"
"AK","0-9",0,0,2020-07-05,"Alaska","05"
"AK","10-19",0,0,2020-07-05,"Alaska","05"
"AK","20-29",0,0,2020-07-05,"Alaska","05"
"AK","30-39",2,0,2020-07-05,"Alaska","05"
"AK","40-49",0,0,2020-07-05,"Alaska","05"
"AK","50-59",1,0,2020-07-05,"Alaska","05"
"AK","60-69",2,0,2020-07-05,"Alaska","05"
"AK","70-79",8,0,2020-07-05,"Alaska","05"
"AK","80+",3,0,2020-07-05,"Alaska","05"
"AK","0-9",0,0,2020-07-06,"Alaska","06"
"AK","10-19",0,0,2020-07-06,"Alaska","06"
"AK","20-29",0,0,2020-07-06,"Alaska","06"
"AK","30-39",2,0,2020-07-06,"Alaska","06"
"AK","40-49",0,0,2020-07-06,"Alaska","06"
"AK","50-59",1,0,2020-07-06,"Alaska","06"
"AK","60-69",2,0,2020-07-06,"Alaska","06"
"AK","70-79",8,0,2020-07-06,"Alaska","06"
"AK","80+",3,0,2020-07-06,"Alaska","06"
"AK","0-9",0,0,2020-07-07,"Alaska","07"
"AK","10-19",0,0,2020-07-07,"Alaska","07"
"AK","20-29",0,0,2020-07-07,"Alaska","07"
"AK","30-39",2,0,2020-07-07,"Alaska","07"
"AK","40-49",0,0,2020-07-07,"Alaska","07"
"AK","50-59",1,0,2020-07-07,"Alaska","07"
"AK","60-69",2,0,2020-07-07,"Alaska","07"
"AK","70-79",9,1,2020-07-07,"Alaska","07"
"AK","80+",3,0,2020-07-07,"Alaska","07"
"AK","0-9",0,0,2020-07-08,"Alaska","08"
"AK","10-19",0,0,2020-07-08,"Alaska","08"
"AK","20-29",0,0,2020-07-08,"Alaska","08"
"AK","30-39",2,0,2020-07-08,"Alaska","08"
"AK","40-49",0,0,2020-07-08,"Alaska","08"
"AK","50-59",1,0,2020-07-08,"Alaska","08"
"AK","60-69",2,0,2020-07-08,"Alaska","08"
"AK","70-79",9,0,2020-07-08,"Alaska","08"
"AK","80+",3,0,2020-07-08,"Alaska","08"
"AK","0-9",0,0,2020-07-09,"Alaska","09"
"AK","10-19",0,0,2020-07-09,"Alaska","09"
"AK","20-29",0,0,2020-07-09,"Alaska","09"
"AK","30-39",2,0,2020-07-09,"Alaska","09"
"AK","40-49",0,0,2020-07-09,"Alaska","09"
"AK","50-59",1,0,2020-07-09,"Alaska","09"
"AK","60-69",2,0,2020-07-09,"Alaska","09"
"AK","70-79",9,0,2020-07-09,"Alaska","09"
"AK","80+",3,0,2020-07-09,"Alaska","09"
"AK","0-9",0,0,2020-07-10,"Alaska","10"
"AK","10-19",0,0,2020-07-10,"Alaska","10"
"AK","20-29",0,0,2020-07-10,"Alaska","10"
"AK","30-39",2,0,2020-07-10,"Alaska","10"
"AK","40-49",0,0,2020-07-10,"Alaska","10"
"AK","50-59",1,0,2020-07-10,"Alaska","10"
"AK","60-69",2,0,2020-07-10,"Alaska","10"
"AK","70-79",9,0,2020-07-10,"Alaska","10"
"AK","80+",3,0,2020-07-10,"Alaska","10"
"AK","0-9",0,0,2020-07-11,"Alaska","11"
"AK","10-19",0,0,2020-07-11,"Alaska","11"
"AK","20-29",0,0,2020-07-11,"Alaska","11"
"AK","30-39",2,0,2020-07-11,"Alaska","11"
"AK","40-49",0,0,2020-07-11,"Alaska","11"
"AK","50-59",1,0,2020-07-11,"Alaska","11"
"AK","60-69",2,0,2020-07-11,"Alaska","11"
"AK","70-79",9,0,2020-07-11,"Alaska","11"
"AK","80+",3,0,2020-07-11,"Alaska","11"
"AK","0-9",0,0,2020-07-12,"Alaska","12"
"AK","10-19",0,0,2020-07-12,"Alaska","12"
"AK","20-29",0,0,2020-07-12,"Alaska","12"
"AK","30-39",2,0,2020-07-12,"Alaska","12"
"AK","40-49",0,0,2020-07-12,"Alaska","12"
"AK","50-59",1,0,2020-07-12,"Alaska","12"
"AK","60-69",2,0,2020-07-12,"Alaska","12"
"AK","70-79",9,0,2020-07-12,"Alaska","12"
"AK","80+",3,0,2020-07-12,"Alaska","12"
"AK","0-9",0,0,2020-07-13,"Alaska","13"
"AK","10-19",0,0,2020-07-13,"Alaska","13"
"AK","20-29",0,0,2020-07-13,"Alaska","13"
"AK","30-39",2,0,2020-07-13,"Alaska","13"
"AK","40-49",0,0,2020-07-13,"Alaska","13"
"AK","50-59",1,0,2020-07-13,"Alaska","13"
"AK","60-69",2,0,2020-07-13,"Alaska","13"
"AK","70-79",9,0,2020-07-13,"Alaska","13"
"AK","80+",3,0,2020-07-13,"Alaska","13"
"AK","0-9",0,0,2020-07-14,"Alaska","14"
"AK","10-19",0,0,2020-07-14,"Alaska","14"
"AK","20-29",0,0,2020-07-14,"Alaska","14"
"AK","30-39",2,0,2020-07-14,"Alaska","14"
"AK","40-49",0,0,2020-07-14,"Alaska","14"
"AK","50-59",1,0,2020-07-14,"Alaska","14"
"AK","60-69",2,0,2020-07-14,"Alaska","14"
"AK","70-79",9,0,2020-07-14,"Alaska","14"
"AK","80+",3,0,2020-07-14,"Alaska","14"
"AK","0-9",0,0,2020-07-15,"Alaska","15"
"AK","10-19",0,0,2020-07-15,"Alaska","15"
"AK","20-29",0,0,2020-07-15,"Alaska","15"
"AK","30-39",2,0,2020-07-15,"Alaska","15"
"AK","40-49",0,0,2020-07-15,"Alaska","15"
"AK","50-59",1,0,2020-07-15,"Alaska","15"
"AK","60-69",2,0,2020-07-15,"Alaska","15"
"AK","70-79",9,0,2020-07-15,"Alaska","15"
"AK","80+",3,0,2020-07-15,"Alaska","15"
"AK","0-9",0,0,2020-07-16,"Alaska","16"
"AK","10-19",0,0,2020-07-16,"Alaska","16"
"AK","20-29",0,0,2020-07-16,"Alaska","16"
"AK","30-39",2,0,2020-07-16,"Alaska","16"
"AK","40-49",0,0,2020-07-16,"Alaska","16"
"AK","50-59",1,0,2020-07-16,"Alaska","16"
"AK","60-69",2,0,2020-07-16,"Alaska","16"
"AK","70-79",9,0,2020-07-16,"Alaska","16"
"AK","80+",3,0,2020-07-16,"Alaska","16"
"AK","0-9",0,0,2020-07-17,"Alaska","17"
"AK","10-19",0,0,2020-07-17,"Alaska","17"
"AK","20-29",0,0,2020-07-17,"Alaska","17"
"AK","30-39",2,0,2020-07-17,"Alaska","17"
"AK","40-49",0,0,2020-07-17,"Alaska","17"
"AK","50-59",1,0,2020-07-17,"Alaska","17"
"AK","60-69",2,0,2020-07-17,"Alaska","17"
"AK","70-79",9,0,2020-07-17,"Alaska","17"
"AK","80+",3,0,2020-07-17,"Alaska","17"
"AK","0-9",0,0,2020-07-18,"Alaska","18"
"AK","10-19",0,0,2020-07-18,"Alaska","18"
"AK","20-29",0,0,2020-07-18,"Alaska","18"
"AK","30-39",2,0,2020-07-18,"Alaska","18"
"AK","40-49",0,0,2020-07-18,"Alaska","18"
"AK","50-59",2,1,2020-07-18,"Alaska","18"
"AK","60-69",2,0,2020-07-18,"Alaska","18"
"AK","70-79",9,0,2020-07-18,"Alaska","18"
"AK","80+",3,0,2020-07-18,"Alaska","18"
"AK","0-9",0,0,2020-07-19,"Alaska","19"
"AK","10-19",0,0,2020-07-19,"Alaska","19"
"AK","20-29",0,0,2020-07-19,"Alaska","19"
"AK","30-39",2,0,2020-07-19,"Alaska","19"
"AK","40-49",0,0,2020-07-19,"Alaska","19"
"AK","50-59",2,0,2020-07-19,"Alaska","19"
"AK","60-69",2,0,2020-07-19,"Alaska","19"
"AK","70-79",9,0,2020-07-19,"Alaska","19"
"AK","80+",3,0,2020-07-19,"Alaska","19"
"AK","0-9",0,0,2020-07-20,"Alaska","20"
"AK","10-19",0,0,2020-07-20,"Alaska","20"
"AK","20-29",0,0,2020-07-20,"Alaska","20"
"AK","30-39",2,0,2020-07-20,"Alaska","20"
"AK","40-49",0,0,2020-07-20,"Alaska","20"
"AK","50-59",2,0,2020-07-20,"Alaska","20"
"AK","60-69",2,0,2020-07-20,"Alaska","20"
"AK","70-79",9,0,2020-07-20,"Alaska","20"
"AK","80+",3,0,2020-07-20,"Alaska","20"
"AK","0-9",0,0,2020-07-21,"Alaska","21"
"AK","10-19",0,0,2020-07-21,"Alaska","21"
"AK","20-29",0,0,2020-07-21,"Alaska","21"
"AK","30-39",2,0,2020-07-21,"Alaska","21"
"AK","40-49",0,0,2020-07-21,"Alaska","21"
"AK","50-59",2,0,2020-07-21,"Alaska","21"
"AK","60-69",2,0,2020-07-21,"Alaska","21"
"AK","70-79",9,0,2020-07-21,"Alaska","21"
"AK","80+",3,0,2020-07-21,"Alaska","21"
"AK","0-9",0,0,2020-07-22,"Alaska","22"
"AK","10-19",0,0,2020-07-22,"Alaska","22"
"AK","20-29",0,0,2020-07-22,"Alaska","22"
"AK","30-39",2,0,2020-07-22,"Alaska","22"
"AK","40-49",0,0,2020-07-22,"Alaska","22"
"AK","50-59",2,0,2020-07-22,"Alaska","22"
"AK","60-69",2,0,2020-07-22,"Alaska","22"
"AK","70-79",9,0,2020-07-22,"Alaska","22"
"AK","80+",4,1,2020-07-22,"Alaska","22"
"AK","0-9",0,0,2020-07-23,"Alaska","23"
"AK","10-19",0,0,2020-07-23,"Alaska","23"
"AK","20-29",0,0,2020-07-23,"Alaska","23"
"AK","30-39",2,0,2020-07-23,"Alaska","23"
"AK","40-49",0,0,2020-07-23,"Alaska","23"
"AK","50-59",2,0,2020-07-23,"Alaska","23"
"AK","60-69",2,0,2020-07-23,"Alaska","23"
"AK","70-79",9,0,2020-07-23,"Alaska","23"
"AK","80+",4,0,2020-07-23,"Alaska","23"
"AK","0-9",0,0,2020-07-24,"Alaska","24"
"AK","10-19",0,0,2020-07-24,"Alaska","24"
"AK","20-29",0,0,2020-07-24,"Alaska","24"
"AK","30-39",2,0,2020-07-24,"Alaska","24"
"AK","40-49",0,0,2020-07-24,"Alaska","24"
"AK","50-59",2,0,2020-07-24,"Alaska","24"
"AK","60-69",2,0,2020-07-24,"Alaska","24"
"AK","70-79",9,0,2020-07-24,"Alaska","24"
"AK","80+",4,0,2020-07-24,"Alaska","24"
"AK","0-9",0,0,2020-07-25,"Alaska","25"
"AK","10-19",0,0,2020-07-25,"Alaska","25"
"AK","20-29",0,0,2020-07-25,"Alaska","25"
"AK","30-39",2,0,2020-07-25,"Alaska","25"
"AK","40-49",0,0,2020-07-25,"Alaska","25"
"AK","50-59",2,0,2020-07-25,"Alaska","25"
"AK","60-69",2,0,2020-07-25,"Alaska","25"
"AK","70-79",10,1,2020-07-25,"Alaska","25"
"AK","80+",4,0,2020-07-25,"Alaska","25"
"AK","0-9",0,0,2020-07-26,"Alaska","26"
"AK","10-19",0,0,2020-07-26,"Alaska","26"
"AK","20-29",0,0,2020-07-26,"Alaska","26"
"AK","30-39",2,0,2020-07-26,"Alaska","26"
"AK","40-49",0,0,2020-07-26,"Alaska","26"
"AK","50-59",2,0,2020-07-26,"Alaska","26"
"AK","60-69",2,0,2020-07-26,"Alaska","26"
"AK","70-79",10,0,2020-07-26,"Alaska","26"
"AK","80+",4,0,2020-07-26,"Alaska","26"
"AK","0-9",0,0,2020-07-27,"Alaska","27"
"AK","10-19",0,0,2020-07-27,"Alaska","27"
"AK","20-29",0,0,2020-07-27,"Alaska","27"
"AK","30-39",2,0,2020-07-27,"Alaska","27"
"AK","40-49",0,0,2020-07-27,"Alaska","27"
"AK","50-59",2,0,2020-07-27,"Alaska","27"
"AK","60-69",3,1,2020-07-27,"Alaska","27"
"AK","70-79",10,0,2020-07-27,"Alaska","27"
"AK","80+",4,0,2020-07-27,"Alaska","27"
"AK","0-9",0,0,2020-07-28,"Alaska","28"
"AK","10-19",0,0,2020-07-28,"Alaska","28"
"AK","20-29",0,0,2020-07-28,"Alaska","28"
"AK","30-39",2,0,2020-07-28,"Alaska","28"
"AK","40-49",0,0,2020-07-28,"Alaska","28"
"AK","50-59",2,0,2020-07-28,"Alaska","28"
"AK","60-69",3,0,2020-07-28,"Alaska","28"
"AK","70-79",10,0,2020-07-28,"Alaska","28"
"AK","80+",4,0,2020-07-28,"Alaska","28"
"AK","0-9",0,0,2020-07-29,"Alaska","29"
"AK","10-19",0,0,2020-07-29,"Alaska","29"
"AK","20-29",0,0,2020-07-29,"Alaska","29"
"AK","30-39",2,0,2020-07-29,"Alaska","29"
"AK","40-49",1,1,2020-07-29,"Alaska","29"
"AK","50-59",2,0,2020-07-29,"Alaska","29"
"AK","60-69",3,0,2020-07-29,"Alaska","29"
"AK","70-79",10,0,2020-07-29,"Alaska","29"
"AK","80+",4,0,2020-07-29,"Alaska","29"
"AK","0-9",0,0,2020-07-30,"Alaska","30"
"AK","10-19",0,0,2020-07-30,"Alaska","30"
"AK","20-29",0,0,2020-07-30,"Alaska","30"
"AK","30-39",2,0,2020-07-30,"Alaska","30"
"AK","40-49",1,0,2020-07-30,"Alaska","30"
"AK","50-59",2,0,2020-07-30,"Alaska","30"
"AK","60-69",3,0,2020-07-30,"Alaska","30"
"AK","70-79",10,0,2020-07-30,"Alaska","30"
"AK","80+",4,0,2020-07-30,"Alaska","30"
"AK","0-9",0,0,2020-07-31,"Alaska","31"
"AK","10-19",0,0,2020-07-31,"Alaska","31"
"AK","20-29",0,0,2020-07-31,"Alaska","31"
"AK","30-39",2,0,2020-07-31,"Alaska","31"
"AK","40-49",1,0,2020-07-31,"Alaska","31"
"AK","50-59",2,0,2020-07-31,"Alaska","31"
"AK","60-69",3,0,2020-07-31,"Alaska","31"
"AK","70-79",11,1,2020-07-31,"Alaska","31"
"AK","80+",4,0,2020-07-31,"Alaska","31"
"AK","0-9",0,0,2020-08-01,"Alaska","01"
"AK","10-19",0,0,2020-08-01,"Alaska","01"
"AK","20-29",0,0,2020-08-01,"Alaska","01"
"AK","30-39",2,0,2020-08-01,"Alaska","01"
"AK","40-49",1,0,2020-08-01,"Alaska","01"
"AK","50-59",3,1,2020-08-01,"Alaska","01"
"AK","60-69",3,0,2020-08-01,"Alaska","01"
"AK","70-79",11,0,2020-08-01,"Alaska","01"
"AK","80+",4,0,2020-08-01,"Alaska","01"
"AK","0-9",0,0,2020-08-02,"Alaska","02"
"AK","10-19",0,0,2020-08-02,"Alaska","02"
"AK","20-29",0,0,2020-08-02,"Alaska","02"
"AK","30-39",2,0,2020-08-02,"Alaska","02"
"AK","40-49",1,0,2020-08-02,"Alaska","02"
"AK","50-59",3,0,2020-08-02,"Alaska","02"
"AK","60-69",3,0,2020-08-02,"Alaska","02"
"AK","70-79",11,0,2020-08-02,"Alaska","02"
"AK","80+",4,0,2020-08-02,"Alaska","02"
"AK","0-9",0,0,2020-08-03,"Alaska","03"
"AK","10-19",0,0,2020-08-03,"Alaska","03"
"AK","20-29",0,0,2020-08-03,"Alaska","03"
"AK","30-39",2,0,2020-08-03,"Alaska","03"
