"age","date","code","cum.deaths","daily.deaths"
"50-59",2020-06-21,"CT",169,0
"60-69",2020-06-21,"CT",521,0
"70-79",2020-06-21,"CT",935,2
"80+",2020-06-21,"CT",2553,1
"0-9",2020-06-22,"CT",1,0
"10-19",2020-06-22,"CT",1,0
"20-29",2020-06-22,"CT",4,0
"30-39",2020-06-22,"CT",21,0
"40-49",2020-06-22,"CT",56,0
"50-59",2020-06-22,"CT",170,1
"60-69",2020-06-22,"CT",522,1
"70-79",2020-06-22,"CT",935,0
"80+",2020-06-22,"CT",2566,13
"0-9",2020-06-23,"CT",1,0
"10-19",2020-06-23,"CT",1,0
"20-29",2020-06-23,"CT",4,0
"30-39",2020-06-23,"CT",21,0
"40-49",2020-06-23,"CT",56,0
"50-59",2020-06-23,"CT",171,1
"60-69",2020-06-23,"CT",523,1
"70-79",2020-06-23,"CT",935,0
"80+",2020-06-23,"CT",2574,8
"0-9",2020-06-24,"CT",1,0
"10-19",2020-06-24,"CT",1,0
"20-29",2020-06-24,"CT",4,0
"30-39",2020-06-24,"CT",21,0
"40-49",2020-06-24,"CT",56,0
"50-59",2020-06-24,"CT",171,0
"60-69",2020-06-24,"CT",525,2
"70-79",2020-06-24,"CT",939,4
"80+",2020-06-24,"CT",2579,5
"0-9",2020-06-25,"CT",1,0
"10-19",2020-06-25,"CT",1,0
"20-29",2020-06-25,"CT",4,0
"30-39",2020-06-25,"CT",21,0
"40-49",2020-06-25,"CT",56,0
"50-59",2020-06-25,"CT",172,1
"60-69",2020-06-25,"CT",526,1
"70-79",2020-06-25,"CT",940,1
"80+",2020-06-25,"CT",2584,5
"0-9",2020-06-26,"CT",1,0
"10-19",2020-06-26,"CT",1,0
"20-29",2020-06-26,"CT",4,0
"30-39",2020-06-26,"CT",21,0
"40-49",2020-06-26,"CT",56,0
"50-59",2020-06-26,"CT",173,1
"60-69",2020-06-26,"CT",526,0
"70-79",2020-06-26,"CT",941,1
"80+",2020-06-26,"CT",2586,2
"0-9",2020-06-27,"CT",1,0
"10-19",2020-06-27,"CT",1,0
"20-29",2020-06-27,"CT",4,0
"30-39",2020-06-27,"CT",21,0
"40-49",2020-06-27,"CT",56,0
"50-59",2020-06-27,"CT",174,1
"60-69",2020-06-27,"CT",528,2
"70-79",2020-06-27,"CT",941,0
"80+",2020-06-27,"CT",2588,2
"0-9",2020-06-28,"CT",1,0
"10-19",2020-06-28,"CT",1,0
"20-29",2020-06-28,"CT",4,0
"30-39",2020-06-28,"CT",21,0
"40-49",2020-06-28,"CT",56,0
"50-59",2020-06-28,"CT",176,2
"60-69",2020-06-28,"CT",531,3
"70-79",2020-06-28,"CT",941,0
"80+",2020-06-28,"CT",2589,1
"0-9",2020-06-29,"CT",1,0
"10-19",2020-06-29,"CT",1,0
"20-29",2020-06-29,"CT",4,0
"30-39",2020-06-29,"CT",21,0
"40-49",2020-06-29,"CT",56,0
"50-59",2020-06-29,"CT",176,0
"60-69",2020-06-29,"CT",531,0
"70-79",2020-06-29,"CT",942,1
"80+",2020-06-29,"CT",2590,1
"0-9",2020-06-30,"CT",1,0
"10-19",2020-06-30,"CT",1,0
"20-29",2020-06-30,"CT",4,0
"30-39",2020-06-30,"CT",21,0
"40-49",2020-06-30,"CT",56,0
"50-59",2020-06-30,"CT",176,0
"60-69",2020-06-30,"CT",532,1
"70-79",2020-06-30,"CT",943,1
"80+",2020-06-30,"CT",2590,0
"0-9",2020-07-01,"CT",1,0
"10-19",2020-07-01,"CT",1,0
"20-29",2020-07-01,"CT",4,0
"30-39",2020-07-01,"CT",21,0
"40-49",2020-07-01,"CT",56,0
"50-59",2020-07-01,"CT",176,0
"60-69",2020-07-01,"CT",532,0
"70-79",2020-07-01,"CT",943,0
"80+",2020-07-01,"CT",2592,2
"0-9",2020-07-02,"CT",1,0
"10-19",2020-07-02,"CT",1,0
"20-29",2020-07-02,"CT",4,0
"30-39",2020-07-02,"CT",21,0
"40-49",2020-07-02,"CT",56,0
"50-59",2020-07-02,"CT",176,0
"60-69",2020-07-02,"CT",533,1
"70-79",2020-07-02,"CT",945,2
"80+",2020-07-02,"CT",2598,6
"0-9",2020-07-03,"CT",1,0
"0-9",2020-07-04,"CT",1,0
"10-19",2020-07-03,"CT",1,0
"10-19",2020-07-04,"CT",1,0
"20-29",2020-07-03,"CT",4,0
"20-29",2020-07-04,"CT",4,0
"30-39",2020-07-03,"CT",21,0
"30-39",2020-07-04,"CT",21,0
"40-49",2020-07-03,"CT",56,0
"40-49",2020-07-04,"CT",56,0
"50-59",2020-07-03,"CT",176,0
"50-59",2020-07-04,"CT",176,0
"60-69",2020-07-03,"CT",533,0
"60-69",2020-07-04,"CT",533,0
"70-79",2020-07-03,"CT",945,0
"70-79",2020-07-04,"CT",945,0
"80+",2020-07-03,"CT",2598,0
"80+",2020-07-04,"CT",2598,0
"0-9",2020-07-05,"CT",1,0
"10-19",2020-07-05,"CT",1,0
"20-29",2020-07-05,"CT",4,0
"30-39",2020-07-05,"CT",21,0
"40-49",2020-07-05,"CT",56,0
"50-59",2020-07-05,"CT",176,0
"60-69",2020-07-05,"CT",533,0
"70-79",2020-07-05,"CT",945,0
"80+",2020-07-05,"CT",2601,3
"0-9",2020-07-06,"CT",1,0
"10-19",2020-07-06,"CT",1,0
"20-29",2020-07-06,"CT",4,0
"30-39",2020-07-06,"CT",21,0
"40-49",2020-07-06,"CT",56,0
"50-59",2020-07-06,"CT",176,0
"60-69",2020-07-06,"CT",533,0
"70-79",2020-07-06,"CT",945,0
"80+",2020-07-06,"CT",2601,0
"0-9",2020-07-07,"CT",1,0
"10-19",2020-07-07,"CT",1,0
"20-29",2020-07-07,"CT",4,0
"30-39",2020-07-07,"CT",21,0
"40-49",2020-07-07,"CT",56,0
"50-59",2020-07-07,"CT",176,0
"60-69",2020-07-07,"CT",535,2
"70-79",2020-07-07,"CT",946,1
"80+",2020-07-07,"CT",2603,2
"0-9",2020-07-08,"CT",1,0
"10-19",2020-07-08,"CT",1,0
"20-29",2020-07-08,"CT",4,0
"30-39",2020-07-08,"CT",21,0
"40-49",2020-07-08,"CT",56,0
"50-59",2020-07-08,"CT",176,0
"60-69",2020-07-08,"CT",537,2
"70-79",2020-07-08,"CT",947,1
"80+",2020-07-08,"CT",2605,2
"0-9",2020-07-09,"CT",1,0
"10-19",2020-07-09,"CT",1,0
"20-29",2020-07-09,"CT",4,0
"30-39",2020-07-09,"CT",21,0
"40-49",2020-07-09,"CT",56,0
"50-59",2020-07-09,"CT",176,0
"60-69",2020-07-09,"CT",537,0
"70-79",2020-07-09,"CT",947,0
"80+",2020-07-09,"CT",2605,0
"0-9",2020-07-10,"CT",1,0
"0-9",2020-07-11,"CT",1,0
"10-19",2020-07-10,"CT",1,0
"10-19",2020-07-11,"CT",1,0
"20-29",2020-07-10,"CT",4,0
"20-29",2020-07-11,"CT",4,0
"30-39",2020-07-10,"CT",21,0
"30-39",2020-07-11,"CT",21,0
"40-49",2020-07-10,"CT",56,0
"40-49",2020-07-11,"CT",56,0
"50-59",2020-07-10,"CT",176,0
"50-59",2020-07-11,"CT",176,0
"60-69",2020-07-10,"CT",537,0
"60-69",2020-07-11,"CT",537,0
"70-79",2020-07-10,"CT",947,0
"70-79",2020-07-11,"CT",947,0
"80+",2020-07-10,"CT",2605,0
"80+",2020-07-11,"CT",2605,0
"0-9",2020-07-12,"CT",1,0
"10-19",2020-07-12,"CT",1,0
"20-29",2020-07-12,"CT",4,0
"30-39",2020-07-12,"CT",21,0
"40-49",2020-07-12,"CT",56,0
"50-59",2020-07-12,"CT",176,0
"60-69",2020-07-12,"CT",540,3
"70-79",2020-07-12,"CT",951,4
"80+",2020-07-12,"CT",2618,13
"0-9",2020-07-13,"CT",1,0
"10-19",2020-07-13,"CT",1,0
"20-29",2020-07-13,"CT",4,0
"30-39",2020-07-13,"CT",21,0
"40-49",2020-07-13,"CT",56,0
"50-59",2020-07-13,"CT",178,2
"60-69",2020-07-13,"CT",540,0
"70-79",2020-07-13,"CT",952,1
"80+",2020-07-13,"CT",2618,0
"0-9",2020-07-14,"CT",1,0
"10-19",2020-07-14,"CT",1,0
"20-29",2020-07-14,"CT",4,0
"30-39",2020-07-14,"CT",21,0
"40-49",2020-07-14,"CT",56,0
"50-59",2020-07-14,"CT",178,0
"60-69",2020-07-14,"CT",540,0
"70-79",2020-07-14,"CT",956,4
"80+",2020-07-14,"CT",2622,4
"0-9",2020-07-15,"CT",1,0
"10-19",2020-07-15,"CT",1,0
"20-29",2020-07-15,"CT",4,0
"30-39",2020-07-15,"CT",21,0
"40-49",2020-07-15,"CT",56,0
"50-59",2020-07-15,"CT",178,0
"60-69",2020-07-15,"CT",542,2
"70-79",2020-07-15,"CT",956,0
"80+",2020-07-15,"CT",2629,7
"0-9",2020-07-16,"CT",1,0
"10-19",2020-07-16,"CT",1,0
"20-29",2020-07-16,"CT",4,0
"30-39",2020-07-16,"CT",21,0
"40-49",2020-07-16,"CT",56,0
"50-59",2020-07-16,"CT",180,2
"60-69",2020-07-16,"CT",542,0
"70-79",2020-07-16,"CT",957,1
"80+",2020-07-16,"CT",2633,4
"0-9",2020-07-17,"CT",1,0
"0-9",2020-07-18,"CT",1,0
"10-19",2020-07-17,"CT",1,0
"10-19",2020-07-18,"CT",1,0
"20-29",2020-07-17,"CT",4,0
"20-29",2020-07-18,"CT",4,0
"30-39",2020-07-17,"CT",21,0
"30-39",2020-07-18,"CT",21,0
"40-49",2020-07-17,"CT",56,0
"40-49",2020-07-18,"CT",56,0
"50-59",2020-07-17,"CT",180,0
"50-59",2020-07-18,"CT",180,0
"60-69",2020-07-17,"CT",542,0
"60-69",2020-07-18,"CT",542,0
"70-79",2020-07-17,"CT",957,0
"70-79",2020-07-18,"CT",957,0
"80+",2020-07-17,"CT",2633,0
"80+",2020-07-18,"CT",2633,0
"0-9",2020-07-19,"CT",1,0
"10-19",2020-07-19,"CT",1,0
"20-29",2020-07-19,"CT",4,0
"30-39",2020-07-19,"CT",21,0
"40-49",2020-07-19,"CT",56,0
"50-59",2020-07-19,"CT",180,0
"60-69",2020-07-19,"CT",542,0
"70-79",2020-07-19,"CT",957,0
"80+",2020-07-19,"CT",2642,9
"0-9",2020-07-20,"CT",1,0
"10-19",2020-07-20,"CT",1,0
"20-29",2020-07-20,"CT",4,0
"30-39",2020-07-20,"CT",21,0
"40-49",2020-07-20,"CT",56,0
"50-59",2020-07-20,"CT",180,0
"60-69",2020-07-20,"CT",542,0
"70-79",2020-07-20,"CT",957,0
"80+",2020-07-20,"CT",2643,1
"0-9",2020-07-21,"CT",1,0
"10-19",2020-07-21,"CT",1,0
"20-29",2020-07-21,"CT",4,0
"30-39",2020-07-21,"CT",21,0
"40-49",2020-07-21,"CT",56,0
"50-59",2020-07-21,"CT",180,0
"60-69",2020-07-21,"CT",542,0
"70-79",2020-07-21,"CT",957,0
"80+",2020-07-21,"CT",2644,1
"0-9",2020-07-22,"CT",1,0
"10-19",2020-07-22,"CT",1,0
"20-29",2020-07-22,"CT",4,0
"30-39",2020-07-22,"CT",21,0
"40-49",2020-07-22,"CT",56,0
"50-59",2020-07-22,"CT",180,0
"60-69",2020-07-22,"CT",542,0
"70-79",2020-07-22,"CT",960,3
"80+",2020-07-22,"CT",2644,0
"0-9",2020-07-23,"CT",1,0
"10-19",2020-07-23,"CT",1,0
"20-29",2020-07-23,"CT",4,0
"30-39",2020-07-23,"CT",21,0
"40-49",2020-07-23,"CT",56,0
"50-59",2020-07-23,"CT",180,0
"60-69",2020-07-23,"CT",542,0
"70-79",2020-07-23,"CT",960,0
"80+",2020-07-23,"CT",2647,3
"0-9",2020-07-24,"CT",1,0
"0-9",2020-07-25,"CT",1,0
"10-19",2020-07-24,"CT",1,0
"10-19",2020-07-25,"CT",1,0
"20-29",2020-07-24,"CT",4,0
"20-29",2020-07-25,"CT",4,0
"30-39",2020-07-24,"CT",21,0
"30-39",2020-07-25,"CT",21,0
"40-49",2020-07-24,"CT",56,0
"40-49",2020-07-25,"CT",56,0
"50-59",2020-07-24,"CT",180,0
"50-59",2020-07-25,"CT",180,0
"60-69",2020-07-24,"CT",542,0
"60-69",2020-07-25,"CT",542,0
"70-79",2020-07-24,"CT",960,0
"70-79",2020-07-25,"CT",960,0
"80+",2020-07-24,"CT",2647,0
"80+",2020-07-25,"CT",2647,0
"0-9",2020-07-26,"CT",1,0
"10-19",2020-07-26,"CT",1,0
"20-29",2020-07-26,"CT",4,0
"30-39",2020-07-26,"CT",21,0
"40-49",2020-07-26,"CT",56,0
"50-59",2020-07-26,"CT",180,0
"60-69",2020-07-26,"CT",542,0
"70-79",2020-07-26,"CT",961,1
"80+",2020-07-26,"CT",2652,5
"0-9",2020-07-27,"CT",1,0
"10-19",2020-07-27,"CT",1,0
"20-29",2020-07-27,"CT",4,0
"30-39",2020-07-27,"CT",21,0
"40-49",2020-07-27,"CT",57,1
"50-59",2020-07-27,"CT",181,1
"60-69",2020-07-27,"CT",542,0
"70-79",2020-07-27,"CT",962,1
"80+",2020-07-27,"CT",2654,2
"0-9",2020-07-28,"CT",1,0
"10-19",2020-07-28,"CT",1,0
"20-29",2020-07-28,"CT",4,0
"30-39",2020-07-28,"CT",21,0
"40-49",2020-07-28,"CT",57,0
"50-59",2020-07-28,"CT",182,1
"60-69",2020-07-28,"CT",542,0
"70-79",2020-07-28,"CT",962,0
"80+",2020-07-28,"CT",2655,1
"0-9",2020-07-29,"CT",1,0
"10-19",2020-07-29,"CT",1,0
"20-29",2020-07-29,"CT",4,0
"30-39",2020-07-29,"CT",21,0
"40-49",2020-07-29,"CT",57,0
"50-59",2020-07-29,"CT",182,0
"60-69",2020-07-29,"CT",542,0
"70-79",2020-07-29,"CT",964,2
"80+",2020-07-29,"CT",2659,4
"0-9",2020-07-30,"CT",1,0
"10-19",2020-07-30,"CT",1,0
"20-29",2020-07-30,"CT",4,0
"30-39",2020-07-30,"CT",21,0
"40-49",2020-07-30,"CT",57,0
"50-59",2020-07-30,"CT",182,0
"60-69",2020-07-30,"CT",543,1
"70-79",2020-07-30,"CT",964,0
"80+",2020-07-30,"CT",2659,0
"0-9",2020-07-31,"CT",1,0
"0-9",2020-08-01,"CT",1,0
"10-19",2020-07-31,"CT",1,0
"10-19",2020-08-01,"CT",1,0
"20-29",2020-07-31,"CT",4,0
"20-29",2020-08-01,"CT",4,0
"30-39",2020-07-31,"CT",21,0
"30-39",2020-08-01,"CT",21,0
"40-49",2020-07-31,"CT",57,0
"40-49",2020-08-01,"CT",57,0
"50-59",2020-07-31,"CT",182,0
"50-59",2020-08-01,"CT",182,0
"60-69",2020-07-31,"CT",543,0
"60-69",2020-08-01,"CT",543,0
"70-79",2020-07-31,"CT",964,0
"70-79",2020-08-01,"CT",964,0
"80+",2020-07-31,"CT",2659,0
"80+",2020-08-01,"CT",2659,0
"0-9",2020-08-02,"CT",1,0
"10-19",2020-08-02,"CT",1,0
"20-29",2020-08-02,"CT",4,0
"30-39",2020-08-02,"CT",21,0
"40-49",2020-08-02,"CT",57,0
"50-59",2020-08-02,"CT",182,0
"60-69",2020-08-02,"CT",544,1
"70-79",2020-08-02,"CT",966,2
"80+",2020-08-02,"CT",2660,1
"0-9",2020-08-03,"CT",1,0
"10-19",2020-08-03,"CT",1,0
"20-29",2020-08-03,"CT",4,0
"30-39",2020-08-03,"CT",21,0
"40-49",2020-08-03,"CT",57,0
"50-59",2020-08-03,"CT",182,0
"60-69",2020-08-03,"CT",544,0
"70-79",2020-08-03,"CT",966,0
"80+",2020-08-03,"CT",2660,0
"0-9",2020-08-04,"CT",1,0
"10-19",2020-08-04,"CT",1,0
"20-29",2020-08-04,"CT",4,0
"30-39",2020-08-04,"CT",21,0
"40-49",2020-08-04,"CT",57,0
"50-59",2020-08-04,"CT",182,0
"60-69",2020-08-04,"CT",544,0
"70-79",2020-08-04,"CT",966,0
"80+",2020-08-04,"CT",2660,0
"0-9",2020-08-05,"CT",1,0
"10-19",2020-08-05,"CT",1,0
"20-29",2020-08-05,"CT",4,0
"30-39",2020-08-05,"CT",21,0
"40-49",2020-08-05,"CT",57,0
"50-59",2020-08-05,"CT",182,0
"60-69",2020-08-05,"CT",544,0
"70-79",2020-08-05,"CT",967,1
"80+",2020-08-05,"CT",2660,0
"0-9",2020-08-06,"CT",1,0
"10-19",2020-08-06,"CT",1,0
"20-29",2020-08-06,"CT",4,0
"30-39",2020-08-06,"CT",21,0
"40-49",2020-08-06,"CT",57,0
"50-59",2020-08-06,"CT",182,0
"60-69",2020-08-06,"CT",544,0
"70-79",2020-08-06,"CT",967,0
"80+",2020-08-06,"CT",2664,4
"0-9",2020-08-07,"CT",1,0
"0-9",2020-08-08,"CT",1,0
"10-19",2020-08-07,"CT",1,0
"10-19",2020-08-08,"CT",1,0
"20-29",2020-08-07,"CT",4,0
"20-29",2020-08-08,"CT",4,0
"30-39",2020-08-07,"CT",21,0
"30-39",2020-08-08,"CT",21,0
"40-49",2020-08-07,"CT",57,0
"40-49",2020-08-08,"CT",57,0
"50-59",2020-08-07,"CT",182,0
"50-59",2020-08-08,"CT",182,0
"60-69",2020-08-07,"CT",544,0
"60-69",2020-08-08,"CT",544,0
"70-79",2020-08-07,"CT",967,0
"70-79",2020-08-08,"CT",967,0
"80+",2020-08-07,"CT",2664,0
"80+",2020-08-08,"CT",2664,0
"0-9",2020-08-09,"CT",1,0
"10-19",2020-08-09,"CT",1,0
"20-29",2020-08-09,"CT",4,0
"30-39",2020-08-09,"CT",21,0
"40-49",2020-08-09,"CT",57,0
"50-59",2020-08-09,"CT",182,0
"60-69",2020-08-09,"CT",544,0
"70-79",2020-08-09,"CT",967,0
"80+",2020-08-09,"CT",2667,3
"0-9",2020-08-10,"CT",1,0
"10-19",2020-08-10,"CT",1,0
"20-29",2020-08-10,"CT",4,0
"30-39",2020-08-10,"CT",21,0
"40-49",2020-08-10,"CT",57,0
"50-59",2020-08-10,"CT",182,0
"60-69",2020-08-10,"CT",544,0
"70-79",2020-08-10,"CT",967,0
"80+",2020-08-10,"CT",2667,0
"0-9",2020-08-11,"CT",1,0
"10-19",2020-08-11,"CT",1,0
"20-29",2020-08-11,"CT",4,0
"30-39",2020-08-11,"CT",21,0
"40-49",2020-08-11,"CT",57,0
"50-59",2020-08-11,"CT",182,0
"60-69",2020-08-11,"CT",546,2
"70-79",2020-08-11,"CT",968,1
"80+",2020-08-11,"CT",2670,3
"0-9",2020-08-12,"CT",1,0
"10-19",2020-08-12,"CT",1,0
"20-29",2020-08-12,"CT",4,0
"30-39",2020-08-12,"CT",21,0
"40-49",2020-08-12,"CT",57,0
"50-59",2020-08-12,"CT",182,0
"60-69",2020-08-12,"CT",546,0
"70-79",2020-08-12,"CT",968,0
"80+",2020-08-12,"CT",2670,0
"0-9",2020-08-13,"CT",1,0
"10-19",2020-08-13,"CT",1,0
"20-29",2020-08-13,"CT",4,0
"30-39",2020-08-13,"CT",21,0
"40-49",2020-08-13,"CT",57,0
"50-59",2020-08-13,"CT",182,0
"60-69",2020-08-13,"CT",546,0
"70-79",2020-08-13,"CT",968,0
"80+",2020-08-13,"CT",2673,3
"0-9",2020-08-14,"CT",1,0
"0-9",2020-08-15,"CT",1,0
"10-19",2020-08-14,"CT",1,0
"10-19",2020-08-15,"CT",1,0
"20-29",2020-08-14,"CT",4,0
"20-29",2020-08-15,"CT",4,0
"30-39",2020-08-14,"CT",21,0
"30-39",2020-08-15,"CT",21,0
"40-49",2020-08-14,"CT",57,0
"40-49",2020-08-15,"CT",57,0
"50-59",2020-08-14,"CT",182,0
"50-59",2020-08-15,"CT",182,0
"60-69",2020-08-14,"CT",546,0
"60-69",2020-08-15,"CT",546,0
"70-79",2020-08-14,"CT",968,0
"70-79",2020-08-15,"CT",968,0
"80+",2020-08-14,"CT",2673,0
"80+",2020-08-15,"CT",2673,0
"0-9",2020-08-16,"CT",1,0
"10-19",2020-08-16,"CT",1,0
"20-29",2020-08-16,"CT",4,0
"30-39",2020-08-16,"CT",21,0
"40-49",2020-08-16,"CT",57,0
"50-59",2020-08-16,"CT",182,0
"60-69",2020-08-16,"CT",546,0
"70-79",2020-08-16,"CT",971,3
"80+",2020-08-16,"CT",2673,0
"0-9",2020-08-17,"CT",1,0
"10-19",2020-08-17,"CT",1,0
"20-29",2020-08-17,"CT",4,0
"30-39",2020-08-17,"CT",21,0
"40-49",2020-08-17,"CT",57,0
"50-59",2020-08-17,"CT",182,0
"60-69",2020-08-17,"CT",546,0
"70-79",2020-08-17,"CT",971,0
"80+",2020-08-17,"CT",2673,0
"0-9",2020-08-18,"CT",1,0
"10-19",2020-08-18,"CT",1,0
"20-29",2020-08-18,"CT",4,0
"30-39",2020-08-18,"CT",21,0
"40-49",2020-08-18,"CT",57,0
"50-59",2020-08-18,"CT",182,0
"60-69",2020-08-18,"CT",546,0
"70-79",2020-08-18,"CT",971,0
"80+",2020-08-18,"CT",2674,1
"0-9",2020-08-19,"CT",1,0
"10-19",2020-08-19,"CT",1,0
"20-29",2020-08-19,"CT",4,0
"30-39",2020-08-19,"CT",21,0
"40-49",2020-08-19,"CT",57,0
"50-59",2020-08-19,"CT",182,0
"60-69",2020-08-19,"CT",546,0
"70-79",2020-08-19,"CT",971,0
"80+",2020-08-19,"CT",2675,1
"0-9",2020-08-20,"CT",1,0
"10-19",2020-08-20,"CT",1,0
"20-29",2020-08-20,"CT",4,0
"30-39",2020-08-20,"CT",21,0
"40-49",2020-08-20,"CT",57,0
"50-59",2020-08-20,"CT",183,1
"60-69",2020-08-20,"CT",546,0
"70-79",2020-08-20,"CT",972,1
"80+",2020-08-20,"CT",2675,0
"0-9",2020-08-21,"CT",1,0
"0-9",2020-08-22,"CT",1,0
"10-19",2020-08-21,"CT",1,0
"10-19",2020-08-22,"CT",1,0
"20-29",2020-08-21,"CT",4,0
"20-29",2020-08-22,"CT",4,0
"30-39",2020-08-21,"CT",21,0
"30-39",2020-08-22,"CT",21,0
"40-49",2020-08-21,"CT",57,0
"40-49",2020-08-22,"CT",57,0
"50-59",2020-08-21,"CT",183,0
"50-59",2020-08-22,"CT",183,0
"60-69",2020-08-21,"CT",546,0
"60-69",2020-08-22,"CT",546,0
"70-79",2020-08-21,"CT",972,0
"70-79",2020-08-22,"CT",972,0
"80+",2020-08-21,"CT",2675,0
"80+",2020-08-22,"CT",2675,0
"0-9",2020-08-23,"CT",1,0
"10-19",2020-08-23,"CT",1,0
"20-29",2020-08-23,"CT",4,0
"30-39",2020-08-23,"CT",21,0
"40-49",2020-08-23,"CT",57,0
"50-59",2020-08-23,"CT",183,0
"60-69",2020-08-23,"CT",546,0
"70-79",2020-08-23,"CT",972,0
"80+",2020-08-23,"CT",2675,0
"0-9",2020-08-24,"CT",1,0
"10-19",2020-08-24,"CT",1,0
"20-29",2020-08-24,"CT",4,0
"30-39",2020-08-24,"CT",21,0
"40-49",2020-08-24,"CT",57,0
"50-59",2020-08-24,"CT",183,0
"60-69",2020-08-24,"CT",546,0
"70-79",2020-08-24,"CT",974,2
"80+",2020-08-24,"CT",2675,0
"0-9",2020-08-25,"CT",1,0
"10-19",2020-08-25,"CT",1,0
"20-29",2020-08-25,"CT",4,0
"30-39",2020-08-25,"CT",21,0
"40-49",2020-08-25,"CT",57,0
"50-59",2020-08-25,"CT",183,0
"60-69",2020-08-25,"CT",546,0
"70-79",2020-08-25,"CT",974,0
"80+",2020-08-25,"CT",2676,1
"0-9",2020-08-26,"CT",1,0
"10-19",2020-08-26,"CT",1,0
"20-29",2020-08-26,"CT",4,0
"30-39",2020-08-26,"CT",21,0
"40-49",2020-08-26,"CT",57,0
"50-59",2020-08-26,"CT",183,0
"60-69",2020-08-26,"CT",547,1
"70-79",2020-08-26,"CT",974,0
"80+",2020-08-26,"CT",2676,0
"0-9",2020-08-27,"CT",1,0
"10-19",2020-08-27,"CT",1,0
"20-29",2020-08-27,"CT",4,0
"30-39",2020-08-27,"CT",21,0
"40-49",2020-08-27,"CT",57,0
"50-59",2020-08-27,"CT",183,0
"60-69",2020-08-27,"CT",547,0
"70-79",2020-08-27,"CT",974,0
"80+",2020-08-27,"CT",2676,0
"0-9",2020-08-28,"CT",1,0
"0-9",2020-08-29,"CT",1,0
"10-19",2020-08-28,"CT",1,0
"10-19",2020-08-29,"CT",1,0
"20-29",2020-08-28,"CT",4,0
"20-29",2020-08-29,"CT",4,0
"30-39",2020-08-28,"CT",21,0
"30-39",2020-08-29,"CT",21,0
"40-49",2020-08-28,"CT",57,0
"40-49",2020-08-29,"CT",57,0
"50-59",2020-08-28,"CT",183,0
"50-59",2020-08-29,"CT",183,0
"60-69",2020-08-28,"CT",547,0
"60-69",2020-08-29,"CT",547,0
"70-79",2020-08-28,"CT",974,0
"70-79",2020-08-29,"CT",974,0
"80+",2020-08-28,"CT",2676,0
"80+",2020-08-29,"CT",2676,0
"0-9",2020-08-30,"CT",1,0
"10-19",2020-08-30,"CT",1,0
"20-29",2020-08-30,"CT",4,0
"30-39",2020-08-30,"CT",21,0
"40-49",2020-08-30,"CT",57,0
"50-59",2020-08-30,"CT",183,0
"60-69",2020-08-30,"CT",547,0
"70-79",2020-08-30,"CT",974,0
"80+",2020-08-30,"CT",2677,1
"0-9",2020-08-31,"CT",1,0
"10-19",2020-08-31,"CT",1,0
"20-29",2020-08-31,"CT",4,0
"30-39",2020-08-31,"CT",21,0
"40-49",2020-08-31,"CT",57,0
"50-59",2020-08-31,"CT",183,0
"60-69",2020-08-31,"CT",547,0
"70-79",2020-08-31,"CT",975,1
"80+",2020-08-31,"CT",2677,0
"0-9",2020-09-01,"CT",1,0
"10-19",2020-09-01,"CT",1,0
"20-29",2020-09-01,"CT",4,0
"30-39",2020-09-01,"CT",21,0
"40-49",2020-09-01,"CT",57,0
"50-59",2020-09-01,"CT",183,0
"60-69",2020-09-01,"CT",547,0
"70-79",2020-09-01,"CT",976,1
"80+",2020-09-01,"CT",2677,0
"0-9",2020-09-02,"CT",1,0
"10-19",2020-09-02,"CT",1,0
"20-29",2020-09-02,"CT",4,0
"30-39",2020-09-02,"CT",21,0
"40-49",2020-09-02,"CT",57,0
"50-59",2020-09-02,"CT",183,0
"60-69",2020-09-02,"CT",548,1
"70-79",2020-09-02,"CT",976,0
"80+",2020-09-02,"CT",2677,0
"0-9",2020-09-03,"CT",1,0
"10-19",2020-09-03,"CT",1,0
"20-29",2020-09-03,"CT",4,0
"30-39",2020-09-03,"CT",21,0
"40-49",2020-09-03,"CT",57,0
"50-59",2020-09-03,"CT",183,0
"60-69",2020-09-03,"CT",548,0
"70-79",2020-09-03,"CT",976,0
"80+",2020-09-03,"CT",2677,0
"0-9",2020-09-04,"CT",1,0
"0-9",2020-09-05,"CT",1,0
"0-9",2020-09-06,"CT",1,0
"10-19",2020-09-04,"CT",1,0
"10-19",2020-09-05,"CT",1,0
"10-19",2020-09-06,"CT",1,0
"20-29",2020-09-04,"CT",4,0
"20-29",2020-09-05,"CT",4,0
"20-29",2020-09-06,"CT",4,0
"30-39",2020-09-04,"CT",21,0
"30-39",2020-09-05,"CT",21,0
"30-39",2020-09-06,"CT",21,0
"40-49",2020-09-04,"CT",57,0
"40-49",2020-09-05,"CT",57,0
"40-49",2020-09-06,"CT",57,0
"50-59",2020-09-04,"CT",183,0
"50-59",2020-09-05,"CT",183,0
"50-59",2020-09-06,"CT",183,0
"60-69",2020-09-04,"CT",548,0
"60-69",2020-09-05,"CT",548,0
"60-69",2020-09-06,"CT",548,0
"70-79",2020-09-04,"CT",976,0
"70-79",2020-09-05,"CT",976,0
"70-79",2020-09-06,"CT",976,0
"80+",2020-09-04,"CT",2677,0
"80+",2020-09-05,"CT",2677,0
"80+",2020-09-06,"CT",2677,0
"0-9",2020-09-07,"CT",1,0
