"age","date","cum.deaths","daily.deaths","code"
"70-79",2020-06-08,365,1,"VA"
"80+",2020-06-08,764,4,"VA"
"0-9",2020-06-09,0,0,"VA"
"10-19",2020-06-09,0,0,"VA"
"20-29",2020-06-09,3,0,"VA"
"30-39",2020-06-09,11,0,"VA"
"40-49",2020-06-09,36,2,"VA"
"50-59",2020-06-09,88,1,"VA"
"60-69",2020-06-09,213,2,"VA"
"70-79",2020-06-09,370,5,"VA"
"80+",2020-06-09,773,9,"VA"
"0-9",2020-06-10,0,0,"VA"
"10-19",2020-06-10,0,0,"VA"
"20-29",2020-06-10,3,0,"VA"
"30-39",2020-06-10,11,0,"VA"
"40-49",2020-06-10,36,0,"VA"
"50-59",2020-06-10,89,1,"VA"
"60-69",2020-06-10,215,2,"VA"
"70-79",2020-06-10,376,6,"VA"
"80+",2020-06-10,781,8,"VA"
"0-9",2020-06-11,0,0,"VA"
"10-19",2020-06-11,0,0,"VA"
"20-29",2020-06-11,3,0,"VA"
"30-39",2020-06-11,11,0,"VA"
"40-49",2020-06-11,36,0,"VA"
"50-59",2020-06-11,89,0,"VA"
"60-69",2020-06-11,217,2,"VA"
"70-79",2020-06-11,378,2,"VA"
"80+",2020-06-11,783,2,"VA"
"0-9",2020-06-12,0,0,"VA"
"10-19",2020-06-12,0,0,"VA"
"20-29",2020-06-12,3,0,"VA"
"30-39",2020-06-12,11,0,"VA"
"40-49",2020-06-12,36,0,"VA"
"50-59",2020-06-12,91,2,"VA"
"60-69",2020-06-12,218,1,"VA"
"70-79",2020-06-12,382,4,"VA"
"80+",2020-06-12,790,7,"VA"
"0-9",2020-06-13,0,0,"VA"
"10-19",2020-06-13,0,0,"VA"
"20-29",2020-06-13,3,0,"VA"
"30-39",2020-06-13,11,0,"VA"
"40-49",2020-06-13,36,0,"VA"
"50-59",2020-06-13,92,1,"VA"
"60-69",2020-06-13,218,0,"VA"
"70-79",2020-06-13,384,2,"VA"
"80+",2020-06-13,793,3,"VA"
"0-9",2020-06-14,0,0,"VA"
"10-19",2020-06-14,0,0,"VA"
"20-29",2020-06-14,3,0,"VA"
"30-39",2020-06-14,11,0,"VA"
"40-49",2020-06-14,37,1,"VA"
"50-59",2020-06-14,92,0,"VA"
"60-69",2020-06-14,218,0,"VA"
"70-79",2020-06-14,388,4,"VA"
"80+",2020-06-14,794,1,"VA"
"0-9",2020-06-15,0,0,"VA"
"10-19",2020-06-15,0,0,"VA"
"20-29",2020-06-15,3,0,"VA"
"30-39",2020-06-15,11,0,"VA"
"40-49",2020-06-15,37,0,"VA"
"50-59",2020-06-15,92,0,"VA"
"60-69",2020-06-15,220,2,"VA"
"70-79",2020-06-15,391,3,"VA"
"80+",2020-06-15,795,1,"VA"
"0-9",2020-06-16,0,0,"VA"
"10-19",2020-06-16,0,0,"VA"
"20-29",2020-06-16,3,0,"VA"
"30-39",2020-06-16,11,0,"VA"
"40-49",2020-06-16,37,0,"VA"
"50-59",2020-06-16,93,1,"VA"
"60-69",2020-06-16,222,2,"VA"
"70-79",2020-06-16,394,3,"VA"
"80+",2020-06-16,807,12,"VA"
"0-9",2020-06-17,0,0,"VA"
"10-19",2020-06-17,0,0,"VA"
"20-29",2020-06-17,3,0,"VA"
"30-39",2020-06-17,11,0,"VA"
"40-49",2020-06-17,37,0,"VA"
"50-59",2020-06-17,94,1,"VA"
"60-69",2020-06-17,222,0,"VA"
"70-79",2020-06-17,398,4,"VA"
"80+",2020-06-17,815,8,"VA"
"0-9",2020-06-18,0,0,"VA"
"10-19",2020-06-18,0,0,"VA"
"20-29",2020-06-18,3,0,"VA"
"30-39",2020-06-18,11,0,"VA"
"40-49",2020-06-18,37,0,"VA"
"50-59",2020-06-18,95,1,"VA"
"60-69",2020-06-18,222,0,"VA"
"70-79",2020-06-18,400,2,"VA"
"80+",2020-06-18,816,1,"VA"
"0-9",2020-06-19,0,0,"VA"
"10-19",2020-06-19,0,0,"VA"
"20-29",2020-06-19,3,0,"VA"
"30-39",2020-06-19,11,0,"VA"
"40-49",2020-06-19,37,0,"VA"
"50-59",2020-06-19,98,3,"VA"
"60-69",2020-06-19,226,4,"VA"
"70-79",2020-06-19,402,2,"VA"
"80+",2020-06-19,823,7,"VA"
"0-9",2020-06-20,0,0,"VA"
"10-19",2020-06-20,0,0,"VA"
"20-29",2020-06-20,3,0,"VA"
"30-39",2020-06-20,11,0,"VA"
"40-49",2020-06-20,37,0,"VA"
"50-59",2020-06-20,98,0,"VA"
"60-69",2020-06-20,228,2,"VA"
"70-79",2020-06-20,404,2,"VA"
"80+",2020-06-20,824,1,"VA"
"0-9",2020-06-21,0,0,"VA"
"10-19",2020-06-21,0,0,"VA"
"20-29",2020-06-21,3,0,"VA"
"30-39",2020-06-21,11,0,"VA"
"40-49",2020-06-21,38,1,"VA"
"50-59",2020-06-21,98,0,"VA"
"60-69",2020-06-21,230,2,"VA"
"70-79",2020-06-21,404,0,"VA"
"80+",2020-06-21,825,1,"VA"
"0-9",2020-06-22,0,0,"VA"
"10-19",2020-06-22,0,0,"VA"
"20-29",2020-06-22,3,0,"VA"
"30-39",2020-06-22,11,0,"VA"
"40-49",2020-06-22,38,0,"VA"
"50-59",2020-06-22,101,3,"VA"
"60-69",2020-06-22,231,1,"VA"
"70-79",2020-06-22,406,2,"VA"
"80+",2020-06-22,828,3,"VA"
"0-9",2020-06-23,0,0,"VA"
"10-19",2020-06-23,0,0,"VA"
"20-29",2020-06-23,3,0,"VA"
"30-39",2020-06-23,11,0,"VA"
"40-49",2020-06-23,40,2,"VA"
"50-59",2020-06-23,102,1,"VA"
"60-69",2020-06-23,234,3,"VA"
"70-79",2020-06-23,412,6,"VA"
"80+",2020-06-23,841,13,"VA"
"0-9",2020-06-24,0,0,"VA"
"10-19",2020-06-24,0,0,"VA"
"20-29",2020-06-24,3,0,"VA"
"30-39",2020-06-24,11,0,"VA"
"40-49",2020-06-24,41,1,"VA"
"50-59",2020-06-24,104,2,"VA"
"60-69",2020-06-24,237,3,"VA"
"70-79",2020-06-24,415,3,"VA"
"80+",2020-06-24,848,7,"VA"
"0-9",2020-06-25,0,0,"VA"
"10-19",2020-06-25,0,0,"VA"
"20-29",2020-06-25,3,0,"VA"
"30-39",2020-06-25,11,0,"VA"
"40-49",2020-06-25,41,0,"VA"
"50-59",2020-06-25,106,2,"VA"
"60-69",2020-06-25,241,4,"VA"
"70-79",2020-06-25,417,2,"VA"
"80+",2020-06-25,854,6,"VA"
"0-9",2020-06-26,0,0,"VA"
"10-19",2020-06-26,0,0,"VA"
"20-29",2020-06-26,3,0,"VA"
"30-39",2020-06-26,11,0,"VA"
"40-49",2020-06-26,43,2,"VA"
"50-59",2020-06-26,108,2,"VA"
"60-69",2020-06-26,242,1,"VA"
"70-79",2020-06-26,424,7,"VA"
"80+",2020-06-26,867,13,"VA"
"0-9",2020-06-27,0,0,"VA"
"10-19",2020-06-27,0,0,"VA"
"20-29",2020-06-27,3,0,"VA"
"30-39",2020-06-27,11,0,"VA"
"40-49",2020-06-27,43,0,"VA"
"50-59",2020-06-27,110,2,"VA"
"60-69",2020-06-27,248,6,"VA"
"70-79",2020-06-27,432,8,"VA"
"80+",2020-06-27,875,8,"VA"
"0-9",2020-06-28,0,0,"VA"
"10-19",2020-06-28,0,0,"VA"
"20-29",2020-06-28,4,1,"VA"
"30-39",2020-06-28,11,0,"VA"
"40-49",2020-06-28,43,0,"VA"
"50-59",2020-06-28,110,0,"VA"
"60-69",2020-06-28,250,2,"VA"
"70-79",2020-06-28,432,0,"VA"
"80+",2020-06-28,880,5,"VA"
"0-9",2020-06-29,0,0,"VA"
"10-19",2020-06-29,0,0,"VA"
"20-29",2020-06-29,4,0,"VA"
"30-39",2020-06-29,11,0,"VA"
"40-49",2020-06-29,43,0,"VA"
"50-59",2020-06-29,110,0,"VA"
"60-69",2020-06-29,250,0,"VA"
"70-79",2020-06-29,434,2,"VA"
"80+",2020-06-29,886,6,"VA"
"0-9",2020-06-30,0,0,"VA"
"10-19",2020-06-30,0,0,"VA"
"20-29",2020-06-30,4,0,"VA"
"30-39",2020-06-30,12,1,"VA"
"40-49",2020-06-30,43,0,"VA"
"50-59",2020-06-30,111,1,"VA"
"60-69",2020-06-30,254,4,"VA"
"70-79",2020-06-30,440,6,"VA"
"80+",2020-06-30,897,11,"VA"
"0-9",2020-07-01,0,0,"VA"
"10-19",2020-07-01,0,0,"VA"
"20-29",2020-07-01,4,0,"VA"
"30-39",2020-07-01,12,0,"VA"
"40-49",2020-07-01,44,1,"VA"
"50-59",2020-07-01,111,0,"VA"
"60-69",2020-07-01,258,4,"VA"
"70-79",2020-07-01,443,3,"VA"
"80+",2020-07-01,912,15,"VA"
"0-9",2020-07-02,0,0,"VA"
"10-19",2020-07-02,0,0,"VA"
"20-29",2020-07-02,4,0,"VA"
"30-39",2020-07-02,13,1,"VA"
"40-49",2020-07-02,44,0,"VA"
"50-59",2020-07-02,112,1,"VA"
"60-69",2020-07-02,258,0,"VA"
"70-79",2020-07-02,447,4,"VA"
"80+",2020-07-02,936,24,"VA"
"0-9",2020-07-03,0,0,"VA"
"10-19",2020-07-03,0,0,"VA"
"20-29",2020-07-03,4,0,"VA"
"30-39",2020-07-03,13,0,"VA"
"40-49",2020-07-03,44,0,"VA"
"50-59",2020-07-03,112,0,"VA"
"60-69",2020-07-03,266,8,"VA"
"70-79",2020-07-03,460,13,"VA"
"80+",2020-07-03,944,8,"VA"
"0-9",2020-07-04,0,0,"VA"
