"age","date","code","cum.deaths","daily.deaths"
"81+",2020-06-25,"TN",185,4
"0-10",2020-06-26,"TN",3,0
"11-20",2020-06-26,"TN",0,0
"21-30",2020-06-26,"TN",4,0
"31-40",2020-06-26,"TN",11,0
"41-50",2020-06-26,"TN",26,0
"51-60",2020-06-26,"TN",50,0
"61-70",2020-06-26,"TN",111,1
"71-80",2020-06-26,"TN",177,2
"81+",2020-06-26,"TN",192,7
"0-10",2020-06-27,"TN",3,0
"11-20",2020-06-27,"TN",0,0
"21-30",2020-06-27,"TN",5,1
"31-40",2020-06-27,"TN",11,0
"41-50",2020-06-27,"TN",26,0
"51-60",2020-06-27,"TN",51,1
"61-70",2020-06-27,"TN",112,1
"71-80",2020-06-27,"TN",180,3
"81+",2020-06-27,"TN",195,3
"0-10",2020-06-28,"TN",3,0
"11-20",2020-06-28,"TN",0,0
"21-30",2020-06-28,"TN",5,0
"31-40",2020-06-28,"TN",11,0
"41-50",2020-06-28,"TN",26,0
"51-60",2020-06-28,"TN",51,0
"61-70",2020-06-28,"TN",112,0
"71-80",2020-06-28,"TN",180,0
"81+",2020-06-28,"TN",195,0
"0-10",2020-06-29,"TN",3,0
"11-20",2020-06-29,"TN",0,0
"21-30",2020-06-29,"TN",5,0
"31-40",2020-06-29,"TN",11,0
"41-50",2020-06-29,"TN",26,0
"51-60",2020-06-29,"TN",52,1
"61-70",2020-06-29,"TN",113,1
"71-80",2020-06-29,"TN",183,3
"81+",2020-06-29,"TN",198,3
"0-10",2020-06-30,"TN",3,0
"11-20",2020-06-30,"TN",0,0
"21-30",2020-06-30,"TN",5,0
"31-40",2020-06-30,"TN",11,0
"41-50",2020-06-30,"TN",26,0
"51-60",2020-06-30,"TN",55,3
"61-70",2020-06-30,"TN",114,1
"71-80",2020-06-30,"TN",189,6
"81+",2020-06-30,"TN",200,2
"0-10",2020-07-01,"TN",3,0
"11-20",2020-07-01,"TN",0,0
"21-30",2020-07-01,"TN",5,0
"31-40",2020-07-01,"TN",11,0
"41-50",2020-07-01,"TN",27,1
"51-60",2020-07-01,"TN",55,0
"61-70",2020-07-01,"TN",115,1
"71-80",2020-07-01,"TN",190,1
"81+",2020-07-01,"TN",203,3
"0-10",2020-07-02,"TN",3,0
"11-20",2020-07-02,"TN",0,0
"21-30",2020-07-02,"TN",5,0
"31-40",2020-07-02,"TN",11,0
"41-50",2020-07-02,"TN",27,0
"51-60",2020-07-02,"TN",58,3
"61-70",2020-07-02,"TN",115,0
"71-80",2020-07-02,"TN",192,2
"81+",2020-07-02,"TN",209,6
"0-10",2020-07-03,"TN",3,0
"11-20",2020-07-03,"TN",0,0
"21-30",2020-07-03,"TN",6,1
"31-40",2020-07-03,"TN",11,0
"41-50",2020-07-03,"TN",28,1
"51-60",2020-07-03,"TN",59,1
"61-70",2020-07-03,"TN",116,1
"71-80",2020-07-03,"TN",195,3
"81+",2020-07-03,"TN",214,5
"0-10",2020-07-04,"TN",3,0
"11-20",2020-07-04,"TN",0,0
"21-30",2020-07-04,"TN",6,0
"31-40",2020-07-04,"TN",11,0
"41-50",2020-07-04,"TN",28,0
"51-60",2020-07-04,"TN",60,1
"61-70",2020-07-04,"TN",116,0
"71-80",2020-07-04,"TN",196,1
"81+",2020-07-04,"TN",216,2
"0-10",2020-07-05,"TN",3,0
"11-20",2020-07-05,"TN",0,0
"21-30",2020-07-05,"TN",8,2
"31-40",2020-07-05,"TN",12,1
"41-50",2020-07-05,"TN",29,1
"51-60",2020-07-05,"TN",63,3
"61-70",2020-07-05,"TN",117,1
"71-80",2020-07-05,"TN",197,1
"81+",2020-07-05,"TN",216,0
"0-10",2020-07-06,"TN",3,0
"11-20",2020-07-06,"TN",0,0
"21-30",2020-07-06,"TN",8,0
"31-40",2020-07-06,"TN",12,0
"41-50",2020-07-06,"TN",32,3
"51-60",2020-07-06,"TN",64,1
"61-70",2020-07-06,"TN",118,1
"71-80",2020-07-06,"TN",199,2
"81+",2020-07-06,"TN",217,1
"0-10",2020-07-07,"TN",3,0
"11-20",2020-07-07,"TN",0,0
"21-30",2020-07-07,"TN",9,1
"31-40",2020-07-07,"TN",12,0
"41-50",2020-07-07,"TN",32,0
"51-60",2020-07-07,"TN",65,1
"61-70",2020-07-07,"TN",123,5
"71-80",2020-07-07,"TN",200,1
"81+",2020-07-07,"TN",220,3
"0-10",2020-07-08,"TN",3,0
"11-20",2020-07-08,"TN",0,0
"21-30",2020-07-08,"TN",9,0
"31-40",2020-07-08,"TN",12,0
"41-50",2020-07-08,"TN",32,0
"51-60",2020-07-08,"TN",66,1
"61-70",2020-07-08,"TN",128,5
"71-80",2020-07-08,"TN",208,8
"81+",2020-07-08,"TN",227,7
"0-10",2020-07-09,"TN",3,0
"11-20",2020-07-09,"TN",0,0
"21-30",2020-07-09,"TN",10,1
"31-40",2020-07-09,"TN",12,0
"41-50",2020-07-09,"TN",34,2
"51-60",2020-07-09,"TN",68,2
"61-70",2020-07-09,"TN",136,8
"71-80",2020-07-09,"TN",216,8
"81+",2020-07-09,"TN",231,4
"0-10",2020-07-10,"TN",3,0
"11-20",2020-07-10,"TN",0,0
"21-30",2020-07-10,"TN",11,1
"31-40",2020-07-10,"TN",13,1
"41-50",2020-07-10,"TN",34,0
"51-60",2020-07-10,"TN",69,1
"61-70",2020-07-10,"TN",138,2
"71-80",2020-07-10,"TN",221,5
"81+",2020-07-10,"TN",234,3
"0-10",2020-07-11,"TN",3,0
"11-20",2020-07-11,"TN",0,0
"21-30",2020-07-11,"TN",11,0
"31-40",2020-07-11,"TN",13,0
"41-50",2020-07-11,"TN",36,2
"51-60",2020-07-11,"TN",75,6
"61-70",2020-07-11,"TN",139,1
"71-80",2020-07-11,"TN",222,1
"81+",2020-07-11,"TN",239,5
"0-10",2020-07-12,"TN",3,0
"11-20",2020-07-12,"TN",0,0
"21-30",2020-07-12,"TN",11,0
"31-40",2020-07-12,"TN",13,0
"41-50",2020-07-12,"TN",36,0
"51-60",2020-07-12,"TN",76,1
"61-70",2020-07-12,"TN",139,0
"71-80",2020-07-12,"TN",223,1
"81+",2020-07-12,"TN",239,0
"0-10",2020-07-13,"TN",3,0
"11-20",2020-07-13,"TN",0,0
"21-30",2020-07-13,"TN",11,0
"31-40",2020-07-13,"TN",14,1
"41-50",2020-07-13,"TN",37,1
"51-60",2020-07-13,"TN",76,0
"61-70",2020-07-13,"TN",139,0
"71-80",2020-07-13,"TN",226,3
"81+",2020-07-13,"TN",242,3
"0-10",2020-07-14,"TN",3,0
"11-20",2020-07-14,"TN",0,0
"21-30",2020-07-14,"TN",11,0
"31-40",2020-07-14,"TN",14,0
"41-50",2020-07-14,"TN",37,0
"51-60",2020-07-14,"TN",80,4
"61-70",2020-07-14,"TN",146,7
"71-80",2020-07-14,"TN",228,2
"81+",2020-07-14,"TN",246,4
"0-10",2020-07-15,"TN",3,0
"11-20",2020-07-15,"TN",0,0
"21-30",2020-07-15,"TN",11,0
"31-40",2020-07-15,"TN",14,0
"41-50",2020-07-15,"TN",38,1
"51-60",2020-07-15,"TN",84,4
"61-70",2020-07-15,"TN",148,2
"71-80",2020-07-15,"TN",229,1
"81+",2020-07-15,"TN",254,8
"0-10",2020-07-16,"TN",3,0
"11-20",2020-07-16,"TN",0,0
"21-30",2020-07-16,"TN",11,0
"31-40",2020-07-16,"TN",14,0
"41-50",2020-07-16,"TN",38,0
"51-60",2020-07-16,"TN",84,0
"61-70",2020-07-16,"TN",151,3
"71-80",2020-07-16,"TN",233,4
"81+",2020-07-16,"TN",261,7
"0-10",2020-07-17,"TN",3,0
"11-20",2020-07-17,"TN",0,0
"21-30",2020-07-17,"TN",11,0
"31-40",2020-07-17,"TN",14,0
"41-50",2020-07-17,"TN",39,1
"51-60",2020-07-17,"TN",87,3
"61-70",2020-07-17,"TN",154,3
"71-80",2020-07-17,"TN",237,4
"81+",2020-07-17,"TN",269,8
"0-10",2020-07-18,"TN",3,0
"11-20",2020-07-18,"TN",0,0
"21-30",2020-07-18,"TN",11,0
"31-40",2020-07-18,"TN",14,0
"41-50",2020-07-18,"TN",40,1
"51-60",2020-07-18,"TN",93,6
"61-70",2020-07-18,"TN",158,4
"71-80",2020-07-18,"TN",240,3
"81+",2020-07-18,"TN",278,9
"0-10",2020-07-19,"TN",3,0
"11-20",2020-07-19,"TN",0,0
"21-30",2020-07-19,"TN",11,0
"31-40",2020-07-19,"TN",14,0
"41-50",2020-07-19,"TN",41,1
"51-60",2020-07-19,"TN",94,1
"61-70",2020-07-19,"TN",158,0
"71-80",2020-07-19,"TN",243,3
"81+",2020-07-19,"TN",278,0
"0-10",2020-07-20,"TN",3,0
"11-20",2020-07-20,"TN",0,0
"21-30",2020-07-20,"TN",11,0
"31-40",2020-07-20,"TN",14,0
"41-50",2020-07-20,"TN",41,0
"51-60",2020-07-20,"TN",94,0
"61-70",2020-07-20,"TN",159,1
"71-80",2020-07-20,"TN",243,0
"81+",2020-07-20,"TN",281,3
"0-10",2020-07-21,"TN",3,0
"11-20",2020-07-21,"TN",0,0
"21-30",2020-07-21,"TN",11,0
"31-40",2020-07-21,"TN",14,0
"41-50",2020-07-21,"TN",42,1
"51-60",2020-07-21,"TN",98,4
"61-70",2020-07-21,"TN",165,6
"71-80",2020-07-21,"TN",250,7
"81+",2020-07-21,"TN",287,6
"0-10",2020-07-22,"TN",3,0
"11-20",2020-07-22,"TN",0,0
"21-30",2020-07-22,"TN",11,0
"31-40",2020-07-22,"TN",14,0
"41-50",2020-07-22,"TN",42,0
"51-60",2020-07-22,"TN",101,3
"61-70",2020-07-22,"TN",167,2
"71-80",2020-07-22,"TN",252,2
"81+",2020-07-22,"TN",297,10
"0-10",2020-07-23,"TN",3,0
"11-20",2020-07-23,"TN",0,0
"21-30",2020-07-23,"TN",11,0
"31-40",2020-07-23,"TN",15,1
"41-50",2020-07-23,"TN",48,6
"51-60",2020-07-23,"TN",107,6
"61-70",2020-07-23,"TN",171,4
"71-80",2020-07-23,"TN",263,11
"81+",2020-07-23,"TN",305,8
"0-10",2020-07-24,"TN",3,0
"11-20",2020-07-24,"TN",0,0
"21-30",2020-07-24,"TN",11,0
"31-40",2020-07-24,"TN",15,0
"41-50",2020-07-24,"TN",51,3
"51-60",2020-07-24,"TN",107,0
"61-70",2020-07-24,"TN",174,3
"71-80",2020-07-24,"TN",265,2
"81+",2020-07-24,"TN",309,4
"0-10",2020-07-25,"TN",3,0
"11-20",2020-07-25,"TN",0,0
"21-30",2020-07-25,"TN",11,0
"31-40",2020-07-25,"TN",15,0
"41-50",2020-07-25,"TN",55,4
"51-60",2020-07-25,"TN",111,4
"61-70",2020-07-25,"TN",179,5
"71-80",2020-07-25,"TN",273,8
"81+",2020-07-25,"TN",313,4
"0-10",2020-07-26,"TN",3,0
"11-20",2020-07-26,"TN",0,0
"21-30",2020-07-26,"TN",11,0
"31-40",2020-07-26,"TN",15,0
"41-50",2020-07-26,"TN",55,0
"51-60",2020-07-26,"TN",111,0
"61-70",2020-07-26,"TN",179,0
"71-80",2020-07-26,"TN",274,1
"81+",2020-07-26,"TN",315,2
"0-10",2020-07-27,"TN",3,0
"11-20",2020-07-27,"TN",0,0
"21-30",2020-07-27,"TN",11,0
"31-40",2020-07-27,"TN",15,0
"41-50",2020-07-27,"TN",57,2
"51-60",2020-07-27,"TN",112,1
"61-70",2020-07-27,"TN",181,2
"71-80",2020-07-27,"TN",279,5
"81+",2020-07-27,"TN",318,3
"0-10",2020-07-28,"TN",3,0
"11-20",2020-07-28,"TN",0,0
"21-30",2020-07-28,"TN",11,0
"31-40",2020-07-28,"TN",15,0
"41-50",2020-07-28,"TN",58,1
"51-60",2020-07-28,"TN",118,6
"61-70",2020-07-28,"TN",183,2
"71-80",2020-07-28,"TN",285,6
"81+",2020-07-28,"TN",324,6
"0-10",2020-07-29,"TN",3,0
"11-20",2020-07-29,"TN",0,0
"21-30",2020-07-29,"TN",11,0
"31-40",2020-07-29,"TN",17,2
"41-50",2020-07-29,"TN",58,0
"51-60",2020-07-29,"TN",119,1
"61-70",2020-07-29,"TN",190,7
"71-80",2020-07-29,"TN",290,5
"81+",2020-07-29,"TN",328,4
"0-10",2020-07-30,"TN",3,0
"11-20",2020-07-30,"TN",0,0
"21-30",2020-07-30,"TN",11,0
"31-40",2020-07-30,"TN",17,0
"41-50",2020-07-30,"TN",59,1
"51-60",2020-07-30,"TN",119,0
"61-70",2020-07-30,"TN",193,3
"71-80",2020-07-30,"TN",295,5
"81+",2020-07-30,"TN",332,4
"0-10",2020-07-31,"TN",3,0
"11-20",2020-07-31,"TN",0,0
"21-30",2020-07-31,"TN",11,0
"31-40",2020-07-31,"TN",17,0
"41-50",2020-07-31,"TN",60,1
"51-60",2020-07-31,"TN",120,1
"61-70",2020-07-31,"TN",199,6
"71-80",2020-07-31,"TN",307,12
"81+",2020-07-31,"TN",342,10
"0-10",2020-08-01,"TN",3,0
"11-20",2020-08-01,"TN",0,0
"21-30",2020-08-01,"TN",11,0
"31-40",2020-08-01,"TN",18,1
"41-50",2020-08-01,"TN",60,0
"51-60",2020-08-01,"TN",120,0
"61-70",2020-08-01,"TN",200,1
"71-80",2020-08-01,"TN",308,1
"81+",2020-08-01,"TN",346,4
"0-10",2020-08-02,"TN",3,0
"11-20",2020-08-02,"TN",0,0
"21-30",2020-08-02,"TN",11,0
"31-40",2020-08-02,"TN",18,0
"41-50",2020-08-02,"TN",60,0
"51-60",2020-08-02,"TN",121,1
"61-70",2020-08-02,"TN",200,0
"71-80",2020-08-02,"TN",312,4
"81+",2020-08-02,"TN",347,1
"0-10",2020-08-03,"TN",3,0
"11-20",2020-08-03,"TN",0,0
"21-30",2020-08-03,"TN",12,1
"31-40",2020-08-03,"TN",19,1
"41-50",2020-08-03,"TN",60,0
"51-60",2020-08-03,"TN",121,0
"61-70",2020-08-03,"TN",205,5
"71-80",2020-08-03,"TN",321,9
"81+",2020-08-03,"TN",349,2
"0-10",2020-08-04,"TN",3,0
"11-20",2020-08-04,"TN",0,0
"21-30",2020-08-04,"TN",12,0
"31-40",2020-08-04,"TN",19,0
"41-50",2020-08-04,"TN",63,3
"51-60",2020-08-04,"TN",122,1
"61-70",2020-08-04,"TN",211,6
"71-80",2020-08-04,"TN",326,5
"81+",2020-08-04,"TN",359,10
"0-10",2020-08-05,"TN",3,0
"11-20",2020-08-05,"TN",0,0
"21-30",2020-08-05,"TN",12,0
"31-40",2020-08-05,"TN",21,2
"41-50",2020-08-05,"TN",63,0
"51-60",2020-08-05,"TN",125,3
"61-70",2020-08-05,"TN",220,9
"71-80",2020-08-05,"TN",333,7
"81+",2020-08-05,"TN",366,7
"0-10",2020-08-06,"TN",3,0
"11-20",2020-08-06,"TN",0,0
"21-30",2020-08-06,"TN",12,0
"31-40",2020-08-06,"TN",23,2
"41-50",2020-08-06,"TN",65,2
"51-60",2020-08-06,"TN",126,1
"61-70",2020-08-06,"TN",234,14
"71-80",2020-08-06,"TN",344,11
"81+",2020-08-06,"TN",378,12
"0-10",2020-08-07,"TN",4,1
"11-20",2020-08-07,"TN",0,0
"21-30",2020-08-07,"TN",12,0
"31-40",2020-08-07,"TN",24,1
"41-50",2020-08-07,"TN",66,1
"51-60",2020-08-07,"TN",126,0
"61-70",2020-08-07,"TN",244,10
"71-80",2020-08-07,"TN",348,4
"81+",2020-08-07,"TN",381,3
"0-10",2020-08-08,"TN",4,0
"11-20",2020-08-08,"TN",0,0
"21-30",2020-08-08,"TN",12,0
"31-40",2020-08-08,"TN",24,0
"41-50",2020-08-08,"TN",67,1
"51-60",2020-08-08,"TN",128,2
"61-70",2020-08-08,"TN",245,1
"71-80",2020-08-08,"TN",349,1
"81+",2020-08-08,"TN",385,4
"0-10",2020-08-09,"TN",4,0
"11-20",2020-08-09,"TN",0,0
"21-30",2020-08-09,"TN",12,0
"31-40",2020-08-09,"TN",24,0
"41-50",2020-08-09,"TN",67,0
"51-60",2020-08-09,"TN",130,2
"61-70",2020-08-09,"TN",248,3
"71-80",2020-08-09,"TN",350,1
"81+",2020-08-09,"TN",387,2
"0-10",2020-08-10,"TN",4,0
"11-20",2020-08-10,"TN",0,0
"21-30",2020-08-10,"TN",12,0
"31-40",2020-08-10,"TN",24,0
"41-50",2020-08-10,"TN",67,0
"51-60",2020-08-10,"TN",131,1
"61-70",2020-08-10,"TN",250,2
"71-80",2020-08-10,"TN",353,3
"81+",2020-08-10,"TN",391,4
"0-10",2020-08-11,"TN",4,0
"11-20",2020-08-11,"TN",0,0
"21-30",2020-08-11,"TN",14,2
"31-40",2020-08-11,"TN",24,0
"41-50",2020-08-11,"TN",71,4
"51-60",2020-08-11,"TN",134,3
"61-70",2020-08-11,"TN",253,3
"71-80",2020-08-11,"TN",368,15
"81+",2020-08-11,"TN",401,10
"0-10",2020-08-12,"TN",4,0
"11-20",2020-08-12,"TN",0,0
"21-30",2020-08-12,"TN",14,0
"31-40",2020-08-12,"TN",24,0
"41-50",2020-08-12,"TN",72,1
"51-60",2020-08-12,"TN",137,3
"61-70",2020-08-12,"TN",259,6
"71-80",2020-08-12,"TN",376,8
"81+",2020-08-12,"TN",402,1
"0-10",2020-08-13,"TN",4,0
"11-20",2020-08-13,"TN",0,0
"21-30",2020-08-13,"TN",14,0
"31-40",2020-08-13,"TN",24,0
"41-50",2020-08-13,"TN",72,0
"51-60",2020-08-13,"TN",141,4
"61-70",2020-08-13,"TN",269,10
"71-80",2020-08-13,"TN",380,4
"81+",2020-08-13,"TN",409,7
"0-10",2020-08-14,"TN",4,0
"11-20",2020-08-14,"TN",0,0
"21-30",2020-08-14,"TN",14,0
"31-40",2020-08-14,"TN",25,1
"41-50",2020-08-14,"TN",73,1
"51-60",2020-08-14,"TN",142,1
"61-70",2020-08-14,"TN",273,4
"71-80",2020-08-14,"TN",384,4
"81+",2020-08-14,"TN",411,2
"0-10",2020-08-15,"TN",4,0
"11-20",2020-08-15,"TN",0,0
"21-30",2020-08-15,"TN",14,0
"31-40",2020-08-15,"TN",26,1
"41-50",2020-08-15,"TN",73,0
"51-60",2020-08-15,"TN",143,1
"61-70",2020-08-15,"TN",275,2
"71-80",2020-08-15,"TN",389,5
"81+",2020-08-15,"TN",421,10
"0-10",2020-08-16,"TN",4,0
"11-20",2020-08-16,"TN",0,0
"21-30",2020-08-16,"TN",15,1
"31-40",2020-08-16,"TN",26,0
"41-50",2020-08-16,"TN",74,1
"51-60",2020-08-16,"TN",145,2
"61-70",2020-08-16,"TN",277,2
"71-80",2020-08-16,"TN",392,3
"81+",2020-08-16,"TN",433,12
"0-10",2020-08-17,"TN",4,0
"11-20",2020-08-17,"TN",0,0
"21-30",2020-08-17,"TN",15,0
"31-40",2020-08-17,"TN",26,0
"41-50",2020-08-17,"TN",75,1
"51-60",2020-08-17,"TN",145,0
"61-70",2020-08-17,"TN",281,4
"71-80",2020-08-17,"TN",400,8
"81+",2020-08-17,"TN",441,8
"0-10",2020-08-18,"TN",4,0
"11-20",2020-08-18,"TN",0,0
"21-30",2020-08-18,"TN",15,0
"31-40",2020-08-18,"TN",27,1
"41-50",2020-08-18,"TN",75,0
"51-60",2020-08-18,"TN",147,2
"61-70",2020-08-18,"TN",282,1
"71-80",2020-08-18,"TN",405,5
"81+",2020-08-18,"TN",470,29
"0-10",2020-08-19,"TN",4,0
"11-20",2020-08-19,"TN",0,0
"21-30",2020-08-19,"TN",16,1
"31-40",2020-08-19,"TN",28,1
"41-50",2020-08-19,"TN",75,0
"51-60",2020-08-19,"TN",149,2
"61-70",2020-08-19,"TN",286,4
"71-80",2020-08-19,"TN",419,14
"81+",2020-08-19,"TN",475,5
"0-10",2020-08-20,"TN",4,0
"11-20",2020-08-20,"TN",0,0
"21-30",2020-08-20,"TN",16,0
"31-40",2020-08-20,"TN",28,0
"41-50",2020-08-20,"TN",75,0
"51-60",2020-08-20,"TN",156,7
"61-70",2020-08-20,"TN",294,8
"71-80",2020-08-20,"TN",434,15
"81+",2020-08-20,"TN",481,6
"0-10",2020-08-21,"TN",4,0
"11-20",2020-08-21,"TN",0,0
"21-30",2020-08-21,"TN",16,0
"31-40",2020-08-21,"TN",29,1
"41-50",2020-08-21,"TN",77,2
"51-60",2020-08-21,"TN",160,4
"61-70",2020-08-21,"TN",300,6
"71-80",2020-08-21,"TN",461,27
"81+",2020-08-21,"TN",502,21
"0-10",2020-08-22,"TN",4,0
"11-20",2020-08-22,"TN",1,1
"21-30",2020-08-22,"TN",16,0
"31-40",2020-08-22,"TN",29,0
"41-50",2020-08-22,"TN",78,1
"51-60",2020-08-22,"TN",161,1
"61-70",2020-08-22,"TN",302,2
"71-80",2020-08-22,"TN",464,3
"81+",2020-08-22,"TN",508,6
"0-10",2020-08-23,"TN",4,0
"11-20",2020-08-23,"TN",1,0
"21-30",2020-08-23,"TN",16,0
"31-40",2020-08-23,"TN",29,0
"41-50",2020-08-23,"TN",78,0
"51-60",2020-08-23,"TN",162,1
"61-70",2020-08-23,"TN",302,0
"71-80",2020-08-23,"TN",466,2
"81+",2020-08-23,"TN",509,1
"0-10",2020-08-24,"TN",4,0
"11-20",2020-08-24,"TN",1,0
"21-30",2020-08-24,"TN",16,0
"31-40",2020-08-24,"TN",29,0
"41-50",2020-08-24,"TN",78,0
"51-60",2020-08-24,"TN",163,1
"61-70",2020-08-24,"TN",307,5
"71-80",2020-08-24,"TN",471,5
"81+",2020-08-24,"TN",519,10
"0-10",2020-08-25,"TN",4,0
"11-20",2020-08-25,"TN",1,0
"21-30",2020-08-25,"TN",16,0
"31-40",2020-08-25,"TN",30,1
"41-50",2020-08-25,"TN",79,1
"51-60",2020-08-25,"TN",168,5
"61-70",2020-08-25,"TN",317,10
"71-80",2020-08-25,"TN",480,9
"81+",2020-08-25,"TN",533,14
"0-10",2020-08-26,"TN",4,0
"11-20",2020-08-26,"TN",1,0
"21-30",2020-08-26,"TN",16,0
"31-40",2020-08-26,"TN",31,1
"41-50",2020-08-26,"TN",79,0
"51-60",2020-08-26,"TN",170,2
"61-70",2020-08-26,"TN",322,5
"71-80",2020-08-26,"TN",488,8
"81+",2020-08-26,"TN",537,4
"0-10",2020-08-27,"TN",4,0
"11-20",2020-08-27,"TN",1,0
"21-30",2020-08-27,"TN",16,0
"31-40",2020-08-27,"TN",32,1
"41-50",2020-08-27,"TN",80,1
"51-60",2020-08-27,"TN",171,1
"61-70",2020-08-27,"TN",325,3
"71-80",2020-08-27,"TN",497,9
"81+",2020-08-27,"TN",547,10
"0-10",2020-08-28,"TN",4,0
"11-20",2020-08-28,"TN",1,0
"21-30",2020-08-28,"TN",16,0
"31-40",2020-08-28,"TN",33,1
"41-50",2020-08-28,"TN",80,0
"51-60",2020-08-28,"TN",174,3
"61-70",2020-08-28,"TN",330,5
"71-80",2020-08-28,"TN",503,6
"81+",2020-08-28,"TN",560,13
"0-10",2020-08-29,"TN",4,0
"11-20",2020-08-29,"TN",1,0
"21-30",2020-08-29,"TN",16,0
"31-40",2020-08-29,"TN",34,1
"41-50",2020-08-29,"TN",80,0
"51-60",2020-08-29,"TN",176,2
"61-70",2020-08-29,"TN",336,6
"71-80",2020-08-29,"TN",510,7
"81+",2020-08-29,"TN",568,8
"0-10",2020-08-30,"TN",4,0
"11-20",2020-08-30,"TN",1,0
"21-30",2020-08-30,"TN",16,0
"31-40",2020-08-30,"TN",34,0
"41-50",2020-08-30,"TN",81,1
"51-60",2020-08-30,"TN",181,5
"61-70",2020-08-30,"TN",341,5
"71-80",2020-08-30,"TN",514,4
"81+",2020-08-30,"TN",575,7
"0-10",2020-08-31,"TN",4,0
"11-20",2020-08-31,"TN",1,0
"21-30",2020-08-31,"TN",17,1
"31-40",2020-08-31,"TN",34,0
"41-50",2020-08-31,"TN",81,0
"51-60",2020-08-31,"TN",184,3
"61-70",2020-08-31,"TN",341,0
"71-80",2020-08-31,"TN",515,1
"81+",2020-08-31,"TN",577,2
"0-10",2020-09-01,"TN",4,0
"11-20",2020-09-01,"TN",1,0
"21-30",2020-09-01,"TN",17,0
"31-40",2020-09-01,"TN",34,0
"41-50",2020-09-01,"TN",84,3
"51-60",2020-09-01,"TN",187,3
"61-70",2020-09-01,"TN",351,10
"71-80",2020-09-01,"TN",518,3
"81+",2020-09-01,"TN",585,8
"0-10",2020-09-02,"TN",4,0
"11-20",2020-09-02,"TN",1,0
"21-30",2020-09-02,"TN",17,0
"31-40",2020-09-02,"TN",34,0
"41-50",2020-09-02,"TN",84,0
"51-60",2020-09-02,"TN",188,1
"61-70",2020-09-02,"TN",355,4
"71-80",2020-09-02,"TN",527,9
"81+",2020-09-02,"TN",587,2
"0-10",2020-09-03,"TN",4,0
"11-20",2020-09-03,"TN",1,0
"21-30",2020-09-03,"TN",17,0
"31-40",2020-09-03,"TN",34,0
"41-50",2020-09-03,"TN",85,1
"51-60",2020-09-03,"TN",191,3
"61-70",2020-09-03,"TN",359,4
"71-80",2020-09-03,"TN",530,3
"81+",2020-09-03,"TN",594,7
"0-10",2020-09-04,"TN",4,0
"11-20",2020-09-04,"TN",1,0
"21-30",2020-09-04,"TN",17,0
"31-40",2020-09-04,"TN",34,0
"41-50",2020-09-04,"TN",86,1
"51-60",2020-09-04,"TN",191,0
"61-70",2020-09-04,"TN",364,5
"71-80",2020-09-04,"TN",535,5
"81+",2020-09-04,"TN",605,11
"0-10",2020-09-05,"TN",4,0
"11-20",2020-09-05,"TN",1,0
"21-30",2020-09-05,"TN",18,1
"31-40",2020-09-05,"TN",34,0
"41-50",2020-09-05,"TN",86,0
"51-60",2020-09-05,"TN",192,1
"61-70",2020-09-05,"TN",365,1
"71-80",2020-09-05,"TN",543,8
"81+",2020-09-05,"TN",619,14
"0-10",2020-09-06,"TN",4,0
"11-20",2020-09-06,"TN",1,0
"21-30",2020-09-06,"TN",18,0
"31-40",2020-09-06,"TN",34,0
"41-50",2020-09-06,"TN",86,0
"51-60",2020-09-06,"TN",192,0
"61-70",2020-09-06,"TN",365,0
"71-80",2020-09-06,"TN",544,1
"81+",2020-09-06,"TN",621,2
"0-10",2020-09-07,"TN",4,0
"11-20",2020-09-07,"TN",1,0
"21-30",2020-09-07,"TN",18,0
"31-40",2020-09-07,"TN",34,0
"41-50",2020-09-07,"TN",86,0
"51-60",2020-09-07,"TN",192,0
"61-70",2020-09-07,"TN",367,2
"71-80",2020-09-07,"TN",546,2
"81+",2020-09-07,"TN",621,0
"0-10",2020-09-08,"TN",4,0
"11-20",2020-09-08,"TN",1,0
"21-30",2020-09-08,"TN",19,1
"31-40",2020-09-08,"TN",34,0
"41-50",2020-09-08,"TN",86,0
"51-60",2020-09-08,"TN",193,1
"61-70",2020-09-08,"TN",372,5
"71-80",2020-09-08,"TN",558,12
"81+",2020-09-08,"TN",627,6
"0-10",2020-09-09,"TN",4,0
"11-20",2020-09-09,"TN",1,0
"21-30",2020-09-09,"TN",19,0
"31-40",2020-09-09,"TN",34,0
"41-50",2020-09-09,"TN",86,0
"51-60",2020-09-09,"TN",198,5
"61-70",2020-09-09,"TN",379,7
"71-80",2020-09-09,"TN",571,13
"81+",2020-09-09,"TN",638,11
"0-10",2020-09-10,"TN",4,0
"11-20",2020-09-10,"TN",1,0
"21-30",2020-09-10,"TN",19,0
"31-40",2020-09-10,"TN",35,1
"41-50",2020-09-10,"TN",88,2
"51-60",2020-09-10,"TN",203,5
"61-70",2020-09-10,"TN",389,10
"71-80",2020-09-10,"TN",590,19
"81+",2020-09-10,"TN",659,21
"0-10",2020-09-11,"TN",4,0
"11-20",2020-09-11,"TN",1,0
"21-30",2020-09-11,"TN",19,0
"31-40",2020-09-11,"TN",35,0
"41-50",2020-09-11,"TN",89,1
"51-60",2020-09-11,"TN",206,3
"61-70",2020-09-11,"TN",399,10
"71-80",2020-09-11,"TN",597,7
