"age","cum.deaths","daily.deaths","code","date"
"0-10",0,NA,"AR",2020-11-03
"11-17",0,NA,"AR",2020-11-03
"18-24",4,NA,"AR",2020-11-03
"25-34",24,NA,"AR",2020-11-03
"35-44",47,NA,"AR",2020-11-03
"45-54",114,NA,"AR",2020-11-03
"55-64",274,NA,"AR",2020-11-03
"65+",1540,NA,"AR",2020-11-03
"0-10",0,0,"AR",2020-11-04
"11-17",0,0,"AR",2020-11-04
"18-24",4,0,"AR",2020-11-04
"25-34",24,0,"AR",2020-11-04
"35-44",47,0,"AR",2020-11-04
"45-54",116,2,"AR",2020-11-04
"55-64",276,2,"AR",2020-11-04
"65+",1559,19,"AR",2020-11-04
"0-10",0,0,"AR",2020-11-05
"11-17",0,0,"AR",2020-11-05
"18-24",4,0,"AR",2020-11-05
"25-34",24,0,"AR",2020-11-05
"35-44",47,0,"AR",2020-11-05
"45-54",116,0,"AR",2020-11-05
"55-64",278,2,"AR",2020-11-05
"65+",1568,9,"AR",2020-11-05
"0-10",0,0,"AR",2020-11-06
"11-17",0,0,"AR",2020-11-06
"18-24",4,0,"AR",2020-11-06
"25-34",24,0,"AR",2020-11-06
"35-44",47,0,"AR",2020-11-06
"45-54",116,0,"AR",2020-11-06
"55-64",280,2,"AR",2020-11-06
"65+",1585,17,"AR",2020-11-06
