"date","age","daily.deaths","cum.deaths","code"
2020-06-11,"80+",6,702,"WA"
2020-06-12,"80+",3,705,"WA"
2020-06-13,"80+",2,707,"WA"
2020-06-14,"0-19",0,0,"WA"
2020-06-14,"20-34",0,8,"WA"
2020-06-14,"35-49",5,44,"WA"
2020-06-14,"50-64",2,176,"WA"
2020-06-14,"65-79",6,462,"WA"
2020-06-14,"80+",3,710,"WA"
2020-06-15,"0-19",0,0,"WA"
2020-06-16,"0-19",0,0,"WA"
2020-06-17,"0-19",0,0,"WA"
2020-06-18,"0-19",0,0,"WA"
2020-06-19,"0-19",0,0,"WA"
2020-06-20,"0-19",0,0,"WA"
2020-06-15,"20-34",0,8,"WA"
2020-06-16,"20-34",0,8,"WA"
2020-06-17,"20-34",0,8,"WA"
2020-06-18,"20-34",0,8,"WA"
2020-06-19,"20-34",0,8,"WA"
2020-06-20,"20-34",0,8,"WA"
2020-06-15,"35-49",0,44,"WA"
2020-06-16,"35-49",0,44,"WA"
2020-06-17,"35-49",0,44,"WA"
2020-06-18,"35-49",0,44,"WA"
2020-06-19,"35-49",0,44,"WA"
2020-06-20,"35-49",0,44,"WA"
2020-06-15,"50-64",0,176,"WA"
2020-06-16,"50-64",1,177,"WA"
2020-06-17,"50-64",1,178,"WA"
2020-06-18,"50-64",1,179,"WA"
2020-06-19,"50-64",1,180,"WA"
2020-06-20,"50-64",0,180,"WA"
2020-06-15,"65-79",1,463,"WA"
2020-06-16,"65-79",3,466,"WA"
2020-06-17,"65-79",2,468,"WA"
2020-06-18,"65-79",2,470,"WA"
2020-06-19,"65-79",2,472,"WA"
2020-06-20,"65-79",1,473,"WA"
2020-06-15,"80+",2,712,"WA"
2020-06-16,"80+",5,717,"WA"
2020-06-17,"80+",4,721,"WA"
2020-06-18,"80+",5,726,"WA"
2020-06-19,"80+",5,731,"WA"
2020-06-20,"80+",3,734,"WA"
2020-06-21,"0-19",0,0,"WA"
2020-06-21,"20-34",0,8,"WA"
2020-06-21,"35-49",1,45,"WA"
2020-06-21,"50-64",3,183,"WA"
2020-06-21,"65-79",1,474,"WA"
2020-06-21,"80+",4,738,"WA"
2020-06-22,"0-19",0,0,"WA"
2020-06-23,"0-19",0,0,"WA"
2020-06-24,"0-19",0,0,"WA"
2020-06-25,"0-19",0,0,"WA"
2020-06-26,"0-19",0,0,"WA"
2020-06-27,"0-19",0,0,"WA"
2020-06-22,"20-34",0,8,"WA"
2020-06-23,"20-34",0,8,"WA"
2020-06-24,"20-34",0,8,"WA"
2020-06-25,"20-34",0,8,"WA"
2020-06-26,"20-34",0,8,"WA"
2020-06-27,"20-34",0,8,"WA"
2020-06-22,"35-49",0,45,"WA"
2020-06-23,"35-49",0,45,"WA"
2020-06-24,"35-49",0,45,"WA"
2020-06-25,"35-49",0,45,"WA"
2020-06-26,"35-49",0,45,"WA"
2020-06-27,"35-49",0,45,"WA"
2020-06-22,"50-64",1,184,"WA"
2020-06-23,"50-64",1,185,"WA"
2020-06-24,"50-64",0,185,"WA"
2020-06-25,"50-64",1,186,"WA"
2020-06-26,"50-64",1,187,"WA"
2020-06-27,"50-64",1,188,"WA"
2020-06-22,"65-79",2,476,"WA"
2020-06-23,"65-79",3,479,"WA"
2020-06-24,"65-79",1,480,"WA"
2020-06-25,"65-79",1,481,"WA"
2020-06-26,"65-79",4,485,"WA"
2020-06-27,"65-79",2,487,"WA"
2020-06-22,"80+",3,741,"WA"
2020-06-23,"80+",5,746,"WA"
2020-06-24,"80+",2,748,"WA"
2020-06-25,"80+",2,750,"WA"
2020-06-26,"80+",6,756,"WA"
2020-06-27,"80+",4,760,"WA"
2020-06-28,"0-19",0,0,"WA"
2020-06-28,"20-34",1,9,"WA"
2020-06-28,"35-49",2,47,"WA"
2020-06-28,"50-64",6,194,"WA"
2020-06-28,"65-79",3,490,"WA"
2020-06-28,"80+",10,770,"WA"
2020-06-29,"0-19",0,0,"WA"
2020-06-30,"0-19",0,0,"WA"
2020-07-01,"0-19",0,0,"WA"
2020-07-02,"0-19",0,0,"WA"
2020-07-03,"0-19",0,0,"WA"
2020-07-04,"0-19",0,0,"WA"
2020-06-29,"20-34",0,9,"WA"
2020-06-30,"20-34",0,9,"WA"
2020-07-01,"20-34",0,9,"WA"
2020-07-02,"20-34",0,9,"WA"
2020-07-03,"20-34",0,9,"WA"
2020-07-04,"20-34",0,9,"WA"
2020-06-29,"35-49",1,48,"WA"
2020-06-30,"35-49",1,49,"WA"
2020-07-01,"35-49",1,50,"WA"
2020-07-02,"35-49",1,51,"WA"
2020-07-03,"35-49",1,52,"WA"
2020-07-04,"35-49",1,53,"WA"
2020-06-29,"50-64",1,195,"WA"
2020-06-30,"50-64",1,196,"WA"
2020-07-01,"50-64",1,197,"WA"
2020-07-02,"50-64",1,198,"WA"
2020-07-03,"50-64",1,199,"WA"
2020-07-04,"50-64",1,200,"WA"
2020-06-29,"65-79",3,493,"WA"
2020-06-30,"65-79",3,496,"WA"
2020-07-01,"65-79",3,499,"WA"
2020-07-02,"65-79",4,503,"WA"
2020-07-03,"65-79",4,507,"WA"
2020-07-04,"65-79",3,510,"WA"
2020-06-29,"80+",3,773,"WA"
2020-06-30,"80+",3,776,"WA"
2020-07-01,"80+",3,779,"WA"
2020-07-02,"80+",5,784,"WA"
2020-07-03,"80+",5,789,"WA"
2020-07-04,"80+",4,793,"WA"
2020-07-05,"0-19",0,0,"WA"
2020-07-05,"20-34",1,10,"WA"
2020-07-05,"35-49",0,53,"WA"
2020-07-05,"50-64",5,205,"WA"
2020-07-05,"65-79",7,517,"WA"
2020-07-05,"80+",3,796,"WA"
2020-07-06,"0-19",0,0,"WA"
2020-07-07,"0-19",0,0,"WA"
2020-07-08,"0-19",0,0,"WA"
2020-07-09,"0-19",0,0,"WA"
2020-07-10,"0-19",0,0,"WA"
2020-07-11,"0-19",0,0,"WA"
2020-07-06,"20-34",0,10,"WA"
2020-07-07,"20-34",0,10,"WA"
2020-07-08,"20-34",0,10,"WA"
2020-07-09,"20-34",0,10,"WA"
2020-07-10,"20-34",0,10,"WA"
2020-07-11,"20-34",0,10,"WA"
2020-07-06,"35-49",0,53,"WA"
2020-07-07,"35-49",0,53,"WA"
2020-07-08,"35-49",0,53,"WA"
2020-07-09,"35-49",1,54,"WA"
2020-07-10,"35-49",0,54,"WA"
2020-07-11,"35-49",0,54,"WA"
2020-07-06,"50-64",1,206,"WA"
2020-07-07,"50-64",1,207,"WA"
2020-07-08,"50-64",1,208,"WA"
2020-07-09,"50-64",2,210,"WA"
2020-07-10,"50-64",1,211,"WA"
2020-07-11,"50-64",1,212,"WA"
2020-07-06,"65-79",4,521,"WA"
2020-07-07,"65-79",4,525,"WA"
2020-07-08,"65-79",4,529,"WA"
2020-07-09,"65-79",6,535,"WA"
2020-07-10,"65-79",4,539,"WA"
2020-07-11,"65-79",3,542,"WA"
2020-07-06,"80+",6,802,"WA"
2020-07-07,"80+",6,808,"WA"
2020-07-08,"80+",5,813,"WA"
2020-07-09,"80+",9,822,"WA"
2020-07-10,"80+",6,828,"WA"
2020-07-11,"80+",5,833,"WA"
2020-07-12,"0-19",2,2,"WA"
2020-07-12,"20-34",1,11,"WA"
2020-07-12,"35-49",1,55,"WA"
2020-07-12,"50-64",7,219,"WA"
2020-07-12,"65-79",8,550,"WA"
2020-07-12,"80+",13,846,"WA"
2020-07-13,"0-19",0,2,"WA"
2020-07-14,"0-19",0,2,"WA"
2020-07-15,"0-19",0,2,"WA"
2020-07-16,"0-19",0,2,"WA"
2020-07-17,"0-19",0,2,"WA"
2020-07-18,"0-19",0,2,"WA"
2020-07-13,"20-34",0,11,"WA"
2020-07-14,"20-34",0,11,"WA"
2020-07-15,"20-34",0,11,"WA"
2020-07-16,"20-34",0,11,"WA"
2020-07-17,"20-34",0,11,"WA"
2020-07-18,"20-34",0,11,"WA"
2020-07-13,"35-49",0,55,"WA"
2020-07-14,"35-49",0,55,"WA"
2020-07-15,"35-49",0,55,"WA"
2020-07-16,"35-49",0,55,"WA"
2020-07-17,"35-49",0,55,"WA"
2020-07-18,"35-49",0,55,"WA"
2020-07-13,"50-64",1,220,"WA"
2020-07-14,"50-64",2,222,"WA"
2020-07-15,"50-64",0,222,"WA"
2020-07-16,"50-64",1,223,"WA"
2020-07-17,"50-64",1,224,"WA"
2020-07-18,"50-64",1,225,"WA"
2020-07-13,"65-79",4,554,"WA"
2020-07-14,"65-79",5,559,"WA"
2020-07-15,"65-79",2,561,"WA"
2020-07-16,"65-79",3,564,"WA"
2020-07-17,"65-79",3,567,"WA"
2020-07-18,"65-79",3,570,"WA"
2020-07-13,"80+",8,854,"WA"
2020-07-14,"80+",9,863,"WA"
2020-07-15,"80+",5,868,"WA"
2020-07-16,"80+",6,874,"WA"
2020-07-17,"80+",6,880,"WA"
2020-07-18,"80+",7,887,"WA"
2020-07-19,"0-19",0,2,"WA"
2020-07-19,"20-34",0,11,"WA"
2020-07-19,"35-49",3,58,"WA"
2020-07-19,"50-64",6,231,"WA"
2020-07-19,"65-79",5,575,"WA"
2020-07-19,"80+",6,893,"WA"
2020-07-20,"0-19",0,2,"WA"
2020-07-21,"0-19",0,2,"WA"
2020-07-22,"0-19",0,2,"WA"
2020-07-23,"0-19",0,2,"WA"
2020-07-24,"0-19",0,2,"WA"
2020-07-25,"0-19",0,2,"WA"
2020-07-20,"20-34",0,11,"WA"
2020-07-21,"20-34",0,11,"WA"
2020-07-22,"20-34",0,11,"WA"
2020-07-23,"20-34",0,11,"WA"
2020-07-24,"20-34",0,11,"WA"
2020-07-25,"20-34",0,11,"WA"
2020-07-20,"35-49",0,58,"WA"
2020-07-21,"35-49",0,58,"WA"
2020-07-22,"35-49",0,58,"WA"
2020-07-23,"35-49",0,58,"WA"
2020-07-24,"35-49",0,58,"WA"
2020-07-25,"35-49",0,58,"WA"
2020-07-20,"50-64",1,232,"WA"
2020-07-21,"50-64",2,234,"WA"
2020-07-22,"50-64",1,235,"WA"
2020-07-23,"50-64",1,236,"WA"
2020-07-24,"50-64",2,238,"WA"
2020-07-25,"50-64",2,240,"WA"
2020-07-20,"65-79",4,579,"WA"
2020-07-21,"65-79",4,583,"WA"
2020-07-22,"65-79",3,586,"WA"
2020-07-23,"65-79",3,589,"WA"
2020-07-24,"65-79",4,593,"WA"
2020-07-25,"65-79",4,597,"WA"
2020-07-20,"80+",7,900,"WA"
2020-07-21,"80+",7,907,"WA"
2020-07-22,"80+",5,912,"WA"
2020-07-23,"80+",6,918,"WA"
2020-07-24,"80+",8,926,"WA"
2020-07-25,"80+",7,933,"WA"
2020-07-26,"0-19",0,2,"WA"
2020-07-26,"20-34",1,12,"WA"
2020-07-26,"35-49",5,63,"WA"
2020-07-26,"50-64",5,245,"WA"
2020-07-26,"65-79",8,605,"WA"
2020-07-26,"80+",11,944,"WA"
2020-07-27,"0-19",0,2,"WA"
2020-07-28,"0-19",0,2,"WA"
2020-07-29,"0-19",0,2,"WA"
2020-07-30,"0-19",0,2,"WA"
2020-07-31,"0-19",0,2,"WA"
2020-08-01,"0-19",0,2,"WA"
2020-07-27,"20-34",0,12,"WA"
2020-07-28,"20-34",0,12,"WA"
2020-07-29,"20-34",0,12,"WA"
2020-07-30,"20-34",0,12,"WA"
2020-07-31,"20-34",0,12,"WA"
2020-08-01,"20-34",0,12,"WA"
2020-07-27,"35-49",0,63,"WA"
2020-07-28,"35-49",0,63,"WA"
2020-07-29,"35-49",1,64,"WA"
2020-07-30,"35-49",0,64,"WA"
2020-07-31,"35-49",0,64,"WA"
2020-08-01,"35-49",1,65,"WA"
2020-07-27,"50-64",1,246,"WA"
2020-07-28,"50-64",2,248,"WA"
2020-07-29,"50-64",2,250,"WA"
2020-07-30,"50-64",2,252,"WA"
2020-07-31,"50-64",2,254,"WA"
2020-08-01,"50-64",2,256,"WA"
2020-07-27,"65-79",2,607,"WA"
2020-07-28,"65-79",3,610,"WA"
2020-07-29,"65-79",3,613,"WA"
2020-07-30,"65-79",2,615,"WA"
2020-07-31,"65-79",3,618,"WA"
2020-08-01,"65-79",3,621,"WA"
2020-07-27,"80+",2,946,"WA"
2020-07-28,"80+",4,950,"WA"
2020-07-29,"80+",5,955,"WA"
2020-07-30,"80+",4,959,"WA"
2020-07-31,"80+",5,964,"WA"
2020-08-01,"80+",5,969,"WA"
2020-08-02,"0-19",0,2,"WA"
2020-08-02,"20-34",0,12,"WA"
2020-08-02,"35-49",5,70,"WA"
2020-08-02,"50-64",2,258,"WA"
2020-08-02,"65-79",4,625,"WA"
2020-08-02,"80+",4,973,"WA"
2020-08-03,"0-19",0,2,"WA"
2020-08-04,"0-19",0,2,"WA"
2020-08-05,"0-19",0,2,"WA"
2020-08-06,"0-19",0,2,"WA"
2020-08-07,"0-19",0,2,"WA"
2020-08-08,"0-19",0,2,"WA"
2020-08-03,"20-34",0,12,"WA"
2020-08-04,"20-34",0,12,"WA"
2020-08-05,"20-34",0,12,"WA"
2020-08-06,"20-34",0,12,"WA"
2020-08-07,"20-34",0,12,"WA"
2020-08-08,"20-34",0,12,"WA"
2020-08-03,"35-49",0,70,"WA"
2020-08-04,"35-49",0,70,"WA"
2020-08-05,"35-49",0,70,"WA"
2020-08-06,"35-49",0,70,"WA"
2020-08-07,"35-49",0,70,"WA"
2020-08-08,"35-49",0,70,"WA"
2020-08-03,"50-64",0,258,"WA"
2020-08-04,"50-64",1,259,"WA"
2020-08-05,"50-64",1,260,"WA"
2020-08-06,"50-64",0,260,"WA"
2020-08-07,"50-64",1,261,"WA"
2020-08-08,"50-64",0,261,"WA"
2020-08-03,"65-79",2,627,"WA"
2020-08-04,"65-79",4,631,"WA"
2020-08-05,"65-79",5,636,"WA"
2020-08-06,"65-79",2,638,"WA"
2020-08-07,"65-79",3,641,"WA"
2020-08-08,"65-79",2,643,"WA"
2020-08-03,"80+",1,974,"WA"
2020-08-04,"80+",3,977,"WA"
2020-08-05,"80+",3,980,"WA"
2020-08-06,"80+",1,981,"WA"
2020-08-07,"80+",3,984,"WA"
2020-08-08,"80+",1,985,"WA"
2020-08-09,"0-19",0,2,"WA"
2020-08-09,"20-34",1,13,"WA"
2020-08-09,"35-49",0,70,"WA"
2020-08-09,"50-64",3,264,"WA"
2020-08-09,"65-79",2,645,"WA"
2020-08-09,"80+",3,988,"WA"
2020-08-10,"0-19",0,2,"WA"
2020-08-11,"0-19",0,2,"WA"
2020-08-12,"0-19",0,2,"WA"
2020-08-13,"0-19",0,2,"WA"
2020-08-14,"0-19",0,2,"WA"
2020-08-15,"0-19",0,2,"WA"
2020-08-10,"20-34",0,13,"WA"
2020-08-11,"20-34",0,13,"WA"
2020-08-12,"20-34",0,13,"WA"
2020-08-13,"20-34",0,13,"WA"
2020-08-14,"20-34",0,13,"WA"
2020-08-15,"20-34",0,13,"WA"
2020-08-10,"35-49",0,70,"WA"
2020-08-11,"35-49",0,70,"WA"
2020-08-12,"35-49",0,70,"WA"
2020-08-13,"35-49",0,70,"WA"
2020-08-14,"35-49",1,71,"WA"
2020-08-15,"35-49",0,71,"WA"
2020-08-10,"50-64",0,264,"WA"
2020-08-11,"50-64",0,264,"WA"
2020-08-12,"50-64",1,265,"WA"
2020-08-13,"50-64",0,265,"WA"
2020-08-14,"50-64",1,266,"WA"
2020-08-15,"50-64",0,266,"WA"
2020-08-10,"65-79",3,648,"WA"
2020-08-11,"65-79",2,650,"WA"
2020-08-12,"65-79",3,653,"WA"
2020-08-13,"65-79",2,655,"WA"
2020-08-14,"65-79",3,658,"WA"
2020-08-15,"65-79",3,661,"WA"
2020-08-10,"80+",3,991,"WA"
2020-08-11,"80+",3,994,"WA"
2020-08-12,"80+",5,999,"WA"
2020-08-13,"80+",3,1002,"WA"
2020-08-14,"80+",5,1007,"WA"
2020-08-15,"80+",3,1010,"WA"
2020-08-16,"0-19",0,2,"WA"
2020-08-16,"20-34",0,13,"WA"
2020-08-16,"35-49",2,73,"WA"
2020-08-16,"50-64",4,270,"WA"
2020-08-16,"65-79",3,664,"WA"
2020-08-16,"80+",4,1014,"WA"
2020-08-17,"0-19",0,2,"WA"
2020-08-18,"0-19",0,2,"WA"
2020-08-19,"0-19",0,2,"WA"
2020-08-20,"0-19",0,2,"WA"
2020-08-21,"0-19",0,2,"WA"
2020-08-22,"0-19",0,2,"WA"
2020-08-17,"20-34",0,13,"WA"
2020-08-18,"20-34",0,13,"WA"
2020-08-19,"20-34",0,13,"WA"
2020-08-20,"20-34",0,13,"WA"
2020-08-21,"20-34",0,13,"WA"
2020-08-22,"20-34",0,13,"WA"
2020-08-17,"35-49",0,73,"WA"
2020-08-18,"35-49",0,73,"WA"
2020-08-19,"35-49",0,73,"WA"
2020-08-20,"35-49",0,73,"WA"
2020-08-21,"35-49",0,73,"WA"
2020-08-22,"35-49",0,73,"WA"
2020-08-17,"50-64",1,271,"WA"
2020-08-18,"50-64",1,272,"WA"
2020-08-19,"50-64",2,274,"WA"
2020-08-20,"50-64",1,275,"WA"
2020-08-21,"50-64",1,276,"WA"
2020-08-22,"50-64",1,277,"WA"
2020-08-17,"65-79",1,665,"WA"
2020-08-18,"65-79",1,666,"WA"
2020-08-19,"65-79",3,669,"WA"
2020-08-20,"65-79",2,671,"WA"
2020-08-21,"65-79",0,671,"WA"
2020-08-22,"65-79",1,672,"WA"
2020-08-17,"80+",3,1017,"WA"
2020-08-18,"80+",3,1020,"WA"
2020-08-19,"80+",6,1026,"WA"
2020-08-20,"80+",4,1030,"WA"
2020-08-21,"80+",2,1032,"WA"
2020-08-22,"80+",2,1034,"WA"
2020-08-23,"0-19",0,2,"WA"
2020-08-23,"20-34",0,13,"WA"
2020-08-23,"35-49",1,74,"WA"
2020-08-23,"50-64",1,278,"WA"
2020-08-23,"65-79",4,676,"WA"
2020-08-23,"80+",0,1034,"WA"
2020-08-24,"0-19",0,2,"WA"
2020-08-25,"0-19",0,2,"WA"
2020-08-26,"0-19",0,2,"WA"
2020-08-27,"0-19",0,2,"WA"
2020-08-28,"0-19",0,2,"WA"
2020-08-29,"0-19",0,2,"WA"
2020-08-24,"20-34",0,13,"WA"
2020-08-25,"20-34",0,13,"WA"
2020-08-26,"20-34",0,13,"WA"
2020-08-27,"20-34",0,13,"WA"
2020-08-28,"20-34",0,13,"WA"
2020-08-29,"20-34",0,13,"WA"
2020-08-24,"35-49",0,74,"WA"
2020-08-25,"35-49",0,74,"WA"
2020-08-26,"35-49",0,74,"WA"
2020-08-27,"35-49",0,74,"WA"
2020-08-28,"35-49",0,74,"WA"
2020-08-29,"35-49",0,74,"WA"
2020-08-24,"50-64",0,278,"WA"
2020-08-25,"50-64",0,278,"WA"
2020-08-26,"50-64",0,278,"WA"
2020-08-27,"50-64",0,278,"WA"
2020-08-28,"50-64",0,278,"WA"
2020-08-29,"50-64",0,278,"WA"
2020-08-24,"65-79",1,677,"WA"
2020-08-25,"65-79",1,678,"WA"
2020-08-26,"65-79",2,680,"WA"
2020-08-27,"65-79",1,681,"WA"
2020-08-28,"65-79",1,682,"WA"
2020-08-29,"65-79",1,683,"WA"
2020-08-24,"80+",2,1036,"WA"
2020-08-25,"80+",2,1038,"WA"
2020-08-26,"80+",5,1043,"WA"
2020-08-27,"80+",3,1046,"WA"
2020-08-28,"80+",3,1049,"WA"
2020-08-29,"80+",1,1050,"WA"
2020-08-30,"0-19",0,2,"WA"
2020-08-30,"20-34",0,13,"WA"
2020-08-30,"35-49",0,74,"WA"
2020-08-30,"50-64",3,281,"WA"
2020-08-30,"65-79",3,686,"WA"
2020-08-30,"80+",2,1052,"WA"
2020-08-31,"0-19",0,2,"WA"
2020-09-01,"0-19",0,2,"WA"
2020-09-02,"0-19",0,2,"WA"
2020-09-03,"0-19",0,2,"WA"
2020-09-04,"0-19",0,2,"WA"
2020-09-05,"0-19",0,2,"WA"
2020-08-31,"20-34",0,13,"WA"
2020-09-01,"20-34",0,13,"WA"
2020-09-02,"20-34",0,13,"WA"
2020-09-03,"20-34",0,13,"WA"
2020-09-04,"20-34",0,13,"WA"
2020-09-05,"20-34",0,13,"WA"
2020-08-31,"35-49",0,74,"WA"
2020-09-01,"35-49",0,74,"WA"
2020-09-02,"35-49",0,74,"WA"
2020-09-03,"35-49",0,74,"WA"
2020-09-04,"35-49",0,74,"WA"
2020-09-05,"35-49",0,74,"WA"
2020-08-31,"50-64",0,281,"WA"
2020-09-01,"50-64",0,281,"WA"
2020-09-02,"50-64",0,281,"WA"
2020-09-03,"50-64",0,281,"WA"
2020-09-04,"50-64",0,281,"WA"
2020-09-05,"50-64",0,281,"WA"
2020-08-31,"65-79",2,688,"WA"
2020-09-01,"65-79",1,689,"WA"
2020-09-02,"65-79",1,690,"WA"
2020-09-03,"65-79",1,691,"WA"
2020-09-04,"65-79",0,691,"WA"
2020-09-05,"65-79",2,693,"WA"
2020-08-31,"80+",4,1056,"WA"
2020-09-01,"80+",3,1059,"WA"
2020-09-02,"80+",3,1062,"WA"
2020-09-03,"80+",3,1065,"WA"
2020-09-04,"80+",1,1066,"WA"
2020-09-05,"80+",5,1071,"WA"
2020-09-06,"0-19",0,2,"WA"
2020-09-06,"20-34",0,13,"WA"
2020-09-06,"35-49",1,75,"WA"
2020-09-06,"50-64",4,285,"WA"
2020-09-06,"65-79",2,695,"WA"
2020-09-06,"80+",0,1071,"WA"
2020-09-07,"0-19",0,2,"WA"
2020-09-08,"0-19",0,2,"WA"
2020-09-09,"0-19",0,2,"WA"
2020-09-10,"0-19",0,2,"WA"
2020-09-11,"0-19",0,2,"WA"
2020-09-12,"0-19",0,2,"WA"
2020-09-07,"20-34",0,13,"WA"
2020-09-08,"20-34",0,13,"WA"
2020-09-09,"20-34",0,13,"WA"
2020-09-10,"20-34",0,13,"WA"
2020-09-11,"20-34",0,13,"WA"
2020-09-12,"20-34",0,13,"WA"
2020-09-07,"35-49",0,75,"WA"
2020-09-08,"35-49",0,75,"WA"
2020-09-09,"35-49",0,75,"WA"
2020-09-10,"35-49",0,75,"WA"
2020-09-11,"35-49",0,75,"WA"
2020-09-12,"35-49",0,75,"WA"
2020-09-07,"50-64",1,286,"WA"
2020-09-08,"50-64",0,286,"WA"
2020-09-09,"50-64",1,287,"WA"
2020-09-10,"50-64",1,288,"WA"
2020-09-11,"50-64",1,289,"WA"
2020-09-12,"50-64",1,290,"WA"
2020-09-07,"65-79",2,697,"WA"
2020-09-08,"65-79",2,699,"WA"
2020-09-09,"65-79",2,701,"WA"
2020-09-10,"65-79",3,704,"WA"
2020-09-11,"65-79",3,707,"WA"
2020-09-12,"65-79",3,710,"WA"
2020-09-07,"80+",5,1076,"WA"
2020-09-08,"80+",4,1080,"WA"
2020-09-09,"80+",5,1085,"WA"
2020-09-10,"80+",7,1092,"WA"
2020-09-11,"80+",7,1099,"WA"
2020-09-12,"80+",6,1105,"WA"
2020-09-13,"0-19",0,2,"WA"
2020-09-13,"20-34",0,13,"WA"
2020-09-13,"35-49",0,75,"WA"
2020-09-13,"50-64",2,292,"WA"
2020-09-13,"65-79",3,713,"WA"
2020-09-13,"80+",5,1110,"WA"
2020-09-14,"0-19",0,2,"WA"
2020-09-15,"0-19",0,2,"WA"
2020-09-16,"0-19",0,2,"WA"
2020-09-17,"0-19",0,2,"WA"
2020-09-18,"0-19",0,2,"WA"
2020-09-19,"0-19",0,2,"WA"
2020-09-14,"20-34",0,13,"WA"
2020-09-15,"20-34",0,13,"WA"
2020-09-16,"20-34",0,13,"WA"
2020-09-17,"20-34",0,13,"WA"
2020-09-18,"20-34",0,13,"WA"
2020-09-19,"20-34",0,13,"WA"
2020-09-14,"35-49",0,75,"WA"
2020-09-15,"35-49",0,75,"WA"
2020-09-16,"35-49",0,75,"WA"
2020-09-17,"35-49",0,75,"WA"
2020-09-18,"35-49",0,75,"WA"
2020-09-19,"35-49",0,75,"WA"
2020-09-14,"50-64",0,292,"WA"
2020-09-15,"50-64",0,292,"WA"
2020-09-16,"50-64",0,292,"WA"
2020-09-17,"50-64",0,292,"WA"
2020-09-18,"50-64",0,292,"WA"
2020-09-19,"50-64",0,292,"WA"
2020-09-14,"65-79",2,715,"WA"
2020-09-15,"65-79",3,718,"WA"
2020-09-16,"65-79",3,721,"WA"
2020-09-17,"65-79",2,723,"WA"
2020-09-18,"65-79",3,726,"WA"
2020-09-19,"65-79",2,728,"WA"
2020-09-14,"80+",4,1114,"WA"
2020-09-15,"80+",5,1119,"WA"
2020-09-16,"80+",4,1123,"WA"
2020-09-17,"80+",3,1126,"WA"
2020-09-18,"80+",4,1130,"WA"
2020-09-19,"80+",3,1133,"WA"
2020-09-20,"0-19",0,2,"WA"
2020-09-20,"20-34",1,14,"WA"
2020-09-20,"35-49",0,75,"WA"
2020-09-20,"50-64",4,296,"WA"
2020-09-20,"65-79",3,731,"WA"
2020-09-20,"80+",4,1137,"WA"
2020-09-21,"0-19",0,2,"WA"
2020-09-22,"0-19",0,2,"WA"
2020-09-23,"0-19",0,2,"WA"
2020-09-24,"0-19",0,2,"WA"
2020-09-25,"0-19",0,2,"WA"
2020-09-26,"0-19",0,2,"WA"
2020-09-21,"20-34",0,14,"WA"
2020-09-22,"20-34",0,14,"WA"
2020-09-23,"20-34",0,14,"WA"
2020-09-24,"20-34",0,14,"WA"
2020-09-25,"20-34",0,14,"WA"
2020-09-26,"20-34",0,14,"WA"
2020-09-21,"35-49",0,75,"WA"
2020-09-22,"35-49",0,75,"WA"
2020-09-23,"35-49",0,75,"WA"
2020-09-24,"35-49",0,75,"WA"
2020-09-25,"35-49",0,75,"WA"
2020-09-26,"35-49",0,75,"WA"
2020-09-21,"50-64",0,296,"WA"
2020-09-22,"50-64",0,296,"WA"
2020-09-23,"50-64",0,296,"WA"
2020-09-24,"50-64",0,296,"WA"
2020-09-25,"50-64",0,296,"WA"
2020-09-26,"50-64",0,296,"WA"
2020-09-21,"65-79",2,733,"WA"
2020-09-22,"65-79",4,737,"WA"
2020-09-23,"65-79",2,739,"WA"
2020-09-24,"65-79",2,741,"WA"
2020-09-25,"65-79",2,743,"WA"
2020-09-26,"65-79",1,744,"WA"
2020-09-21,"80+",3,1140,"WA"
2020-09-22,"80+",6,1146,"WA"
2020-09-23,"80+",3,1149,"WA"
2020-09-24,"80+",3,1152,"WA"
2020-09-25,"80+",4,1156,"WA"
2020-09-26,"80+",2,1158,"WA"
2020-09-27,"0-19",0,2,"WA"
2020-09-27,"20-34",0,14,"WA"
2020-09-27,"35-49",1,76,"WA"
2020-09-27,"50-64",4,300,"WA"
2020-09-27,"65-79",4,748,"WA"
2020-09-27,"80+",1,1159,"WA"
2020-09-28,"0-19",0,2,"WA"
2020-09-29,"0-19",0,2,"WA"
2020-09-30,"0-19",0,2,"WA"
2020-10-01,"0-19",0,2,"WA"
2020-10-02,"0-19",0,2,"WA"
2020-10-03,"0-19",0,2,"WA"
2020-09-28,"20-34",0,14,"WA"
2020-09-29,"20-34",0,14,"WA"
2020-09-30,"20-34",0,14,"WA"
2020-10-01,"20-34",0,14,"WA"
2020-10-02,"20-34",0,14,"WA"
2020-10-03,"20-34",0,14,"WA"
2020-09-28,"35-49",0,76,"WA"
2020-09-29,"35-49",0,76,"WA"
2020-09-30,"35-49",0,76,"WA"
2020-10-01,"35-49",0,76,"WA"
2020-10-02,"35-49",0,76,"WA"
2020-10-03,"35-49",0,76,"WA"
2020-09-28,"50-64",0,300,"WA"
2020-09-29,"50-64",0,300,"WA"
2020-09-30,"50-64",0,300,"WA"
2020-10-01,"50-64",0,300,"WA"
2020-10-02,"50-64",0,300,"WA"
2020-10-03,"50-64",0,300,"WA"
2020-09-28,"65-79",3,751,"WA"
2020-09-29,"65-79",3,754,"WA"
2020-09-30,"65-79",3,757,"WA"
2020-10-01,"65-79",4,761,"WA"
2020-10-02,"65-79",3,764,"WA"
