"date","code","age","cum.deaths","daily.deaths"
2020-05-14,"IL","0-19",2,NA
2020-05-14,"IL","20-29",18,NA
2020-05-14,"IL","30-39",57,NA
2020-05-14,"IL","40-49",130,NA
2020-05-14,"IL","50-59",332,NA
2020-05-14,"IL","60-69",695,NA
2020-05-14,"IL","70-79",966,NA
2020-05-14,"IL","80+",1728,NA
2020-05-15,"IL","0-19",3,1
2020-05-15,"IL","20-29",18,0
2020-05-15,"IL","30-39",59,2
2020-05-15,"IL","40-49",138,8
2020-05-15,"IL","50-59",341,9
2020-05-15,"IL","60-69",714,19
2020-05-15,"IL","70-79",991,25
2020-05-15,"IL","80+",1794,66
2020-05-16,"IL","0-19",3,0
2020-05-16,"IL","20-29",18,0
2020-05-16,"IL","30-39",61,2
2020-05-16,"IL","40-49",140,2
2020-05-16,"IL","50-59",352,11
2020-05-16,"IL","60-69",721,7
2020-05-16,"IL","70-79",1005,14
2020-05-16,"IL","80+",1829,35
2020-05-17,"IL","0-19",3,0
2020-05-17,"IL","20-29",18,0
2020-05-17,"IL","30-39",62,1
2020-05-17,"IL","40-49",142,2
2020-05-17,"IL","50-59",354,2
2020-05-17,"IL","60-69",729,8
2020-05-17,"IL","70-79",1020,15
2020-05-17,"IL","80+",1849,20
2020-05-18,"IL","0-19",3,0
2020-05-18,"IL","20-29",18,0
2020-05-18,"IL","30-39",62,0
2020-05-18,"IL","40-49",145,3
2020-05-18,"IL","50-59",361,7
2020-05-18,"IL","60-69",739,10
2020-05-18,"IL","70-79",1034,14
2020-05-18,"IL","80+",1872,23
2020-05-19,"IL","0-19",3,0
2020-05-19,"IL","20-29",18,0
2020-05-19,"IL","30-39",66,4
2020-05-19,"IL","40-49",146,1
2020-05-19,"IL","50-59",372,11
2020-05-19,"IL","60-69",765,26
2020-05-19,"IL","70-79",1069,35
2020-05-19,"IL","80+",1940,68
2020-05-20,"IL","0-19",3,0
2020-05-20,"IL","20-29",18,0
2020-05-20,"IL","30-39",69,3
2020-05-20,"IL","40-49",156,10
2020-05-20,"IL","50-59",379,7
2020-05-20,"IL","60-69",801,36
2020-05-20,"IL","70-79",1095,26
2020-05-20,"IL","80+",2004,64
2020-05-21,"IL","0-19",3,0
2020-05-21,"IL","20-29",18,0
2020-05-21,"IL","30-39",72,3
2020-05-21,"IL","40-49",157,1
2020-05-21,"IL","50-59",387,8
2020-05-21,"IL","60-69",813,12
2020-05-21,"IL","70-79",1113,18
2020-05-21,"IL","80+",2044,40
2020-05-22,"IL","0-19",3,0
2020-05-22,"IL","20-29",18,0
2020-05-22,"IL","30-39",72,0
2020-05-22,"IL","40-49",162,5
2020-05-22,"IL","50-59",398,11
2020-05-22,"IL","60-69",834,21
2020-05-22,"IL","70-79",1134,21
2020-05-22,"IL","80+",2094,50
2020-05-23,"IL","0-19",3,0
2020-05-23,"IL","20-29",19,1
2020-05-23,"IL","30-39",74,2
2020-05-23,"IL","40-49",162,0
2020-05-23,"IL","50-59",407,9
2020-05-23,"IL","60-69",849,15
2020-05-23,"IL","70-79",1151,17
2020-05-23,"IL","80+",2125,31
2020-05-24,"IL","0-19",3,0
2020-05-24,"IL","20-29",20,1
2020-05-24,"IL","30-39",76,2
2020-05-24,"IL","40-49",162,0
2020-05-24,"IL","50-59",413,6
2020-05-24,"IL","60-69",861,12
2020-05-24,"IL","70-79",1164,13
2020-05-24,"IL","80+",2157,32
2020-05-25,"IL","0-19",3,0
2020-05-25,"IL","20-29",20,0
2020-05-25,"IL","30-39",78,2
2020-05-25,"IL","40-49",163,1
2020-05-25,"IL","50-59",415,2
2020-05-25,"IL","60-69",864,3
2020-05-25,"IL","70-79",1174,10
2020-05-25,"IL","80+",2167,10
2020-05-26,"IL","0-19",3,0
2020-05-26,"IL","20-29",20,0
2020-05-26,"IL","30-39",79,1
2020-05-26,"IL","40-49",165,2
2020-05-26,"IL","50-59",419,4
2020-05-26,"IL","60-69",869,5
2020-05-26,"IL","70-79",1194,20
2020-05-26,"IL","80+",2174,7
2020-05-27,"IL","0-19",3,0
2020-05-27,"IL","20-29",20,0
2020-05-27,"IL","30-39",80,1
2020-05-27,"IL","40-49",169,4
2020-05-27,"IL","50-59",432,13
2020-05-27,"IL","60-69",897,28
2020-05-27,"IL","70-79",1236,42
2020-05-27,"IL","80+",2246,72
2020-05-28,"IL","0-19",3,0
2020-05-28,"IL","20-29",20,0
2020-05-28,"IL","30-39",80,0
2020-05-28,"IL","40-49",170,1
2020-05-28,"IL","50-59",435,3
2020-05-28,"IL","60-69",915,18
2020-05-28,"IL","70-79",1263,27
2020-05-28,"IL","80+",2299,53
2020-05-29,"IL","0-19",3,0
2020-05-29,"IL","20-29",20,0
2020-05-29,"IL","30-39",83,3
2020-05-29,"IL","40-49",170,0
2020-05-29,"IL","50-59",441,6
2020-05-29,"IL","60-69",934,19
2020-05-29,"IL","70-79",1286,23
2020-05-29,"IL","80+",2333,34
2020-05-30,"IL","0-19",3,0
2020-05-30,"IL","20-29",20,0
2020-05-30,"IL","30-39",83,0
2020-05-30,"IL","40-49",174,4
2020-05-30,"IL","50-59",446,5
2020-05-30,"IL","60-69",942,8
2020-05-30,"IL","70-79",1299,13
2020-05-30,"IL","80+",2363,30
2020-05-31,"IL","0-19",3,0
2020-05-31,"IL","20-29",20,0
2020-05-31,"IL","30-39",86,3
2020-05-31,"IL","40-49",175,1
2020-05-31,"IL","50-59",452,6
2020-05-31,"IL","60-69",951,9
2020-05-31,"IL","70-79",1312,13
2020-05-31,"IL","80+",2391,28
2020-06-01,"IL","0-19",3,0
2020-06-01,"IL","20-29",20,0
2020-06-01,"IL","30-39",86,0
2020-06-01,"IL","40-49",176,1
2020-06-01,"IL","50-59",453,1
2020-06-01,"IL","60-69",956,5
2020-06-01,"IL","70-79",1313,1
2020-06-01,"IL","80+",2405,14
2020-06-02,"IL","0-19",3,0
2020-06-02,"IL","20-29",20,0
2020-06-02,"IL","30-39",86,0
2020-06-02,"IL","40-49",184,8
2020-06-02,"IL","50-59",456,3
2020-06-02,"IL","60-69",975,19
2020-06-02,"IL","70-79",1338,25
2020-06-02,"IL","80+",2463,58
2020-06-03,"IL","0-19",3,0
2020-06-03,"IL","20-29",20,0
2020-06-03,"IL","30-39",87,1
2020-06-03,"IL","40-49",190,6
2020-06-03,"IL","50-59",462,6
2020-06-03,"IL","60-69",990,15
2020-06-03,"IL","70-79",1360,22
