Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,35-44 years,29,768,45,,,68,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,45-54 years,104,1333,96,48,,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,50-64 years,319,4084,367,158,18,545,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,55-64 years,254,3306,299,124,15,444,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,65-74 years,431,4737,463,206,13,701,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,75-84 years,601,4941,609,295,,924,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Male,85 years and over,459,3611,462,226,,698,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,All Ages,1834,18170,1771,751,50,2900,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,Under 1 year,0,101,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,0-17 years,0,165,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,1-4 years,0,23,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,5-14 years,0,27,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,15-24 years,,113,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,18-29 years,,191,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,25-34 years,10,227,15,,0,19,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,30-49 years,62,1037,75,24,,114,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,35-44 years,22,479,28,,,46,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,45-54 years,53,944,86,27,,115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,50-64 years,193,2672,254,99,12,359,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,55-64 years,173,2151,205,88,,298,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,65-74 years,334,3518,380,169,14,558,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,75-84 years,513,4603,504,218,,807,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Arkansas,Female,85 years and over,727,5984,544,237,13,1045,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,All Ages,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,Under 1 year,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,0-17 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Arkansas,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,All Sexes,All Ages,27622,315502,33784,15695,813,46518,
01/21/2021,01/01/2020,01/16/2021,California,Male,All Ages,15954,168808,19185,9273,416,26279,
01/21/2021,01/01/2020,01/16/2021,California,Male,Under 1 year,,907,16,,0,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,0-17 years,,1752,34,,12,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,1-4 years,,186,,0,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,5-14 years,,297,,0,,14,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,15-24 years,40,2870,55,19,,78,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,18-29 years,99,5036,123,38,,192,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Male,25-34 years,183,5453,199,78,16,320,
01/21/2021,01/01/2020,01/16/2021,California,Male,30-49 years,1174,14570,1128,643,46,1705,
01/21/2021,01/01/2020,01/16/2021,California,Male,35-44 years,505,6907,489,269,22,747,
01/21/2021,01/01/2020,01/16/2021,California,Male,45-54 years,1354,11866,1301,785,45,1915,
01/21/2021,01/01/2020,01/16/2021,California,Male,50-64 years,3614,32713,3778,2146,115,5361,
01/21/2021,01/01/2020,01/16/2021,California,Male,55-64 years,2807,25585,2989,1676,85,4205,
01/21/2021,01/01/2020,01/16/2021,California,Male,65-74 years,3855,35307,4525,2296,87,6168,
01/21/2021,01/01/2020,01/16/2021,California,Male,75-84 years,3835,38193,4973,2299,74,6583,
01/21/2021,01/01/2020,01/16/2021,California,Male,85 years and over,3371,41237,4624,1850,74,6219,
01/21/2021,01/01/2020,01/16/2021,California,Female,All Ages,11668,146689,14599,6422,397,20239,
01/21/2021,01/01/2020,01/16/2021,California,Female,Under 1 year,0,729,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Female,0-17 years,,1241,27,0,,38,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Female,1-4 years,,129,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Female,5-14 years,0,228,14,0,,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Female,15-24 years,33,928,32,,,62,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Female,18-29 years,61,1624,76,28,12,121,
01/21/2021,01/01/2020,01/16/2021,California,Female,25-34 years,103,1993,116,49,19,189,
01/21/2021,01/01/2020,01/16/2021,California,Female,30-49 years,502,6896,585,259,47,874,
01/21/2021,01/01/2020,01/16/2021,California,Female,35-44 years,227,3190,271,121,22,398,
01/21/2021,01/01/2020,01/16/2021,California,Female,45-54 years,518,6533,642,301,33,892,
01/21/2021,01/01/2020,01/16/2021,California,Female,50-64 years,1550,18548,1967,931,81,2667,
01/21/2021,01/01/2020,01/16/2021,California,Female,55-64 years,1235,14579,1569,738,63,2129,
01/21/2021,01/01/2020,01/16/2021,California,Female,65-74 years,2126,23916,2775,1308,72,3664,
01/21/2021,01/01/2020,01/16/2021,California,Female,75-84 years,2987,34233,3761,1720,90,5117,
01/21/2021,01/01/2020,01/16/2021,California,Female,85 years and over,4438,60231,5408,2176,88,7758,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,25-34 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Unknown,30-49 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,California,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,California,Unknown,85 years and over,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,All Sexes,All Ages,4708,47856,4401,2324,139,6919,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,All Ages,2585,25489,2501,1396,70,3758,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,Under 1 year,,161,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,0-17 years,,357,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,1-4 years,0,31,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,5-14 years,,61,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,15-24 years,,544,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,18-29 years,12,918,13,,,24,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,25-34 years,13,1014,26,,,34,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,30-49 years,104,2511,125,53,,184,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,35-44 years,39,1227,57,21,,80,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,45-54 years,139,1792,139,78,10,210,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,50-64 years,372,4766,402,202,23,595,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,55-64 years,293,3722,313,153,16,469,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,65-74 years,573,5419,619,336,14,870,
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,75-84 years,777,5862,730,439,,1072,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Male,85 years and over,742,5656,610,360,15,1005,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,All Ages,2123,22366,1900,928,69,3161,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,Under 1 year,0,154,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,0-17 years,,243,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,1-4 years,0,11,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,5-14 years,0,32,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,15-24 years,,202,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,18-29 years,,315,,0,0,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,25-34 years,,403,18,0,,25,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,30-49 years,45,1264,80,22,,110,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,35-44 years,21,591,35,10,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,45-54 years,52,1052,78,29,,109,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,50-64 years,164,2839,237,98,21,324,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,55-64 years,132,2216,190,81,15,256,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,65-74 years,326,3747,337,164,12,509,
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,75-84 years,595,5264,541,275,,868,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Female,85 years and over,988,8694,692,368,20,1332,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,All Ages,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,1-4 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,5-14 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,15-24 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,18-29 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,25-34 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,30-49 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,35-44 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,45-54 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,50-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,55-64 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,65-74 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,75-84 years,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Colorado,Unknown,85 years and over,0,0,0,0,0,0,
01/21/2021,01/01/2020,01/16/2021,Connecticut,All Sexes,All Ages,5337,34586,2731,1271,92,6886,
