LATEST_STATUS_DATE,Age Ranges,As of Date,Case Status,DATA_AS_OF_DT,DATA_REFRESH_DT,Parameter Sort,Parameter Sort Target,CASES,DEATHS,Measure Toggle,RECOVERIES
08/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
09/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,7
10/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,6
11/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,4
11/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
12/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,2
13/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,12
14/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,2
15/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,6
15/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
16/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,1,1,6
17/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,4
18/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,3
18/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
19/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,2
20/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,10
21/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,9
22/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,6
23/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
24/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,4
24/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,0
25/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
25/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
26/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
26/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
27/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,2
28/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,3
28/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
29/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
29/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
30/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
30/07/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
31/07/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,4
01/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
02/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,2
02/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
03/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,4
03/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
04/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,4
05/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,4
06/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
06/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
07/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
07/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
08/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,4
09/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
10/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
11/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,2
12/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,2
12/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
13/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,5
13/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
14/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,2
15/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,0
16/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
17/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,0
17/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
18/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,2
19/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,4
19/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,0
20/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,8,0,0,1
21/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,7
22/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
23/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,3
23/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
24/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
25/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,5
26/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,6
26/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
27/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
27/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
28/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,18,0,0,3
29/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
30/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,4
30/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
31/08/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,7
31/08/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
01/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
01/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
02/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,21,0,0,0
03/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,4
04/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,7
04/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
05/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,5
06/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,4
06/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
07/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,3
07/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
08/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,13
08/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
09/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,3
10/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,11
11/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,9
11/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
12/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,6
13/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
13/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
14/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,3
14/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
15/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,1
15/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
16/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
17/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,3
18/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,0
19/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,4
19/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
20/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,3
20/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
21/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,2
22/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,9
22/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
23/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,1
24/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,8
25/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,2
25/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,0
26/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,3
26/09/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
27/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
28/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,4
29/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,8
30/09/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,9,0,0,1
01/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,5
01/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
02/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,6
02/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
03/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,3
04/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
04/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
05/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,4
06/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,2
06/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,1
07/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,1
08/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,6
09/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,3
09/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
10/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,10
10/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
11/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,2
11/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
12/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
13/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,6
13/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,1
14/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
14/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
15/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,5
16/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,5
16/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,0
17/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,2
17/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
18/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,1
18/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
19/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
20/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,2
20/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
21/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,2
21/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,0,0,0,1
22/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,3
22/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,0
23/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,8,0,0,3
23/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
24/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,12,0,0,3
24/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,0
25/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,2
25/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,0
26/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,13,0,0,5
26/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,1
27/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,13,0,0,1
27/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,0
28/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,16,0,0,4
28/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,1
29/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,26,0,0,9
29/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,1
30/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,17,0,0,9
30/10/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,0
31/10/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,4
01/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,10,0,0,10
01/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,0
02/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,23,0,0,12
02/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,3
03/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,34,0,0,15
03/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,0
04/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,29,0,0,14
04/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,4
05/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,28,0,0,13
05/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
06/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,26,0,0,10
06/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,3
07/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,24,0,0,14
07/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,4
08/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,38,0,0,20
08/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,2
09/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,37,0,0,24
09/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,1
10/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,23,0,0,11
10/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,8,0,0,6
11/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,40,0,0,16
11/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,2,0,0,3
12/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,50,0,0,45
12/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,3
13/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,24,0,0,28
13/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,4,0,0,4
14/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,31,0,0,22
14/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,0
15/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,32,0,0,35
15/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,1,0,0,5
16/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,39,0,0,35
16/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,6
17/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,32,0,0,43
17/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,5,0,0,3
18/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,35,0,0,30
18/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,17,0,0,5
19/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,33,0,0,39
19/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,5
20/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,26,0,0,18
20/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,7,0,0,8
21/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,48,0,0,18
21/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,6,0,0,2
22/11/2020,20s,"December 16, 2020 11:59 pm",Confirmed,16/12/2020,"December 17, 2020",FALSE,20s,36,0,0,35
22/11/2020,20s,"December 16, 2020 11:59 pm",Probable,16/12/2020,"December 17, 2020",FALSE,20s,3,0,0,3
