"date","code","age","cum.deaths","daily.deaths"
2020-04-20,"MA","0-19",0,NA
2020-04-20,"MA","20-29",1,NA
2020-04-20,"MA","30-39",7,NA
2020-04-20,"MA","40-49",13,NA
2020-04-20,"MA","50-59",63,NA
2020-04-20,"MA","60-69",182,NA
2020-04-20,"MA","70-79",399,NA
2020-04-20,"MA","80+",1144,NA
2020-04-21,"MA","0-19",0,0
2020-04-21,"MA","20-29",1,0
2020-04-21,"MA","30-39",7,0
2020-04-21,"MA","40-49",14,1
2020-04-21,"MA","50-59",66,3
2020-04-21,"MA","60-69",196,14
2020-04-21,"MA","70-79",439,40
2020-04-21,"MA","80+",1237,93
2020-04-22,"MA","0-19",0,0
2020-04-22,"MA","20-29",1,0
2020-04-22,"MA","30-39",7,0
2020-04-22,"MA","40-49",15,1
2020-04-22,"MA","50-59",75,9
2020-04-22,"MA","60-69",213,17
2020-04-22,"MA","70-79",483,44
2020-04-22,"MA","80+",1388,151
2020-04-23,"MA","0-19",0,0
2020-04-23,"MA","20-29",1,0
2020-04-23,"MA","30-39",7,0
2020-04-23,"MA","40-49",16,1
2020-04-23,"MA","50-59",81,6
2020-04-23,"MA","60-69",228,15
2020-04-23,"MA","70-79",523,40
2020-04-23,"MA","80+",1504,116
2020-04-24,"MA","0-19",0,0
2020-04-24,"MA","20-29",1,0
2020-04-24,"MA","30-39",7,0
2020-04-24,"MA","40-49",17,1
2020-04-24,"MA","50-59",92,11
2020-04-24,"MA","60-69",250,22
2020-04-24,"MA","70-79",568,45
2020-04-24,"MA","80+",1621,117
2020-04-25,"MA","0-19",0,0
2020-04-25,"MA","20-29",1,0
2020-04-25,"MA","30-39",7,0
2020-04-25,"MA","40-49",20,3
2020-04-25,"MA","50-59",99,7
2020-04-25,"MA","60-69",266,16
2020-04-25,"MA","70-79",604,36
2020-04-25,"MA","80+",1733,112
2020-04-26,"MA","0-19",0,0
2020-04-26,"MA","20-29",1,0
2020-04-26,"MA","30-39",7,0
2020-04-26,"MA","40-49",23,3
2020-04-26,"MA","50-59",109,10
2020-04-26,"MA","60-69",278,12
2020-04-26,"MA","70-79",639,35
2020-04-26,"MA","80+",1842,109
2020-04-27,"MA","0-19",0,0
2020-04-27,"MA","20-29",1,0
2020-04-27,"MA","30-39",7,0
2020-04-27,"MA","40-49",23,0
2020-04-27,"MA","50-59",111,2
2020-04-27,"MA","60-69",291,13
2020-04-27,"MA","70-79",665,26
2020-04-27,"MA","80+",1905,63
2020-04-28,"MA","0-19",0,0
2020-04-28,"MA","20-29",1,0
2020-04-28,"MA","30-39",8,1
2020-04-28,"MA","40-49",24,1
2020-04-28,"MA","50-59",117,6
2020-04-28,"MA","60-69",306,15
2020-04-28,"MA","70-79",699,34
2020-04-28,"MA","80+",1997,92
2020-04-29,"MA","0-19",0,0
2020-04-29,"MA","20-29",2,1
2020-04-29,"MA","30-39",8,0
2020-04-29,"MA","40-49",27,3
2020-04-29,"MA","50-59",126,9
2020-04-29,"MA","60-69",321,15
2020-04-29,"MA","70-79",753,54
2020-04-29,"MA","80+",2168,171
2020-04-30,"MA","0-19",0,0
2020-04-30,"MA","20-29",2,0
2020-04-30,"MA","30-39",10,2
2020-04-30,"MA","40-49",28,1
2020-04-30,"MA","50-59",128,2
2020-04-30,"MA","60-69",344,23
2020-04-30,"MA","70-79",787,34
2020-04-30,"MA","80+",2263,95
2020-05-01,"MA","0-19",0,0
2020-05-01,"MA","20-29",2,0
2020-05-01,"MA","30-39",10,0
2020-05-01,"MA","40-49",32,4
2020-05-01,"MA","50-59",132,4
2020-05-01,"MA","60-69",366,22
2020-05-01,"MA","70-79",827,40
2020-05-01,"MA","80+",2347,84
2020-05-02,"MA","0-19",0,0
2020-05-02,"MA","20-29",2,0
2020-05-02,"MA","30-39",11,1
2020-05-02,"MA","40-49",33,1
2020-05-02,"MA","50-59",133,1
2020-05-02,"MA","60-69",384,18
2020-05-02,"MA","70-79",853,26
2020-05-02,"MA","80+",2430,83
2020-05-03,"MA","0-19",0,0
2020-05-03,"MA","20-29",2,0
2020-05-03,"MA","30-39",11,0
2020-05-03,"MA","40-49",33,0
2020-05-03,"MA","50-59",139,6
2020-05-03,"MA","60-69",391,7
2020-05-03,"MA","70-79",903,50
2020-05-03,"MA","80+",2525,95
2020-05-04,"MA","0-19",0,0
2020-05-04,"MA","20-29",3,1
2020-05-04,"MA","30-39",11,0
2020-05-04,"MA","40-49",34,1
2020-05-04,"MA","50-59",143,4
2020-05-04,"MA","60-69",400,9
2020-05-04,"MA","70-79",924,21
2020-05-04,"MA","80+",2575,50
2020-05-05,"MA","0-19",0,0
2020-05-05,"MA","20-29",3,0
2020-05-05,"MA","30-39",11,0
2020-05-05,"MA","40-49",37,3
2020-05-05,"MA","50-59",148,5
2020-05-05,"MA","60-69",424,24
2020-05-05,"MA","70-79",950,26
2020-05-05,"MA","80+",2639,64
2020-05-06,"MA","0-19",0,0
2020-05-06,"MA","20-29",3,0
2020-05-06,"MA","30-39",13,2
2020-05-06,"MA","40-49",38,1
2020-05-06,"MA","50-59",157,9
2020-05-06,"MA","60-69",440,16
2020-05-06,"MA","70-79",992,42
2020-05-06,"MA","80+",2777,138
2020-05-07,"MA","0-19",0,0
2020-05-07,"MA","20-29",3,0
2020-05-07,"MA","30-39",13,0
2020-05-07,"MA","40-49",41,3
2020-05-07,"MA","50-59",160,3
2020-05-07,"MA","60-69",454,14
2020-05-07,"MA","70-79",1030,38
2020-05-07,"MA","80+",2851,74
2020-05-08,"MA","0-19",0,0
2020-05-08,"MA","20-29",4,1
2020-05-08,"MA","30-39",15,2
2020-05-08,"MA","40-49",42,1
2020-05-08,"MA","50-59",163,3
2020-05-08,"MA","60-69",463,9
2020-05-08,"MA","70-79",1073,43
2020-05-08,"MA","80+",2942,91
2020-05-09,"MA","0-19",0,0
2020-05-09,"MA","20-29",4,0
2020-05-09,"MA","30-39",16,1
2020-05-09,"MA","40-49",44,2
2020-05-09,"MA","50-59",166,3
2020-05-09,"MA","60-69",482,19
2020-05-09,"MA","70-79",1102,29
2020-05-09,"MA","80+",3026,84
2020-05-10,"MA","0-19",0,0
2020-05-10,"MA","20-29",4,0
2020-05-10,"MA","30-39",16,0
2020-05-10,"MA","40-49",45,1
2020-05-10,"MA","50-59",170,4
2020-05-10,"MA","60-69",496,14
2020-05-10,"MA","70-79",1131,29
2020-05-10,"MA","80+",3117,91
2020-05-11,"MA","0-19",0,0
2020-05-11,"MA","20-29",4,0
2020-05-11,"MA","30-39",16,0
2020-05-11,"MA","40-49",46,1
2020-05-11,"MA","50-59",183,13
2020-05-11,"MA","60-69",502,6
2020-05-11,"MA","70-79",1164,33
2020-05-11,"MA","80+",3193,76
2020-05-12,"MA","0-19",0,0
2020-05-12,"MA","20-29",5,1
2020-05-12,"MA","30-39",16,0
2020-05-12,"MA","40-49",46,0
2020-05-12,"MA","50-59",184,1
2020-05-12,"MA","60-69",504,2
2020-05-12,"MA","70-79",1171,7
2020-05-12,"MA","80+",3215,22
2020-05-13,"MA","0-19",0,0
2020-05-13,"MA","20-29",6,1
2020-05-13,"MA","30-39",17,1
2020-05-13,"MA","40-49",48,2
2020-05-13,"MA","50-59",188,4
2020-05-13,"MA","60-69",523,19
2020-05-13,"MA","70-79",1214,43
2020-05-13,"MA","80+",3318,103
2020-05-14,"MA","0-19",0,0
2020-05-14,"MA","20-29",7,1
2020-05-14,"MA","30-39",17,0
2020-05-14,"MA","40-49",50,2
2020-05-14,"MA","50-59",192,4
2020-05-14,"MA","60-69",543,20
2020-05-14,"MA","70-79",1245,31
2020-05-14,"MA","80+",3427,109
2020-05-15,"MA","0-19",0,0
2020-05-15,"MA","20-29",7,0
2020-05-15,"MA","30-39",16,0
2020-05-15,"MA","40-49",50,0
2020-05-15,"MA","50-59",196,4
2020-05-15,"MA","60-69",552,9
2020-05-15,"MA","70-79",1266,21
2020-05-15,"MA","80+",3505,78
2020-05-16,"MA","0-19",0,0
2020-05-16,"MA","20-29",7,0
2020-05-16,"MA","30-39",17,1
2020-05-16,"MA","40-49",50,0
2020-05-16,"MA","50-59",203,7
2020-05-16,"MA","60-69",560,8
2020-05-16,"MA","70-79",1291,25
2020-05-16,"MA","80+",3577,72
2020-05-17,"MA","0-19",0,0
2020-05-17,"MA","20-29",7,0
2020-05-17,"MA","30-39",17,0
2020-05-17,"MA","40-49",51,1
2020-05-17,"MA","50-59",207,4
2020-05-17,"MA","60-69",571,11
2020-05-17,"MA","70-79",1314,23
2020-05-17,"MA","80+",3630,53
2020-05-18,"MA","0-19",0,0
2020-05-18,"MA","20-29",7,0
2020-05-18,"MA","30-39",18,1
2020-05-18,"MA","40-49",51,0
2020-05-18,"MA","50-59",211,4
2020-05-18,"MA","60-69",578,7
2020-05-18,"MA","70-79",1325,11
2020-05-18,"MA","80+",3672,42
2020-05-19,"MA","0-19",0,0
2020-05-19,"MA","20-29",7,0
2020-05-19,"MA","30-39",18,0
2020-05-19,"MA","40-49",51,0
2020-05-19,"MA","50-59",213,2
2020-05-19,"MA","60-69",591,13
2020-05-19,"MA","70-79",1340,15
2020-05-19,"MA","80+",3718,46
2020-05-20,"MA","0-19",0,0
2020-05-20,"MA","20-29",8,1
2020-05-20,"MA","30-39",18,0
2020-05-20,"MA","40-49",52,1
2020-05-20,"MA","50-59",215,2
2020-05-20,"MA","60-69",607,16
2020-05-20,"MA","70-79",1370,30
2020-05-20,"MA","80+",3796,78
2020-05-21,"MA","0-19",0,0
2020-05-21,"MA","20-29",8,0
2020-05-21,"MA","30-39",18,0
2020-05-21,"MA","40-49",54,2
2020-05-21,"MA","50-59",220,5
2020-05-21,"MA","60-69",616,9
2020-05-21,"MA","70-79",1380,10
2020-05-21,"MA","80+",3852,56
2020-05-22,"MA","0-19",0,0
2020-05-22,"MA","20-29",8,0
2020-05-22,"MA","30-39",18,0
2020-05-22,"MA","40-49",57,3
2020-05-22,"MA","50-59",226,6
2020-05-22,"MA","60-69",625,9
2020-05-22,"MA","70-79",1398,18
2020-05-22,"MA","80+",3896,44
2020-05-23,"MA","0-19",0,0
2020-05-23,"MA","20-29",8,0
2020-05-23,"MA","30-39",18,0
2020-05-23,"MA","40-49",58,0
2020-05-23,"MA","50-59",228,2
2020-05-23,"MA","60-69",629,4
2020-05-23,"MA","70-79",1415,17
2020-05-23,"MA","80+",3948,52
2020-05-24,"MA","0-19",0,0
2020-05-24,"MA","20-29",8,0
2020-05-24,"MA","30-39",19,1
2020-05-24,"MA","40-49",57,0
2020-05-24,"MA","50-59",230,2
2020-05-24,"MA","60-69",642,13
2020-05-24,"MA","70-79",1430,15
2020-05-24,"MA","80+",3986,38
2020-05-25,"MA","0-19",0,0
2020-05-25,"MA","20-29",8,0
2020-05-25,"MA","30-39",19,0
2020-05-25,"MA","40-49",57,0
2020-05-25,"MA","50-59",231,1
2020-05-25,"MA","60-69",646,4
2020-05-25,"MA","70-79",1440,10
2020-05-25,"MA","80+",4015,29
2020-05-26,"MA","0-19",0,0
2020-05-26,"MA","20-29",8,0
2020-05-26,"MA","30-39",19,0
2020-05-26,"MA","40-49",60,3
2020-05-26,"MA","50-59",232,1
2020-05-26,"MA","60-69",653,7
2020-05-26,"MA","70-79",1447,7
2020-05-26,"MA","80+",4054,39
2020-05-27,"MA","0-19",0,0
2020-05-27,"MA","20-29",8,0
2020-05-27,"MA","30-39",20,1
2020-05-27,"MA","40-49",60,0
2020-05-27,"MA","50-59",234,1
2020-05-27,"MA","60-69",661,8
2020-05-27,"MA","70-79",1463,16
2020-05-27,"MA","80+",4101,47
2020-05-28,"MA","0-19",0,0
2020-05-28,"MA","20-29",8,0
2020-05-28,"MA","30-39",20,0
2020-05-28,"MA","40-49",61,1
2020-05-28,"MA","50-59",233,0
2020-05-28,"MA","60-69",675,14
2020-05-28,"MA","70-79",1482,19
2020-05-28,"MA","80+",4161,60
2020-05-29,"MA","0-19",0,0
2020-05-29,"MA","20-29",9,1
2020-05-29,"MA","30-39",20,0
2020-05-29,"MA","40-49",61,0
2020-05-29,"MA","50-59",238,5
2020-05-29,"MA","60-69",686,11
2020-05-29,"MA","70-79",1497,15
2020-05-29,"MA","80+",4207,46
2020-05-30,"MA","0-19",0,0
2020-05-30,"MA","20-29",9,0
2020-05-30,"MA","30-39",20,0
2020-05-30,"MA","40-49",61,0
2020-05-30,"MA","50-59",239,1
2020-05-30,"MA","60-69",691,5
2020-05-30,"MA","70-79",1510,13
2020-05-30,"MA","80+",4238,31
2020-05-31,"MA","0-19",0,0
2020-05-31,"MA","20-29",9,0
2020-05-31,"MA","30-39",21,1
2020-05-31,"MA","40-49",65,4
2020-05-31,"MA","50-59",240,1
