"age","cum.deaths","daily.deaths","code","date"
"0-4",0,NA,"FL",2020-03-27
"5-14",0,NA,"FL",2020-03-27
"15-24",0,NA,"FL",2020-03-27
"25-34",0,NA,"FL",2020-03-27
"35-44",2,NA,"FL",2020-03-27
"45-54",1,NA,"FL",2020-03-27
"55-64",1,NA,"FL",2020-03-27
"65-74",14,NA,"FL",2020-03-27
"75-84",18,NA,"FL",2020-03-27
"85+",10,NA,"FL",2020-03-27
"0-4",0,0,"FL",2020-03-28
"5-14",0,0,"FL",2020-03-28
"15-24",0,0,"FL",2020-03-28
"25-34",0,0,"FL",2020-03-28
"35-44",2,0,"FL",2020-03-28
"45-54",2,1,"FL",2020-03-28
"55-64",2,1,"FL",2020-03-28
"65-74",17,3,"FL",2020-03-28
"75-84",22,4,"FL",2020-03-28
"85+",11,1,"FL",2020-03-28
"0-4",0,0,"FL",2020-03-29
"5-14",0,0,"FL",2020-03-29
"15-24",0,0,"FL",2020-03-29
"25-34",0,0,"FL",2020-03-29
"35-44",2,0,"FL",2020-03-29
"45-54",2,0,"FL",2020-03-29
"55-64",4,2,"FL",2020-03-29
"65-74",17,0,"FL",2020-03-29
"75-84",24,2,"FL",2020-03-29
"85+",11,0,"FL",2020-03-29
"0-4",0,0,"FL",2020-03-30
"5-14",0,0,"FL",2020-03-30
"15-24",0,0,"FL",2020-03-30
"25-34",0,0,"FL",2020-03-30
"35-44",2,0,"FL",2020-03-30
"45-54",2,0,"FL",2020-03-30
"55-64",5,1,"FL",2020-03-30
"65-74",19,2,"FL",2020-03-30
"75-84",29,5,"FL",2020-03-30
"85+",14,3,"FL",2020-03-30
"0-4",0,0,"FL",2020-03-31
"5-14",0,0,"FL",2020-03-31
"15-24",0,0,"FL",2020-03-31
"25-34",1,1,"FL",2020-03-31
"35-44",2,0,"FL",2020-03-31
"45-54",3,1,"FL",2020-03-31
"55-64",8,3,"FL",2020-03-31
"65-74",22,3,"FL",2020-03-31
"75-84",30,1,"FL",2020-03-31
"85+",19,5,"FL",2020-03-31
"0-4",0,0,"FL",2020-04-01
"5-14",0,0,"FL",2020-04-01
"15-24",0,0,"FL",2020-04-01
"25-34",1,0,"FL",2020-04-01
"35-44",2,0,"FL",2020-04-01
"45-54",3,0,"FL",2020-04-01
"55-64",8,0,"FL",2020-04-01
"65-74",22,0,"FL",2020-04-01
"75-84",31,1,"FL",2020-04-01
"85+",20,1,"FL",2020-04-01
"0-4",0,0,"FL",2020-04-02
