Data as of,Start Date,End Date,State,Sex,Age group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Pneumonia and COVID-19 Deaths,Influenza Deaths,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,25-34 years,29,1582,39,11,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,30-49 years,170,4576,197,78,11,300,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,35-44 years,76,2161,92,37,,137,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,45-54 years,206,3670,267,105,,377,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,50-64 years,687,10032,921,375,36,1267,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,55-64 years,554,7926,737,303,29,1015,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,65-74 years,1097,11023,1316,600,37,1850,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,75-84 years,1342,11533,1557,731,20,2187,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Male,85 years and over,886,8081,1037,458,13,1476,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,All Ages,3450,42355,4124,1641,119,6049,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,Under 1 year,0,219,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,0-17 years,,372,10,0,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,1-4 years,,47,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,5-14 years,,54,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,15-24 years,,313,10,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,18-29 years,11,569,15,,,26,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,25-34 years,14,732,21,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,30-49 years,111,2597,165,59,19,236,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,35-44 years,45,1235,72,23,,103,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,45-54 years,139,2326,205,80,12,276,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,50-64 years,462,6668,683,277,21,888,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,55-64 years,380,5280,557,230,16,722,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,65-74 years,722,8284,940,352,25,1334,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,75-84 years,1013,10523,1159,473,30,1728,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Female,85 years and over,1126,13342,1152,478,19,1819,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Tennessee,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,All Sexes,All Ages,30087,249475,29590,16087,564,44130,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,All Ages,17405,133781,16749,9434,280,24990,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,Under 1 year,,1089,,,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,0-17 years,18,2062,30,,,52,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,1-4 years,,218,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,5-14 years,,347,12,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,15-24 years,39,2491,55,12,0,82,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,18-29 years,108,4027,127,45,,193,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,25-34 years,203,4081,186,98,,299,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Male,30-49 years,1330,12147,1022,631,29,1749,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,35-44 years,566,5614,467,276,10,767,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,45-54 years,1507,10548,1170,755,30,1951,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,50-64 years,3920,28345,3474,2069,80,5403,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,55-64 years,3048,22193,2748,1604,64,4254,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,65-74 years,4546,30727,4467,2615,61,6457,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,75-84 years,4510,31446,4533,2525,67,6581,
01/27/2021,01/01/2020,01/23/2021,Texas,Male,85 years and over,2973,25027,3096,1547,34,4555,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,All Ages,12681,115688,12840,6652,284,19139,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,Under 1 year,,860,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,0-17 years,13,1434,22,,,36,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,1-4 years,,171,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,5-14 years,,238,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,15-24 years,27,843,29,11,,50,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,18-29 years,65,1436,67,34,,106,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,25-34 years,106,1696,98,49,,163,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Female,30-49 years,662,6495,660,344,31,1008,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,35-44 years,308,3037,306,152,17,478,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,45-54 years,761,6129,761,412,32,1142,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,50-64 years,2194,17425,2279,1235,71,3308,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,55-64 years,1725,13816,1815,991,49,2597,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,65-74 years,2880,22193,2952,1630,62,4261,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,75-84 years,3255,28524,3375,1765,57,4915,
01/27/2021,01/01/2020,01/23/2021,Texas,Female,85 years and over,3612,38181,3485,1640,50,5505,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,All Ages,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,50-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,55-64 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,75-84 years,,,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Texas,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,All Sexes,All Ages,1534,22471,1655,649,54,2594,
01/27/2021,01/01/2020,01/23/2021,Utah,Male,All Ages,925,11873,965,426,36,1500,
01/27/2021,01/01/2020,01/23/2021,Utah,Male,Under 1 year,0,141,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,0-17 years,0,247,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,1-4 years,0,20,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Male,5-14 years,0,40,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,15-24 years,,245,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,18-29 years,,375,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,25-34 years,10,408,10,,,18,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,30-49 years,57,1142,56,26,,96,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,35-44 years,27,562,28,12,,49,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,45-54 years,59,778,54,29,,89,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,50-64 years,148,1959,165,76,11,248,
01/27/2021,01/01/2020,01/23/2021,Utah,Male,55-64 years,112,1529,130,59,,191,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,65-74 years,226,2393,240,120,,350,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,75-84 years,270,2861,280,131,,425,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Male,85 years and over,217,2896,212,71,,362,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,All Ages,609,10598,690,223,18,1094,
01/27/2021,01/01/2020,01/23/2021,Utah,Female,Under 1 year,0,122,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,0-17 years,0,188,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,1-4 years,0,13,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,5-14 years,0,32,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,15-24 years,,96,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,18-29 years,,164,10,,,13,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,25-34 years,,219,11,,,17,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,30-49 years,33,675,39,13,,60,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,35-44 years,16,338,22,,0,29,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,45-54 years,27,472,31,,,53,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,50-64 years,70,1286,107,32,,147,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,55-64 years,54,1021,89,28,,116,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,65-74 years,128,1720,149,62,,219,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,75-84 years,158,2704,185,60,,287,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Female,85 years and over,218,3861,198,55,,365,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Utah,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,All Sexes,All Ages,119,6114,288,25,18,400,
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,All Ages,59,3181,158,16,10,211,
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,Under 1 year,0,,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,0-17 years,0,20,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,1-4 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,15-24 years,0,31,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,18-29 years,0,54,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,25-34 years,0,79,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,30-49 years,,223,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,35-44 years,,104,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,45-54 years,,185,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,50-64 years,,569,17,,,21,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,55-64 years,,454,12,,,15,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,65-74 years,12,682,32,,,45,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,75-84 years,23,799,50,,,71,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Male,85 years and over,17,834,56,,,69,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,All Ages,60,2933,130,,,189,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,Under 1 year,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,5-14 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,15-24 years,0,13,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,18-29 years,0,28,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,25-34 years,0,31,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,30-49 years,,121,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,35-44 years,,65,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,45-54 years,,99,,,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,50-64 years,0,316,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,55-64 years,0,257,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,65-74 years,,459,19,,,27,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,75-84 years,18,706,34,,,51,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Female,85 years and over,32,1294,68,,,99,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,All Ages,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,Under 1 year,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,0-17 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,1-4 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,5-14 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,15-24 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,18-29 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,25-34 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,30-49 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,35-44 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,45-54 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,50-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,55-64 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,65-74 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,75-84 years,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Vermont,Unknown,85 years and over,0,0,0,0,0,0,
01/27/2021,01/01/2020,01/23/2021,Virginia,All Sexes,All Ages,5989,80670,5387,2243,153,9278,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,All Ages,3087,41423,2906,1284,84,4788,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,Under 1 year,,269,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,0-17 years,,475,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,1-4 years,0,46,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,5-14 years,0,77,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,15-24 years,,645,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,18-29 years,,1095,16,,,22,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,25-34 years,15,1187,24,,,35,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,30-49 years,108,3288,107,49,,172,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,35-44 years,41,1580,44,16,,74,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,45-54 years,142,2708,132,66,,214,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,50-64 years,496,8058,488,228,20,776,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,55-64 years,409,6404,406,191,15,639,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,65-74 years,709,9089,696,323,23,1103,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,75-84 years,907,10285,874,390,15,1405,
01/27/2021,01/01/2020,01/23/2021,Virginia,Male,85 years and over,859,9133,722,291,16,1304,
01/27/2021,01/01/2020,01/23/2021,Virginia,Female,All Ages,2901,39243,2480,958,69,4489,
01/27/2021,01/01/2020,01/23/2021,Virginia,Female,Under 1 year,0,244,0,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Female,0-17 years,0,376,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
01/27/2021,01/01/2020,01/23/2021,Virginia,Female,1-4 years,0,40,,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
