"date","age","cum.deaths","daily.deaths","code"
2020-05-13,"80+",148,NA,"IA"
2020-05-13,"20-39",7,NA,"IA"
2020-05-13,"40-59",33,NA,"IA"
2020-05-13,"60-79",129,NA,"IA"
2020-05-14,"80+",158,10,"IA"
2020-05-14,"20-39",7,0,"IA"
2020-05-14,"40-59",34,1,"IA"
2020-05-14,"60-79",136,7,"IA"
2020-05-15,"80+",161,3,"IA"
2020-05-15,"20-39",7,0,"IA"
2020-05-15,"40-59",35,1,"IA"
2020-05-15,"60-79",142,6,"IA"
2020-05-16,"80+",163,2,"IA"
2020-05-16,"20-39",7,0,"IA"
2020-05-16,"40-59",35,0,"IA"
2020-05-16,"60-79",145,3,"IA"
2020-05-17,"80+",164,1,"IA"
2020-05-17,"20-39",7,0,"IA"
2020-05-17,"40-59",35,0,"IA"
2020-05-17,"60-79",148,3,"IA"
2020-05-18,"80+",170,6,"IA"
2020-05-18,"20-39",7,0,"IA"
2020-05-18,"40-59",37,2,"IA"
2020-05-18,"60-79",152,4,"IA"
2020-05-19,"80+",175,5,"IA"
2020-05-19,"20-39",7,0,"IA"
2020-05-19,"40-59",39,2,"IA"
2020-05-19,"60-79",156,4,"IA"
2020-05-20,"80+",175,0,"IA"
2020-05-20,"20-39",7,0,"IA"
2020-05-20,"40-59",39,0,"IA"
2020-05-20,"60-79",162,6,"IA"
2020-05-21,"80+",191,16,"IA"
2020-05-21,"20-39",7,0,"IA"
2020-05-21,"40-59",43,4,"IA"
2020-05-21,"60-79",172,10,"IA"
2020-05-22,"80+",201,10,"IA"
2020-05-22,"20-39",8,1,"IA"
2020-05-22,"40-59",44,1,"IA"
2020-05-22,"60-79",177,5,"IA"
2020-05-23,"80+",208,7,"IA"
2020-05-23,"20-39",8,0,"IA"
2020-05-23,"40-59",45,1,"IA"
2020-05-23,"60-79",183,6,"IA"
2020-05-24,"80+",212,4,"IA"
2020-05-24,"20-39",8,0,"IA"
2020-05-24,"40-59",46,1,"IA"
2020-05-24,"60-79",187,4,"IA"
2020-05-25,"80+",215,3,"IA"
2020-05-25,"20-39",8,0,"IA"
2020-05-25,"40-59",47,1,"IA"
2020-05-25,"60-79",189,2,"IA"
2020-05-26,"80+",223,8,"IA"
2020-05-26,"20-39",9,1,"IA"
2020-05-26,"40-59",49,2,"IA"
2020-05-26,"60-79",197,8,"IA"
2020-05-27,"80+",224,1,"IA"
2020-05-27,"20-39",9,0,"IA"
2020-05-27,"40-59",55,6,"IA"
2020-05-27,"60-79",202,5,"IA"
2020-05-28,"80+",237,13,"IA"
2020-05-28,"20-39",9,0,"IA"
2020-05-28,"40-59",57,2,"IA"
2020-05-28,"60-79",203,1,"IA"
2020-05-29,"80+",245,8,"IA"
2020-05-29,"20-39",9,0,"IA"
2020-05-29,"40-59",59,2,"IA"
2020-05-29,"60-79",211,8,"IA"
2020-05-30,"80+",249,4,"IA"
