"age","cum.deaths","daily.deaths","code","date"
"0-19",0,NA,"MS",2020-04-27
"20-29",0,NA,"MS",2020-04-27
"30-39",4,NA,"MS",2020-04-27
"40-49",6,NA,"MS",2020-04-27
"50-59",15,NA,"MS",2020-04-27
"60-69",60,NA,"MS",2020-04-27
"70-79",70,NA,"MS",2020-04-27
"80-89",48,NA,"MS",2020-04-27
"90+",36,NA,"MS",2020-04-27
"0-19",0,0,"MS",2020-04-28
"20-29",0,0,"MS",2020-04-28
"30-39",4,0,"MS",2020-04-28
"40-49",6,0,"MS",2020-04-28
"50-59",15,0,"MS",2020-04-28
"60-69",64,4,"MS",2020-04-28
"70-79",73,3,"MS",2020-04-28
"80-89",52,4,"MS",2020-04-28
"90+",36,0,"MS",2020-04-28
"0-19",0,0,"MS",2020-04-29
"20-29",0,0,"MS",2020-04-29
"30-39",4,0,"MS",2020-04-29
"40-49",6,0,"MS",2020-04-29
"50-59",17,2,"MS",2020-04-29
"60-69",66,2,"MS",2020-04-29
"70-79",77,4,"MS",2020-04-29
"80-89",54,2,"MS",2020-04-29
"90+",37,1,"MS",2020-04-29
"0-19",0,0,"MS",2020-04-30
"20-29",0,0,"MS",2020-04-30
"30-39",4,0,"MS",2020-04-30
"40-49",6,0,"MS",2020-04-30
"50-59",20,3,"MS",2020-04-30
"60-69",69,3,"MS",2020-04-30
"70-79",84,7,"MS",2020-04-30
"80-89",60,6,"MS",2020-04-30
"90+",38,1,"MS",2020-04-30
"0-19",0,0,"MS",2020-05-01
"20-29",0,0,"MS",2020-05-01
"30-39",4,0,"MS",2020-05-01
"40-49",7,1,"MS",2020-05-01
"50-59",20,0,"MS",2020-05-01
"60-69",70,1,"MS",2020-05-01
"70-79",88,4,"MS",2020-05-01
"80-89",63,3,"MS",2020-05-01
"90+",39,1,"MS",2020-05-01
"0-19",0,0,"MS",2020-05-02
"20-29",0,0,"MS",2020-05-02
"30-39",4,0,"MS",2020-05-02
"40-49",9,2,"MS",2020-05-02
"50-59",21,1,"MS",2020-05-02
"60-69",73,3,"MS",2020-05-02
"70-79",90,2,"MS",2020-05-02
"80-89",65,2,"MS",2020-05-02
"90+",41,2,"MS",2020-05-02
"0-19",0,0,"MS",2020-05-03
"20-29",0,0,"MS",2020-05-03
"30-39",5,1,"MS",2020-05-03
"40-49",9,0,"MS",2020-05-03
"50-59",21,0,"MS",2020-05-03
"60-69",73,0,"MS",2020-05-03
"70-79",93,3,"MS",2020-05-03
"80-89",67,2,"MS",2020-05-03
"90+",42,1,"MS",2020-05-03
"0-19",0,0,"MS",2020-05-04
"20-29",1,1,"MS",2020-05-04
"30-39",7,2,"MS",2020-05-04
"40-49",11,2,"MS",2020-05-04
"50-59",24,3,"MS",2020-05-04
"60-69",79,6,"MS",2020-05-04
"70-79",101,8,"MS",2020-05-04
"80-89",73,6,"MS",2020-05-04
"90+",46,4,"MS",2020-05-04
"0-19",0,0,"MS",2020-05-05
"20-29",1,0,"MS",2020-05-05
"30-39",7,0,"MS",2020-05-05
"40-49",13,2,"MS",2020-05-05
"50-59",25,1,"MS",2020-05-05
"60-69",84,5,"MS",2020-05-05
"70-79",106,5,"MS",2020-05-05
"80-89",84,11,"MS",2020-05-05
"90+",54,8,"MS",2020-05-05
"0-19",0,0,"MS",2020-05-06
"20-29",1,0,"MS",2020-05-06
"30-39",7,0,"MS",2020-05-06
"40-49",13,0,"MS",2020-05-06
"50-59",27,2,"MS",2020-05-06
"60-69",89,5,"MS",2020-05-06
"70-79",117,11,"MS",2020-05-06
"80-89",88,4,"MS",2020-05-06
"90+",54,0,"MS",2020-05-06
"0-19",0,0,"MS",2020-05-07
"20-29",1,0,"MS",2020-05-07
"30-39",8,1,"MS",2020-05-07
"40-49",14,1,"MS",2020-05-07
"50-59",27,0,"MS",2020-05-07
"60-69",91,2,"MS",2020-05-07
"70-79",120,3,"MS",2020-05-07
"80-89",92,4,"MS",2020-05-07
"90+",56,2,"MS",2020-05-07
"0-19",0,0,"MS",2020-05-08
"20-29",1,0,"MS",2020-05-08
"30-39",8,0,"MS",2020-05-08
"40-49",15,1,"MS",2020-05-08
"50-59",27,0,"MS",2020-05-08
"60-69",94,3,"MS",2020-05-08
"70-79",123,3,"MS",2020-05-08
"80-89",95,3,"MS",2020-05-08
"90+",58,2,"MS",2020-05-08
"0-19",0,0,"MS",2020-05-09
"20-29",1,0,"MS",2020-05-09
"30-39",8,0,"MS",2020-05-09
"40-49",15,0,"MS",2020-05-09
"50-59",27,0,"MS",2020-05-09
"60-69",97,3,"MS",2020-05-09
"70-79",124,1,"MS",2020-05-09
"80-89",97,2,"MS",2020-05-09
"90+",61,3,"MS",2020-05-09
"0-19",0,0,"MS",2020-05-10
"20-29",1,0,"MS",2020-05-10
