Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
04/21/2020,Alleghany,50-59,20,3,0
04/21/2020,Alleghany,60-69,16,4,0
04/21/2020,Alleghany,70-79,4,2,1
04/21/2020,Alleghany,80+,6,3,2
04/21/2020,Arlington,0-9,1,0,0
04/21/2020,Arlington,10-19,4,1,0
04/21/2020,Arlington,20-29,90,7,0
04/21/2020,Arlington,30-39,104,13,0
04/21/2020,Arlington,40-49,80,10,1
04/21/2020,Arlington,50-59,118,22,1
04/21/2020,Arlington,60-69,96,20,2
04/21/2020,Arlington,70-79,58,19,6
04/21/2020,Arlington,80+,74,22,13
04/21/2020,Central Shenandoah,0-9,2,0,0
04/21/2020,Central Shenandoah,10-19,7,0,0
04/21/2020,Central Shenandoah,20-29,49,0,0
04/21/2020,Central Shenandoah,30-39,60,1,0
04/21/2020,Central Shenandoah,40-49,68,0,0
04/21/2020,Central Shenandoah,50-59,98,8,0
04/21/2020,Central Shenandoah,60-69,66,7,1
04/21/2020,Central Shenandoah,70-79,36,3,0
04/21/2020,Central Shenandoah,80+,59,4,0
04/21/2020,Central Virginia,0-9,1,0,0
04/21/2020,Central Virginia,10-19,2,0,0
04/21/2020,Central Virginia,20-29,16,1,0
04/21/2020,Central Virginia,30-39,12,1,0
04/21/2020,Central Virginia,40-49,12,0,0
04/21/2020,Central Virginia,50-59,17,0,0
04/21/2020,Central Virginia,60-69,16,1,1
04/21/2020,Central Virginia,70-79,9,2,0
04/21/2020,Central Virginia,80+,4,2,1
04/21/2020,Chesapeake,0-9,1,1,0
04/21/2020,Chesapeake,10-19,3,0,0
04/21/2020,Chesapeake,20-29,13,0,0
04/21/2020,Chesapeake,30-39,28,1,0
04/21/2020,Chesapeake,40-49,30,6,0
04/21/2020,Chesapeake,50-59,45,9,1
04/21/2020,Chesapeake,60-69,30,9,2
04/21/2020,Chesapeake,70-79,15,8,0
04/21/2020,Chesapeake,80+,11,5,2
04/21/2020,Chesterfield,0-9,1,0,0
04/21/2020,Chesterfield,10-19,26,0,0
04/21/2020,Chesterfield,20-29,38,1,0
04/21/2020,Chesterfield,30-39,57,1,0
04/21/2020,Chesterfield,40-49,64,4,2
04/21/2020,Chesterfield,50-59,66,6,0
04/21/2020,Chesterfield,60-69,54,8,4
04/21/2020,Chesterfield,70-79,35,4,0
04/21/2020,Chesterfield,80+,49,5,3
04/21/2020,Chickahominy,0-9,1,0,0
04/21/2020,Chickahominy,10-19,2,0,0
04/21/2020,Chickahominy,20-29,14,0,0
04/21/2020,Chickahominy,30-39,18,0,0
04/21/2020,Chickahominy,40-49,37,3,1
04/21/2020,Chickahominy,50-59,39,5,0
04/21/2020,Chickahominy,60-69,30,9,3
04/21/2020,Chickahominy,70-79,17,5,2
04/21/2020,Chickahominy,80+,28,13,6
04/21/2020,Crater,10-19,1,0,0
04/21/2020,Crater,20-29,12,0,0
04/21/2020,Crater,30-39,23,0,0
04/21/2020,Crater,40-49,22,4,0
04/21/2020,Crater,50-59,32,7,0
04/21/2020,Crater,60-69,30,7,5
04/21/2020,Crater,70-79,14,6,4
04/21/2020,Crater,80+,4,1,0
04/21/2020,Cumberland Plateau,10-19,8,0,0
04/21/2020,Cumberland Plateau,30-39,4,0,0
04/21/2020,Cumberland Plateau,40-49,4,0,0
04/21/2020,Cumberland Plateau,60-69,1,1,0
04/21/2020,Cumberland Plateau,70-79,1,0,0
04/21/2020,Eastern Shore,10-19,1,0,0
04/21/2020,Eastern Shore,20-29,8,0,0
04/21/2020,Eastern Shore,30-39,7,2,0
04/21/2020,Eastern Shore,40-49,14,3,0
04/21/2020,Eastern Shore,50-59,13,2,0
04/21/2020,Eastern Shore,60-69,11,4,0
04/21/2020,Eastern Shore,70-79,3,3,1
04/21/2020,Eastern Shore,80+,2,2,0
04/21/2020,Fairfax,0-9,15,2,0
04/21/2020,Fairfax,10-19,42,1,0
04/21/2020,Fairfax,20-29,273,19,0
04/21/2020,Fairfax,30-39,346,32,1
04/21/2020,Fairfax,40-49,412,54,0
04/21/2020,Fairfax,50-59,397,80,4
04/21/2020,Fairfax,60-69,299,84,10
04/21/2020,Fairfax,70-79,156,54,12
04/21/2020,Fairfax,80+,183,57,39
04/21/2020,Hampton,10-19,4,0,0
04/21/2020,Hampton,20-29,16,1,0
04/21/2020,Hampton,30-39,14,1,0
04/21/2020,Hampton,40-49,8,2,0
04/21/2020,Hampton,50-59,21,7,0
04/21/2020,Hampton,60-69,19,8,1
04/21/2020,Hampton,70-79,7,5,0
04/21/2020,Hampton,80+,3,2,0
04/21/2020,Henrico,0-9,10,0,0
04/21/2020,Henrico,10-19,3,0,0
04/21/2020,Henrico,20-29,42,3,0
04/21/2020,Henrico,30-39,53,3,0
04/21/2020,Henrico,40-49,71,8,0
04/21/2020,Henrico,50-59,91,11,2
04/21/2020,Henrico,60-69,104,11,11
04/21/2020,Henrico,70-79,104,22,25
04/21/2020,Henrico,80+,142,32,38
04/21/2020,Henrico,Missing,1,0,1
04/21/2020,Lenowisco,0-9,2,0,0
04/21/2020,Lenowisco,10-19,1,0,0
04/21/2020,Lenowisco,20-29,5,0,0
04/21/2020,Lenowisco,30-39,3,1,1
04/21/2020,Lenowisco,40-49,2,1,0
04/21/2020,Lenowisco,50-59,10,2,0
04/21/2020,Lenowisco,60-69,6,4,1
04/21/2020,Lenowisco,70-79,3,2,0
04/21/2020,Lord Fairfax,10-19,10,0,0
04/21/2020,Lord Fairfax,20-29,24,0,0
04/21/2020,Lord Fairfax,30-39,36,4,0
04/21/2020,Lord Fairfax,40-49,32,1,0
04/21/2020,Lord Fairfax,50-59,47,3,0
04/21/2020,Lord Fairfax,60-69,39,7,0
04/21/2020,Lord Fairfax,70-79,10,4,0
04/21/2020,Lord Fairfax,80+,3,2,0
04/21/2020,Loudoun,0-9,7,0,0
04/21/2020,Loudoun,10-19,13,0,0
04/21/2020,Loudoun,20-29,45,1,0
04/21/2020,Loudoun,30-39,67,3,0
04/21/2020,Loudoun,40-49,103,11,0
04/21/2020,Loudoun,50-59,120,12,0
04/21/2020,Loudoun,60-69,48,12,0
04/21/2020,Loudoun,70-79,24,9,1
04/21/2020,Loudoun,80+,41,11,7
04/21/2020,Mount Rogers,0-9,1,0,0
04/21/2020,Mount Rogers,10-19,2,0,0
04/21/2020,Mount Rogers,20-29,5,0,0
04/21/2020,Mount Rogers,30-39,13,3,0
04/21/2020,Mount Rogers,40-49,9,0,0
04/21/2020,Mount Rogers,50-59,8,1,0
04/21/2020,Mount Rogers,60-69,7,1,0
04/21/2020,Mount Rogers,70-79,8,6,1
04/21/2020,Mount Rogers,80+,4,4,3
04/21/2020,New River,0-9,2,0,0
04/21/2020,New River,10-19,3,0,0
04/21/2020,New River,20-29,14,0,0
04/21/2020,New River,30-39,4,0,0
04/21/2020,New River,40-49,6,0,0
04/21/2020,New River,50-59,14,2,0
04/21/2020,New River,60-69,11,2,0
04/21/2020,New River,70-79,5,3,0
04/21/2020,New River,80+,3,1,0
04/21/2020,Norfolk,0-9,1,0,0
04/21/2020,Norfolk,10-19,2,0,0
04/21/2020,Norfolk,20-29,18,0,0
04/21/2020,Norfolk,30-39,22,2,0
04/21/2020,Norfolk,40-49,26,4,0
04/21/2020,Norfolk,50-59,18,4,0
04/21/2020,Norfolk,60-69,18,10,1
04/21/2020,Norfolk,70-79,7,5,0
04/21/2020,Norfolk,80+,6,3,2
04/21/2020,Peninsula,0-9,3,0,0
04/21/2020,Peninsula,10-19,1,1,0
04/21/2020,Peninsula,20-29,27,1,0
04/21/2020,Peninsula,30-39,29,4,0
04/21/2020,Peninsula,40-49,35,2,0
04/21/2020,Peninsula,50-59,51,14,1
04/21/2020,Peninsula,60-69,76,23,2
04/21/2020,Peninsula,70-79,64,33,10
04/21/2020,Peninsula,80+,25,18,7
04/21/2020,Piedmont,10-19,2,0,0
04/21/2020,Piedmont,20-29,14,0,0
04/21/2020,Piedmont,30-39,9,0,0
04/21/2020,Piedmont,40-49,15,0,0
04/21/2020,Piedmont,50-59,16,5,0
04/21/2020,Piedmont,60-69,20,5,0
04/21/2020,Piedmont,70-79,11,6,2
04/21/2020,Piedmont,80+,3,0,1
04/21/2020,Pittsylvania-Danville,20-29,3,0,0
04/21/2020,Pittsylvania-Danville,30-39,4,0,0
04/21/2020,Pittsylvania-Danville,40-49,5,3,0
04/21/2020,Pittsylvania-Danville,50-59,6,3,0
04/21/2020,Pittsylvania-Danville,60-69,6,3,1
04/21/2020,Pittsylvania-Danville,70-79,9,6,0
04/21/2020,Pittsylvania-Danville,80+,3,2,1
04/21/2020,Portsmouth,20-29,9,2,0
04/21/2020,Portsmouth,30-39,13,3,0
04/21/2020,Portsmouth,40-49,12,3,0
04/21/2020,Portsmouth,50-59,15,7,1
04/21/2020,Portsmouth,60-69,15,7,2
04/21/2020,Portsmouth,70-79,7,4,0
04/21/2020,Portsmouth,80+,11,2,1
04/21/2020,Prince William,0-9,22,0,0
04/21/2020,Prince William,10-19,20,1,0
04/21/2020,Prince William,20-29,130,8,0
04/21/2020,Prince William,30-39,204,14,1
04/21/2020,Prince William,40-49,222,28,2
04/21/2020,Prince William,50-59,209,24,4
04/21/2020,Prince William,60-69,126,19,5
04/21/2020,Prince William,70-79,52,14,4
04/21/2020,Prince William,80+,23,5,1
04/21/2020,Rappahannock,0-9,5,1,0
04/21/2020,Rappahannock,10-19,4,0,0
04/21/2020,Rappahannock,20-29,38,4,0
04/21/2020,Rappahannock,30-39,49,4,0
04/21/2020,Rappahannock,40-49,64,11,0
04/21/2020,Rappahannock,50-59,62,15,1
04/21/2020,Rappahannock,60-69,47,20,1
04/21/2020,Rappahannock,70-79,18,11,2
04/21/2020,Rappahannock,80+,9,6,2
04/21/2020,Rappahannock Rapidan,0-9,2,0,0
04/21/2020,Rappahannock Rapidan,10-19,9,0,0
04/21/2020,Rappahannock Rapidan,20-29,25,0,0
04/21/2020,Rappahannock Rapidan,30-39,33,5,0
04/21/2020,Rappahannock Rapidan,40-49,36,1,0
04/21/2020,Rappahannock Rapidan,50-59,18,3,0
04/21/2020,Rappahannock Rapidan,60-69,13,2,0
04/21/2020,Rappahannock Rapidan,70-79,5,1,0
04/21/2020,Rappahannock Rapidan,80+,7,6,2
04/21/2020,Richmond,10-19,1,0,0
04/21/2020,Richmond,20-29,39,2,0
04/21/2020,Richmond,30-39,30,2,0
04/21/2020,Richmond,40-49,37,1,0
04/21/2020,Richmond,50-59,40,10,0
04/21/2020,Richmond,60-69,57,10,3
04/21/2020,Richmond,70-79,24,7,4
04/21/2020,Richmond,80+,18,7,3
04/21/2020,Roanoke,20-29,3,0,0
04/21/2020,Roanoke,30-39,2,0,0
04/21/2020,Roanoke,40-49,6,0,0
04/21/2020,Roanoke,50-59,7,1,0
04/21/2020,Roanoke,60-69,2,1,0
04/21/2020,Roanoke,70-79,3,1,0
04/21/2020,Roanoke,80+,2,2,0
04/21/2020,Southside,10-19,1,0,0
04/21/2020,Southside,20-29,11,2,0
04/21/2020,Southside,30-39,10,0,0
04/21/2020,Southside,40-49,12,3,0
04/21/2020,Southside,50-59,16,3,0
04/21/2020,Southside,60-69,13,5,0
04/21/2020,Southside,70-79,12,5,1
04/21/2020,Southside,80+,17,2,0
04/21/2020,Thomas Jefferson,0-9,3,1,0
04/21/2020,Thomas Jefferson,10-19,4,0,0
04/21/2020,Thomas Jefferson,20-29,25,0,0
04/21/2020,Thomas Jefferson,30-39,35,2,0
04/21/2020,Thomas Jefferson,40-49,25,3,0
04/21/2020,Thomas Jefferson,50-59,37,7,1
04/21/2020,Thomas Jefferson,60-69,37,11,1
04/21/2020,Thomas Jefferson,70-79,30,7,1
04/21/2020,Thomas Jefferson,80+,28,15,7
04/21/2020,Three Rivers,0-9,1,0,0
04/21/2020,Three Rivers,20-29,12,0,0
04/21/2020,Three Rivers,30-39,19,1,0
04/21/2020,Three Rivers,40-49,31,2,1
04/21/2020,Three Rivers,50-59,15,1,0
04/21/2020,Three Rivers,60-69,14,4,0
04/21/2020,Three Rivers,70-79,4,1,0
04/21/2020,Three Rivers,80+,6,1,0
04/21/2020,Virginia Beach,0-9,1,0,0
04/21/2020,Virginia Beach,10-19,4,0,0
04/21/2020,Virginia Beach,20-29,32,1,0
04/21/2020,Virginia Beach,30-39,45,3,0
04/21/2020,Virginia Beach,40-49,43,9,0
04/21/2020,Virginia Beach,50-59,50,8,0
04/21/2020,Virginia Beach,60-69,55,11,1
04/21/2020,Virginia Beach,70-79,35,17,4
04/21/2020,Virginia Beach,80+,23,11,3
04/21/2020,West Piedmont,40-49,5,0,0
04/21/2020,West Piedmont,50-59,5,0,0
04/21/2020,West Piedmont,60-69,10,1,0
04/21/2020,West Piedmont,70-79,4,2,1
04/21/2020,West Piedmont,80+,3,1,0
04/21/2020,Western Tidewater,0-9,2,0,0
04/21/2020,Western Tidewater,10-19,1,0,0
04/21/2020,Western Tidewater,20-29,22,0,0
04/21/2020,Western Tidewater,30-39,22,1,0
04/21/2020,Western Tidewater,40-49,25,3,0
04/21/2020,Western Tidewater,50-59,29,3,0
04/21/2020,Western Tidewater,60-69,39,7,1
04/21/2020,Western Tidewater,70-79,28,7,1
04/21/2020,Western Tidewater,80+,61,14,2
04/22/2020,Alexandria,0-9,12,0,0
04/22/2020,Alexandria,10-19,16,0,0
04/22/2020,Alexandria,20-29,72,2,1
04/22/2020,Alexandria,30-39,108,10,0
04/22/2020,Alexandria,40-49,88,9,0
04/22/2020,Alexandria,50-59,65,12,4
04/22/2020,Alexandria,60-69,51,10,0
04/22/2020,Alexandria,70-79,34,16,6
04/22/2020,Alexandria,80+,28,6,1
04/22/2020,Alleghany,10-19,1,0,0
04/22/2020,Alleghany,20-29,9,1,0
04/22/2020,Alleghany,30-39,4,0,0
04/22/2020,Alleghany,40-49,8,0,0
04/22/2020,Alleghany,50-59,22,3,0
04/22/2020,Alleghany,60-69,17,4,0
04/22/2020,Alleghany,70-79,5,2,1
04/22/2020,Alleghany,80+,7,3,2
04/22/2020,Arlington,0-9,1,0,0
04/22/2020,Arlington,10-19,4,1,0
04/22/2020,Arlington,20-29,102,7,0
04/22/2020,Arlington,30-39,106,13,0
04/22/2020,Arlington,40-49,86,11,1
04/22/2020,Arlington,50-59,124,22,1
04/22/2020,Arlington,60-69,98,20,2
04/22/2020,Arlington,70-79,65,19,6
04/22/2020,Arlington,80+,76,23,14
04/22/2020,Arlington,Missing,1,0,0
04/22/2020,Central Shenandoah,0-9,2,0,0
04/22/2020,Central Shenandoah,10-19,9,0,0
04/22/2020,Central Shenandoah,20-29,62,0,0
04/22/2020,Central Shenandoah,30-39,71,1,0
04/22/2020,Central Shenandoah,40-49,86,2,0
04/22/2020,Central Shenandoah,50-59,113,9,0
04/22/2020,Central Shenandoah,60-69,81,10,1
04/22/2020,Central Shenandoah,70-79,41,7,4
04/22/2020,Central Shenandoah,80+,60,7,4
04/22/2020,Central Virginia,0-9,1,0,0
04/22/2020,Central Virginia,10-19,2,0,0
04/22/2020,Central Virginia,20-29,16,1,0
04/22/2020,Central Virginia,30-39,13,1,0
04/22/2020,Central Virginia,40-49,13,0,0
04/22/2020,Central Virginia,50-59,17,0,0
04/22/2020,Central Virginia,60-69,17,1,1
04/22/2020,Central Virginia,70-79,10,2,0
04/22/2020,Central Virginia,80+,4,2,1
04/22/2020,Chesapeake,0-9,1,1,0
04/22/2020,Chesapeake,10-19,3,0,0
04/22/2020,Chesapeake,20-29,14,0,0
04/22/2020,Chesapeake,30-39,27,1,0
04/22/2020,Chesapeake,40-49,34,6,0
04/22/2020,Chesapeake,50-59,46,9,1
04/22/2020,Chesapeake,60-69,29,9,2
04/22/2020,Chesapeake,70-79,15,8,0
04/22/2020,Chesapeake,80+,11,5,2
04/22/2020,Chesterfield,0-9,1,0,0
04/22/2020,Chesterfield,10-19,27,0,0
04/22/2020,Chesterfield,20-29,41,1,0
04/22/2020,Chesterfield,30-39,62,1,0
04/22/2020,Chesterfield,40-49,67,4,2
04/22/2020,Chesterfield,50-59,67,7,0
04/22/2020,Chesterfield,60-69,53,8,4
04/22/2020,Chesterfield,70-79,35,4,0
04/22/2020,Chesterfield,80+,49,5,3
04/22/2020,Chickahominy,0-9,1,0,0
04/22/2020,Chickahominy,10-19,2,0,0
04/22/2020,Chickahominy,20-29,15,0,0
04/22/2020,Chickahominy,30-39,19,0,0
04/22/2020,Chickahominy,40-49,38,3,1
04/22/2020,Chickahominy,50-59,39,6,0
04/22/2020,Chickahominy,60-69,32,8,2
04/22/2020,Chickahominy,70-79,17,5,2
04/22/2020,Chickahominy,80+,28,13,6
04/22/2020,Crater,10-19,1,0,0
04/22/2020,Crater,20-29,12,0,0
04/22/2020,Crater,30-39,23,0,0
04/22/2020,Crater,40-49,22,4,0
04/22/2020,Crater,50-59,32,7,0
04/22/2020,Crater,60-69,30,7,5
04/22/2020,Crater,70-79,15,7,4
04/22/2020,Crater,80+,4,1,0
04/22/2020,Cumberland Plateau,10-19,8,0,0
04/22/2020,Cumberland Plateau,30-39,4,0,0
04/22/2020,Cumberland Plateau,40-49,4,0,0
04/22/2020,Cumberland Plateau,60-69,1,1,0
04/22/2020,Cumberland Plateau,70-79,1,0,0
04/22/2020,Eastern Shore,10-19,2,0,0
04/22/2020,Eastern Shore,20-29,10,0,0
04/22/2020,Eastern Shore,30-39,8,2,0
04/22/2020,Eastern Shore,40-49,15,3,0
04/22/2020,Eastern Shore,50-59,15,2,0
04/22/2020,Eastern Shore,60-69,12,4,0
04/22/2020,Eastern Shore,70-79,3,3,1
04/22/2020,Eastern Shore,80+,2,2,0
04/22/2020,Fairfax,0-9,21,2,0
04/22/2020,Fairfax,10-19,45,1,0
04/22/2020,Fairfax,20-29,301,20,0
04/22/2020,Fairfax,30-39,379,35,1
04/22/2020,Fairfax,40-49,448,61,0
04/22/2020,Fairfax,50-59,422,83,4
04/22/2020,Fairfax,60-69,324,91,11
04/22/2020,Fairfax,70-79,168,56,12
04/22/2020,Fairfax,80+,198,60,40
04/22/2020,Hampton,10-19,5,0,0
04/22/2020,Hampton,20-29,15,1,0
04/22/2020,Hampton,30-39,15,1,0
04/22/2020,Hampton,40-49,10,2,0
04/22/2020,Hampton,50-59,23,7,0
04/22/2020,Hampton,60-69,19,8,1
04/22/2020,Hampton,70-79,7,5,0
04/22/2020,Hampton,80+,3,2,0
04/22/2020,Henrico,0-9,15,0,0
04/22/2020,Henrico,10-19,4,0,0
04/22/2020,Henrico,20-29,48,3,0
04/22/2020,Henrico,30-39,56,3,0
04/22/2020,Henrico,40-49,80,9,0
04/22/2020,Henrico,50-59,100,12,2
04/22/2020,Henrico,60-69,113,12,13
04/22/2020,Henrico,70-79,108,23,25
04/22/2020,Henrico,80+,159,34,42
04/22/2020,Henrico,Missing,1,0,0
04/22/2020,Lenowisco,0-9,2,0,0
04/22/2020,Lenowisco,10-19,1,0,0
04/22/2020,Lenowisco,20-29,5,0,0
04/22/2020,Lenowisco,30-39,3,1,1
04/22/2020,Lenowisco,40-49,2,1,0
04/22/2020,Lenowisco,50-59,11,3,0
04/22/2020,Lenowisco,60-69,5,3,1
04/22/2020,Lenowisco,70-79,3,2,0
04/22/2020,Lord Fairfax,0-9,1,0,0
04/22/2020,Lord Fairfax,10-19,11,0,0
04/22/2020,Lord Fairfax,20-29,29,0,0
04/22/2020,Lord Fairfax,30-39,37,4,0
04/22/2020,Lord Fairfax,40-49,34,1,0
04/22/2020,Lord Fairfax,50-59,50,3,0
04/22/2020,Lord Fairfax,60-69,41,7,0
04/22/2020,Lord Fairfax,70-79,11,4,0
04/22/2020,Lord Fairfax,80+,3,2,0
04/22/2020,Loudoun,0-9,7,0,0
04/22/2020,Loudoun,10-19,13,0,0
04/22/2020,Loudoun,20-29,48,1,0
