GEOID,GEO,NAME,DATE,POSITIVE,POS_NEW,NEGATIVE,NEG_NEW,DEATHS,DTH_NEW,TEST_NEW,HOSP_YES,HOSP_NO,HOSP_UNK,POS_FEM,POS_MALE,POS_OTH,POS_0_9,POS_10_19,POS_20_29,POS_30_39,POS_40_49,POS_50_59,POS_60_69,POS_70_79,POS_80_89,POS_90,DTHS_FEM,DTHS_MALE,DTHS_OTH,DTHS_0_9,DTHS_10_19,DTHS_20_29,DTHS_30_39,DTHS_40_49,DTHS_50_59,DTHS_60_69,DTHS_70_79,DTHS_80_89,DTHS_90,POS_AIAN,POS_ASN,POS_BLK,POS_WHT,POS_MLTOTH,POS_UNK,POS_E_HSP,POS_E_NHSP,POS_E_UNK,DTH_AIAN,DTH_ASN,DTH_BLK,DTH_WHT,DTH_MLTOTH,DTH_UNK,DTH_E_HSP,DTH_E_NHSP,DTH_E_UNK,POS_HC_Y,POS_HC_N,POS_HC_UNK,IP_Y_0_9,IP_Y_10_19,IP_Y_20_29,IP_Y_30_39,IP_Y_40_49,IP_Y_50_59,IP_Y_60_69,IP_Y_70_79,IP_Y_80_89,IP_Y_90,IP_N_0_9,IP_N_10_19,IP_N_20_29,IP_N_30_39,IP_N_40_49,IP_N_50_59,IP_N_60_69,IP_N_70_79,IP_N_80_89,IP_N_90,IP_U_0_9,IP_U_10_19,IP_U_20_29,IP_U_30_39,IP_U_40_49,IP_U_50_59,IP_U_60_69,IP_U_70_79,IP_U_80_89,IP_U_90,IC_YES,IC_Y_0_9,IC_Y_10_19,IC_Y_20_29,IC_Y_30_39,IC_Y_40_49,IC_Y_50_59,IC_Y_60_69,IC_Y_70_79,IC_Y_80_89,IC_Y_90,OBJECTID
55,State,WI,2020/04/13 19:00:00+00,3428,87,36769,853,154,10,940,993,1770,665,1828,1600,,14,41,384,479,553,671,618,390,209,69,61,93,,0,0,0,4,5,16,27,48,34,20,30,85,862,1726,77,648,371,2307,750,2,4,64,83,0,1,7,145,2,553,1628,1247,4,3,28,66,105,177,233,208,137,32,8,27,289,324,341,357,275,97,36,16,2,11,67,89,107,137,110,85,36,21,264,0,0,3,14,23,48,77,61,31,7,67783
55,State,WI,2020/04/14 19:00:00+00,3555,127,37997,1228,170,16,1355,1049,1841,665,1897,1658,,14,41,404,494,568,700,633,403,222,76,67,103,,0,0,0,4,5,16,34,51,39,21,32,88,895,1806,85,649,402,2414,739,2,4,69,93,0,2,7,160,3,568,1684,1303,4,3,34,70,111,188,242,220,144,33,8,27,303,336,356,370,284,99,39,19,2,11,67,88,101,142,107,84,39,24,283,0,0,4,15,25,50,82,65,34,8,70495
55,State,WI,2020/04/15 19:00:00+00,3721,166,39326,1329,182,12,1495,1091,1920,710,1991,1730,,15,44,424,526,595,734,656,418,231,78,72,110,,0,0,0,4,5,18,35,56,41,23,34,90,916,1881,98,702,443,2490,788,2,4,71,104,0,1,9,171,2,646,2035,1040,4,3,35,75,115,198,245,234,148,34,8,29,314,350,372,384,292,106,44,21,3,12,75,101,108,152,119,78,39,23,290,0,0,4,17,27,51,83,65,35,8,70733
55,State,WI,2020/04/16 19:00:00+00,3875,154,40974,1648,197,15,1802,1121,2010,744,2070,1805,,16,47,443,553,617,760,676,424,248,91,79,118,,0,0,0,4,6,20,38,59,44,26,34,95,965,1987,113,681,501,2612,762,2,5,76,112,0,2,10,184,3,669,2135,1071,4,3,35,76,117,202,254,243,151,36,9,32,327,365,389,407,300,110,45,26,3,12,81,112,111,151,122,71,52,29,299,0,0,4,17,28,52,87,68,35,8,72208
55,State,WI,2020/04/17 19:00:00+00,4045,170,42365,1391,205,8,1561,1153,2113,779,2167,1878,,16,51,464,585,655,794,695,435,254,96,84,121,,0,0,0,4,6,20,41,61,47,26,34,108,984,2081,132,706,556,2697,792,2,5,77,118,0,3,11,190,4,700,2407,938,4,3,35,76,122,208,259,252,156,38,10,34,340,389,417,425,310,111,47,30,2,14,89,120,116,161,126,72,51,28,306,0,0,4,17,30,55,89,68,35,8,74303
55,State,WI,2020/04/18 19:00:00+00,4199,154,43962,1597,211,6,1751,1176,2220,803,2251,1948,,17,56,481,613,679,823,710,455,263,102,87,124,,0,0,0,4,6,20,41,65,47,28,34,115,1004,2165,143,738,595,2767,837,2,5,77,124,0,3,11,196,4,731,2503,965,4,3,35,79,123,213,264,257,159,39,11,37,355,414,436,450,319,118,48,32,2,16,91,120,120,160,127,80,56,31,307,0,0,4,17,30,55,89,68,36,8,75158
55,State,WI,2020/04/19 19:00:00+00,4346,147,45323,1361,220,9,1508,1190,2264,892,2326,2020,,18,66,514,636,702,846,722,462,274,106,91,129,,0,0,2,4,6,20,42,67,48,31,37,116,1025,2214,145,809,628,2819,899,2,5,80,132,0,1,11,207,2,742,2508,1096,4,3,35,82,124,216,266,261,160,39,12,43,362,421,446,459,319,118,51,33,2,20,117,133,132,171,137,83,63,34,307,0,0,4,17,30,55,89,68,36,8,76633
55,State,WI,2020/04/20 19:00:00+00,4499,153,46603,1280,230,10,1433,1211,2394,894,2397,2102,,20,74,550,666,726,866,737,470,282,108,98,132,,0,0,2,4,7,20,43,67,52,35,39,124,1048,2272,172,844,690,2893,916,2,5,81,137,0,5,12,212,6,764,2614,1121,4,3,37,84,126,218,269,266,163,41,14,49,400,447,466,474,331,120,58,35,2,22,113,135,134,174,137,84,61,32,315,0,0,4,18,31,59,90,68,36,9,78247
55,State,WI,2020/04/21 19:00:00+00,4620,121,47841,1238,242,12,1359,1252,2517,851,2449,2171,,21,77,580,688,744,892,743,475,288,112,101,141,,0,0,2,4,8,21,43,72,55,37,41,125,1125,2386,177,766,739,3053,828,3,5,82,146,0,6,14,222,6,782,2713,1125,4,3,41,84,128,227,274,273,169,49,14,52,423,471,483,497,344,133,61,39,3,22,116,133,133,168,125,69,58,24,324,0,0,5,18,32,63,89,70,35,12,79583
55,State,WI,2020/04/22 19:00:00+00,4845,225,49502,1661,246,4,1886,1302,2685,858,2558,2287,,28,89,628,726,789,925,770,481,292,117,104,142,,0,0,2,4,8,21,43,73,56,39,44,135,1198,2526,212,730,842,3226,777,3,5,82,151,0,5,15,225,6,809,2819,1217,4,3,43,86,134,236,290,283,172,51,21,63,461,499,517,521,362,136,64,41,3,23,124,141,138,168,118,62,56,25,339,0,0,5,18,34,65,98,72,35,12,82055
55,State,WI,2020/04/23 19:00:00+00,5052,207,51456,1954,257,11,2161,1318,2822,912,2650,2402,,32,105,670,771,820,960,792,487,296,119,107,150,,0,0,2,4,9,22,44,78,58,40,46,143,1264,2665,232,702,956,3359,737,3,5,85,157,1,6,15,234,8,835,2937,1280,4,6,44,85,135,239,295,283,175,52,22,69,484,529,545,548,379,140,65,41,6,30,142,157,140,173,118,64,56,26,342,0,0,5,18,34,65,99,73,36,12,82533
55,State,WI,2020/04/24 19:00:00+00,5356,304,54573,3117,262,5,3421,1353,3053,950,2810,2546,,39,114,732,826,892,1016,813,497,307,120,108,154,,0,0,2,4,10,22,45,80,58,41,48,151,1296,2795,293,773,1120,3454,782,3,5,87,160,2,5,16,239,7,857,3109,1390,4,7,48,85,139,245,300,287,181,57,29,78,531,580,607,585,391,146,65,41,6,29,153,161,146,186,122,64,61,22,346,0,0,6,19,34,66,100,73,36,12,84008
55,State,WI,2020/06/05 19:00:00+00,20249,357,303332,11965,633,7,12322,2791,11323,6135,10246,9943,60,572,1380,3633,3732,3388,3059,2179,1174,755,377,282,351,0,0,0,6,8,18,51,103,163,159,125,215,755,3882,10511,2644,2242,6821,10952,2476,9,17,154,432,7,14,65,551,17,2016,11309,6924,17,36,137,212,326,486,599,510,340,128,325,811,2283,2243,2031,1762,1089,413,234,132,230,533,1213,1277,1031,811,491,251,181,117,625,1,3,20,33,74,112,175,120,62,25,84107
55,State,WI,2020/06/06 19:00:00+00,20571,322,314802,11470,645,12,11792,2832,11563,6176,10424,10088,59,589,1419,3726,3785,3423,3092,2203,1191,757,386,286,359,0,0,0,6,8,19,52,105,167,163,125,218,770,3947,10685,2664,2287,6906,11172,2493,9,17,161,440,7,11,67,564,14,2045,11569,6957,16,37,140,215,337,495,606,518,339,129,338,837,2353,2289,2057,1786,1109,420,239,135,235,545,1233,1281,1029,811,488,253,179,122,636,1,3,20,33,78,115,176,122,63,25,86126
55,State,WI,2020/06/07 19:00:00+00,20835,264,325867,11065,647,2,11329,2848,11675,6312,10568,10205,62,610,1449,3795,3823,3454,3123,2226,1200,762,393,286,361,0,0,0,6,8,19,53,105,168,163,125,220,783,3976,10820,2700,2336,6981,11309,2545,9,17,161,441,8,11,68,564,15,2057,11662,7116,16,40,141,216,338,495,610,522,339,131,344,845,2393,2306,2067,1800,1117,425,241,137,250,564,1261,1301,1049,828,499,253,182,125,638,1,3,20,33,78,115,176,122,63,27,86649
55,State,WI,2020/06/08 19:00:00+00,21038,203,333253,7386,646,-1,7589,2860,11786,6392,10677,10298,63,618,1471,3847,3856,3493,3150,2239,1203,767,394,286,360,0,0,0,6,8,19,53,104,168,163,125,219,796,4020,10914,2743,2346,7041,11429,2568,9,17,161,440,8,11,67,564,15,2067,11745,7226,16,40,141,220,339,499,611,522,340,132,348,859,2425,2325,2083,1812,1127,430,240,137,254,572,1281,1311,1071,839,501,251,187,125,637,1,3,20,33,78,115,176,121,63,27,88145
55,State,WI,2020/06/09 19:00:00+00,21308,270,347210,13957,661,15,14227,2904,12071,6333,10806,10437,65,627,1495,3923,3883,3531,3186,2262,1223,779,399,295,366,0,0,0,6,8,20,53,108,173,166,127,220,811,4061,11099,2765,2352,7108,11637,2563,9,17,164,451,8,12,69,575,17,2087,12021,7200,18,40,147,223,344,505,619,529,346,133,358,888,2508,2370,2126,1852,1143,444,243,139,251,567,1268,1290,1061,829,500,250,190,127,649,2,3,20,34,79,118,177,125,63,28,89484
55,State,WI,2020/06/10 19:00:00+00,21593,285,357112,9902,671,10,10187,2943,12316,6334,10951,10580,62,643,1539,4008,3930,3559,3217,2274,1227,793,403,301,370,0,0,0,6,8,21,54,112,175,168,127,223,823,4101,11260,2799,2387,7179,11808,2606,9,18,166,458,8,12,70,585,16,2115,12242,7236,18,40,149,225,351,510,625,533,353,139,373,916,2575,2415,2156,1879,1162,451,251,138,252,583,1284,1290,1052,828,487,243,189,126,654,2,3,20,34,80,118,180,127,62,28,91482
55,State,WI,2020/06/11 19:00:00+00,21926,333,366054,8942,682,11,9275,2976,12566,6384,11138,10727,61,652,1567,4124,3986,3599,3252,2293,1241,805,407,308,374,0,0,0,6,8,22,55,115,178,169,129,226,841,4139,11478,2833,2409,7272,12026,2628,9,19,169,467,8,10,73,597,12,2131,12441,7354,18,44,151,227,353,515,630,540,359,139,384,951,2655,2455,2187,1909,1176,459,252,138,250,572,1318,1304,1059,828,487,242,194,130,660,1,2,21,34,82,119,181,129,63,28,92957
55,State,WI,2020/06/12 19:00:00+00,22246,320,377362,11308,689,7,11628,3003,12832,6411,11313,10872,61,672,1598,4196,4045,3645,3294,2322,1250,814,410,312,377,0,0,0,6,8,22,55,115,182,169,132,228,868,4186,11734,2827,2403,7379,12252,2615,9,19,169,474,7,11,75,603,11,2173,12683,7390,19,44,153,227,357,518,634,544,364,143,397,985,2721,2497,2230,1941,1195,465,257,144,256,569,1322,1321,1058,835,493,241,193,123,670,1,3,21,34,83,120,184,132,64,28,93909
55,State,WI,2020/06/13 19:00:00+00,22518,272,388399,11037,691,2,11309,3035,13057,6426,11465,10992,61,681,1622,4284,4095,3682,3318,2345,1256,822,413,313,378,0,0,0,6,8,22,56,115,183,169,132,229,883,4225,11913,2833,2435,7470,12436,2612,9,19,169,475,7,12,76,604,11,2193,12872,7453,20,45,154,231,361,525,639,545,371,144,405,1008,2791,2540,2255,1974,1208,469,259,148,256,569,1339,1324,1066,819,498,242,192,121,677,2,3,21,34,83,121,187,134,64,28,96451
55,State,WI,2020/06/14 19:00:00+00,22758,240,397366,8967,692,1,9207,3049,13173,6536,11596,11101,61,696,1647,4353,4145,3715,3342,2357,1264,823,416,314,378,0,0,0,6,8,22,56,115,184,169,132,231,893,4252,12029,2880,2473,7530,12561,2667,9,19,169,476,7,12,76,605,11,2209,12978,7571,20,46,155,233,362,526,642,547,373,145,412,1024,2828,2560,2268,1990,1213,472,259,147,264,577,1370,1352,1085,826,502,245,191,124,680,2,3,21,35,83,121,187,136,64,28,97246
55,State,WI,2020/05/29 19:00:00+00,17707,733,233588,12869,568,18,13602,2499,9665,5543,8990,8670,47,445,1137,3093,3224,2966,2746,1973,1079,699,345,248,320,0,0,0,6,8,16,49,91,146,144,108,197,657,3417,9185,2248,2003,5923,9662,2122,9,15,148,376,4,16,51,497,20,1821,9684,6202,14,33,121,178,292,436,539,462,308,116,244,634,1893,1911,1748,1568,980,365,209,113,187,470,1079,1135,926,742,454,252,182,116,567,1,3,20,29,68,103,156,110,55,22,98616
55,State,WI,2020/05/30 19:00:00+00,18230,523,242908,9320,588,20,9843,2563,9961,5706,9223,8952,55,463,1190,3180,3336,3060,2822,2013,1102,710,354,262,326,0,0,0,6,8,16,49,93,153,146,117,204,680,3509,9491,2309,2037,6113,9931,2186,9,16,148,394,7,14,55,513,20,1859,10002,6369,15,34,125,187,299,447,550,473,313,120,254,668,1957,1976,1791,1600,998,378,220,119,194,488,1098,1173,970,775,465,251,177,115,577,1,3,20,29,70,106,159,111,56,22,99422
55,State,WI,2020/05/31 19:00:00+00,18403,173,250103,7195,592,4,7368,2583,10088,5732,9327,9019,57,472,1211,3201,3369,3085,2846,2033,1112,717,357,265,327,0,0,0,6,8,16,49,93,155,147,118,204,681,3534,9565,2321,2098,6164,9999,2240,9,16,148,398,7,14,55,517,20,1871,10120,6412,14,34,127,189,299,451,557,475,315,122,264,684,1987,2003,1804,1616,1007,380,223,120,194,493,1087,1177,982,779,469,257,179,115,585,1,3,21,29,71,106,162,112,57,23,100897
55,State,WI,2020/06/01 19:00:00+00,18543,140,253595,3492,595,3,3632,2603,10177,5763,9400,9086,57,485,1217,3232,3394,3108,2859,2046,1118,722,362,267,328,0,0,0,6,8,16,50,93,155,148,119,207,686,3556,9638,2332,2124,6218,10060,2265,9,16,148,400,8,14,56,519,20,1877,10202,6464,14,34,128,191,302,455,559,479,318,123,268,693,2005,2016,1824,1628,1015,386,222,120,203,490,1099,1187,982,776,472,253,182,119,586,1,3,21,29,72,106,162,112,57,23,102560
55,State,WI,2020/07/07 19:00:00+00,32556,495,601012,12099,805,9,12594,3639,18898,10019,16673,15808,75,1085,2575,7873,5687,4909,4484,2939,1553,978,473,377,428,0,0,1,8,8,25,60,136,208,200,159,300,1192,5560,18577,3686,3241,9511,19333,3712,10,23,192,558,10,12,93,698,14,2957,18561,11038,31,53,221,312,436,601,737,641,438,169,676,1581,4881,3461,2992,2678,1543,602,314,170,378,941,2771,1914,1481,1205,659,310,226,134,777,2,3,27,38,91,137,213,158,78,30,105113
55,State,WI,2020/07/05 19:00:00+00,31577,522,584111,4474,796,0,4996,3586,18292,9699,16178,15324,75,1040,2497,7552,5522,4791,4355,2874,1517,960,469,370,426,0,0,0,8,8,24,60,134,206,199,157,297,1164,5412,17867,3631,3206,9355,18595,3627,10,23,188,554,10,11,91,692,13,2887,17878,10812,28,52,216,305,428,596,732,629,433,167,653,1530,4658,3360,2912,2610,1503,589,308,169,359,915,2678,1857,1451,1149,639,299,219,133,771,2,3,26,37,91,137,213,155,77,30,106607
55,State,WI,2020/07/06 19:00:00+00,32061,484,588913,4802,796,0,5286,3602,18478,9981,16416,15570,75,1056,2542,7728,5606,4847,4413,2900,1530,967,472,370,426,0,0,0,8,8,24,60,134,206,199,157,298,1176,5487,18185,3673,3242,9427,18931,3703,10,23,188,554,10,11,91,692,13,2905,18083,11073,30,52,218,306,432,596,734,631,435,168,657,1546,4724,3395,2938,2631,1515,593,310,169,369,944,2786,1905,1477,1186,651,306,222,135,772,2,3,26,38,91,137,213,155,77,30,107538
55,State,WI,2020/07/04 19:00:00+00,31055,738,579637,6084,796,0,6822,3574,18050,9431,15924,15057,74,1030,2433,7367,5431,4728,4292,2848,1504,954,468,370,426,0,0,0,8,8,24,60,134,206,199,157,294,1148,5335,17528,3571,3179,9265,18252,3538,10,23,188,554,10,11,91,692,13,2855,17655,10545,27,52,214,301,427,596,729,629,432,167,646,1506,4588,3316,2882,2568,1492,577,306,169,357,875,2565,1814,1419,1128,627,298,216,132,771,2,3,26,37,91,137,213,155,77,30,111084
55,State,WI,2020/07/03 19:00:00+00,30317,579,573553,9607,796,3,10186,3555,17745,9017,15555,14688,74,1010,2364,7091,5284,4648,4209,2808,1489,947,467,370,426,0,0,0,8,8,24,60,134,206,199,157,288,1139,5244,17067,3488,3091,9121,17796,3400,10,23,188,554,10,11,91,692,13,2816,17340,10161,29,52,211,300,425,593,728,622,429,166,638,1470,4468,3265,2850,2538,1476,569,302,169,343,842,2412,1719,1373,1078,604,298,216,132,768,2,3,26,37,91,136,211,155,77,30,112208
55,State,WI,2020/06/17 19:00:00+00,23454,256,423736,9406,712,9,9662,3128,13642,6684,11965,11428,61,723,1713,4550,4264,3793,3447,2425,1282,835,422,324,388,0,0,0,6,8,22,57,119,188,173,139,236,931,4341,12544,2884,2518,7708,13030,2716,9,20,173,489,7,14,77,621,14,2272,13434,7748,21,46,162,243,373,534,661,556,383,149,436,1074,2956,2653,2331,2055,1247,481,262,147,266,593,1432,1368,1089,858,517,245,190,126,696,2,3,22,36,83,125,195,137,66,27,112877
55,State,WI,2020/06/18 19:00:00+00,23876,422,433913,10177,719,7,10599,3160,13870,6846,12179,11631,66,749,1759,4675,4338,3850,3500,2445,1292,841,427,327,392,0,0,0,7,8,22,58,119,190,175,140,240,949,4385,12768,2939,2595,7819,13268,2789,10,20,175,494,7,13,80,626,13,2305,13665,7906,23,46,164,249,377,536,670,557,386,152,452,1095,3030,2680,2367,2098,1253,485,264,146,274,618,1481,1409,1106,866,522,250,191,129,701,2,3,23,36,83,125,198,137,67,27,113965
55,State,WI,2020/06/27 19:00:00+00,27286,539,515723,8555,777,11,9094,3382,16002,7902,13942,13272,72,900,2058,5950,4839,4287,3871,2623,1401,902,455,358,419,0,0,0,8,8,23,59,133,200,193,153,266,1050,4807,15051,3262,2850,8609,15608,3069,10,23,183,538,11,12,90,672,15,2580,15668,9038,26,51,190,274,409,566,701,595,415,155,560,1290,3827,3003,2624,2338,1369,539,286,166,314,717,1933,1562,1254,967,553,267,201,134,746,2,3,26,37,91,131,206,147,75,28,118146
55,State,WI,2020/06/19 19:00:00+00,24154,278,444751,10838,730,11,11116,3177,14059,6918,12314,11774,66,758,1786,4780,4378,3880,3533,2459,1305,844,431,333,397,0,0,0,7,8,22,58,121,193,180,141,241,958,4424,12937,2969,2625,7896,13441,2817,10,20,176,503,7,14,81,636,13,2326,13863,7965,22,46,167,253,375,539,675,562,388,150,458,1116,3095,2714,2383,2120,1265,493,265,150,278,624,1518,1411,1122,874,519,250,191,131,704,2,3,23,36,83,125,199,138,68,27,119537
55,State,WI,2020/06/25 19:00:00+00,26227,464,498561,10758,766,9,11222,3326,15362,7539,13397,12759,71,853,1977,5510,4698,4156,3757,2564,1376,885,451,351,415,0,0,0,8,8,23,58,127,200,191,151,252,1021,4676,14355,3160,2763,8386,14869,2972,10,22,182,531,9,12,85,666,15,2500,15035,8692,25,50,180,268,400,559,692,589,409,154,528,1239,3555,2916,2547,2266,1340,526,281,164,300,688,1775,1514,1209,932,532,261,195,133,734,2,3,25,36,89,129,202,146,74,28,121460
55,State,WI,2020/06/26 19:00:00+00,26747,520,507168,8607,766,0,9127,3351,15681,7715,13652,13018,77,875,2015,5740,4750,4218,3823,2594,1388,892,452,351,415,0,0,0,8,8,23,58,127,200,190,152,257,1035,4744,14685,3214,2812,8483,15231,3033,10,22,182,531,9,12,85,666,15,2530,15342,8875,25,51,186,271,404,562,696,592,410,154,542,1263,3694,2953,2580,2310,1358,534,283,164,308,701,1860,1526,1234,951,540,262,199,134,741,2,3,26,37,91,130,204,146,74,28,121868
55,State,WI,2020/06/24 19:00:00+00,25763,432,487803,9638,757,7,10070,3299,15093,7371,13147,12543,73,831,1930,5333,4634,4093,3721,2543,1356,873,449,347,410,0,0,0,8,8,22,58,125,200,188,148,249,1002,4626,13968,3166,2752,8275,14527,2961,10,22,180,524,9,12,84,659,14,2453,14772,8538,24,47,174,267,396,558,690,585,404,154,516,1206,3460,2875,2513,2238,1328,517,277,163,291,677,1699,1492,1184,925,525,254,192,132,723,2,3,25,36,85,129,202,144,69,28,123930
55,State,WI,2020/06/23 19:00:00+00,25331,263,478165,11531,750,5,11794,3268,14829,7234,12908,12351,72,815,1889,5165,4564,4038,3680,2520,1346,867,447,342,408,0,0,0,7,8,22,58,125,200,185,145,246,989,4564,13701,3124,2707,8181,14225,2925,10,22,179,520,8,11,83,652,15,2423,14512,8396,24,47,171,262,390,555,687,579,400,153,499,1180,3351,2841,2481,2217,1316,515,271,158,292,662,1643,1461,1167,908,517,252,196,136,716,2,3,25,36,83,128,202,141,69,27,124923
55,State,WI,2020/06/28 19:00:00+00,27743,457,521747,6024,777,0,6481,3393,16188,8162,14190,13479,74,922,2104,6136,4903,4344,3919,2639,1411,907,458,358,419,0,0,0,8,8,23,59,133,200,193,153,266,1059,4866,15303,3332,2917,8679,15881,3183,10,23,183,538,11,12,90,672,15,2609,15814,9320,26,51,193,275,410,567,702,598,416,155,572,1311,3897,3032,2647,2359,1380,538,286,166,324,742,2046,1596,1287,993,557,275,205,137,746,2,3,26,37,91,131,206,147,75,28,126118
55,State,WI,2020/06/29 19:00:00+00,28058,315,527359,5612,777,0,5927,3407,16331,8320,14352,13632,74,933,2138,6254,4948,4376,3962,2659,1416,912,460,358,419,0,0,0,8,8,23,59,133,200,193,153,270,1068,4934,15487,3354,2945,8731,16102,3225,10,23,183,538,11,12,90,672,15,2625,15931,9502,26,51,196,278,413,570,702,600,416,155,577,1334,3944,3053,2659,2381,1390,539,287,167,330,753,2114,1617,1304,1011,567,277,209,138,747,2,3,26,37,91,132,206,147,75,28,128116
55,State,WI,2020/08/25 19:00:00+00,71492,638,1128971,9349,1094,13,9987,5610,41823,24059,36649,34717,126,2448,7049,17852,11910,10146,9979,6407,3286,1725,690,505,589,0,0,0,8,12,33,76,175,284,305,201,702,1982,9509,45988,6547,6764,15554,46547,9391,13,30,219,793,23,16,127,946,21,5841,43085,22566,54,93,378,467,618,877,1124,1052,708,239,1582,4257,10678,7161,6162,6063,3590,1450,631,249,812,2699,6796,4282,3366,3039,1693,784,386,202,996,6,5,34,46,109,176,263,213,106,38,129145
55,State,WI,2020/06/30 19:00:00+00,28659,601,539539,12180,784,7,12781,3446,16722,8491,14652,13934,73,950,2195,6505,5031,4438,4021,2701,1432,924,462,363,421,0,0,0,8,8,23,59,133,204,193,156,280,1088,5022,15910,3398,2961,8843,16585,3231,10,23,184,544,12,11,90,680,14,2673,16342,9644,27,51,203,283,416,574,709,607,419,157,599,1367,4098,3117,2709,2415,1413,544,292,168,324,777,2204,1631,1313,1032,579,281,213,137,750,2,3,26,37,91,132,206,149,76,28,130755
55,State,WI,2020/08/13 19:00:00+00,63206,943,1035195,11472,1018,7,12415,5170,36837,21199,32605,30488,113,2168,6226,15852,10559,9003,8695,5647,2874,1544,638,473,545,0,0,0,8,10,32,71,167,267,272,191,621,1830,8858,39874,5975,6048,14448,40755,8003,11,30,212,729,20,16,119,875,24,5237,37729,20240,48,87,350,426,588,803,1038,960,644,226,1391,3740,9521,6362,5466,5254,3086,1245,546,226,729,2399,5981,3771,2949,2638,1523,669,354,186,942,4,4,30,45,105,164,250,200,103,37,133005
55,State,WI,2020/08/14 19:00:00+00,64227,1021,1044613,9418,1025,7,10439,5235,37474,21518,33129,30984,114,2188,6314,16095,10756,9143,8856,5727,2931,1572,645,477,548,0,0,0,8,10,32,71,167,269,276,192,631,1849,8941,40638,6034,6134,14573,41502,8152,11,30,212,736,19,17,121,884,20,5313,38375,20539,48,88,354,433,593,811,1050,979,650,229,1408,3808,9667,6478,5554,5359,3145,1267,564,224,732,2418,6074,3845,2996,2686,1532,685,358,192,951,4,4,32,45,106,166,252,202,103,37,133549
55,State,WI,2020/08/12 19:00:00+00,62263,478,1023723,9446,1011,5,9924,5125,36289,20849,32128,30025,110,2140,6133,15646,10405,8873,8529,5555,2821,1526,635,468,543,0,0,0,8,10,32,71,167,263,269,191,617,1817,8780,39200,5898,5951,14330,40131,7802,11,30,212,723,19,16,118,871,22,5157,37174,19932,48,85,346,423,583,796,1026,952,640,226,1376,3696,9407,6265,5391,5154,3030,1211,535,224,716,2352,5893,3717,2899,2579,1499,658,351,185,941,4,4,30,45,106,164,250,198,103,37,134401
55,State,WI,2020/08/11 19:00:00+00,61785,724,1014277,12875,1006,8,13599,5092,35862,20831,31873,29802,110,2127,6085,15519,10334,8819,8462,5502,2800,1509,628,466,540,0,0,0,8,10,32,71,166,261,268,190,609,1810,8759,38828,5857,5922,14264,39756,7765,11,30,212,717,19,17,118,863,25,5105,36727,19953,48,85,344,421,580,792,1018,944,635,225,1356,3646,9302,6197,5341,5084,2989,1197,529,221,723,2354,5873,3716,2898,2586,1495,659,345,182,939,4,4,30,45,106,164,250,197,102,37,135524
55,State,WI,2020/07/21 19:00:00+00,44135,1117,750562,13371,859,13,14488,4194,25052,14889,22749,21299,87,1515,3979,11311,7560,6377,5944,3812,1954,1167,516,399,460,0,0,0,9,9,29,64,145,218,214,171,426,1456,7019,26478,4516,4240,11419,27517,5199,10,23,196,603,13,14,100,746,13,3740,25335,15060,39,71,280,358,488,675,840,737,518,188,926,2321,6702,4446,3818,3519,1991,778,374,177,550,1587,4329,2756,2071,1750,981,439,275,151,838,4,4,27,41,95,146,228,170,91,32,138009
55,State,WI,2020/07/22 19:00:00+00,44847,712,764630,14068,865,6,14780,4225,25661,14961,23122,21638,87,1545,4064,11465,7683,6483,6056,3870,1983,1178,520,400,465,0,0,0,8,9,29,64,146,222,215,172,438,1468,7066,27004,4559,4312,11539,28011,5297,10,23,197,606,15,14,102,750,13,3806,25972,15069,40,72,280,361,492,681,845,745,522,187,949,2388,6847,4565,3914,3610,2034,794,378,182,556,1604,4338,2757,2077,1765,991,444,278,151,848,4,4,27,41,96,148,230,174,92,32,139076
55,State,WI,2020/07/01 19:00:00+00,29199,540,551607,12068,786,2,12608,3482,17076,8641,14944,14183,72,968,2244,6685,5126,4512,4083,2738,1449,929,465,364,422,0,0,0,8,8,23,59,133,206,193,156,284,1109,5085,16281,3414,3026,8921,16976,3302,10,24,185,545,11,11,90,683,13,2713,16700,9786,27,52,205,289,418,581,718,609,421,162,616,1397,4223,3172,2762,2457,1432,553,297,167,325,795,2257,1665,1332,1045,588,287,211,136,757,2,3,26,37,91,134,208,151,76,29,139134
55,State,WI,2020/07/02 19:00:00+00,29738,539,563946,12339,793,7,12878,3519,17394,8825,15260,14402,76,990,2310,6871,5200,4587,4140,2770,1466,937,467,368,425,0,0,0,8,8,24,60,133,206,197,157,285,1121,5174,16648,3446,3064,9016,17375,3347,10,23,188,551,10,11,91,689,13,2763,16989,9986,29,52,207,295,423,589,723,612,425,164,627,1436,4329,3215,2806,2507,1454,556,296,168,334,822,2335,1690,1358,1044,593,298,216,135,763,2,3,26,37,91,134,210,153,77,30,140358
55,State,WI,2020/08/23 19:00:00+00,70462,453,1115149,4361,1081,0,4814,5558,41118,23786,36138,34199,125,2404,6942,17611,11760,10020,9807,6295,3233,1703,687,502,579,0,0,0,8,12,33,76,172,282,299,199,693,1964,9451,45185,6482,6687,15402,45788,9272,13,30,219,782,21,16,125,936,20,5756,42338,22368,51,91,371,462,618,869,1114,1043,701,238,1550,4185,10529,7050,6073,5953,3504,1415,614,245,803,2666,6711,4248,3329,2985,1677,775,388,204,990,5,5,33,45,109,176,262,211,106,38,140465
