"age","cum.deaths","daily.deaths","code","date"
"0-18",0,NA,"DC",2020-04-13
"20-29",0,NA,"DC",2020-04-13
"30-39",2,NA,"DC",2020-04-13
"40-49",1,NA,"DC",2020-04-13
"50-59",14,NA,"DC",2020-04-13
"60-69",19,NA,"DC",2020-04-13
"70-79",15,NA,"DC",2020-04-13
"80+",15,NA,"DC",2020-04-13
"0-18",0,0,"DC",2020-04-14
"20-29",0,0,"DC",2020-04-14
"30-39",2,0,"DC",2020-04-14
"40-49",2,1,"DC",2020-04-14
"50-59",14,0,"DC",2020-04-14
"60-69",20,1,"DC",2020-04-14
"70-79",17,2,"DC",2020-04-14
"80+",17,2,"DC",2020-04-14
"0-18",0,0,"DC",2020-04-15
"20-29",0,0,"DC",2020-04-15
"30-39",2,0,"DC",2020-04-15
"40-49",2,0,"DC",2020-04-15
"50-59",15,1,"DC",2020-04-15
"60-69",24,4,"DC",2020-04-15
"70-79",19,2,"DC",2020-04-15
"80+",18,1,"DC",2020-04-15
"0-18",0,0,"DC",2020-04-16
"20-29",0,0,"DC",2020-04-16
"30-39",2,0,"DC",2020-04-16
"40-49",2,0,"DC",2020-04-16
"50-59",15,0,"DC",2020-04-16
"60-69",26,2,"DC",2020-04-16
"70-79",21,2,"DC",2020-04-16
"80+",20,2,"DC",2020-04-16
"0-18",0,0,"DC",2020-04-17
"20-29",0,0,"DC",2020-04-17
"30-39",2,0,"DC",2020-04-17
"40-49",2,0,"DC",2020-04-17
"50-59",15,0,"DC",2020-04-17
"60-69",27,1,"DC",2020-04-17
"70-79",23,2,"DC",2020-04-17
"80+",22,2,"DC",2020-04-17
"0-18",0,0,"DC",2020-04-18
"20-29",0,0,"DC",2020-04-18
"30-39",2,0,"DC",2020-04-18
"40-49",2,0,"DC",2020-04-18
"50-59",15,0,"DC",2020-04-18
"60-69",28,1,"DC",2020-04-18
"70-79",24,1,"DC",2020-04-18
"80+",25,3,"DC",2020-04-18
"0-18",0,0,"DC",2020-04-19
"20-29",0,0,"DC",2020-04-19
"30-39",2,0,"DC",2020-04-19
"40-49",2,0,"DC",2020-04-19
"50-59",16,1,"DC",2020-04-19
"60-69",30,2,"DC",2020-04-19
"70-79",28,4,"DC",2020-04-19
"80+",27,2,"DC",2020-04-19
"0-18",0,0,"DC",2020-04-20
"20-29",0,0,"DC",2020-04-20
"30-39",2,0,"DC",2020-04-20
"40-49",2,0,"DC",2020-04-20
"50-59",16,0,"DC",2020-04-20
"60-69",32,2,"DC",2020-04-20
"70-79",32,4,"DC",2020-04-20
"80+",28,1,"DC",2020-04-20
"0-18",0,0,"DC",2020-04-21
"20-29",0,0,"DC",2020-04-21
"30-39",2,0,"DC",2020-04-21
"40-49",2,0,"DC",2020-04-21
"50-59",18,2,"DC",2020-04-21
"60-69",33,1,"DC",2020-04-21
"70-79",35,3,"DC",2020-04-21
"80+",37,9,"DC",2020-04-21
"0-18",0,0,"DC",2020-04-22
"20-29",0,0,"DC",2020-04-22
"30-39",2,0,"DC",2020-04-22
"40-49",2,0,"DC",2020-04-22
"50-59",20,2,"DC",2020-04-22
"60-69",36,3,"DC",2020-04-22
"70-79",37,2,"DC",2020-04-22
"80+",42,5,"DC",2020-04-22
"0-18",0,0,"DC",2020-04-23
"20-29",0,0,"DC",2020-04-23
"30-39",2,0,"DC",2020-04-23
"40-49",2,0,"DC",2020-04-23
"50-59",20,0,"DC",2020-04-23
"60-69",40,4,"DC",2020-04-23
"70-79",38,1,"DC",2020-04-23
"80+",51,9,"DC",2020-04-23
"0-18",0,0,"DC",2020-04-24
"20-29",0,0,"DC",2020-04-24
"30-39",2,0,"DC",2020-04-24
"40-49",4,2,"DC",2020-04-24
"50-59",21,1,"DC",2020-04-24
"60-69",42,2,"DC",2020-04-24
"70-79",40,2,"DC",2020-04-24
"80+",56,5,"DC",2020-04-24
"0-18",0,0,"DC",2020-04-25
"20-29",0,0,"DC",2020-04-25
"30-39",2,0,"DC",2020-04-25
"40-49",4,0,"DC",2020-04-25
"50-59",22,1,"DC",2020-04-25
"60-69",43,1,"DC",2020-04-25
"70-79",43,3,"DC",2020-04-25
"80+",64,8,"DC",2020-04-25
"0-18",0,0,"DC",2020-04-26
"20-29",0,0,"DC",2020-04-26
