"age","cum.deaths","daily.deaths","code","date"
"0-19",0,NA,"MO",2020-05-13
"20-29",1,NA,"MO",2020-05-13
"30-39",3,NA,"MO",2020-05-13
"40-49",11,NA,"MO",2020-05-13
"50-59",42,NA,"MO",2020-05-13
"60-69",93,NA,"MO",2020-05-13
"70-79",138,NA,"MO",2020-05-13
"80+",254,NA,"MO",2020-05-13
"0-19",0,0,"MO",2020-05-14
"20-29",1,0,"MO",2020-05-14
"30-39",3,0,"MO",2020-05-14
"40-49",11,0,"MO",2020-05-14
"50-59",42,0,"MO",2020-05-14
"60-69",101,8,"MO",2020-05-14
"70-79",141,3,"MO",2020-05-14
"80+",263,9,"MO",2020-05-14
"0-19",0,0,"MO",2020-05-15
"20-29",1,0,"MO",2020-05-15
"30-39",3,0,"MO",2020-05-15
"40-49",12,1,"MO",2020-05-15
"50-59",43,1,"MO",2020-05-15
"60-69",104,3,"MO",2020-05-15
"70-79",145,4,"MO",2020-05-15
"80+",269,6,"MO",2020-05-15
"0-19",0,0,"MO",2020-05-16
"20-29",1,0,"MO",2020-05-16
"30-39",3,0,"MO",2020-05-16
"40-49",12,0,"MO",2020-05-16
"50-59",43,0,"MO",2020-05-16
"60-69",106,2,"MO",2020-05-16
"70-79",149,4,"MO",2020-05-16
"80+",275,6,"MO",2020-05-16
"0-19",0,0,"MO",2020-05-17
"20-29",1,0,"MO",2020-05-17
"30-39",3,0,"MO",2020-05-17
"40-49",12,0,"MO",2020-05-17
"50-59",43,0,"MO",2020-05-17
"60-69",107,1,"MO",2020-05-17
"70-79",150,1,"MO",2020-05-17
"80+",278,3,"MO",2020-05-17
"0-19",0,0,"MO",2020-05-18
"20-29",1,0,"MO",2020-05-18
"30-39",3,0,"MO",2020-05-18
"40-49",12,0,"MO",2020-05-18
"50-59",43,0,"MO",2020-05-18
"60-69",108,1,"MO",2020-05-18
"70-79",153,3,"MO",2020-05-18
"80+",284,6,"MO",2020-05-18
"0-19",0,0,"MO",2020-05-19
"20-29",1,0,"MO",2020-05-19
"30-39",3,0,"MO",2020-05-19
"40-49",13,1,"MO",2020-05-19
"50-59",43,0,"MO",2020-05-19
"60-69",108,0,"MO",2020-05-19
"70-79",158,5,"MO",2020-05-19
"80+",289,5,"MO",2020-05-19
"0-19",0,0,"MO",2020-05-20
"20-29",1,0,"MO",2020-05-20
"30-39",3,0,"MO",2020-05-20
"40-49",13,0,"MO",2020-05-20
"50-59",43,0,"MO",2020-05-20
"60-69",108,0,"MO",2020-05-20
"70-79",161,3,"MO",2020-05-20
"80+",294,5,"MO",2020-05-20
"0-19",0,0,"MO",2020-05-21
"20-29",1,0,"MO",2020-05-21
"30-39",3,0,"MO",2020-05-21
"40-49",13,0,"MO",2020-05-21
"50-59",43,0,"MO",2020-05-21
"60-69",108,0,"MO",2020-05-21
"70-79",164,3,"MO",2020-05-21
"80+",299,5,"MO",2020-05-21
"0-19",0,0,"MO",2020-05-22
"20-29",1,0,"MO",2020-05-22
"30-39",3,0,"MO",2020-05-22
"40-49",13,0,"MO",2020-05-22
"50-59",43,0,"MO",2020-05-22
"60-69",110,2,"MO",2020-05-22
"70-79",171,7,"MO",2020-05-22
"80+",319,20,"MO",2020-05-22
"0-19",0,0,"MO",2020-05-23
"20-29",1,0,"MO",2020-05-23
"30-39",3,0,"MO",2020-05-23
"40-49",13,0,"MO",2020-05-23
"50-59",43,0,"MO",2020-05-23
"60-69",112,2,"MO",2020-05-23
"70-79",175,4,"MO",2020-05-23
"80+",323,4,"MO",2020-05-23
"0-19",0,0,"MO",2020-05-24
"20-29",1,0,"MO",2020-05-24
"30-39",3,0,"MO",2020-05-24
"40-49",13,0,"MO",2020-05-24
"50-59",43,0,"MO",2020-05-24
"60-69",113,1,"MO",2020-05-24
"70-79",178,3,"MO",2020-05-24
"80+",324,1,"MO",2020-05-24
"0-19",0,0,"MO",2020-05-25
"20-29",1,0,"MO",2020-05-25
"30-39",3,0,"MO",2020-05-25
"40-49",13,0,"MO",2020-05-25
"50-59",43,0,"MO",2020-05-25
"60-69",116,3,"MO",2020-05-25
"70-79",180,2,"MO",2020-05-25
"80+",324,0,"MO",2020-05-25
"0-19",0,0,"MO",2020-05-26
"20-29",1,0,"MO",2020-05-26
"30-39",3,0,"MO",2020-05-26
"40-49",13,0,"MO",2020-05-26
"50-59",44,1,"MO",2020-05-26
"60-69",116,0,"MO",2020-05-26
"70-79",180,0,"MO",2020-05-26
"80+",327,3,"MO",2020-05-26
"0-19",0,0,"MO",2020-05-27
"20-29",1,0,"MO",2020-05-27
"30-39",3,0,"MO",2020-05-27
"40-49",13,0,"MO",2020-05-27
"50-59",44,0,"MO",2020-05-27
"60-69",116,0,"MO",2020-05-27
"70-79",181,1,"MO",2020-05-27
"80+",327,0,"MO",2020-05-27
"0-19",0,0,"MO",2020-05-28
"20-29",1,0,"MO",2020-05-28
"30-39",3,0,"MO",2020-05-28
"40-49",15,2,"MO",2020-05-28
"50-59",45,1,"MO",2020-05-28
"60-69",119,3,"MO",2020-05-28
"70-79",186,5,"MO",2020-05-28
"80+",338,11,"MO",2020-05-28
"0-19",0,0,"MO",2020-05-29
"20-29",1,0,"MO",2020-05-29
"30-39",3,0,"MO",2020-05-29
"40-49",15,0,"MO",2020-05-29
"50-59",45,0,"MO",2020-05-29
"60-69",119,0,"MO",2020-05-29
"70-79",186,0,"MO",2020-05-29
"80+",338,0,"MO",2020-05-29
"0-19",0,0,"MO",2020-05-30
"20-29",1,0,"MO",2020-05-30
"30-39",3,0,"MO",2020-05-30
"40-49",15,0,"MO",2020-05-30
"50-59",48,3,"MO",2020-05-30
"60-69",124,5,"MO",2020-05-30
"70-79",198,12,"MO",2020-05-30
"80+",380,42,"MO",2020-05-30
"0-19",0,0,"MO",2020-05-31
"20-29",1,0,"MO",2020-05-31
"30-39",3,0,"MO",2020-05-31
"40-49",15,0,"MO",2020-05-31
"50-59",48,0,"MO",2020-05-31
"60-69",124,0,"MO",2020-05-31
"70-79",198,0,"MO",2020-05-31
"80+",380,0,"MO",2020-05-31
"0-19",0,0,"MO",2020-06-01
"20-29",1,0,"MO",2020-06-01
"30-39",3,0,"MO",2020-06-01
"40-49",15,0,"MO",2020-06-01
"50-59",48,0,"MO",2020-06-01
"60-69",124,0,"MO",2020-06-01
"70-79",198,0,"MO",2020-06-01
"80+",381,1,"MO",2020-06-01
"0-19",0,0,"MO",2020-06-02
"20-29",1,0,"MO",2020-06-02
