"","code","location_name","date","deaths_mean","daily_deaths","cumulative_deaths","daily_cases","state_name","pop_density","pop_count","region_federal","region_census","region_census_sub","consortium","region_census_sub_revised","region_same_as_census","governor_party"
"58","AK","Alaska",2020-03-29,0,0,2,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"59","AK","Alaska",2020-03-30,1,1,3,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"60","AK","Alaska",2020-03-31,0,0,3,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"61","AK","Alaska",2020-04-01,0,0,3,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"62","AK","Alaska",2020-04-02,0,0,3,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"63","AK","Alaska",2020-04-03,0,0,3,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"64","AK","Alaska",2020-04-04,2,2,5,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"65","AK","Alaska",2020-04-05,1,1,6,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"66","AK","Alaska",2020-04-06,0,0,6,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"67","AK","Alaska",2020-04-07,0,0,6,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"68","AK","Alaska",2020-04-08,1,1,7,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"69","AK","Alaska",2020-04-09,0,0,7,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"70","AK","Alaska",2020-04-10,0,0,7,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"71","AK","Alaska",2020-04-11,1,1,8,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"72","AK","Alaska",2020-04-12,0,0,8,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"73","AK","Alaska",2020-04-13,0,0,8,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"74","AK","Alaska",2020-04-14,1,1,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"75","AK","Alaska",2020-04-15,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"76","AK","Alaska",2020-04-16,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"77","AK","Alaska",2020-04-17,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"78","AK","Alaska",2020-04-18,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"79","AK","Alaska",2020-04-19,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"80","AK","Alaska",2020-04-20,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"81","AK","Alaska",2020-04-21,0,0,9,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"82","AK","Alaska",2020-04-22,1.319,1,10,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"83","AK","Alaska",2020-04-23,1.167,1,11,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"84","AK","Alaska",2020-04-24,1,1,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"85","AK","Alaska",2020-04-25,0.84,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"86","AK","Alaska",2020-04-26,0.673,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"87","AK","Alaska",2020-04-27,0.53,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"88","AK","Alaska",2020-04-28,0.397,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"89","AK","Alaska",2020-04-29,0.27,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"90","AK","Alaska",2020-04-30,0.176,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"91","AK","Alaska",2020-05-01,0.105,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"92","AK","Alaska",2020-05-02,0.062,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"93","AK","Alaska",2020-05-03,0.024,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"94","AK","Alaska",2020-05-04,0.013,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"95","AK","Alaska",2020-05-05,0.004,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"96","AK","Alaska",2020-05-06,0.002,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"97","AK","Alaska",2020-05-07,0,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"98","AK","Alaska",2020-05-08,0,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"99","AK","Alaska",2020-05-09,0,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"100","AK","Alaska",2020-05-10,0,0,12,0,"Alaska",1,738432,10,"West","Pacific","","Pacific",1,"R"
"101","AL","Alabama",2020-02-01,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"102","AL","Alabama",2020-02-02,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"103","AL","Alabama",2020-02-03,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"104","AL","Alabama",2020-02-04,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"105","AL","Alabama",2020-02-05,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"106","AL","Alabama",2020-02-06,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"107","AL","Alabama",2020-02-07,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"108","AL","Alabama",2020-02-08,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"109","AL","Alabama",2020-02-09,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"110","AL","Alabama",2020-02-10,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"111","AL","Alabama",2020-02-11,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"112","AL","Alabama",2020-02-12,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"113","AL","Alabama",2020-02-13,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"114","AL","Alabama",2020-02-14,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"115","AL","Alabama",2020-02-15,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"116","AL","Alabama",2020-02-16,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"117","AL","Alabama",2020-02-17,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"118","AL","Alabama",2020-02-18,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"119","AL","Alabama",2020-02-19,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"120","AL","Alabama",2020-02-20,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"121","AL","Alabama",2020-02-21,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"122","AL","Alabama",2020-02-22,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"123","AL","Alabama",2020-02-23,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"124","AL","Alabama",2020-02-24,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"125","AL","Alabama",2020-02-25,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"126","AL","Alabama",2020-02-26,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"127","AL","Alabama",2020-02-27,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"128","AL","Alabama",2020-02-28,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"129","AL","Alabama",2020-02-29,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"130","AL","Alabama",2020-03-01,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"131","AL","Alabama",2020-03-02,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"132","AL","Alabama",2020-03-03,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"133","AL","Alabama",2020-03-04,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"134","AL","Alabama",2020-03-05,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"135","AL","Alabama",2020-03-06,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"136","AL","Alabama",2020-03-07,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"137","AL","Alabama",2020-03-08,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"138","AL","Alabama",2020-03-09,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"139","AL","Alabama",2020-03-10,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"140","AL","Alabama",2020-03-11,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"141","AL","Alabama",2020-03-12,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"142","AL","Alabama",2020-03-13,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"143","AL","Alabama",2020-03-14,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"144","AL","Alabama",2020-03-15,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"145","AL","Alabama",2020-03-16,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"146","AL","Alabama",2020-03-17,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"147","AL","Alabama",2020-03-18,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"148","AL","Alabama",2020-03-19,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"149","AL","Alabama",2020-03-20,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"150","AL","Alabama",2020-03-21,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"151","AL","Alabama",2020-03-22,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"152","AL","Alabama",2020-03-23,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"153","AL","Alabama",2020-03-24,0,0,0,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"154","AL","Alabama",2020-03-25,1,1,1,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"155","AL","Alabama",2020-03-26,0,0,1,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"156","AL","Alabama",2020-03-27,3,3,4,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"157","AL","Alabama",2020-03-28,0,0,4,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"158","AL","Alabama",2020-03-29,6,6,10,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"159","AL","Alabama",2020-03-30,0,0,10,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"160","AL","Alabama",2020-03-31,13,13,23,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"161","AL","Alabama",2020-04-01,4,4,27,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"162","AL","Alabama",2020-04-02,5,5,32,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"163","AL","Alabama",2020-04-03,6,6,38,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"164","AL","Alabama",2020-04-04,6,6,44,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"165","AL","Alabama",2020-04-05,1,1,45,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"166","AL","Alabama",2020-04-06,4,4,49,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"167","AL","Alabama",2020-04-07,15,15,64,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"168","AL","Alabama",2020-04-08,2,2,66,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"169","AL","Alabama",2020-04-09,4,4,70,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"170","AL","Alabama",2020-04-10,10,10,80,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"171","AL","Alabama",2020-04-11,12,12,92,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"172","AL","Alabama",2020-04-12,1,1,93,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"173","AL","Alabama",2020-04-13,6,6,99,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"174","AL","Alabama",2020-04-14,15,15,114,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"175","AL","Alabama",2020-04-15,4,4,118,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"176","AL","Alabama",2020-04-16,15,15,133,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"177","AL","Alabama",2020-04-17,15,15,148,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"178","AL","Alabama",2020-04-18,5,5,153,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"179","AL","Alabama",2020-04-19,4,4,157,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"180","AL","Alabama",2020-04-20,6,6,163,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"181","AL","Alabama",2020-04-21,20,20,183,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"182","AL","Alabama",2020-04-22,13.045,13,196,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"183","AL","Alabama",2020-04-23,12.823,12,208,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"184","AL","Alabama",2020-04-24,12.378,12,220,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"185","AL","Alabama",2020-04-25,11.749,11,231,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"186","AL","Alabama",2020-04-26,10.957,10,241,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"187","AL","Alabama",2020-04-27,10.036,10,251,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"188","AL","Alabama",2020-04-28,9.035,9,260,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"189","AL","Alabama",2020-04-29,7.995,7,267,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"190","AL","Alabama",2020-04-30,6.944,6,273,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"191","AL","Alabama",2020-05-01,5.927,5,278,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"192","AL","Alabama",2020-05-02,4.961,4,282,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"193","AL","Alabama",2020-05-03,4.055,4,286,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"194","AL","Alabama",2020-05-04,3.294,3,289,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"195","AL","Alabama",2020-05-05,2.603,2,291,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"196","AL","Alabama",2020-05-06,2.048,2,293,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"197","AL","Alabama",2020-05-07,1.528,1,294,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"198","AL","Alabama",2020-05-08,1.145,1,295,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"199","AL","Alabama",2020-05-09,0.824,0,295,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"200","AL","Alabama",2020-05-10,0.559,0,295,0,"Alabama",95,4858979,4,"South","East South Central","","East South Central",1,"R"
"201","AR","Arkansas",2020-02-01,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"202","AR","Arkansas",2020-02-02,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"203","AR","Arkansas",2020-02-03,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"204","AR","Arkansas",2020-02-04,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"205","AR","Arkansas",2020-02-05,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"206","AR","Arkansas",2020-02-06,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"207","AR","Arkansas",2020-02-07,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"208","AR","Arkansas",2020-02-08,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"209","AR","Arkansas",2020-02-09,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"210","AR","Arkansas",2020-02-10,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"211","AR","Arkansas",2020-02-11,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"212","AR","Arkansas",2020-02-12,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"213","AR","Arkansas",2020-02-13,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"214","AR","Arkansas",2020-02-14,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"215","AR","Arkansas",2020-02-15,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"216","AR","Arkansas",2020-02-16,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"217","AR","Arkansas",2020-02-17,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"218","AR","Arkansas",2020-02-18,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"219","AR","Arkansas",2020-02-19,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"220","AR","Arkansas",2020-02-20,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"221","AR","Arkansas",2020-02-21,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"222","AR","Arkansas",2020-02-22,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"223","AR","Arkansas",2020-02-23,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"224","AR","Arkansas",2020-02-24,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"225","AR","Arkansas",2020-02-25,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"226","AR","Arkansas",2020-02-26,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"227","AR","Arkansas",2020-02-27,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"228","AR","Arkansas",2020-02-28,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
"229","AR","Arkansas",2020-02-29,0,0,0,0,"Arkansas",57,2978204,6,"South","West South Central","","West South Central",1,"R"
