"","code","date","cumulative_cases","cumulative_deaths","daily_cases","daily_deaths","state_name","pop_density","pop_count","region_federal","region_census","region_census_sub","consortium","region_census_sub_revised","region_same_as_census","governor_party"
"1534","IN",2020-04-04,3953,116,516,14,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1535","IN",2020-04-05,4411,127,458,11,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1536","IN",2020-04-06,4956,143,545,16,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1537","IN",2020-04-07,5510,173,554,30,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1538","IN",2020-04-08,5943,203,433,30,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1539","IN",2020-04-09,6351,245,408,42,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1540","IN",2020-04-10,6907,300,556,55,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1541","IN",2020-04-11,7435,330,528,30,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1542","IN",2020-04-12,7928,343,493,13,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1543","IN",2020-04-13,8359,350,431,7,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1544","IN",2020-04-14,8527,387,168,37,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1545","IN",2020-04-15,8960,436,433,49,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1546","IN",2020-04-16,9542,477,582,41,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1547","IN",2020-04-17,10154,522,612,45,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1548","IN",2020-04-18,10641,545,487,23,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1549","IN",2020-04-19,11211,562,570,17,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1550","IN",2020-04-20,11688,577,477,15,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1551","IN",2020-04-21,12097,635,409,58,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1552","IN",2020-04-22,12438,666,341,31,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1553","IN",2020-04-23,13039,706,601,40,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1554","IN",2020-04-24,13681,741,642,35,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1555","IN",2020-04-25,14399,786,718,45,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1556","IN",2020-04-26,15012,813,613,27,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1557","IN",2020-04-27,15961,844,949,31,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1558","IN",2020-04-28,16588,901,627,57,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1559","IN",2020-04-29,17182,964,594,63,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1560","IN",2020-04-30,17835,1114,653,150,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1561","IN",2020-05-01,18630,1175,795,61,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1562","IN",2020-05-02,19295,1175,665,0,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1563","IN",2020-05-03,19933,1175,638,0,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1564","IN",2020-05-04,20507,1175,574,0,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1565","IN",2020-05-05,21033,1211,526,36,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1566","IN",2020-05-06,21870,1377,837,166,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1567","IN",2020-05-07,22503,1414,633,37,"Indiana",184,6619680,5,"Midwest","East North Central","","Midwest - East",1,"R"
"1569","KS",2020-02-01,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1570","KS",2020-02-02,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1571","KS",2020-02-03,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1572","KS",2020-02-04,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1573","KS",2020-02-05,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1574","KS",2020-02-06,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1575","KS",2020-02-07,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1576","KS",2020-02-08,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1577","KS",2020-02-09,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1578","KS",2020-02-10,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1579","KS",2020-02-11,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1580","KS",2020-02-12,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1581","KS",2020-02-13,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1582","KS",2020-02-14,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1583","KS",2020-02-15,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1584","KS",2020-02-16,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1585","KS",2020-02-17,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1586","KS",2020-02-18,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1587","KS",2020-02-19,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1588","KS",2020-02-20,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1589","KS",2020-02-21,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1590","KS",2020-02-22,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1591","KS",2020-02-23,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1592","KS",2020-02-24,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1593","KS",2020-02-25,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1594","KS",2020-02-26,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1595","KS",2020-02-27,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1596","KS",2020-02-28,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1597","KS",2020-02-29,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1598","KS",2020-03-01,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1599","KS",2020-03-02,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1600","KS",2020-03-03,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1601","KS",2020-03-04,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1602","KS",2020-03-05,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1603","KS",2020-03-06,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1604","KS",2020-03-07,0,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1605","KS",2020-03-08,1,0,1,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1606","KS",2020-03-09,1,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1607","KS",2020-03-10,1,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1608","KS",2020-03-11,1,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1609","KS",2020-03-12,1,0,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1610","KS",2020-03-13,5,1,4,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1611","KS",2020-03-14,8,1,3,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1612","KS",2020-03-15,8,1,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1613","KS",2020-03-16,11,1,3,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1614","KS",2020-03-17,18,1,7,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1615","KS",2020-03-18,18,1,0,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1616","KS",2020-03-19,34,1,16,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1617","KS",2020-03-20,44,1,10,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1618","KS",2020-03-21,57,2,13,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1619","KS",2020-03-22,65,2,8,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1620","KS",2020-03-23,84,2,19,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1621","KS",2020-03-24,100,2,16,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1622","KS",2020-03-25,134,3,34,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1623","KS",2020-03-26,172,3,38,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1624","KS",2020-03-27,206,4,34,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1625","KS",2020-03-28,266,4,60,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1626","KS",2020-03-29,330,7,64,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1627","KS",2020-03-30,372,8,42,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1628","KS",2020-03-31,434,9,62,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1629","KS",2020-04-01,485,10,51,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1630","KS",2020-04-02,553,12,68,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1631","KS",2020-04-03,629,18,76,6,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1632","KS",2020-04-04,698,21,69,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1633","KS",2020-04-05,751,22,53,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1634","KS",2020-04-06,849,25,98,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1635","KS",2020-04-07,912,29,63,4,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1636","KS",2020-04-08,1046,34,134,5,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1637","KS",2020-04-09,1116,42,70,8,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1638","KS",2020-04-10,1117,42,1,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1639","KS",2020-04-11,1275,55,158,13,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1640","KS",2020-04-12,1344,56,69,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1641","KS",2020-04-13,1390,62,46,6,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1642","KS",2020-04-14,1441,69,51,7,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1643","KS",2020-04-15,1504,71,63,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1644","KS",2020-04-16,1615,80,111,9,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1645","KS",2020-04-17,1730,82,115,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1646","KS",2020-04-18,1821,85,91,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1647","KS",2020-04-19,1905,93,84,8,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1648","KS",2020-04-20,2048,102,143,9,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1649","KS",2020-04-21,2164,109,116,7,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1650","KS",2020-04-22,2331,112,167,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1651","KS",2020-04-23,2721,113,390,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1652","KS",2020-04-24,2959,118,238,5,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1653","KS",2020-04-25,3135,120,176,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1654","KS",2020-04-26,3277,121,142,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1655","KS",2020-04-27,3473,126,196,5,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1656","KS",2020-04-28,3652,127,179,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1657","KS",2020-04-29,3839,134,187,7,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1658","KS",2020-04-30,4413,134,574,0,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1659","KS",2020-05-01,4634,140,221,6,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1660","KS",2020-05-02,4885,142,251,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1661","KS",2020-05-03,5156,144,271,2,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1662","KS",2020-05-04,5383,156,227,12,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1663","KS",2020-05-05,5648,161,265,5,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1664","KS",2020-05-06,5993,164,345,3,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1665","KS",2020-05-07,6332,165,339,1,"Kansas",36,2911641,7,"Midwest","West North Central","","Midwest - West",1,"D"
"1667","KY",2020-02-01,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1668","KY",2020-02-02,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1669","KY",2020-02-03,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1670","KY",2020-02-04,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1671","KY",2020-02-05,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1672","KY",2020-02-06,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1673","KY",2020-02-07,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1674","KY",2020-02-08,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1675","KY",2020-02-09,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1676","KY",2020-02-10,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1677","KY",2020-02-11,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1678","KY",2020-02-12,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1679","KY",2020-02-13,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1680","KY",2020-02-14,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1681","KY",2020-02-15,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1682","KY",2020-02-16,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1683","KY",2020-02-17,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1684","KY",2020-02-18,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1685","KY",2020-02-19,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1686","KY",2020-02-20,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1687","KY",2020-02-21,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1688","KY",2020-02-22,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1689","KY",2020-02-23,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1690","KY",2020-02-24,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1691","KY",2020-02-25,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1692","KY",2020-02-26,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1693","KY",2020-02-27,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1694","KY",2020-02-28,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1695","KY",2020-02-29,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1696","KY",2020-03-01,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1697","KY",2020-03-02,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1698","KY",2020-03-03,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1699","KY",2020-03-04,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1700","KY",2020-03-05,0,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1701","KY",2020-03-06,1,0,1,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1702","KY",2020-03-07,1,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1703","KY",2020-03-08,1,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1704","KY",2020-03-09,4,0,3,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1705","KY",2020-03-10,6,0,2,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1706","KY",2020-03-11,8,0,2,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1707","KY",2020-03-12,10,0,2,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1708","KY",2020-03-13,14,0,4,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1709","KY",2020-03-14,14,0,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1710","KY",2020-03-15,20,0,6,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1711","KY",2020-03-16,21,1,1,1,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1712","KY",2020-03-17,26,1,5,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1713","KY",2020-03-18,27,1,1,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1714","KY",2020-03-19,37,2,10,1,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1715","KY",2020-03-20,47,2,10,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1716","KY",2020-03-21,87,3,40,1,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1717","KY",2020-03-22,103,3,16,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1718","KY",2020-03-23,123,4,20,1,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1719","KY",2020-03-24,162,4,39,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1720","KY",2020-03-25,197,5,35,1,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1721","KY",2020-03-26,247,5,50,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1722","KY",2020-03-27,301,7,54,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1723","KY",2020-03-28,380,9,79,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1724","KY",2020-03-29,438,9,58,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1725","KY",2020-03-30,479,11,41,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1726","KY",2020-03-31,628,11,149,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1727","KY",2020-04-01,632,18,4,7,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1728","KY",2020-04-02,770,31,138,13,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1729","KY",2020-04-03,770,34,0,3,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1730","KY",2020-04-04,917,40,147,6,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1731","KY",2020-04-05,955,45,38,5,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1732","KY",2020-04-06,955,45,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1733","KY",2020-04-07,1149,65,194,20,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1734","KY",2020-04-08,1149,65,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1735","KY",2020-04-09,1341,73,192,8,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1736","KY",2020-04-10,1693,90,352,17,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1737","KY",2020-04-11,1693,90,0,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1738","KY",2020-04-12,1963,97,270,7,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1739","KY",2020-04-13,2018,113,55,16,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1740","KY",2020-04-14,2048,113,30,0,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1741","KY",2020-04-15,2210,115,162,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1742","KY",2020-04-16,2435,129,225,14,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1743","KY",2020-04-17,2522,137,87,8,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1744","KY",2020-04-18,2707,144,185,7,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1745","KY",2020-04-19,2960,146,253,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1746","KY",2020-04-20,3050,154,90,8,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1747","KY",2020-04-21,3204,171,154,17,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1748","KY",2020-04-22,3378,185,174,14,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1749","KY",2020-04-23,3479,191,101,6,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1750","KY",2020-04-24,3779,200,300,9,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1751","KY",2020-04-25,3915,205,136,5,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1752","KY",2020-04-26,4085,208,170,3,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1753","KY",2020-04-27,4156,213,71,5,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1754","KY",2020-04-28,4375,225,219,12,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1755","KY",2020-04-29,4537,234,162,9,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1756","KY",2020-04-30,4708,240,171,6,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1757","KY",2020-05-01,4882,246,174,6,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1758","KY",2020-05-02,4882,248,0,2,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1759","KY",2020-05-03,5130,253,248,5,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1760","KY",2020-05-04,5245,261,115,8,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1761","KY",2020-05-05,5822,275,577,14,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1762","KY",2020-05-06,5934,283,112,8,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1763","KY",2020-05-07,6129,294,195,11,"Kentucky",112,4425092,4,"South","East South Central","","East South Central",1,"D"
"1765","LA",2020-02-01,0,0,0,0,"Louisiana",108,4670724,6,"South","West South Central","","West South Central",1,"D"
"1766","LA",2020-02-02,0,0,0,0,"Louisiana",108,4670724,6,"South","West South Central","","West South Central",1,"D"
"1767","LA",2020-02-03,0,0,0,0,"Louisiana",108,4670724,6,"South","West South Central","","West South Central",1,"D"
"1768","LA",2020-02-04,0,0,0,0,"Louisiana",108,4670724,6,"South","West South Central","","West South Central",1,"D"
