Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/9/2020,Chickahominy,50-59,95,19,1
6/9/2020,Alleghany,40-49,27,0,0
6/9/2020,Prince William,50-59,1252,155,10
6/9/2020,Mount Rogers,0-9,23,1,0
6/9/2020,Eastern Shore,0-9,12,1,0
6/9/2020,Thomas Jefferson,60-69,61,17,2
6/9/2020,Pittsylvania-Danville,70-79,14,8,0
6/9/2020,Chesterfield,80+,122,25,30
6/9/2020,Richmond,0-9,59,2,0
6/9/2020,Chesapeake,80+,36,13,8
6/9/2020,Peninsula,40-49,88,5,1
6/9/2020,Henrico,0-9,83,1,0
6/9/2020,Lenowisco,80+,0,0,0
6/9/2020,Piedmont,60-69,118,14,2
6/9/2020,West Piedmont,0-9,7,0,0
6/9/2020,Rappahannock Rapidan,70-79,33,11,7
6/9/2020,Central Shenandoah,70-79,109,33,11
6/9/2020,Chesapeake,30-39,116,6,0
6/9/2020,Chickahominy,0-9,8,0,0
6/9/2020,Prince William,0-9,262,5,0
6/9/2020,Eastern Shore,50-59,268,16,5
6/9/2020,Mount Rogers,50-59,65,3,1
6/9/2020,Loudoun,10-19,213,0,0
6/9/2020,Southside,80+,76,11,12
6/9/2020,Central Virginia,80+,12,2,0
6/9/2020,Rappahannock,Missing,17,0,0
6/9/2020,Rappahannock Rapidan,30-39,270,14,1
6/9/2020,New River,50-59,24,3,0
6/9/2020,Richmond,80+,34,16,8
6/9/2020,Mount Rogers,20-29,68,0,0
6/9/2020,Eastern Shore,20-29,187,4,0
6/9/2020,Hampton,10-19,12,0,0
6/9/2020,Portsmouth,0-9,4,1,0
6/9/2020,Crater,70-79,108,22,6
6/9/2020,Chesterfield,40-49,374,12,2
6/9/2020,Alexandria,Missing,11,0,0
6/9/2020,Southside,30-39,25,0,0
6/9/2020,Prince William,Missing,125,1,0
6/9/2020,Hampton,60-69,30,10,2
6/9/2020,Fairfax,20-29,1926,59,2
6/9/2020,Thomas Jefferson,0-9,22,1,0
6/9/2020,Lenowisco,40-49,7,2,0
6/9/2020,Central Virginia,10-19,14,1,0
6/9/2020,Pittsylvania-Danville,10-19,3,0,0
6/9/2020,Richmond,60-69,168,39,6
6/9/2020,Chickahominy,40-49,73,10,1
6/9/2020,Three Rivers,80+,25,5,3
6/9/2020,Rappahannock,30-39,408,20,0
6/9/2020,Lord Fairfax,60-69,191,38,10
6/9/2020,Western Tidewater,0-9,5,0,0
6/9/2020,Rappahannock,70-79,60,20,8
6/9/2020,Prince William,80+,194,62,57
6/9/2020,Hampton,80+,4,2,1
6/9/2020,Alexandria,80+,83,26,21
6/9/2020,Mount Rogers,60-69,53,4,0
6/9/2020,Eastern Shore,60-69,166,20,8
6/9/2020,Lord Fairfax,70-79,102,27,12
6/9/2020,New River,30-39,18,1,0
6/9/2020,Chesapeake,10-19,24,1,0
6/9/2020,Hampton,40-49,34,3,0
6/9/2020,Peninsula,Missing,8,0,0
6/9/2020,Henrico,70-79,190,43,33
6/9/2020,Western Tidewater,20-29,51,2,0
6/9/2020,Peninsula,0-9,22,0,0
6/9/2020,Loudoun,40-49,673,26,0
6/9/2020,Pittsylvania-Danville,30-39,12,0,0
6/9/2020,Loudoun,20-29,499,4,0
6/9/2020,Crater,60-69,159,31,10
6/9/2020,Loudoun,80+,173,42,53
6/9/2020,Arlington,80+,193,77,64
6/9/2020,Virginia Beach,10-19,32,0,0
6/9/2020,Mount Rogers,80+,43,17,9
6/9/2020,Eastern Shore,80+,47,17,17
6/9/2020,Crater,10-19,31,0,0
6/9/2020,Lenowisco,30-39,3,1,1
6/9/2020,Norfolk,Missing,6,1,0
6/9/2020,Henrico,Missing,33,1,1
6/9/2020,New River,40-49,20,1,0
6/9/2020,Central Virginia,0-9,5,0,0
6/9/2020,New River,70-79,12,8,3
6/9/2020,Loudoun,0-9,116,2,0
6/9/2020,Central Virginia,70-79,20,4,2
6/9/2020,Southside,0-9,1,0,0
6/9/2020,Three Rivers,40-49,121,9,2
6/9/2020,Chickahominy,30-39,69,0,0
6/9/2020,Central Shenandoah,60-69,215,38,8
6/9/2020,Western Tidewater,60-69,107,13,5
6/9/2020,Cumberland Plateau,30-39,5,0,0
6/9/2020,Portsmouth,10-19,11,0,0
6/9/2020,Chesterfield,Missing,53,0,0
6/9/2020,Alexandria,40-49,395,33,0
6/9/2020,Thomas Jefferson,70-79,53,17,2
6/9/2020,Lenowisco,70-79,5,4,1
6/9/2020,Virginia Beach,0-9,10,0,0
6/9/2020,Lenowisco,50-59,13,5,0
6/9/2020,Chesapeake,70-79,42,19,2
6/9/2020,Western Tidewater,80+,129,23,22
6/9/2020,Thomas Jefferson,10-19,31,0,0
6/9/2020,Richmond,40-49,301,25,1
6/9/2020,Lord Fairfax,50-59,276,20,2
6/9/2020,Lord Fairfax,10-19,91,0,0
6/9/2020,Rappahannock Rapidan,10-19,117,3,0
6/9/2020,Crater,50-59,195,21,2
6/9/2020,Arlington,Missing,10,1,0
6/9/2020,Roanoke,50-59,23,1,0
6/9/2020,Rappahannock,10-19,157,1,0
6/9/2020,Roanoke,10-19,9,0,0
6/9/2020,Eastern Shore,Missing,0,0,0
6/9/2020,Mount Rogers,Missing,1,0,0
6/9/2020,Prince William,60-69,667,129,27
6/9/2020,Alleghany,70-79,27,4,8
6/9/2020,Crater,20-29,158,6,0
6/9/2020,Loudoun,60-69,210,32,3
6/9/2020,Fairfax,0-9,394,12,0
6/9/2020,Roanoke,Missing,3,0,0
6/9/2020,Alexandria,20-29,323,6,1
6/9/2020,Portsmouth,70-79,22,7,3
6/9/2020,Alleghany,30-39,27,2,0
6/9/2020,Prince William,20-29,1414,42,0
6/9/2020,Southside,70-79,49,9,11
6/9/2020,Piedmont,Missing,1,0,0
6/9/2020,Rappahannock,0-9,77,1,0
6/9/2020,Henrico,30-39,333,10,0
6/9/2020,Prince William,10-19,551,7,0
6/9/2020,Chickahominy,10-19,25,0,0
6/9/2020,Lord Fairfax,0-9,46,0,0
6/9/2020,Central Virginia,Missing,0,0,0
6/9/2020,Fairfax,60-69,1317,265,45
6/9/2020,Hampton,20-29,42,2,0
6/9/2020,Central Shenandoah,40-49,286,7,0
6/9/2020,Pittsylvania-Danville,0-9,1,0,0
6/9/2020,Crater,30-39,183,3,0
6/9/2020,Virginia Beach,70-79,59,25,7
6/9/2020,Virginia Beach,30-39,119,9,1
6/9/2020,Piedmont,0-9,10,0,0
6/9/2020,Central Shenandoah,30-39,272,6,0
6/9/2020,Hampton,50-59,42,8,1
6/9/2020,Peninsula,70-79,81,38,11
6/9/2020,Arlington,20-29,369,20,0
6/9/2020,West Piedmont,70-79,19,6,3
6/9/2020,Richmond,20-29,322,9,0
6/9/2020,Roanoke,0-9,6,0,0
6/9/2020,Hampton,30-39,38,3,0
6/9/2020,Thomas Jefferson,30-39,129,5,0
6/9/2020,Chickahominy,60-69,64,16,6
6/9/2020,Chesapeake,20-29,83,3,0
6/9/2020,Three Rivers,Missing,1,0,0
6/9/2020,Henrico,10-19,90,2,0
6/9/2020,Mount Rogers,30-39,79,3,0
6/9/2020,Eastern Shore,30-39,224,8,0
6/9/2020,Chesterfield,0-9,59,0,0
6/9/2020,Central Shenandoah,10-19,94,1,0
6/9/2020,Crater,0-9,14,1,0
6/9/2020,Fairfax,70-79,634,215,89
6/9/2020,Rappahannock,80+,32,17,4
6/9/2020,Alexandria,10-19,139,2,0
6/9/2020,Portsmouth,40-49,53,4,0
6/9/2020,Three Rivers,50-59,78,5,0
6/9/2020,Alleghany,Missing,1,0,0
6/9/2020,Alexandria,30-39,492,27,0
6/9/2020,Southside,Missing,0,0,0
6/9/2020,Portsmouth,60-69,39,11,4
6/9/2020,Roanoke,30-39,39,0,0
6/9/2020,Three Rivers,60-69,67,10,0
6/9/2020,Fairfax,50-59,2016,254,25
6/9/2020,Portsmouth,50-59,63,13,1
6/9/2020,Chickahominy,80+,78,28,20
6/9/2020,Rappahannock Rapidan,50-59,186,22,2
6/9/2020,Fairfax,80+,772,273,256
6/9/2020,Hampton,Missing,5,0,0
6/9/2020,Cumberland Plateau,80+,0,0,0
6/9/2020,Alleghany,50-59,44,4,1
6/9/2020,Prince William,40-49,1736,120,6
6/9/2020,Fairfax,Missing,128,1,0
6/9/2020,Virginia Beach,40-49,126,17,1
6/9/2020,Richmond,Missing,14,0,0
6/9/2020,Norfolk,40-49,96,10,0
6/9/2020,Piedmont,80+,30,9,2
6/9/2020,Virginia Beach,60-69,111,14,1
6/9/2020,West Piedmont,40-49,51,4,1
6/9/2020,Arlington,10-19,78,5,0
6/9/2020,Lenowisco,0-9,3,0,0
6/9/2020,Pittsylvania-Danville,50-59,23,6,0
6/9/2020,Virginia Beach,50-59,119,13,0
6/9/2020,Chesapeake,Missing,6,1,0
6/9/2020,Central Shenandoah,80+,81,18,11
6/9/2020,Thomas Jefferson,40-49,103,5,0
6/9/2020,Rappahannock Rapidan,60-69,94,14,2
6/9/2020,Norfolk,30-39,125,8,0
6/9/2020,Rappahannock Rapidan,Missing,6,0,0
6/9/2020,Lord Fairfax,80+,109,27,32
6/9/2020,Three Rivers,10-19,20,0,0
6/9/2020,Piedmont,40-49,154,6,0
6/9/2020,Norfolk,80+,10,7,3
6/9/2020,Peninsula,20-29,96,1,0
6/9/2020,Norfolk,50-59,94,14,0
6/9/2020,Thomas Jefferson,50-59,85,9,1
6/9/2020,Richmond,70-79,64,30,9
6/9/2020,Chesterfield,70-79,101,17,13
6/9/2020,Piedmont,30-39,145,1,0
6/9/2020,Prince William,30-39,1497,82,2
6/9/2020,Alleghany,20-29,52,1,0
6/9/2020,Alleghany,0-9,3,0,0
6/9/2020,Mount Rogers,40-49,63,0,0
6/9/2020,Eastern Shore,40-49,236,8,2
6/9/2020,Central Virginia,60-69,37,4,1
6/9/2020,Richmond,10-19,121,2,0
6/9/2020,Pittsylvania-Danville,60-69,17,7,1
6/9/2020,Pittsylvania-Danville,Missing,0,0,0
6/9/2020,Chesterfield,60-69,208,21,8
6/9/2020,Southside,10-19,4,0,0
6/9/2020,New River,80+,6,2,0
6/9/2020,Central Virginia,50-59,42,2,1
6/9/2020,Hampton,70-79,13,7,0
6/9/2020,Norfolk,0-9,15,0,0
6/9/2020,Cumberland Plateau,40-49,6,0,0
6/9/2020,Eastern Shore,10-19,54,1,0
6/9/2020,Mount Rogers,10-19,34,0,0
6/9/2020,Rappahannock Rapidan,0-9,67,1,0
6/9/2020,Three Rivers,0-9,9,1,0
6/9/2020,Henrico,40-49,308,20,2
6/9/2020,Alexandria,50-59,277,41,9
6/9/2020,Arlington,0-9,39,2,0
6/9/2020,Chickahominy,Missing,9,0,0
6/9/2020,New River,20-29,34,0,0
6/9/2020,Virginia Beach,20-29,141,2,0
6/9/2020,Chesapeake,50-59,103,19,1
6/9/2020,Alleghany,80+,24,8,5
6/9/2020,Fairfax,10-19,689,17,0
6/9/2020,Chesapeake,60-69,80,19,4
6/9/2020,West Piedmont,Missing,1,0,0
6/9/2020,Peninsula,80+,47,23,15
6/9/2020,Crater,40-49,170,12,1
6/9/2020,Chesapeake,40-49,101,15,0
6/9/2020,Thomas Jefferson,20-29,94,1,0
6/9/2020,Lord Fairfax,20-29,290,4,0
6/9/2020,Norfolk,20-29,132,1,0
6/9/2020,Arlington,30-39,411,41,0
6/9/2020,West Piedmont,60-69,35,2,0
6/9/2020,Henrico,50-59,268,28,7
6/9/2020,West Piedmont,50-59,66,9,1
6/9/2020,Cumberland Plateau,20-29,1,0,0
6/9/2020,Alexandria,70-79,95,34,14
6/9/2020,Portsmouth,20-29,58,3,0
6/9/2020,Western Tidewater,30-39,75,4,0
6/9/2020,Central Shenandoah,0-9,42,0,0
6/9/2020,Henrico,80+,302,63,68
6/9/2020,Alexandria,0-9,116,2,0
6/9/2020,Pittsylvania-Danville,40-49,25,5,0
6/9/2020,Henrico,20-29,283,13,0
6/9/2020,Roanoke,60-69,14,2,0
6/9/2020,Peninsula,30-39,103,7,1
6/9/2020,Alleghany,60-69,29,6,1
6/9/2020,Prince William,70-79,251,66,34
6/9/2020,Norfolk,60-69,57,18,1
6/9/2020,Southside,40-49,23,5,0
6/9/2020,Chesterfield,30-39,402,3,0
6/9/2020,Loudoun,70-79,127,34,10
6/9/2020,Central Virginia,40-49,41,0,0
6/9/2020,New River,Missing,0,0,0
6/9/2020,Chickahominy,20-29,63,0,0
6/9/2020,New River,0-9,3,0,0
6/9/2020,Cumberland Plateau,0-9,0,0,0
6/9/2020,Three Rivers,70-79,24,5,4
6/9/2020,Rappahannock Rapidan,40-49,264,15,1
6/9/2020,Hampton,0-9,8,0,0
6/9/2020,Piedmont,50-59,158,17,0
6/9/2020,Three Rivers,30-39,126,2,0
6/9/2020,Western Tidewater,70-79,80,18,16
6/9/2020,Arlington,60-69,264,74,18
6/9/2020,Cumberland Plateau,10-19,13,0,0
6/9/2020,West Piedmont,30-39,40,1,0
6/9/2020,Peninsula,10-19,25,1,0
6/9/2020,Lenowisco,10-19,3,0,0
6/9/2020,Chesapeake,0-9,14,1,0
6/9/2020,Peninsula,50-59,112,16,2
6/9/2020,Cumberland Plateau,Missing,0,0,0
6/9/2020,Peninsula,60-69,108,27,3
6/9/2020,Lord Fairfax,30-39,275,10,1
6/9/2020,Virginia Beach,Missing,24,0,0
6/9/2020,Arlington,40-49,388,44,3
6/9/2020,West Piedmont,10-19,26,0,0
6/9/2020,Chickahominy,70-79,48,17,5
6/9/2020,Pittsylvania-Danville,20-29,12,0,0
6/9/2020,Loudoun,50-59,521,29,1
6/9/2020,Richmond,30-39,353,18,1
6/9/2020,Thomas Jefferson,Missing,1,0,0
6/9/2020,Rappahannock Rapidan,80+,20,12,4
6/9/2020,Lord Fairfax,Missing,2,0,0
6/9/2020,Cumberland Plateau,50-59,4,1,0
6/9/2020,Loudoun,Missing,54,0,0
6/9/2020,Southside,50-59,44,6,0
6/9/2020,Chesterfield,20-29,294,4,0
6/9/2020,Norfolk,70-79,23,13,3
6/9/2020,Alleghany,10-19,9,0,0
6/9/2020,Crater,80+,68,10,2
6/9/2020,Portsmouth,Missing,4,0,0
6/9/2020,Western Tidewater,10-19,12,0,0
6/9/2020,Chesterfield,10-19,175,0,0
6/9/2020,Southside,60-69,45,11,3
