Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/12/2020,Hampton,60-69,31,11,2
6/12/2020,Fairfax,20-29,1968,59,2
6/12/2020,Thomas Jefferson,0-9,24,1,0
6/12/2020,Lenowisco,40-49,7,2,0
6/12/2020,Central Virginia,10-19,15,1,0
6/12/2020,Lenowisco,70-79,5,4,1
6/12/2020,Virginia Beach,0-9,13,0,0
6/12/2020,Lenowisco,50-59,13,5,0
6/12/2020,Chesapeake,70-79,44,19,2
6/12/2020,Western Tidewater,80+,128,22,21
6/12/2020,Thomas Jefferson,10-19,37,0,0
6/12/2020,Richmond,40-49,314,25,1
6/12/2020,Lord Fairfax,50-59,283,21,2
6/12/2020,Lord Fairfax,10-19,97,0,0
6/12/2020,Rappahannock Rapidan,10-19,118,3,0
6/12/2020,Crater,50-59,204,22,2
6/12/2020,Arlington,Missing,10,1,0
6/12/2020,Roanoke,50-59,26,1,0
6/12/2020,Rappahannock,10-19,162,1,0
6/12/2020,Roanoke,10-19,12,0,0
6/12/2020,Eastern Shore,Missing,0,0,0
6/12/2020,Mount Rogers,Missing,1,0,0
6/12/2020,Prince William,60-69,676,141,27
6/12/2020,Alleghany,70-79,27,4,7
6/12/2020,Crater,20-29,171,6,0
6/12/2020,Loudoun,60-69,215,36,3
6/12/2020,Fairfax,0-9,396,12,0
6/12/2020,Roanoke,Missing,3,0,0
6/12/2020,Alexandria,20-29,323,7,1
6/12/2020,Portsmouth,70-79,23,8,3
6/12/2020,Alleghany,30-39,29,2,0
6/12/2020,Prince William,20-29,1441,45,0
6/12/2020,Southside,70-79,50,9,11
6/12/2020,Piedmont,Missing,2,0,0
6/12/2020,Rappahannock,0-9,89,1,0
6/12/2020,Henrico,30-39,345,12,0
6/12/2020,Prince William,10-19,572,8,0
6/12/2020,Chickahominy,10-19,28,0,0
6/12/2020,Lord Fairfax,0-9,49,0,0
6/12/2020,Central Virginia,Missing,1,0,0
6/12/2020,Fairfax,60-69,1332,270,46
6/12/2020,Henrico,10-19,97,2,0
6/12/2020,Mount Rogers,30-39,85,3,0
6/12/2020,Eastern Shore,30-39,224,8,0
6/12/2020,Chesterfield,0-9,68,0,0
6/12/2020,Central Shenandoah,10-19,94,1,0
6/12/2020,Crater,0-9,17,1,0
6/12/2020,Fairfax,70-79,641,216,89
6/12/2020,Rappahannock,80+,35,20,6
6/12/2020,Alexandria,10-19,142,2,0
6/12/2020,Portsmouth,40-49,55,6,0
6/12/2020,Three Rivers,50-59,79,6,0
6/12/2020,Alleghany,Missing,1,0,0
6/12/2020,Alexandria,30-39,496,28,0
6/12/2020,Southside,Missing,0,0,0
6/12/2020,Portsmouth,60-69,43,12,4
6/12/2020,Roanoke,30-39,47,0,0
6/12/2020,Three Rivers,60-69,67,10,0
6/12/2020,Fairfax,50-59,2043,262,25
6/12/2020,Portsmouth,50-59,64,16,1
6/12/2020,Chickahominy,80+,78,32,21
6/12/2020,Rappahannock Rapidan,50-59,190,22,2
6/12/2020,Fairfax,80+,774,275,261
6/12/2020,Hampton,Missing,5,0,0
6/12/2020,Cumberland Plateau,80+,0,0,0
6/12/2020,Alleghany,50-59,45,4,1
6/12/2020,Prince William,40-49,1768,130,6
6/12/2020,Fairfax,Missing,136,1,0
6/12/2020,Virginia Beach,40-49,131,18,1
6/12/2020,Richmond,Missing,14,0,0
6/12/2020,Norfolk,40-49,98,10,0
6/12/2020,Piedmont,80+,32,11,3
6/12/2020,Virginia Beach,60-69,118,16,1
6/12/2020,West Piedmont,40-49,56,6,1
6/12/2020,Arlington,10-19,82,5,0
6/12/2020,Lenowisco,0-9,3,0,0
6/12/2020,Pittsylvania-Danville,50-59,26,8,0
6/12/2020,Virginia Beach,50-59,118,13,0
6/12/2020,Chesapeake,Missing,8,1,0
6/12/2020,Central Shenandoah,80+,85,18,11
6/12/2020,Thomas Jefferson,40-49,109,5,0
6/12/2020,Rappahannock Rapidan,60-69,100,15,2
6/12/2020,Norfolk,30-39,129,8,0
6/12/2020,Rappahannock Rapidan,Missing,6,0,0
6/12/2020,Lord Fairfax,80+,111,27,34
6/12/2020,Three Rivers,10-19,20,0,0
6/12/2020,Piedmont,40-49,164,6,0
6/12/2020,Norfolk,80+,12,7,3
6/12/2020,Peninsula,20-29,111,1,0
6/12/2020,Norfolk,50-59,98,15,0
6/12/2020,Thomas Jefferson,50-59,90,9,1
6/12/2020,Richmond,70-79,68,32,10
6/12/2020,Chesterfield,70-79,105,19,13
6/12/2020,Piedmont,30-39,165,1,0
6/12/2020,Prince William,30-39,1529,87,2
6/12/2020,Alleghany,20-29,54,1,0
6/12/2020,Alleghany,0-9,3,0,0
6/12/2020,Mount Rogers,40-49,67,0,0
6/12/2020,Eastern Shore,40-49,237,8,2
6/12/2020,Central Virginia,60-69,37,4,1
6/12/2020,Richmond,10-19,126,2,0
6/12/2020,Pittsylvania-Danville,60-69,17,7,1
6/12/2020,Pittsylvania-Danville,Missing,0,0,0
6/12/2020,Chesterfield,60-69,227,31,8
6/12/2020,Southside,10-19,4,0,0
6/12/2020,New River,80+,7,3,1
6/12/2020,Central Virginia,50-59,43,2,1
6/12/2020,Hampton,70-79,13,7,0
6/12/2020,Pittsylvania-Danville,10-19,5,0,0
6/12/2020,Richmond,60-69,168,40,6
6/12/2020,Chickahominy,40-49,75,11,1
6/12/2020,Three Rivers,80+,26,5,3
6/12/2020,Rappahannock,30-39,423,20,0
6/12/2020,Lord Fairfax,60-69,197,39,10
6/12/2020,Western Tidewater,0-9,5,0,0
6/12/2020,Rappahannock,70-79,68,22,9
6/12/2020,Prince William,80+,192,66,56
6/12/2020,Hampton,80+,5,3,2
6/12/2020,Alexandria,80+,82,27,21
6/12/2020,Mount Rogers,60-69,59,5,0
6/12/2020,Eastern Shore,60-69,168,22,8
6/12/2020,Lord Fairfax,70-79,106,28,13
6/12/2020,New River,30-39,19,1,0
6/12/2020,Chesapeake,10-19,27,1,0
6/12/2020,Hampton,40-49,35,3,0
6/12/2020,Peninsula,Missing,8,0,0
6/12/2020,Hampton,20-29,43,2,0
6/12/2020,Central Shenandoah,40-49,292,8,0
6/12/2020,Pittsylvania-Danville,0-9,1,0,0
6/12/2020,Crater,30-39,198,3,0
6/12/2020,Virginia Beach,70-79,59,25,7
6/12/2020,Virginia Beach,30-39,122,9,1
6/12/2020,Piedmont,0-9,12,0,0
6/12/2020,Central Shenandoah,30-39,276,6,0
6/12/2020,Hampton,50-59,42,8,1
6/12/2020,Peninsula,70-79,81,38,11
6/12/2020,Arlington,20-29,379,20,0
6/12/2020,West Piedmont,70-79,19,6,3
6/12/2020,Richmond,20-29,343,10,0
6/12/2020,Roanoke,0-9,7,0,0
6/12/2020,Hampton,30-39,39,3,0
6/12/2020,Thomas Jefferson,30-39,131,5,0
6/12/2020,Western Tidewater,40-49,86,5,1
6/12/2020,Richmond,50-59,233,36,2
6/12/2020,Western Tidewater,50-59,123,12,2
6/12/2020,Crater,Missing,8,0,0
6/12/2020,Arlington,50-59,357,62,6
6/12/2020,Piedmont,70-79,51,16,2
6/12/2020,Alexandria,60-69,184,42,2
6/12/2020,Portsmouth,30-39,83,4,0
6/12/2020,Lenowisco,20-29,6,0,0
6/12/2020,Central Virginia,30-39,44,2,0
6/12/2020,Norfolk,10-19,41,1,0
6/12/2020,New River,10-19,7,0,0
6/12/2020,Central Virginia,20-29,43,2,0
6/12/2020,Rappahannock,50-59,309,40,2
6/12/2020,Rappahannock,60-69,173,40,5
6/12/2020,Piedmont,20-29,137,0,0
6/12/2020,New River,60-69,19,2,0
6/12/2020,Roanoke,40-49,29,1,0
6/12/2020,Three Rivers,20-29,95,3,0
6/12/2020,Rappahannock,40-49,375,33,2
6/12/2020,Portsmouth,80+,19,6,3
6/12/2020,Central Shenandoah,Missing,0,0,0
6/12/2020,Eastern Shore,70-79,45,13,8
6/12/2020,Mount Rogers,70-79,44,22,7
6/12/2020,Cumberland Plateau,70-79,2,0,0
6/12/2020,Piedmont,10-19,22,0,0
6/12/2020,Southside,20-29,30,2,0
6/12/2020,Chesterfield,50-59,326,28,2
6/12/2020,Rappahannock Rapidan,20-29,255,4,0
6/12/2020,Cumberland Plateau,60-69,4,1,0
6/12/2020,Roanoke,70-79,10,3,0
6/12/2020,Central Shenandoah,20-29,317,5,0
6/12/2020,Pittsylvania-Danville,80+,3,2,2
6/12/2020,Virginia Beach,80+,74,24,17
6/12/2020,Central Shenandoah,50-59,322,27,1
6/12/2020,Lenowisco,Missing,0,0,0
6/12/2020,Fairfax,30-39,2534,151,4
6/12/2020,Lenowisco,60-69,5,4,2
6/12/2020,Loudoun,30-39,607,17,0
6/12/2020,West Piedmont,80+,12,6,0
6/12/2020,Roanoke,80+,38,3,10
6/12/2020,Fairfax,40-49,2462,219,8
6/12/2020,Thomas Jefferson,80+,71,23,14
6/12/2020,Roanoke,20-29,42,1,0
6/12/2020,Henrico,60-69,261,42,26
6/12/2020,Lord Fairfax,40-49,272,10,1
6/12/2020,Western Tidewater,Missing,4,0,0
6/12/2020,Chickahominy,60-69,65,16,6
6/12/2020,Chesapeake,20-29,91,3,0
6/12/2020,Three Rivers,Missing,1,0,0
6/12/2020,Henrico,70-79,192,43,33
6/12/2020,Western Tidewater,20-29,55,2,0
6/12/2020,Peninsula,0-9,27,0,0
6/12/2020,Loudoun,40-49,697,29,0
6/12/2020,Pittsylvania-Danville,30-39,13,0,0
6/12/2020,Loudoun,20-29,527,6,0
6/12/2020,Crater,60-69,171,32,10
6/12/2020,Loudoun,80+,175,43,54
6/12/2020,Arlington,80+,196,77,65
6/12/2020,Virginia Beach,10-19,33,0,0
6/12/2020,Mount Rogers,80+,51,20,12
6/12/2020,Eastern Shore,80+,47,18,17
6/12/2020,Crater,10-19,34,0,0
6/12/2020,Lenowisco,30-39,3,1,1
6/12/2020,Norfolk,Missing,6,1,0
6/12/2020,Henrico,Missing,32,1,1
6/12/2020,New River,40-49,20,1,0
6/12/2020,Central Virginia,0-9,5,0,0
6/12/2020,New River,70-79,12,8,3
6/12/2020,Loudoun,0-9,120,2,0
6/12/2020,Central Virginia,70-79,19,4,2
6/12/2020,Southside,0-9,1,0,0
6/12/2020,Three Rivers,40-49,122,11,2
6/12/2020,Chickahominy,30-39,71,0,0
6/12/2020,Central Shenandoah,60-69,218,38,8
6/12/2020,Western Tidewater,60-69,110,13,5
6/12/2020,Cumberland Plateau,30-39,5,0,0
6/12/2020,Portsmouth,10-19,11,0,0
6/12/2020,Chesterfield,Missing,55,0,0
6/12/2020,Alexandria,40-49,395,34,0
6/12/2020,Thomas Jefferson,70-79,57,18,2
6/12/2020,Three Rivers,30-39,126,3,0
6/12/2020,Western Tidewater,70-79,81,19,16
6/12/2020,Arlington,60-69,268,74,19
6/12/2020,Cumberland Plateau,10-19,13,0,0
6/12/2020,West Piedmont,30-39,46,1,0
6/12/2020,Peninsula,10-19,28,1,0
6/12/2020,Lenowisco,10-19,3,0,0
6/12/2020,Chesapeake,0-9,16,1,0
6/12/2020,Peninsula,50-59,117,18,2
6/12/2020,Cumberland Plateau,Missing,0,0,0
6/12/2020,Peninsula,60-69,108,27,3
6/12/2020,Lord Fairfax,30-39,287,10,1
6/12/2020,Virginia Beach,Missing,24,0,0
6/12/2020,Arlington,40-49,394,45,3
6/12/2020,West Piedmont,10-19,29,1,0
6/12/2020,Chickahominy,70-79,48,16,5
6/12/2020,Pittsylvania-Danville,20-29,13,0,0
6/12/2020,Loudoun,50-59,536,34,1
6/12/2020,Richmond,30-39,368,22,1
6/12/2020,Thomas Jefferson,Missing,1,0,0
6/12/2020,Rappahannock Rapidan,80+,20,12,4
6/12/2020,Lord Fairfax,Missing,2,0,0
6/12/2020,Cumberland Plateau,50-59,4,1,0
6/12/2020,Loudoun,Missing,56,0,1
6/12/2020,Southside,50-59,45,6,0
6/12/2020,Chesterfield,20-29,328,5,0
6/12/2020,Norfolk,70-79,23,13,3
6/12/2020,Alleghany,10-19,11,0,0
6/12/2020,Crater,80+,69,11,2
6/12/2020,Portsmouth,Missing,6,0,0
6/12/2020,Western Tidewater,10-19,12,0,0
6/12/2020,Chesterfield,10-19,191,0,0
6/12/2020,Southside,60-69,45,11,3
