Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/11/2020,Chickahominy,80+,82,34,26
7/11/2020,Rappahannock Rapidan,50-59,226,29,2
7/11/2020,Fairfax,80+,783,297,289
7/11/2020,Hampton,Missing,10,0,0
7/11/2020,Cumberland Plateau,80+,2,1,0
7/11/2020,Alleghany,50-59,78,5,1
7/11/2020,Prince William,40-49,2019,149,7
7/11/2020,Fairfax,Missing,155,4,0
7/11/2020,Virginia Beach,40-49,234,19,1
7/11/2020,Richmond,Missing,20,0,0
7/11/2020,Norfolk,40-49,186,14,1
7/11/2020,Piedmont,80+,49,21,11
7/11/2020,Virginia Beach,60-69,171,19,1
7/11/2020,West Piedmont,40-49,104,8,2
7/11/2020,Arlington,10-19,111,5,0
7/11/2020,Lenowisco,0-9,3,0,0
7/11/2020,Pittsylvania-Danville,50-59,54,11,0
7/11/2020,Virginia Beach,50-59,202,17,0
7/11/2020,Chesapeake,Missing,23,1,0
7/11/2020,Central Shenandoah,80+,116,29,16
7/11/2020,Thomas Jefferson,40-49,186,14,0
7/11/2020,Rappahannock Rapidan,60-69,126,17,4
7/11/2020,Norfolk,30-39,289,15,1
7/11/2020,Rappahannock Rapidan,Missing,8,0,0
7/11/2020,Lord Fairfax,80+,153,37,40
7/11/2020,Three Rivers,10-19,36,0,0
7/11/2020,Piedmont,40-49,199,11,0
7/11/2020,Norfolk,80+,33,11,4
7/11/2020,Peninsula,20-29,270,1,0
7/11/2020,Norfolk,50-59,161,21,3
7/11/2020,Thomas Jefferson,50-59,144,12,2
7/11/2020,Richmond,70-79,87,37,14
7/11/2020,Chesterfield,70-79,133,25,20
7/11/2020,Piedmont,30-39,220,5,0
7/11/2020,Prince William,30-39,1809,92,2
7/11/2020,Alleghany,20-29,108,1,0
7/11/2020,Alleghany,0-9,13,0,0
7/11/2020,Mount Rogers,40-49,119,3,1
7/11/2020,Eastern Shore,40-49,247,10,2
7/11/2020,Central Virginia,60-69,51,4,2
7/11/2020,Richmond,10-19,198,2,0
7/11/2020,Pittsylvania-Danville,60-69,33,9,1
7/11/2020,Pittsylvania-Danville,Missing,0,0,0
7/11/2020,Chesterfield,60-69,307,43,11
7/11/2020,Southside,10-19,11,0,0
7/11/2020,New River,80+,13,4,2
7/11/2020,Central Virginia,50-59,75,2,2
7/11/2020,Hampton,70-79,26,8,0
7/11/2020,Pittsylvania-Danville,10-19,16,0,0
7/11/2020,Richmond,60-69,213,48,6
7/11/2020,Chickahominy,40-49,94,12,1
7/11/2020,Three Rivers,80+,36,8,4
7/11/2020,Rappahannock,30-39,503,24,0
7/11/2020,Norfolk,0-9,48,2,0
7/11/2020,Cumberland Plateau,40-49,18,0,0
7/11/2020,Eastern Shore,10-19,59,1,0
7/11/2020,Mount Rogers,10-19,65,0,0
7/11/2020,Rappahannock Rapidan,0-9,75,1,0
7/11/2020,Three Rivers,0-9,10,1,0
7/11/2020,Henrico,40-49,415,26,2
7/11/2020,Alexandria,50-59,314,51,10
7/11/2020,Arlington,0-9,50,2,0
7/11/2020,Chickahominy,Missing,15,0,0
7/11/2020,New River,20-29,74,0,0
7/11/2020,Virginia Beach,20-29,455,7,0
7/11/2020,Chesapeake,50-59,177,26,1
7/11/2020,Alleghany,80+,42,8,6
7/11/2020,Fairfax,10-19,903,26,0
7/11/2020,Chesapeake,60-69,131,32,5
7/11/2020,West Piedmont,Missing,0,0,0
7/11/2020,Peninsula,80+,57,24,15
7/11/2020,Crater,40-49,236,15,1
7/11/2020,Chesapeake,40-49,185,27,1
7/11/2020,Thomas Jefferson,20-29,203,2,0
7/11/2020,Lord Fairfax,20-29,363,5,0
7/11/2020,Norfolk,20-29,452,5,0
7/11/2020,Arlington,30-39,469,43,0
7/11/2020,West Piedmont,60-69,66,8,0
7/11/2020,Henrico,50-59,360,39,8
7/11/2020,West Piedmont,50-59,113,15,1
7/11/2020,Cumberland Plateau,20-29,8,0,0
7/11/2020,Alexandria,70-79,104,38,19
7/11/2020,Portsmouth,20-29,148,9,0
7/11/2020,Western Tidewater,30-39,144,9,0
7/11/2020,Central Shenandoah,0-9,59,0,0
7/11/2020,Henrico,80+,322,65,86
7/11/2020,Alexandria,0-9,137,2,0
7/11/2020,Pittsylvania-Danville,40-49,59,6,0
7/11/2020,Henrico,20-29,405,15,0
7/11/2020,Roanoke,60-69,39,3,0
7/11/2020,Peninsula,30-39,232,7,1
7/11/2020,Alleghany,60-69,64,7,1
7/11/2020,Prince William,70-79,318,98,43
7/11/2020,Norfolk,60-69,127,30,2
7/11/2020,Southside,40-49,62,5,0
7/11/2020,Chesterfield,30-39,663,10,0
7/11/2020,Loudoun,70-79,144,46,18
7/11/2020,Central Virginia,40-49,70,0,0
7/11/2020,New River,Missing,0,0,0
7/11/2020,Chickahominy,20-29,103,1,0
7/11/2020,New River,0-9,7,0,0
7/11/2020,Cumberland Plateau,0-9,2,0,0
7/11/2020,Three Rivers,70-79,37,8,5
7/11/2020,Rappahannock Rapidan,40-49,313,19,2
7/11/2020,Hampton,0-9,16,0,0
7/11/2020,Piedmont,50-59,198,23,1
7/11/2020,Rappahannock,20-29,459,13,0
7/11/2020,West Piedmont,20-29,93,1,0
7/11/2020,Arlington,70-79,176,72,33
7/11/2020,Arlington,50-59,386,68,6
7/11/2020,Piedmont,70-79,73,24,4
7/11/2020,Alexandria,60-69,208,47,2
7/11/2020,Portsmouth,30-39,142,7,1
7/11/2020,Lenowisco,20-29,10,0,0
7/11/2020,Central Virginia,30-39,73,1,0
7/11/2020,Norfolk,10-19,76,1,0
7/11/2020,New River,10-19,34,0,0
7/11/2020,Central Virginia,20-29,105,2,0
7/11/2020,Rappahannock,50-59,408,51,4
7/11/2020,Rappahannock,60-69,222,46,6
7/11/2020,Piedmont,20-29,177,2,0
7/11/2020,New River,60-69,28,5,0
7/11/2020,Roanoke,40-49,80,1,0
7/11/2020,Three Rivers,20-29,136,4,0
7/11/2020,Rappahannock,40-49,474,43,2
7/11/2020,Portsmouth,80+,17,8,5
7/11/2020,Central Shenandoah,Missing,1,0,0
7/11/2020,Eastern Shore,70-79,47,16,9
7/11/2020,Mount Rogers,70-79,71,28,12
7/11/2020,Cumberland Plateau,70-79,7,0,0
7/11/2020,Piedmont,10-19,35,0,0
7/11/2020,Southside,20-29,50,2,0
7/11/2020,Chesterfield,50-59,470,38,4
7/11/2020,Rappahannock Rapidan,20-29,288,4,0
7/11/2020,Cumberland Plateau,60-69,7,1,0
7/11/2020,Roanoke,70-79,17,3,1
7/11/2020,Central Shenandoah,20-29,436,8,0
7/11/2020,Pittsylvania-Danville,80+,9,5,2
7/11/2020,Virginia Beach,80+,96,33,21
7/11/2020,Central Shenandoah,50-59,395,33,3
7/11/2020,Lenowisco,Missing,0,0,0
7/11/2020,Fairfax,30-39,2806,181,6
7/11/2020,Lenowisco,60-69,7,5,2
7/11/2020,Loudoun,30-39,760,27,0
7/11/2020,West Piedmont,80+,18,9,1
7/11/2020,Roanoke,80+,43,3,9
7/11/2020,Fairfax,40-49,2712,256,9
7/11/2020,Thomas Jefferson,80+,103,27,19
7/11/2020,Roanoke,20-29,128,3,0
7/11/2020,Henrico,60-69,298,51,34
7/11/2020,Lord Fairfax,40-49,340,17,1
7/11/2020,Western Tidewater,Missing,9,0,0
7/11/2020,Chickahominy,60-69,78,20,6
7/11/2020,Chesapeake,20-29,219,4,0
7/11/2020,Three Rivers,Missing,4,0,0
7/11/2020,Henrico,10-19,185,3,0
7/11/2020,Mount Rogers,30-39,117,4,0
7/11/2020,Eastern Shore,30-39,234,8,0
7/11/2020,Lord Fairfax,60-69,234,48,14
7/11/2020,Western Tidewater,0-9,14,0,0
7/11/2020,Rappahannock,70-79,106,30,14
7/11/2020,Prince William,80+,239,81,72
7/11/2020,Hampton,80+,12,2,1
7/11/2020,Alexandria,80+,93,28,25
7/11/2020,Mount Rogers,60-69,98,10,0
7/11/2020,Eastern Shore,60-69,179,29,8
7/11/2020,Lord Fairfax,70-79,136,41,17
7/11/2020,New River,30-39,35,1,0
7/11/2020,Chesapeake,10-19,64,1,0
7/11/2020,Hampton,40-49,72,5,0
7/11/2020,Peninsula,Missing,10,0,0
7/11/2020,Henrico,70-79,214,48,42
7/11/2020,Western Tidewater,20-29,124,3,0
7/11/2020,Peninsula,0-9,45,0,0
7/11/2020,Loudoun,40-49,844,48,1
7/11/2020,Pittsylvania-Danville,30-39,39,1,0
7/11/2020,Loudoun,20-29,704,6,0
7/11/2020,Crater,60-69,245,47,15
7/11/2020,Loudoun,80+,192,50,71
7/11/2020,Arlington,80+,203,84,69
7/11/2020,Virginia Beach,10-19,95,0,0
7/11/2020,Mount Rogers,80+,78,25,21
7/11/2020,Eastern Shore,80+,50,22,18
7/11/2020,Crater,10-19,62,0,0
7/11/2020,Lenowisco,30-39,8,1,1
7/11/2020,Norfolk,Missing,21,1,0
7/11/2020,Henrico,Missing,33,1,1
7/11/2020,New River,40-49,42,1,0
7/11/2020,Central Virginia,0-9,7,0,0
7/11/2020,New River,70-79,19,8,4
7/11/2020,Loudoun,0-9,158,3,0
7/11/2020,Central Virginia,70-79,25,4,2
7/11/2020,Southside,0-9,6,0,0
7/11/2020,Three Rivers,40-49,164,12,2
7/11/2020,Chickahominy,30-39,97,2,0
7/11/2020,Central Shenandoah,60-69,277,47,11
7/11/2020,Western Tidewater,60-69,148,18,6
7/11/2020,Cumberland Plateau,30-39,15,0,0
7/11/2020,Portsmouth,10-19,32,0,0
7/11/2020,Chesterfield,Missing,80,0,0
7/11/2020,Alexandria,40-49,451,38,0
7/11/2020,Thomas Jefferson,70-79,73,21,5
7/11/2020,Three Rivers,30-39,171,3,0
7/11/2020,Western Tidewater,70-79,96,22,19
7/11/2020,Arlington,60-69,287,80,19
7/11/2020,Cumberland Plateau,10-19,23,0,0
7/11/2020,West Piedmont,30-39,98,3,0
7/11/2020,Peninsula,10-19,73,1,0
7/11/2020,Lenowisco,10-19,8,0,0
7/11/2020,Chesapeake,0-9,37,1,0
7/11/2020,Peninsula,50-59,171,21,3
7/11/2020,Cumberland Plateau,Missing,0,0,0
7/11/2020,Peninsula,60-69,143,29,3
7/11/2020,Lord Fairfax,30-39,359,11,1
7/11/2020,Virginia Beach,Missing,56,0,0
7/11/2020,Arlington,40-49,438,49,7
7/11/2020,West Piedmont,10-19,76,0,0
7/11/2020,Chickahominy,70-79,60,22,7
7/11/2020,Pittsylvania-Danville,20-29,30,0,0
7/11/2020,Loudoun,50-59,672,59,2
7/11/2020,Richmond,30-39,518,25,1
7/11/2020,Thomas Jefferson,Missing,2,0,0
7/11/2020,Rappahannock Rapidan,80+,27,13,8
7/11/2020,Lord Fairfax,Missing,2,0,0
7/11/2020,Cumberland Plateau,50-59,9,1,0
7/11/2020,Loudoun,Missing,65,0,1
7/11/2020,Southside,50-59,66,9,0
7/11/2020,Chesterfield,20-29,573,7,0
7/11/2020,Norfolk,70-79,55,25,4
7/11/2020,Alleghany,10-19,82,0,0
7/11/2020,Crater,80+,116,20,12
7/11/2020,Portsmouth,Missing,15,0,0
7/11/2020,Western Tidewater,10-19,28,0,0
7/11/2020,Chesterfield,10-19,320,0,0
7/11/2020,Southside,60-69,61,13,5
