Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/16/2020,Norfolk,0-9,59,2,0
7/16/2020,Cumberland Plateau,40-49,22,1,0
7/16/2020,Eastern Shore,10-19,60,1,0
7/16/2020,Mount Rogers,10-19,68,0,0
7/16/2020,Rappahannock Rapidan,0-9,80,1,0
7/16/2020,Three Rivers,0-9,12,1,0
7/16/2020,Henrico,40-49,432,27,2
7/16/2020,Alexandria,50-59,320,52,10
7/16/2020,Arlington,0-9,54,2,0
7/16/2020,Chickahominy,Missing,15,0,0
7/16/2020,New River,20-29,90,0,0
7/16/2020,Virginia Beach,20-29,618,9,0
7/16/2020,Chesapeake,50-59,214,27,1
7/16/2020,Alleghany,80+,43,10,6
7/16/2020,Fairfax,10-19,933,29,0
7/16/2020,Chesapeake,60-69,141,32,5
7/16/2020,West Piedmont,Missing,0,0,0
7/16/2020,Peninsula,80+,65,26,15
7/16/2020,Crater,40-49,250,17,1
7/16/2020,Chesapeake,40-49,217,27,1
7/16/2020,Thomas Jefferson,20-29,220,2,0
7/16/2020,Lord Fairfax,20-29,381,5,0
7/16/2020,Norfolk,20-29,599,5,0
7/16/2020,Arlington,30-39,482,42,0
7/16/2020,West Piedmont,60-69,71,11,0
7/16/2020,Henrico,50-59,375,43,8
7/16/2020,West Piedmont,50-59,128,18,1
7/16/2020,Cumberland Plateau,20-29,12,0,0
7/16/2020,Alexandria,70-79,103,38,18
7/16/2020,Portsmouth,20-29,192,11,0
7/16/2020,Western Tidewater,30-39,174,10,1
7/16/2020,Central Shenandoah,0-9,62,0,0
7/16/2020,Henrico,80+,325,67,87
7/16/2020,Alexandria,0-9,142,2,0
7/16/2020,Pittsylvania-Danville,40-49,70,6,0
7/16/2020,Henrico,20-29,435,15,0
7/16/2020,Roanoke,60-69,41,3,0
7/16/2020,Peninsula,30-39,288,7,1
7/16/2020,Alleghany,60-69,70,8,1
7/16/2020,Prince William,70-79,324,100,45
7/16/2020,Norfolk,60-69,174,32,3
7/16/2020,Southside,40-49,68,6,0
7/16/2020,Chesterfield,30-39,699,12,0
7/16/2020,Loudoun,70-79,149,48,18
7/16/2020,Central Virginia,40-49,77,1,0
7/16/2020,New River,Missing,0,0,0
7/16/2020,Chickahominy,20-29,114,1,0
7/16/2020,New River,0-9,8,0,0
7/16/2020,Cumberland Plateau,0-9,3,0,0
7/16/2020,Three Rivers,70-79,38,8,5
7/16/2020,Rappahannock Rapidan,40-49,320,21,2
7/16/2020,Hampton,0-9,21,0,0
7/16/2020,Piedmont,50-59,204,25,1
7/16/2020,Rappahannock,20-29,480,13,0
7/16/2020,West Piedmont,20-29,105,2,0
7/16/2020,Arlington,70-79,177,73,33
7/16/2020,Chickahominy,50-59,124,23,1
7/16/2020,Alleghany,40-49,94,2,0
7/16/2020,Prince William,50-59,1520,198,15
7/16/2020,Mount Rogers,0-9,40,1,0
7/16/2020,Eastern Shore,0-9,20,2,0
7/16/2020,Thomas Jefferson,60-69,110,24,3
7/16/2020,Pittsylvania-Danville,70-79,26,12,1
7/16/2020,Chesterfield,80+,156,33,47
7/16/2020,Richmond,0-9,109,6,0
7/16/2020,Chesapeake,80+,78,25,14
7/16/2020,Peninsula,40-49,234,10,1
7/16/2020,Henrico,0-9,108,2,0
7/16/2020,Lenowisco,80+,6,1,0
7/16/2020,Piedmont,60-69,149,21,2
7/16/2020,West Piedmont,0-9,22,1,0
7/16/2020,Rappahannock Rapidan,70-79,44,13,8
7/16/2020,Central Shenandoah,70-79,143,43,12
7/16/2020,Chesapeake,30-39,300,13,0
7/16/2020,Chickahominy,0-9,16,0,0
7/16/2020,Norfolk,40-49,236,15,1
7/16/2020,Piedmont,80+,51,22,11
7/16/2020,Virginia Beach,60-69,197,21,2
7/16/2020,West Piedmont,40-49,109,10,2
7/16/2020,Arlington,10-19,120,5,0
7/16/2020,Lenowisco,0-9,3,0,0
7/16/2020,Pittsylvania-Danville,50-59,64,13,0
7/16/2020,Virginia Beach,50-59,257,18,1
7/16/2020,Chesapeake,Missing,27,1,0
7/16/2020,Central Shenandoah,80+,124,32,17
7/16/2020,Thomas Jefferson,40-49,197,14,0
7/16/2020,Rappahannock Rapidan,60-69,129,17,4
7/16/2020,Norfolk,30-39,373,16,1
7/16/2020,Rappahannock Rapidan,Missing,9,0,0
7/16/2020,Lord Fairfax,80+,163,38,43
7/16/2020,Three Rivers,10-19,39,0,0
7/16/2020,Piedmont,40-49,204,11,0
7/16/2020,Norfolk,80+,50,11,5
7/16/2020,Peninsula,20-29,383,1,0
7/16/2020,Norfolk,50-59,203,24,3
7/16/2020,Thomas Jefferson,50-59,157,13,2
7/16/2020,Richmond,70-79,91,37,14
7/16/2020,Chesterfield,70-79,144,30,21
7/16/2020,Piedmont,30-39,222,5,0
7/16/2020,Prince William,30-39,1854,94,2
7/16/2020,Alleghany,20-29,124,1,0
7/16/2020,Alleghany,0-9,14,0,0
7/16/2020,Mount Rogers,40-49,131,5,1
7/16/2020,Eastern Shore,40-49,248,11,2
7/16/2020,Central Virginia,60-69,53,4,2
7/16/2020,Richmond,10-19,203,2,0
7/16/2020,Pittsylvania-Danville,60-69,45,10,1
7/16/2020,Pittsylvania-Danville,Missing,0,0,0
7/16/2020,Chesterfield,60-69,316,48,12
7/16/2020,Southside,10-19,15,0,0
7/16/2020,New River,80+,13,4,2
7/16/2020,Central Virginia,50-59,84,2,2
7/16/2020,Hampton,70-79,31,8,0
7/16/2020,Pittsylvania-Danville,10-19,20,0,0
7/16/2020,Richmond,60-69,220,53,7
7/16/2020,Chickahominy,40-49,102,12,1
7/16/2020,Three Rivers,80+,38,8,4
7/16/2020,Rappahannock,30-39,520,25,0
7/16/2020,Lord Fairfax,60-69,243,52,14
7/16/2020,Western Tidewater,0-9,18,0,0
7/16/2020,Rappahannock,70-79,115,33,15
7/16/2020,Prince William,80+,242,82,74
7/16/2020,Hampton,80+,14,2,1
7/16/2020,Alexandria,80+,93,28,25
7/16/2020,Mount Rogers,60-69,106,11,0
7/16/2020,Eastern Shore,60-69,178,29,8
7/16/2020,Lord Fairfax,70-79,145,42,17
7/16/2020,New River,30-39,37,1,0
7/16/2020,Chesapeake,10-19,90,1,0
7/16/2020,Hampton,40-49,90,6,0
7/16/2020,Peninsula,Missing,12,0,0
7/16/2020,Henrico,70-79,227,51,43
7/16/2020,Western Tidewater,20-29,155,4,0
7/16/2020,Peninsula,0-9,65,0,0
7/16/2020,Loudoun,40-49,867,57,1
7/16/2020,Pittsylvania-Danville,30-39,46,1,0
7/16/2020,Loudoun,20-29,743,9,0
7/16/2020,Crater,60-69,256,49,16
7/16/2020,Loudoun,80+,208,52,72
7/16/2020,Arlington,80+,204,83,69
7/16/2020,Virginia Beach,10-19,125,0,0
7/16/2020,Mount Rogers,80+,81,27,21
7/16/2020,Eastern Shore,80+,50,22,18
7/16/2020,Crater,10-19,72,0,0
7/16/2020,Lenowisco,30-39,9,1,1
7/16/2020,Norfolk,Missing,20,1,0
7/16/2020,Henrico,Missing,34,1,1
7/16/2020,New River,40-49,46,2,0
7/16/2020,Central Virginia,0-9,9,0,0
7/16/2020,New River,70-79,20,8,4
7/16/2020,Loudoun,0-9,165,4,0
7/16/2020,Central Virginia,70-79,27,4,2
7/16/2020,Southside,0-9,7,0,0
7/16/2020,Three Rivers,40-49,169,12,2
7/16/2020,Chickahominy,30-39,103,2,0
7/16/2020,Central Shenandoah,60-69,290,48,13
7/16/2020,Western Tidewater,60-69,168,19,7
7/16/2020,Cumberland Plateau,30-39,19,0,0
7/16/2020,Portsmouth,10-19,42,0,0
7/16/2020,Chesterfield,Missing,91,0,0
7/16/2020,Alexandria,40-49,457,40,0
7/16/2020,Thomas Jefferson,70-79,89,22,5
7/16/2020,Three Rivers,30-39,179,3,0
7/16/2020,Western Tidewater,70-79,106,23,19
7/16/2020,Arlington,60-69,291,82,19
7/16/2020,Cumberland Plateau,10-19,26,0,0
7/16/2020,West Piedmont,30-39,109,3,0
7/16/2020,Peninsula,10-19,98,1,0
7/16/2020,Prince William,0-9,371,10,0
7/16/2020,Eastern Shore,50-59,276,19,5
7/16/2020,Mount Rogers,50-59,121,8,1
7/16/2020,Loudoun,10-19,625,0,0
7/16/2020,Southside,80+,83,12,13
7/16/2020,Central Virginia,80+,21,2,0
7/16/2020,Rappahannock,Missing,23,0,0
7/16/2020,Rappahannock Rapidan,30-39,335,18,1
7/16/2020,New River,50-59,42,4,0
7/16/2020,Richmond,80+,39,20,9
7/16/2020,Mount Rogers,20-29,137,0,0
7/16/2020,Eastern Shore,20-29,199,6,0
7/16/2020,Hampton,10-19,37,0,0
7/16/2020,Portsmouth,0-9,32,3,0
7/16/2020,Crater,70-79,155,40,18
7/16/2020,Chesterfield,40-49,633,22,3
7/16/2020,Alexandria,Missing,11,0,0
7/16/2020,Southside,30-39,77,4,0
7/16/2020,Prince William,Missing,148,2,0
7/16/2020,Hampton,60-69,62,11,2
7/16/2020,Fairfax,20-29,2356,86,3
7/16/2020,Thomas Jefferson,0-9,58,1,0
7/16/2020,Lenowisco,40-49,11,2,0
7/16/2020,Central Virginia,10-19,70,1,0
7/16/2020,Lenowisco,70-79,13,5,1
7/16/2020,Virginia Beach,0-9,61,0,0
7/16/2020,Lenowisco,50-59,23,5,1
7/16/2020,Chesapeake,70-79,90,30,3
7/16/2020,Western Tidewater,80+,153,28,35
7/16/2020,Thomas Jefferson,10-19,90,1,0
7/16/2020,Richmond,40-49,410,31,3
7/16/2020,Lord Fairfax,50-59,368,31,3
7/16/2020,Lord Fairfax,10-19,160,1,0
7/16/2020,Rappahannock Rapidan,10-19,141,3,0
7/16/2020,Crater,50-59,310,35,3
7/16/2020,Arlington,Missing,11,1,0
7/16/2020,Roanoke,50-59,57,1,0
7/16/2020,Rappahannock,10-19,261,3,0
7/16/2020,Roanoke,10-19,65,0,0
7/16/2020,Eastern Shore,Missing,6,0,0
7/16/2020,Mount Rogers,Missing,1,0,0
7/16/2020,Prince William,60-69,804,169,42
7/16/2020,Alleghany,70-79,65,8,7
7/16/2020,Crater,20-29,281,8,0
7/16/2020,Loudoun,60-69,260,51,6
7/16/2020,Fairfax,0-9,511,18,0
7/16/2020,Roanoke,Missing,4,0,0
7/16/2020,Alexandria,20-29,409,10,1
7/16/2020,Portsmouth,70-79,39,13,5
7/16/2020,Alleghany,30-39,95,2,0
7/16/2020,Prince William,20-29,1764,55,0
7/16/2020,Southside,70-79,64,10,13
7/16/2020,Piedmont,Missing,1,0,0
7/16/2020,Rappahannock,0-9,120,2,0
7/16/2020,Henrico,30-39,511,18,0
7/16/2020,Prince William,10-19,847,8,0
7/16/2020,Chickahominy,10-19,53,0,0
7/16/2020,Lord Fairfax,0-9,68,2,0
7/16/2020,Central Virginia,Missing,1,0,0
7/16/2020,Fairfax,60-69,1470,329,63
7/16/2020,Hampton,20-29,144,3,0
7/16/2020,Central Shenandoah,40-49,387,15,0
7/16/2020,Pittsylvania-Danville,0-9,11,0,0
7/16/2020,Crater,30-39,305,8,0
7/16/2020,Virginia Beach,70-79,110,28,8
7/16/2020,Virginia Beach,30-39,424,13,0
7/16/2020,Piedmont,0-9,24,0,0
7/16/2020,Central Shenandoah,30-39,355,7,0
7/16/2020,Hampton,50-59,75,9,1
7/16/2020,Peninsula,70-79,106,39,12
7/16/2020,Arlington,20-29,505,22,0
7/16/2020,West Piedmont,70-79,35,14,4
7/16/2020,Richmond,20-29,552,16,0
7/16/2020,Roanoke,0-9,17,0,0
7/16/2020,Hampton,30-39,119,3,0
7/16/2020,Thomas Jefferson,30-39,252,8,0
7/16/2020,Western Tidewater,40-49,153,6,2
7/16/2020,Richmond,50-59,314,55,2
7/16/2020,Western Tidewater,50-59,185,13,4
7/16/2020,Crater,Missing,10,0,0
7/16/2020,Arlington,50-59,397,66,6
7/16/2020,Piedmont,70-79,77,26,4
7/16/2020,Alexandria,60-69,211,47,2
7/16/2020,Portsmouth,30-39,174,8,1
7/16/2020,Lenowisco,20-29,16,0,0
7/16/2020,Central Virginia,30-39,78,1,0
7/16/2020,Norfolk,10-19,101,1,0
7/16/2020,New River,10-19,37,0,0
7/16/2020,Central Virginia,20-29,122,2,0
7/16/2020,Rappahannock,50-59,418,51,4
7/16/2020,Rappahannock,60-69,227,47,6
7/16/2020,Piedmont,20-29,179,2,0
7/16/2020,New River,60-69,29,5,0
7/16/2020,Roanoke,40-49,91,1,0
7/16/2020,Three Rivers,20-29,150,4,0
7/16/2020,Rappahannock,40-49,487,45,2
7/16/2020,Portsmouth,80+,19,8,5
7/16/2020,Central Shenandoah,Missing,1,0,0
7/16/2020,Eastern Shore,70-79,47,16,9
7/16/2020,Mount Rogers,70-79,76,29,13
7/16/2020,Cumberland Plateau,70-79,7,1,0
7/16/2020,Piedmont,10-19,39,0,0
7/16/2020,Southside,20-29,58,2,0
7/16/2020,Chesterfield,50-59,489,41,4
7/16/2020,Rappahannock Rapidan,20-29,301,6,0
7/16/2020,Cumberland Plateau,60-69,14,1,0
7/16/2020,Roanoke,70-79,17,3,1
7/16/2020,Central Shenandoah,20-29,455,9,0
7/16/2020,Pittsylvania-Danville,80+,14,6,2
7/16/2020,Virginia Beach,80+,112,34,22
7/16/2020,Central Shenandoah,50-59,407,34,4
7/16/2020,Lenowisco,Missing,0,0,0
7/16/2020,Fairfax,30-39,2849,196,6
7/16/2020,Lenowisco,60-69,9,5,2
7/16/2020,Loudoun,30-39,781,28,0
7/16/2020,West Piedmont,80+,23,13,1
7/16/2020,Roanoke,80+,43,3,9
7/16/2020,Fairfax,40-49,2742,266,10
7/16/2020,Thomas Jefferson,80+,123,28,19
7/16/2020,Roanoke,20-29,142,3,0
7/16/2020,Henrico,60-69,307,51,34
7/16/2020,Lord Fairfax,40-49,351,17,1
7/16/2020,Western Tidewater,Missing,10,0,0
7/16/2020,Chickahominy,60-69,83,21,6
7/16/2020,Chesapeake,20-29,307,4,0
7/16/2020,Three Rivers,Missing,4,0,0
7/16/2020,Henrico,10-19,210,3,0
7/16/2020,Mount Rogers,30-39,127,4,0
7/16/2020,Eastern Shore,30-39,237,8,0
7/16/2020,Chesterfield,0-9,131,0,0
7/16/2020,Central Shenandoah,10-19,134,1,0
7/16/2020,Crater,0-9,30,1,0
7/16/2020,Fairfax,70-79,694,248,114
7/16/2020,Rappahannock,80+,98,34,19
7/16/2020,Alexandria,10-19,186,4,0
7/16/2020,Portsmouth,40-49,108,8,0
7/16/2020,Three Rivers,50-59,116,10,0
7/16/2020,Alleghany,Missing,2,0,0
7/16/2020,Alexandria,30-39,575,32,0
7/16/2020,Southside,Missing,0,0,0
7/16/2020,Portsmouth,60-69,87,22,6
7/16/2020,Roanoke,30-39,140,1,0
7/16/2020,Three Rivers,60-69,84,13,0
7/16/2020,Fairfax,50-59,2293,307,33
7/16/2020,Portsmouth,50-59,114,22,2
7/16/2020,Chickahominy,80+,83,34,26
7/16/2020,Rappahannock Rapidan,50-59,239,29,2
7/16/2020,Fairfax,80+,811,299,294
7/16/2020,Hampton,Missing,14,0,0
7/16/2020,Cumberland Plateau,80+,4,2,0
7/16/2020,Alleghany,50-59,96,6,1
7/16/2020,Prince William,40-49,2067,159,7
7/16/2020,Fairfax,Missing,156,5,0
7/16/2020,Virginia Beach,40-49,307,19,1
7/16/2020,Richmond,Missing,21,0,0
7/16/2020,Lenowisco,10-19,9,0,0
7/16/2020,Chesapeake,0-9,45,1,0
7/16/2020,Peninsula,50-59,208,22,3
7/16/2020,Cumberland Plateau,Missing,0,0,0
7/16/2020,Peninsula,60-69,163,30,3
7/16/2020,Lord Fairfax,30-39,371,11,1
7/16/2020,Virginia Beach,Missing,61,0,0
7/16/2020,Arlington,40-49,450,50,7
7/16/2020,West Piedmont,10-19,83,0,0
7/16/2020,Chickahominy,70-79,64,21,6
7/16/2020,Pittsylvania-Danville,20-29,45,0,0
7/16/2020,Loudoun,50-59,694,59,3
7/16/2020,Richmond,30-39,539,29,1
7/16/2020,Thomas Jefferson,Missing,2,0,0
7/16/2020,Rappahannock Rapidan,80+,28,16,8
7/16/2020,Lord Fairfax,Missing,2,0,0
7/16/2020,Cumberland Plateau,50-59,14,1,0
7/16/2020,Loudoun,Missing,65,0,1
7/16/2020,Southside,50-59,72,10,0
7/16/2020,Chesterfield,20-29,623,8,0
