Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/11/2020,Hampton,Missing,5,0,0
6/11/2020,Cumberland Plateau,80+,0,0,0
6/11/2020,Alleghany,50-59,45,4,1
6/11/2020,Prince William,40-49,1757,126,6
6/11/2020,Fairfax,Missing,136,1,0
6/11/2020,Virginia Beach,40-49,128,18,1
6/11/2020,Richmond,Missing,14,0,0
6/11/2020,Norfolk,40-49,97,10,0
6/11/2020,Piedmont,80+,31,9,3
6/11/2020,Virginia Beach,60-69,114,16,1
6/11/2020,West Piedmont,40-49,54,6,1
6/11/2020,Arlington,10-19,81,5,0
6/11/2020,Lenowisco,0-9,3,0,0
6/11/2020,Pittsylvania-Danville,50-59,25,7,0
6/11/2020,Virginia Beach,50-59,118,13,0
6/11/2020,Chesapeake,Missing,6,1,0
6/11/2020,Central Shenandoah,80+,83,18,11
6/11/2020,Thomas Jefferson,40-49,108,5,0
6/11/2020,Rappahannock Rapidan,60-69,96,14,2
6/11/2020,Norfolk,30-39,126,8,0
6/11/2020,Rappahannock Rapidan,Missing,6,0,0
6/11/2020,Lord Fairfax,80+,109,27,33
6/11/2020,Three Rivers,10-19,20,0,0
6/11/2020,Piedmont,40-49,162,6,0
6/11/2020,Norfolk,80+,11,7,3
6/11/2020,Peninsula,20-29,101,1,0
6/11/2020,Norfolk,50-59,97,15,0
6/11/2020,Thomas Jefferson,50-59,89,9,1
6/11/2020,Richmond,70-79,65,32,9
6/11/2020,Chesterfield,70-79,102,18,13
6/11/2020,Piedmont,30-39,163,1,0
6/11/2020,Prince William,30-39,1517,84,2
6/11/2020,Alleghany,20-29,53,1,0
6/11/2020,Alleghany,0-9,3,0,0
6/11/2020,Mount Rogers,40-49,66,0,0
6/11/2020,Eastern Shore,40-49,237,8,2
6/11/2020,Central Virginia,60-69,37,4,1
6/11/2020,Richmond,10-19,127,2,0
6/11/2020,Pittsylvania-Danville,60-69,17,7,1
6/11/2020,Pittsylvania-Danville,Missing,0,0,0
6/11/2020,Chesterfield,60-69,217,26,8
6/11/2020,Southside,10-19,4,0,0
6/11/2020,New River,80+,7,3,1
6/11/2020,Central Virginia,50-59,42,2,1
6/11/2020,Hampton,70-79,13,7,0
6/11/2020,Pittsylvania-Danville,10-19,4,0,0
6/11/2020,Richmond,60-69,170,40,6
6/11/2020,Chickahominy,40-49,74,11,1
6/11/2020,Three Rivers,80+,26,5,3
6/11/2020,Rappahannock,30-39,416,20,0
6/11/2020,Lord Fairfax,60-69,195,38,10
6/11/2020,Western Tidewater,0-9,5,0,0
6/11/2020,Rappahannock,70-79,65,22,9
6/11/2020,Prince William,80+,192,62,56
6/11/2020,Hampton,80+,5,3,2
6/11/2020,Alexandria,80+,82,26,21
6/11/2020,Mount Rogers,60-69,59,5,0
6/11/2020,Eastern Shore,60-69,166,20,8
6/11/2020,Lord Fairfax,70-79,104,28,13
6/11/2020,New River,30-39,19,1,0
6/11/2020,Chesapeake,10-19,26,1,0
6/11/2020,Hampton,40-49,35,3,0
6/11/2020,Peninsula,Missing,8,0,0
6/11/2020,Norfolk,0-9,17,0,0
6/11/2020,Cumberland Plateau,40-49,6,0,0
6/11/2020,Eastern Shore,10-19,55,1,0
6/11/2020,Mount Rogers,10-19,39,0,0
6/11/2020,Rappahannock Rapidan,0-9,68,1,0
6/11/2020,Three Rivers,0-9,9,1,0
6/11/2020,Henrico,40-49,312,21,1
6/11/2020,Alexandria,50-59,280,43,9
6/11/2020,Arlington,0-9,38,2,0
6/11/2020,Chickahominy,Missing,10,0,0
6/11/2020,New River,20-29,34,0,0
6/11/2020,Virginia Beach,20-29,151,2,0
6/11/2020,Chesapeake,50-59,105,19,1
6/11/2020,Alleghany,80+,24,8,5
6/11/2020,Fairfax,10-19,704,17,0
6/11/2020,Chesapeake,60-69,80,19,4
6/11/2020,West Piedmont,Missing,0,0,0
6/11/2020,Peninsula,80+,47,23,15
6/11/2020,Crater,40-49,173,12,1
6/11/2020,Chesapeake,40-49,105,16,0
6/11/2020,Thomas Jefferson,20-29,97,1,0
6/11/2020,Lord Fairfax,20-29,298,4,0
6/11/2020,Norfolk,20-29,142,1,0
6/11/2020,Arlington,30-39,418,41,0
6/11/2020,West Piedmont,60-69,37,2,0
6/11/2020,Henrico,50-59,273,29,7
6/11/2020,West Piedmont,50-59,70,9,1
6/11/2020,Cumberland Plateau,20-29,1,0,0
6/11/2020,Alexandria,70-79,98,35,15
6/11/2020,Portsmouth,20-29,60,3,0
6/11/2020,Western Tidewater,30-39,81,4,0
6/11/2020,Central Shenandoah,0-9,43,0,0
6/11/2020,Henrico,80+,302,64,68
6/11/2020,Alexandria,0-9,117,2,0
6/11/2020,Pittsylvania-Danville,40-49,26,5,0
6/11/2020,Henrico,20-29,285,14,0
6/11/2020,Roanoke,60-69,17,2,0
6/11/2020,Peninsula,30-39,109,7,1
6/11/2020,Alleghany,60-69,30,6,1
6/11/2020,Prince William,70-79,251,68,34
6/11/2020,Norfolk,60-69,60,18,1
6/11/2020,Southside,40-49,24,5,0
6/11/2020,Chesterfield,30-39,422,3,0
6/11/2020,Loudoun,70-79,127,36,11
6/11/2020,Central Virginia,40-49,41,0,0
6/11/2020,New River,Missing,0,0,0
6/11/2020,Chickahominy,20-29,65,0,0
6/11/2020,New River,0-9,3,0,0
6/11/2020,Cumberland Plateau,0-9,0,0,0
6/11/2020,Three Rivers,70-79,26,5,4
6/11/2020,Rappahannock Rapidan,40-49,267,16,2
6/11/2020,Hampton,0-9,8,0,0
6/11/2020,Piedmont,50-59,164,17,0
6/11/2020,Rappahannock,20-29,328,9,0
6/11/2020,West Piedmont,20-29,41,0,0
6/11/2020,Arlington,70-79,163,70,31
6/11/2020,Chickahominy,50-59,94,20,1
6/11/2020,Alleghany,40-49,30,0,0
6/11/2020,Prince William,50-59,1260,162,11
6/11/2020,Mount Rogers,0-9,24,1,0
6/11/2020,Eastern Shore,0-9,13,1,0
6/11/2020,Thomas Jefferson,60-69,61,17,2
6/11/2020,Pittsylvania-Danville,70-79,17,9,0
6/11/2020,Chesterfield,80+,122,25,30
6/11/2020,Richmond,0-9,62,2,0
6/11/2020,Chesapeake,80+,39,13,8
6/11/2020,Peninsula,40-49,90,5,1
6/11/2020,Henrico,0-9,85,1,0
6/11/2020,Lenowisco,80+,0,0,0
6/11/2020,Piedmont,60-69,120,15,2
6/11/2020,Hampton,20-29,43,2,0
6/11/2020,Central Shenandoah,40-49,290,8,0
6/11/2020,Pittsylvania-Danville,0-9,1,0,0
6/11/2020,Crater,30-39,195,3,0
6/11/2020,Virginia Beach,70-79,59,25,7
6/11/2020,Virginia Beach,30-39,122,9,1
6/11/2020,Piedmont,0-9,12,0,0
6/11/2020,Central Shenandoah,30-39,275,6,0
6/11/2020,Hampton,50-59,42,8,1
6/11/2020,Peninsula,70-79,81,38,11
6/11/2020,Arlington,20-29,378,20,0
6/11/2020,West Piedmont,70-79,19,6,3
6/11/2020,Richmond,20-29,337,10,0
6/11/2020,Roanoke,0-9,7,0,0
6/11/2020,Hampton,30-39,39,3,0
6/11/2020,Thomas Jefferson,30-39,130,5,0
6/11/2020,Western Tidewater,40-49,86,5,1
6/11/2020,Richmond,50-59,230,35,1
6/11/2020,Western Tidewater,50-59,122,12,2
6/11/2020,Crater,Missing,7,0,0
6/11/2020,Arlington,50-59,356,61,6
6/11/2020,Piedmont,70-79,49,15,2
6/11/2020,Alexandria,60-69,183,41,2
6/11/2020,Portsmouth,30-39,82,4,0
6/11/2020,Lenowisco,20-29,6,0,0
6/11/2020,Central Virginia,30-39,44,2,0
6/11/2020,Norfolk,10-19,40,1,0
6/11/2020,New River,10-19,7,0,0
6/11/2020,Central Virginia,20-29,38,2,0
6/11/2020,Rappahannock,50-59,308,40,2
6/11/2020,Rappahannock,60-69,170,39,5
6/11/2020,Piedmont,20-29,133,0,0
6/11/2020,New River,60-69,19,2,0
6/11/2020,Roanoke,40-49,29,1,0
6/11/2020,Three Rivers,20-29,95,3,0
6/11/2020,Rappahannock,40-49,367,31,2
6/11/2020,Portsmouth,80+,19,6,3
6/11/2020,Central Shenandoah,Missing,0,0,0
6/11/2020,Eastern Shore,70-79,45,13,8
6/11/2020,Mount Rogers,70-79,41,20,6
6/11/2020,Cumberland Plateau,70-79,2,0,0
6/11/2020,Piedmont,10-19,22,0,0
6/11/2020,Southside,20-29,30,2,0
6/11/2020,Chesterfield,50-59,318,27,2
6/11/2020,Rappahannock Rapidan,20-29,255,4,0
6/11/2020,Cumberland Plateau,60-69,4,1,0
6/11/2020,Roanoke,70-79,10,3,0
6/11/2020,Central Shenandoah,20-29,310,5,0
6/11/2020,Pittsylvania-Danville,80+,3,2,2
6/11/2020,Virginia Beach,80+,74,24,17
6/11/2020,Central Shenandoah,50-59,319,27,1
6/11/2020,Lenowisco,Missing,0,0,0
6/11/2020,Fairfax,30-39,2522,149,4
6/11/2020,Lenowisco,60-69,5,4,2
6/11/2020,Loudoun,30-39,599,17,0
6/11/2020,West Piedmont,80+,10,4,0
6/11/2020,Roanoke,80+,38,3,10
6/11/2020,Fairfax,40-49,2454,219,8
6/11/2020,Thomas Jefferson,80+,70,23,14
6/11/2020,Roanoke,20-29,39,0,0
6/11/2020,Henrico,60-69,260,42,25
6/11/2020,Lord Fairfax,40-49,265,10,1
6/11/2020,Western Tidewater,Missing,4,0,0
6/11/2020,Chickahominy,60-69,63,16,6
6/11/2020,Chesapeake,20-29,85,3,0
6/11/2020,Three Rivers,Missing,1,0,0
