Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/8/2020,Norfolk,20-29,130,1,0
6/8/2020,Arlington,30-39,409,41,0
6/8/2020,West Piedmont,60-69,34,2,0
6/8/2020,Henrico,50-59,268,27,7
6/8/2020,West Piedmont,50-59,64,8,1
6/8/2020,Cumberland Plateau,20-29,1,0,0
6/8/2020,Alexandria,70-79,94,33,13
6/8/2020,Portsmouth,20-29,56,3,0
6/8/2020,Western Tidewater,30-39,75,4,0
6/8/2020,Central Shenandoah,0-9,43,0,0
6/8/2020,Henrico,80+,301,63,68
6/8/2020,Alexandria,0-9,117,2,0
6/8/2020,Pittsylvania-Danville,40-49,25,5,0
6/8/2020,Henrico,20-29,278,13,0
6/8/2020,Roanoke,60-69,13,2,0
6/8/2020,Peninsula,30-39,103,7,1
6/8/2020,Alleghany,60-69,27,6,1
6/8/2020,Prince William,70-79,249,66,34
6/8/2020,Norfolk,60-69,57,18,1
6/8/2020,Southside,40-49,23,5,0
6/8/2020,Chesterfield,30-39,384,3,0
6/8/2020,Loudoun,70-79,126,33,10
6/8/2020,Central Virginia,40-49,41,0,0
6/8/2020,New River,Missing,0,0,0
6/8/2020,Chickahominy,20-29,63,0,0
6/8/2020,New River,0-9,3,0,0
6/8/2020,Cumberland Plateau,0-9,0,0,0
6/8/2020,Three Rivers,70-79,25,6,5
6/8/2020,Rappahannock Rapidan,40-49,260,15,1
6/8/2020,Hampton,0-9,8,0,0
6/8/2020,Piedmont,50-59,157,16,0
6/8/2020,Rappahannock,20-29,318,9,0
6/8/2020,West Piedmont,20-29,37,0,0
6/8/2020,Arlington,70-79,162,69,31
6/8/2020,Chickahominy,50-59,94,17,1
6/8/2020,Alleghany,40-49,26,0,0
6/8/2020,Prince William,50-59,1238,153,10
6/8/2020,Mount Rogers,0-9,22,1,0
6/8/2020,Eastern Shore,0-9,12,1,0
6/8/2020,Thomas Jefferson,60-69,61,17,2
6/8/2020,Pittsylvania-Danville,70-79,14,8,0
6/8/2020,Chesterfield,80+,121,25,30
6/8/2020,Richmond,0-9,59,2,0
6/8/2020,Chesapeake,80+,36,13,8
6/8/2020,Peninsula,40-49,87,5,1
6/8/2020,Henrico,0-9,79,1,0
6/8/2020,Lenowisco,80+,0,0,0
6/8/2020,Piedmont,60-69,117,14,2
6/8/2020,Hampton,20-29,42,2,0
6/8/2020,Central Shenandoah,40-49,282,7,0
6/8/2020,Pittsylvania-Danville,0-9,1,0,0
6/8/2020,Crater,30-39,177,3,0
6/8/2020,Virginia Beach,70-79,58,25,7
6/8/2020,Virginia Beach,30-39,117,9,1
6/8/2020,Piedmont,0-9,10,0,0
6/8/2020,Central Shenandoah,30-39,271,5,0
6/8/2020,Hampton,50-59,41,8,1
6/8/2020,Peninsula,70-79,78,38,11
6/8/2020,Arlington,20-29,367,20,0
6/8/2020,West Piedmont,70-79,19,6,3
6/8/2020,Richmond,20-29,318,9,0
6/8/2020,Roanoke,0-9,6,0,0
6/8/2020,Hampton,30-39,38,2,0
6/8/2020,Thomas Jefferson,30-39,127,5,0
6/8/2020,Western Tidewater,40-49,86,5,1
6/8/2020,Richmond,50-59,228,36,2
6/8/2020,Western Tidewater,50-59,119,12,2
6/8/2020,Crater,Missing,7,0,0
6/8/2020,Arlington,50-59,349,60,6
6/8/2020,Piedmont,70-79,48,13,2
6/8/2020,Alexandria,60-69,180,41,2
6/8/2020,Portsmouth,30-39,77,3,0
6/8/2020,Lenowisco,20-29,6,0,0
6/8/2020,Central Virginia,30-39,42,2,0
6/8/2020,Norfolk,10-19,37,1,0
6/8/2020,New River,10-19,7,0,0
6/8/2020,Central Virginia,20-29,35,2,0
6/8/2020,Rappahannock,50-59,303,37,2
6/8/2020,Rappahannock,60-69,171,39,4
6/8/2020,Piedmont,20-29,125,0,0
6/8/2020,New River,60-69,19,2,0
6/8/2020,Roanoke,40-49,27,1,0
6/8/2020,Three Rivers,20-29,95,3,0
6/8/2020,Rappahannock,40-49,357,30,2
6/8/2020,Portsmouth,80+,17,6,3
6/8/2020,Central Shenandoah,Missing,0,0,0
6/8/2020,Eastern Shore,70-79,45,13,8
6/8/2020,Mount Rogers,70-79,34,16,2
6/8/2020,Cumberland Plateau,70-79,2,0,0
6/8/2020,Piedmont,10-19,19,0,0
6/8/2020,Southside,20-29,30,2,0
6/8/2020,Chesterfield,50-59,299,21,1
6/8/2020,Rappahannock Rapidan,20-29,255,4,0
6/8/2020,Cumberland Plateau,60-69,4,1,0
6/8/2020,Roanoke,70-79,10,3,0
6/8/2020,Central Shenandoah,20-29,309,5,0
6/8/2020,Pittsylvania-Danville,80+,3,2,2
6/8/2020,Virginia Beach,80+,74,22,15
6/8/2020,Central Shenandoah,50-59,312,26,1
6/8/2020,Lenowisco,Missing,0,0,0
6/8/2020,Fairfax,30-39,2488,146,4
6/8/2020,Lenowisco,60-69,5,4,2
6/8/2020,Loudoun,30-39,580,15,0
6/8/2020,West Piedmont,80+,9,3,0
6/8/2020,Roanoke,80+,38,3,10
6/8/2020,Fairfax,40-49,2422,213,7
6/8/2020,Thomas Jefferson,80+,70,22,14
6/8/2020,Roanoke,20-29,31,0,0
6/8/2020,Henrico,60-69,254,39,23
6/8/2020,Lord Fairfax,40-49,257,10,1
6/8/2020,Western Tidewater,Missing,4,0,0
6/8/2020,Chickahominy,60-69,64,16,6
6/8/2020,Chesapeake,20-29,80,3,0
6/8/2020,Three Rivers,Missing,1,0,0
6/8/2020,Henrico,70-79,190,43,33
6/8/2020,Western Tidewater,20-29,50,2,0
6/8/2020,Peninsula,0-9,22,0,0
6/8/2020,Loudoun,40-49,669,26,0
6/8/2020,Pittsylvania-Danville,30-39,12,0,0
6/8/2020,Loudoun,20-29,495,4,0
6/8/2020,Crater,60-69,154,31,10
6/8/2020,Loudoun,80+,174,42,53
6/8/2020,Arlington,80+,193,77,64
6/8/2020,Virginia Beach,10-19,32,0,0
6/8/2020,Mount Rogers,80+,37,14,8
6/8/2020,Eastern Shore,80+,46,17,16
6/8/2020,Crater,10-19,31,0,0
6/8/2020,Lenowisco,30-39,4,1,1
6/8/2020,Norfolk,Missing,6,1,0
6/8/2020,Henrico,Missing,33,1,1
6/8/2020,New River,40-49,20,1,0
6/8/2020,Central Virginia,0-9,5,0,0
6/8/2020,New River,70-79,12,8,3
6/8/2020,Loudoun,0-9,116,2,0
6/8/2020,Central Virginia,70-79,20,4,2
6/8/2020,Southside,0-9,1,0,0
6/8/2020,Three Rivers,40-49,122,9,2
6/8/2020,Chickahominy,30-39,68,0,0
6/8/2020,Central Shenandoah,60-69,213,38,8
6/8/2020,Western Tidewater,60-69,107,13,4
6/8/2020,Cumberland Plateau,30-39,6,0,0
6/8/2020,Portsmouth,10-19,11,0,0
6/8/2020,Chesterfield,Missing,44,0,0
6/8/2020,Alexandria,40-49,395,33,0
6/8/2020,Thomas Jefferson,70-79,53,17,2
6/8/2020,Three Rivers,30-39,128,2,0
6/8/2020,Western Tidewater,70-79,80,18,13
6/8/2020,Arlington,60-69,264,73,18
6/8/2020,Cumberland Plateau,10-19,13,0,0
6/8/2020,West Piedmont,30-39,40,1,0
6/8/2020,Peninsula,10-19,25,1,0
6/8/2020,Lenowisco,10-19,3,0,0
6/8/2020,Chesapeake,0-9,14,1,0
6/8/2020,Peninsula,50-59,110,16,2
6/8/2020,Cumberland Plateau,Missing,0,0,0
6/8/2020,Peninsula,60-69,106,27,3
6/8/2020,Lord Fairfax,30-39,270,10,1
6/8/2020,Virginia Beach,Missing,24,0,0
6/8/2020,Arlington,40-49,385,44,3
6/8/2020,West Piedmont,10-19,26,0,0
6/8/2020,Chickahominy,70-79,48,17,5
6/8/2020,Pittsylvania-Danville,20-29,12,0,0
6/8/2020,Loudoun,50-59,512,28,1
6/8/2020,Richmond,30-39,350,18,1
6/8/2020,Thomas Jefferson,Missing,1,0,0
6/8/2020,Rappahannock Rapidan,80+,20,12,4
6/8/2020,Lord Fairfax,Missing,2,0,0
6/8/2020,Cumberland Plateau,50-59,4,1,0
6/8/2020,Loudoun,Missing,54,0,0
6/8/2020,Southside,50-59,44,6,0
6/8/2020,Chesterfield,20-29,282,4,0
6/8/2020,Norfolk,70-79,23,13,3
6/8/2020,Alleghany,10-19,8,0,0
6/8/2020,Crater,80+,68,10,2
6/8/2020,Portsmouth,Missing,4,0,0
6/8/2020,Western Tidewater,10-19,12,0,0
6/8/2020,Chesterfield,10-19,167,0,0
6/8/2020,Southside,60-69,45,11,3
