Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/8/2020,Norfolk,30-39,235,12,0
7/8/2020,Rappahannock Rapidan,Missing,7,0,0
7/8/2020,Lord Fairfax,80+,154,37,39
7/8/2020,Three Rivers,10-19,27,0,0
7/8/2020,Piedmont,40-49,195,10,0
7/8/2020,Norfolk,80+,31,11,4
7/8/2020,Peninsula,20-29,247,1,0
7/8/2020,Norfolk,50-59,146,20,3
7/8/2020,Thomas Jefferson,50-59,134,12,2
7/8/2020,Richmond,70-79,86,37,11
7/8/2020,Chesterfield,70-79,132,24,19
7/8/2020,Piedmont,30-39,209,4,0
7/8/2020,Prince William,30-39,1779,91,2
7/8/2020,Alleghany,20-29,100,1,0
7/8/2020,Alleghany,0-9,12,0,0
7/8/2020,Mount Rogers,40-49,114,3,1
7/8/2020,Eastern Shore,40-49,247,10,2
7/8/2020,Central Virginia,60-69,48,4,2
7/8/2020,Richmond,10-19,193,2,0
7/8/2020,Pittsylvania-Danville,60-69,32,9,1
7/8/2020,Pittsylvania-Danville,Missing,0,0,0
7/8/2020,Chesterfield,60-69,298,40,10
7/8/2020,Southside,10-19,9,0,0
7/8/2020,New River,80+,13,4,2
7/8/2020,Central Virginia,50-59,68,2,2
7/8/2020,Hampton,70-79,25,8,0
7/8/2020,Pittsylvania-Danville,10-19,15,0,0
7/8/2020,Richmond,60-69,206,47,6
7/8/2020,Norfolk,0-9,45,1,0
7/8/2020,Cumberland Plateau,40-49,18,0,0
7/8/2020,Eastern Shore,10-19,59,1,0
7/8/2020,Mount Rogers,10-19,58,0,0
7/8/2020,Rappahannock Rapidan,0-9,72,1,0
7/8/2020,Three Rivers,0-9,9,1,0
7/8/2020,Henrico,40-49,397,26,2
7/8/2020,Alexandria,50-59,310,50,10
7/8/2020,Arlington,0-9,49,2,0
7/8/2020,Chickahominy,Missing,13,0,0
7/8/2020,New River,20-29,67,0,0
7/8/2020,Virginia Beach,20-29,400,6,0
7/8/2020,Chesapeake,50-59,165,26,1
7/8/2020,Alleghany,80+,41,8,6
7/8/2020,Fairfax,10-19,882,25,0
7/8/2020,Chesapeake,60-69,123,32,5
7/8/2020,West Piedmont,Missing,0,0,0
7/8/2020,Peninsula,80+,55,24,15
7/8/2020,Crater,40-49,236,14,1
7/8/2020,Chesapeake,40-49,162,27,1
7/8/2020,Thomas Jefferson,20-29,186,2,0
7/8/2020,Lord Fairfax,20-29,353,5,0
7/8/2020,Norfolk,20-29,351,5,0
7/8/2020,Arlington,30-39,464,43,0
7/8/2020,West Piedmont,60-69,64,8,0
7/8/2020,Henrico,50-59,341,38,8
7/8/2020,West Piedmont,50-59,102,11,1
7/8/2020,Cumberland Plateau,20-29,5,0,0
7/8/2020,Alexandria,70-79,102,38,19
7/8/2020,Portsmouth,20-29,132,7,0
7/8/2020,Western Tidewater,30-39,131,9,0
7/8/2020,Central Shenandoah,0-9,55,0,0
7/8/2020,Henrico,80+,319,65,84
7/8/2020,Alexandria,0-9,133,2,0
7/8/2020,Pittsylvania-Danville,40-49,55,6,0
7/8/2020,Henrico,20-29,381,15,0
7/8/2020,Roanoke,60-69,38,3,0
7/8/2020,Peninsula,30-39,209,7,1
7/8/2020,Alleghany,60-69,62,7,1
7/8/2020,Prince William,70-79,315,97,42
7/8/2020,Norfolk,60-69,109,30,2
7/8/2020,Southside,40-49,55,5,0
7/8/2020,Chesterfield,30-39,647,7,0
7/8/2020,Loudoun,70-79,143,46,17
7/8/2020,Central Virginia,40-49,61,0,0
7/8/2020,New River,Missing,0,0,0
7/8/2020,Chickahominy,20-29,95,0,0
7/8/2020,New River,0-9,7,0,0
7/8/2020,Cumberland Plateau,0-9,2,0,0
7/8/2020,Three Rivers,70-79,33,8,4
7/8/2020,Rappahannock Rapidan,40-49,301,19,2
7/8/2020,Hampton,0-9,12,0,0
7/8/2020,Piedmont,50-59,195,22,0
7/8/2020,Rappahannock,20-29,444,13,0
7/8/2020,Chickahominy,40-49,94,12,1
7/8/2020,Three Rivers,80+,35,7,4
7/8/2020,Rappahannock,30-39,495,23,0
7/8/2020,Lord Fairfax,60-69,230,47,14
7/8/2020,Western Tidewater,0-9,13,0,0
7/8/2020,Rappahannock,70-79,105,30,14
7/8/2020,Prince William,80+,236,81,70
7/8/2020,Hampton,80+,10,3,2
7/8/2020,Alexandria,80+,93,28,25
7/8/2020,Mount Rogers,60-69,96,10,0
7/8/2020,Eastern Shore,60-69,179,29,8
7/8/2020,Lord Fairfax,70-79,136,41,17
7/8/2020,New River,30-39,34,1,0
7/8/2020,Chesapeake,10-19,61,1,0
7/8/2020,Hampton,40-49,60,5,0
7/8/2020,Peninsula,Missing,7,0,0
7/8/2020,Henrico,70-79,212,47,40
7/8/2020,Western Tidewater,20-29,106,3,0
7/8/2020,Peninsula,0-9,41,0,0
7/8/2020,Loudoun,40-49,829,48,1
7/8/2020,Pittsylvania-Danville,30-39,33,1,0
7/8/2020,Loudoun,20-29,689,6,0
7/8/2020,Crater,60-69,242,45,12
7/8/2020,Loudoun,80+,190,50,71
7/8/2020,Arlington,80+,203,84,69
7/8/2020,Virginia Beach,10-19,80,0,0
7/8/2020,Mount Rogers,80+,78,25,20
7/8/2020,Eastern Shore,80+,50,22,18
7/8/2020,Crater,10-19,55,0,0
7/8/2020,Lenowisco,30-39,7,1,1
7/8/2020,Norfolk,Missing,9,1,0
7/8/2020,Henrico,Missing,29,1,1
7/8/2020,New River,40-49,40,1,0
7/8/2020,Central Virginia,0-9,7,0,0
7/8/2020,New River,70-79,18,8,4
7/8/2020,Loudoun,0-9,156,3,0
7/8/2020,Central Virginia,70-79,22,4,2
7/8/2020,Southside,0-9,6,0,0
7/8/2020,Three Rivers,40-49,138,11,2
7/8/2020,Chickahominy,30-39,91,2,0
7/8/2020,Central Shenandoah,60-69,275,47,11
7/8/2020,Western Tidewater,60-69,139,16,6
7/8/2020,Cumberland Plateau,30-39,12,0,0
7/8/2020,Portsmouth,10-19,27,0,0
7/8/2020,Chesterfield,Missing,71,0,0
7/8/2020,Alexandria,40-49,444,37,0
7/8/2020,Thomas Jefferson,70-79,68,21,5
7/8/2020,Three Rivers,30-39,141,3,0
7/8/2020,Western Tidewater,70-79,93,22,18
7/8/2020,Arlington,60-69,285,80,19
7/8/2020,Cumberland Plateau,10-19,23,0,0
7/8/2020,West Piedmont,30-39,88,2,0
7/8/2020,Peninsula,10-19,70,1,0
7/8/2020,West Piedmont,20-29,82,1,0
7/8/2020,Arlington,70-79,175,72,32
7/8/2020,Chickahominy,50-59,120,22,1
7/8/2020,Alleghany,40-49,77,1,0
7/8/2020,Prince William,50-59,1472,191,14
7/8/2020,Mount Rogers,0-9,37,1,0
7/8/2020,Eastern Shore,0-9,20,2,0
7/8/2020,Thomas Jefferson,60-69,87,18,3
7/8/2020,Pittsylvania-Danville,70-79,23,11,0
7/8/2020,Chesterfield,80+,144,28,44
7/8/2020,Richmond,0-9,99,5,0
7/8/2020,Chesapeake,80+,68,24,12
7/8/2020,Peninsula,40-49,158,7,1
7/8/2020,Henrico,0-9,104,2,0
7/8/2020,Lenowisco,80+,0,0,0
7/8/2020,Piedmont,60-69,137,19,2
7/8/2020,West Piedmont,0-9,17,1,0
7/8/2020,Rappahannock Rapidan,70-79,44,13,7
7/8/2020,Central Shenandoah,70-79,136,40,12
7/8/2020,Chesapeake,30-39,199,10,0
7/8/2020,Chickahominy,0-9,14,0,0
7/8/2020,Prince William,0-9,351,10,0
7/8/2020,Eastern Shore,50-59,275,19,5
7/8/2020,Mount Rogers,50-59,106,6,1
7/8/2020,Loudoun,10-19,551,0,0
7/8/2020,Southside,80+,81,12,13
7/8/2020,Central Virginia,80+,20,2,0
7/8/2020,Rappahannock,Missing,18,0,0
7/8/2020,Rappahannock Rapidan,30-39,318,18,1
7/8/2020,New River,50-59,33,4,0
7/8/2020,Richmond,80+,37,20,9
7/8/2020,Mount Rogers,20-29,118,0,0
7/8/2020,Eastern Shore,20-29,197,6,0
7/8/2020,Hampton,10-19,22,0,0
7/8/2020,Portsmouth,0-9,23,1,0
7/8/2020,Crater,70-79,148,36,17
7/8/2020,Chesterfield,40-49,577,20,2
7/8/2020,Alexandria,Missing,11,0,0
7/8/2020,Southside,30-39,58,2,0
7/8/2020,Prince William,Missing,136,2,0
7/8/2020,Hampton,60-69,46,11,2
7/8/2020,Fairfax,20-29,2250,77,3
7/8/2020,Thomas Jefferson,0-9,48,1,0
7/8/2020,Lenowisco,40-49,7,2,0
7/8/2020,Central Virginia,10-19,60,1,0
7/8/2020,Lenowisco,70-79,8,4,1
7/8/2020,Crater,Missing,9,0,0
7/8/2020,Arlington,50-59,381,66,6
7/8/2020,Piedmont,70-79,71,20,3
7/8/2020,Alexandria,60-69,205,46,2
7/8/2020,Portsmouth,30-39,128,7,1
7/8/2020,Lenowisco,20-29,7,0,0
7/8/2020,Central Virginia,30-39,64,1,0
7/8/2020,Norfolk,10-19,62,1,0
7/8/2020,New River,10-19,32,0,0
7/8/2020,Central Virginia,20-29,94,2,0
7/8/2020,Rappahannock,50-59,393,50,4
7/8/2020,Rappahannock,60-69,216,46,5
7/8/2020,Piedmont,20-29,171,2,0
7/8/2020,New River,60-69,27,4,0
7/8/2020,Roanoke,40-49,72,1,0
7/8/2020,Three Rivers,20-29,115,4,0
7/8/2020,Rappahannock,40-49,458,40,2
7/8/2020,Portsmouth,80+,22,8,5
7/8/2020,Central Shenandoah,Missing,1,0,0
7/8/2020,Eastern Shore,70-79,47,16,9
7/8/2020,Mount Rogers,70-79,69,27,11
7/8/2020,Cumberland Plateau,70-79,5,0,0
7/8/2020,Piedmont,10-19,34,0,0
7/8/2020,Southside,20-29,46,2,0
7/8/2020,Chesterfield,50-59,459,35,4
7/8/2020,Rappahannock Rapidan,20-29,281,4,0
7/8/2020,Cumberland Plateau,60-69,7,1,0
7/8/2020,Roanoke,70-79,16,3,1
7/8/2020,Central Shenandoah,20-29,424,8,0
7/8/2020,Pittsylvania-Danville,80+,9,5,2
7/8/2020,Virginia Beach,80+,94,31,21
7/8/2020,Central Shenandoah,50-59,384,33,2
7/8/2020,Lenowisco,Missing,0,0,0
7/8/2020,Fairfax,30-39,2777,180,5
7/8/2020,Lenowisco,60-69,7,5,2
7/8/2020,Loudoun,30-39,749,26,0
7/8/2020,West Piedmont,80+,17,8,1
7/8/2020,Roanoke,80+,43,3,9
7/8/2020,Fairfax,40-49,2684,255,9
7/8/2020,Thomas Jefferson,80+,95,27,19
7/8/2020,Roanoke,20-29,121,3,0
7/8/2020,Henrico,60-69,292,48,30
7/8/2020,Lord Fairfax,40-49,336,17,1
7/8/2020,Western Tidewater,Missing,6,0,0
7/8/2020,Chickahominy,60-69,77,18,6
7/8/2020,Chesapeake,20-29,190,4,0
7/8/2020,Three Rivers,Missing,1,0,0
