Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/17/2020,Peninsula,40-49,241,10,1
7/17/2020,Henrico,0-9,111,2,0
7/17/2020,Lenowisco,80+,6,1,0
7/17/2020,Piedmont,60-69,150,21,2
7/17/2020,West Piedmont,0-9,22,1,0
7/17/2020,Rappahannock Rapidan,70-79,46,13,8
7/17/2020,Central Shenandoah,70-79,145,43,12
7/17/2020,Chesapeake,30-39,311,13,0
7/17/2020,Chickahominy,0-9,16,0,0
7/17/2020,Prince William,0-9,373,10,0
7/17/2020,Eastern Shore,50-59,276,19,5
7/17/2020,Mount Rogers,50-59,124,8,1
7/17/2020,Loudoun,10-19,630,0,0
7/17/2020,Southside,80+,83,12,13
7/17/2020,Central Virginia,80+,27,2,0
7/17/2020,Rappahannock,Missing,22,0,0
7/17/2020,Rappahannock Rapidan,30-39,340,18,1
7/17/2020,New River,50-59,43,4,0
7/17/2020,Richmond,80+,40,21,9
7/17/2020,Mount Rogers,20-29,141,0,0
7/17/2020,Eastern Shore,20-29,199,6,0
7/17/2020,Hampton,10-19,41,0,0
7/17/2020,Portsmouth,0-9,32,3,0
7/17/2020,Crater,70-79,156,40,18
7/17/2020,Chesterfield,40-49,639,22,3
7/17/2020,Alexandria,Missing,11,0,0
7/17/2020,Southside,30-39,78,4,0
7/17/2020,Prince William,Missing,151,3,0
7/17/2020,Hampton,60-69,62,11,2
7/17/2020,Fairfax,20-29,2370,87,3
7/17/2020,Thomas Jefferson,0-9,59,1,0
7/17/2020,Lenowisco,40-49,10,2,0
7/17/2020,Central Virginia,10-19,72,1,0
7/17/2020,Lenowisco,70-79,13,5,1
7/17/2020,Virginia Beach,0-9,70,0,0
7/17/2020,Lenowisco,50-59,24,5,1
7/17/2020,Chesapeake,70-79,91,31,3
7/17/2020,Western Tidewater,80+,154,28,35
7/17/2020,Thomas Jefferson,10-19,92,1,0
7/17/2020,Richmond,40-49,411,31,3
7/17/2020,Lord Fairfax,50-59,371,31,3
7/17/2020,Lord Fairfax,10-19,164,1,0
7/17/2020,Rappahannock Rapidan,10-19,144,3,0
7/17/2020,Crater,50-59,311,35,3
7/17/2020,Arlington,Missing,11,1,0
7/17/2020,Roanoke,50-59,59,1,0
7/17/2020,Rappahannock,10-19,266,3,0
7/17/2020,Roanoke,10-19,65,0,0
7/17/2020,Eastern Shore,Missing,6,0,0
7/17/2020,Mount Rogers,Missing,1,0,0
7/17/2020,Prince William,60-69,809,169,43
7/17/2020,Alleghany,70-79,66,8,7
7/17/2020,Crater,20-29,285,9,0
7/17/2020,Loudoun,60-69,263,52,6
7/17/2020,Fairfax,0-9,513,19,0
7/17/2020,Roanoke,Missing,4,0,0
7/17/2020,Alexandria,20-29,412,10,1
7/17/2020,Portsmouth,70-79,42,13,5
7/17/2020,Alleghany,30-39,95,2,0
7/17/2020,Prince William,20-29,1772,55,0
7/17/2020,Southside,70-79,65,11,13
7/17/2020,Piedmont,Missing,1,0,0
7/17/2020,Rappahannock,0-9,122,2,0
7/17/2020,Henrico,30-39,513,18,0
7/17/2020,Prince William,10-19,863,8,0
7/17/2020,Chickahominy,10-19,53,0,0
7/17/2020,Lord Fairfax,0-9,68,2,0
7/17/2020,Central Virginia,Missing,1,0,0
7/17/2020,Fairfax,60-69,1476,334,63
7/17/2020,Hampton,20-29,150,3,0
7/17/2020,Central Shenandoah,40-49,388,15,0
7/17/2020,Pittsylvania-Danville,0-9,11,0,0
7/17/2020,Crater,30-39,309,9,0
7/17/2020,Virginia Beach,70-79,116,28,8
7/17/2020,Virginia Beach,30-39,448,13,0
7/17/2020,Piedmont,0-9,24,0,0
7/17/2020,Central Shenandoah,30-39,360,7,0
7/17/2020,Hampton,50-59,76,9,1
7/17/2020,Peninsula,70-79,106,39,12
7/17/2020,Arlington,20-29,511,22,0
7/17/2020,West Piedmont,70-79,35,14,4
7/17/2020,Richmond,20-29,560,16,0
7/17/2020,Roanoke,0-9,17,0,0
7/17/2020,Hampton,30-39,124,3,0
7/17/2020,Thomas Jefferson,30-39,261,8,0
7/17/2020,Western Tidewater,40-49,157,6,2
7/17/2020,Richmond,50-59,316,55,2
7/17/2020,Western Tidewater,50-59,191,14,4
7/17/2020,Crater,Missing,10,0,0
7/17/2020,Arlington,50-59,398,66,6
7/17/2020,Piedmont,70-79,79,26,4
7/17/2020,Alexandria,60-69,211,48,2
7/17/2020,Portsmouth,30-39,189,9,1
7/17/2020,Lenowisco,20-29,16,0,0
7/17/2020,Central Virginia,30-39,79,1,0
7/17/2020,Norfolk,10-19,106,1,0
7/17/2020,New River,10-19,38,0,0
7/17/2020,Central Virginia,20-29,127,2,0
7/17/2020,Rappahannock,50-59,422,51,4
7/17/2020,Rappahannock,60-69,229,47,6
7/17/2020,Piedmont,20-29,183,2,0
7/17/2020,New River,60-69,30,5,0
7/17/2020,Roanoke,40-49,91,1,0
7/17/2020,Three Rivers,20-29,152,4,0
7/17/2020,Rappahannock,40-49,491,45,2
7/17/2020,Portsmouth,80+,19,8,6
7/17/2020,Central Shenandoah,Missing,1,0,0
7/17/2020,Eastern Shore,70-79,47,16,9
7/17/2020,Mount Rogers,70-79,78,29,13
7/17/2020,Cumberland Plateau,70-79,7,1,0
7/17/2020,Piedmont,10-19,39,0,0
7/17/2020,Southside,20-29,59,2,0
7/17/2020,Chesterfield,50-59,496,42,4
7/17/2020,Rappahannock Rapidan,20-29,305,6,0
7/17/2020,Cumberland Plateau,60-69,15,2,0
7/17/2020,Roanoke,70-79,17,3,1
7/17/2020,Central Shenandoah,20-29,458,9,0
7/17/2020,Pittsylvania-Danville,80+,17,8,2
7/17/2020,Virginia Beach,80+,115,34,22
7/17/2020,Central Shenandoah,50-59,411,34,4
7/17/2020,Lenowisco,Missing,0,0,0
7/17/2020,Fairfax,30-39,2858,198,6
7/17/2020,Lenowisco,60-69,10,5,2
7/17/2020,Loudoun,30-39,783,29,0
7/17/2020,West Piedmont,80+,23,13,1
7/17/2020,Roanoke,80+,43,3,9
7/17/2020,Fairfax,40-49,2741,272,10
7/17/2020,Thomas Jefferson,80+,124,28,19
7/17/2020,Roanoke,20-29,143,3,0
7/17/2020,Henrico,60-69,308,51,34
7/17/2020,Lord Fairfax,40-49,351,17,1
7/17/2020,Western Tidewater,Missing,11,0,0
7/17/2020,Chickahominy,60-69,86,21,6
7/17/2020,Chesapeake,20-29,320,4,0
7/17/2020,Three Rivers,Missing,3,0,0
7/17/2020,Chickahominy,40-49,103,12,1
7/17/2020,Three Rivers,80+,39,8,4
7/17/2020,Rappahannock,30-39,523,25,0
7/17/2020,Lord Fairfax,60-69,248,52,14
7/17/2020,Western Tidewater,0-9,19,0,0
7/17/2020,Rappahannock,70-79,115,33,15
7/17/2020,Prince William,80+,244,82,74
7/17/2020,Hampton,80+,14,2,1
7/17/2020,Alexandria,80+,93,28,25
7/17/2020,Mount Rogers,60-69,108,11,0
7/17/2020,Eastern Shore,60-69,178,29,8
7/17/2020,Lord Fairfax,70-79,148,44,17
7/17/2020,New River,30-39,37,1,0
7/17/2020,Chesapeake,10-19,91,1,0
7/17/2020,Hampton,40-49,92,6,0
7/17/2020,Peninsula,Missing,13,0,0
7/17/2020,Henrico,70-79,227,51,43
7/17/2020,Western Tidewater,20-29,162,4,0
7/17/2020,Peninsula,0-9,68,0,0
7/17/2020,Loudoun,40-49,866,58,1
7/17/2020,Pittsylvania-Danville,30-39,46,1,0
7/17/2020,Loudoun,20-29,747,10,0
7/17/2020,Crater,60-69,257,50,16
7/17/2020,Loudoun,80+,209,52,73
7/17/2020,Arlington,80+,204,84,69
7/17/2020,Virginia Beach,10-19,133,0,0
7/17/2020,Mount Rogers,80+,82,28,21
7/17/2020,Eastern Shore,80+,50,22,18
7/17/2020,Crater,10-19,73,0,0
7/17/2020,Lenowisco,30-39,10,1,1
7/17/2020,Norfolk,Missing,21,1,0
7/17/2020,Henrico,Missing,35,1,1
7/17/2020,New River,40-49,47,2,0
7/17/2020,Central Virginia,0-9,9,0,0
7/17/2020,New River,70-79,20,8,4
7/17/2020,Loudoun,0-9,165,4,0
7/17/2020,Central Virginia,70-79,30,4,2
7/17/2020,Southside,0-9,7,0,0
7/17/2020,Three Rivers,40-49,169,12,2
7/17/2020,Chickahominy,30-39,105,2,0
7/17/2020,Central Shenandoah,60-69,295,48,13
7/17/2020,Western Tidewater,60-69,170,19,7
7/17/2020,Cumberland Plateau,30-39,19,0,0
7/17/2020,Portsmouth,10-19,44,0,0
7/17/2020,Chesterfield,Missing,96,0,0
7/17/2020,Alexandria,40-49,462,41,0
7/17/2020,Thomas Jefferson,70-79,93,22,5
7/17/2020,Three Rivers,30-39,178,3,0
7/17/2020,Western Tidewater,70-79,109,23,19
7/17/2020,Arlington,60-69,292,82,19
7/17/2020,Cumberland Plateau,10-19,26,0,0
7/17/2020,West Piedmont,30-39,109,4,0
7/17/2020,Peninsula,10-19,102,1,0
7/17/2020,Lenowisco,10-19,9,0,0
7/17/2020,Chesapeake,0-9,48,1,0
7/17/2020,Peninsula,50-59,213,22,3
7/17/2020,Cumberland Plateau,Missing,0,0,0
7/17/2020,Peninsula,60-69,165,30,3
7/17/2020,Lord Fairfax,30-39,374,11,1
7/17/2020,Virginia Beach,Missing,60,0,0
7/17/2020,Arlington,40-49,452,50,8
7/17/2020,West Piedmont,10-19,84,0,0
7/17/2020,Chickahominy,70-79,65,21,6
7/17/2020,Pittsylvania-Danville,20-29,46,0,0
7/17/2020,Loudoun,50-59,699,61,3
7/17/2020,Richmond,30-39,545,29,1
7/17/2020,Thomas Jefferson,Missing,2,0,0
7/17/2020,Rappahannock Rapidan,80+,28,16,8
7/17/2020,Lord Fairfax,Missing,2,0,0
7/17/2020,Cumberland Plateau,50-59,15,1,0
7/17/2020,Loudoun,Missing,65,0,1
7/17/2020,Southside,50-59,72,10,0
7/17/2020,Chesterfield,20-29,632,9,0
7/17/2020,Norfolk,70-79,77,29,6
7/17/2020,Alleghany,10-19,86,0,0
7/17/2020,Crater,80+,122,23,12
7/17/2020,Portsmouth,Missing,20,0,0
7/17/2020,Western Tidewater,10-19,49,0,0
7/17/2020,Chesterfield,10-19,343,0,0
7/17/2020,Southside,60-69,65,14,5
