Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/10/2020,Norfolk,0-9,15,0,0
6/10/2020,Cumberland Plateau,40-49,6,0,0
6/10/2020,Eastern Shore,10-19,54,1,0
6/10/2020,Mount Rogers,10-19,37,0,0
6/10/2020,Rappahannock Rapidan,0-9,68,1,0
6/10/2020,Three Rivers,0-9,9,1,0
6/10/2020,Henrico,40-49,309,20,2
6/10/2020,Alexandria,50-59,281,42,9
6/10/2020,Arlington,0-9,38,2,0
6/10/2020,Chickahominy,Missing,9,0,0
6/10/2020,New River,20-29,34,0,0
6/10/2020,Virginia Beach,20-29,146,2,0
6/10/2020,Chesapeake,50-59,103,19,1
6/10/2020,Alleghany,80+,24,8,5
6/10/2020,Fairfax,10-19,692,17,0
6/10/2020,Chesapeake,60-69,80,19,4
6/10/2020,West Piedmont,Missing,1,0,0
6/10/2020,Peninsula,80+,47,23,15
6/10/2020,Crater,40-49,174,12,1
6/10/2020,Chesapeake,40-49,103,15,0
6/10/2020,Thomas Jefferson,20-29,94,1,0
6/10/2020,Lord Fairfax,20-29,295,4,0
6/10/2020,Norfolk,20-29,138,1,0
6/10/2020,Arlington,30-39,415,41,0
6/10/2020,West Piedmont,60-69,36,2,0
6/10/2020,Henrico,50-59,271,28,7
6/10/2020,West Piedmont,50-59,68,9,1
6/10/2020,Cumberland Plateau,20-29,1,0,0
6/10/2020,Alexandria,70-79,98,35,15
6/10/2020,Portsmouth,20-29,58,3,0
6/10/2020,Western Tidewater,30-39,78,4,0
6/10/2020,Central Shenandoah,0-9,42,0,0
6/10/2020,Henrico,80+,302,63,68
6/10/2020,Alexandria,0-9,117,2,0
6/10/2020,Pittsylvania-Danville,40-49,26,5,0
6/10/2020,Henrico,20-29,284,13,0
6/10/2020,Roanoke,60-69,14,2,0
6/10/2020,Peninsula,30-39,104,7,1
6/10/2020,Alleghany,60-69,29,6,1
6/10/2020,Prince William,70-79,251,67,34
6/10/2020,Norfolk,60-69,57,18,1
6/10/2020,Southside,40-49,24,5,0
6/10/2020,Chesterfield,30-39,416,3,0
6/10/2020,Loudoun,70-79,127,36,11
6/10/2020,Central Virginia,40-49,42,0,0
6/10/2020,New River,Missing,0,0,0
6/10/2020,Chickahominy,20-29,64,0,0
6/10/2020,New River,0-9,3,0,0
6/10/2020,Cumberland Plateau,0-9,0,0,0
6/10/2020,Three Rivers,70-79,25,5,4
6/10/2020,Rappahannock Rapidan,40-49,265,15,2
6/10/2020,Hampton,0-9,8,0,0
6/10/2020,Piedmont,50-59,161,17,0
6/10/2020,Rappahannock,20-29,326,9,0
6/10/2020,Virginia Beach,0-9,10,0,0
6/10/2020,Lenowisco,50-59,13,5,0
6/10/2020,Chesapeake,70-79,42,19,2
6/10/2020,Western Tidewater,80+,128,22,21
6/10/2020,Thomas Jefferson,10-19,32,0,0
6/10/2020,Richmond,40-49,304,25,1
6/10/2020,Lord Fairfax,50-59,278,20,2
6/10/2020,Lord Fairfax,10-19,94,0,0
6/10/2020,Rappahannock Rapidan,10-19,117,3,0
6/10/2020,Crater,50-59,197,22,2
6/10/2020,Arlington,Missing,10,1,0
6/10/2020,Roanoke,50-59,23,1,0
6/10/2020,Rappahannock,10-19,160,1,0
