Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/15/2020,Chesterfield,50-59,483,38,4
7/15/2020,Rappahannock Rapidan,20-29,300,6,0
7/15/2020,Cumberland Plateau,60-69,11,1,0
7/15/2020,Roanoke,70-79,17,3,1
7/15/2020,Central Shenandoah,20-29,454,8,0
7/15/2020,Pittsylvania-Danville,80+,14,5,2
7/15/2020,Virginia Beach,80+,110,34,22
7/15/2020,Central Shenandoah,50-59,405,33,4
7/15/2020,Lenowisco,Missing,0,0,0
7/15/2020,Fairfax,30-39,2846,195,6
7/15/2020,Lenowisco,60-69,8,5,2
7/15/2020,Loudoun,30-39,774,28,0
7/15/2020,West Piedmont,80+,21,11,1
7/15/2020,Roanoke,80+,43,3,9
7/15/2020,Fairfax,40-49,2744,262,10
7/15/2020,Thomas Jefferson,80+,123,28,19
7/15/2020,Roanoke,20-29,141,3,0
7/15/2020,Henrico,60-69,306,51,34
7/15/2020,Lord Fairfax,40-49,351,17,1
7/15/2020,Western Tidewater,Missing,9,0,0
7/15/2020,Chickahominy,60-69,81,21,6
7/15/2020,Chesapeake,20-29,288,4,0
7/15/2020,Three Rivers,Missing,4,0,0
7/15/2020,Chickahominy,40-49,100,12,1
7/15/2020,Three Rivers,80+,38,8,4
7/15/2020,Rappahannock,30-39,516,25,0
7/15/2020,Lord Fairfax,60-69,239,50,14
7/15/2020,Western Tidewater,0-9,18,0,0
7/15/2020,Rappahannock,70-79,113,32,15
7/15/2020,Prince William,80+,240,82,74
7/15/2020,Hampton,80+,14,2,1
7/15/2020,Alexandria,80+,93,28,25
7/15/2020,Mount Rogers,60-69,104,10,0
7/15/2020,Eastern Shore,60-69,178,29,8
7/15/2020,Lord Fairfax,70-79,143,41,17
7/15/2020,New River,30-39,37,1,0
7/15/2020,Chesapeake,10-19,84,1,0
7/15/2020,Hampton,40-49,90,6,0
7/15/2020,Peninsula,Missing,12,0,0
7/15/2020,Henrico,70-79,224,49,43
7/15/2020,Western Tidewater,20-29,148,4,0
7/15/2020,Peninsula,0-9,62,0,0
7/15/2020,Loudoun,40-49,861,53,1
7/15/2020,Pittsylvania-Danville,30-39,46,1,0
7/15/2020,Loudoun,20-29,735,9,0
7/15/2020,Crater,60-69,254,47,16
7/15/2020,Loudoun,80+,205,51,72
7/15/2020,Arlington,80+,204,83,69
7/15/2020,Virginia Beach,10-19,118,0,0
7/15/2020,Mount Rogers,80+,81,27,21
7/15/2020,Eastern Shore,80+,50,22,18
7/15/2020,Crater,10-19,67,0,0
7/15/2020,Lenowisco,30-39,9,1,1
7/15/2020,Norfolk,Missing,19,1,0
7/15/2020,Henrico,Missing,34,1,1
7/15/2020,New River,40-49,46,1,0
7/15/2020,Central Virginia,0-9,7,0,0
7/15/2020,New River,70-79,20,8,4
7/15/2020,Loudoun,0-9,161,4,0
7/15/2020,Central Virginia,70-79,27,4,2
7/15/2020,Southside,0-9,7,0,0
7/15/2020,Three Rivers,40-49,169,12,2
7/15/2020,Chickahominy,30-39,102,2,0
7/15/2020,Central Shenandoah,60-69,287,47,13
7/15/2020,Western Tidewater,60-69,164,19,7
7/15/2020,Cumberland Plateau,30-39,19,0,0
7/15/2020,Portsmouth,10-19,41,0,0
7/15/2020,Chesterfield,Missing,90,0,0
7/15/2020,Alexandria,40-49,455,40,0
7/15/2020,Thomas Jefferson,70-79,89,21,5
7/15/2020,Three Rivers,30-39,179,3,0
7/15/2020,Western Tidewater,70-79,104,23,19
7/15/2020,Arlington,60-69,288,80,19
7/15/2020,Cumberland Plateau,10-19,26,0,0
7/15/2020,West Piedmont,30-39,107,3,0
7/15/2020,Peninsula,10-19,93,1,0
7/15/2020,Norfolk,0-9,57,2,0
7/15/2020,Cumberland Plateau,40-49,20,1,0
7/15/2020,Eastern Shore,10-19,60,1,0
7/15/2020,Mount Rogers,10-19,66,0,0
7/15/2020,Rappahannock Rapidan,0-9,80,1,0
7/15/2020,Three Rivers,0-9,12,1,0
7/15/2020,Henrico,40-49,430,26,2
7/15/2020,Alexandria,50-59,315,52,10
7/15/2020,Arlington,0-9,54,2,0
7/15/2020,Chickahominy,Missing,15,0,0
7/15/2020,New River,20-29,87,0,0
7/15/2020,Virginia Beach,20-29,581,9,0
7/15/2020,Chesapeake,50-59,206,27,1
7/15/2020,Alleghany,80+,43,8,6
7/15/2020,Fairfax,10-19,931,29,0
7/15/2020,Chesapeake,60-69,140,32,5
7/15/2020,West Piedmont,Missing,0,0,0
7/15/2020,Peninsula,80+,65,26,15
7/15/2020,Crater,40-49,247,15,1
7/15/2020,Chesapeake,40-49,211,27,1
7/15/2020,Thomas Jefferson,20-29,220,2,0
7/15/2020,Lord Fairfax,20-29,379,5,0
7/15/2020,Norfolk,20-29,547,5,0
7/15/2020,Arlington,30-39,479,42,0
7/15/2020,West Piedmont,60-69,71,11,0
7/15/2020,Henrico,50-59,374,41,8
7/15/2020,West Piedmont,50-59,125,16,1
7/15/2020,Cumberland Plateau,20-29,12,0,0
7/15/2020,Alexandria,70-79,104,38,19
7/15/2020,Portsmouth,20-29,188,10,0
7/15/2020,Western Tidewater,30-39,170,10,0
7/15/2020,Central Shenandoah,0-9,62,0,0
7/15/2020,Henrico,80+,324,67,87
7/15/2020,Alexandria,0-9,140,2,0
7/15/2020,Pittsylvania-Danville,40-49,69,6,0
7/15/2020,Henrico,20-29,430,15,0
7/15/2020,Roanoke,60-69,40,3,0
7/15/2020,Peninsula,30-39,285,7,1
7/15/2020,Alleghany,60-69,68,8,1
7/15/2020,Prince William,70-79,322,99,45
7/15/2020,Norfolk,60-69,166,32,2
7/15/2020,Southside,40-49,66,6,0
7/15/2020,Chesterfield,30-39,696,11,0
7/15/2020,Loudoun,70-79,149,46,18
7/15/2020,Central Virginia,40-49,76,0,0
7/15/2020,New River,Missing,0,0,0
7/15/2020,Chickahominy,20-29,111,1,0
7/15/2020,New River,0-9,8,0,0
7/15/2020,Cumberland Plateau,0-9,3,0,0
7/15/2020,Three Rivers,70-79,38,8,5
7/15/2020,Rappahannock Rapidan,40-49,319,21,2
7/15/2020,Hampton,0-9,21,0,0
7/15/2020,Piedmont,50-59,203,24,1
7/15/2020,Rappahannock,20-29,472,13,0
7/15/2020,West Piedmont,20-29,102,1,0
7/15/2020,Arlington,70-79,177,72,33
7/15/2020,Chickahominy,50-59,123,23,1
7/15/2020,Alleghany,40-49,91,1,0
7/15/2020,Prince William,50-59,1511,197,15
7/15/2020,Mount Rogers,0-9,39,1,0
7/15/2020,Eastern Shore,0-9,20,2,0
7/15/2020,Thomas Jefferson,60-69,110,22,3
7/15/2020,Pittsylvania-Danville,70-79,26,12,1
7/15/2020,Chesterfield,80+,150,30,46
7/15/2020,Richmond,0-9,108,6,0
7/15/2020,Chesapeake,80+,75,25,13
7/15/2020,Peninsula,40-49,227,10,1
7/15/2020,Henrico,0-9,108,2,0
7/15/2020,Lenowisco,80+,6,1,0
7/15/2020,Piedmont,60-69,148,21,2
7/15/2020,West Piedmont,0-9,21,1,0
7/15/2020,Rappahannock Rapidan,70-79,44,13,8
7/15/2020,Central Shenandoah,70-79,141,42,12
7/15/2020,Chesapeake,30-39,285,12,0
7/15/2020,Chickahominy,0-9,16,0,0
7/15/2020,Prince William,0-9,370,10,0
7/15/2020,Eastern Shore,50-59,276,19,5
7/15/2020,Mount Rogers,50-59,118,8,1
7/15/2020,Loudoun,10-19,621,0,0
7/15/2020,Southside,80+,83,12,13
7/15/2020,Central Virginia,80+,20,2,0
7/15/2020,Rappahannock,Missing,22,0,0
7/15/2020,Rappahannock Rapidan,30-39,330,18,1
7/15/2020,New River,50-59,41,4,0
7/15/2020,Richmond,80+,39,20,9
7/15/2020,Mount Rogers,20-29,132,0,0
7/15/2020,Eastern Shore,20-29,199,6,0
7/15/2020,Hampton,10-19,36,0,0
7/15/2020,Portsmouth,0-9,29,3,0
7/15/2020,Crater,70-79,155,40,18
7/15/2020,Chesterfield,40-49,629,20,3
7/15/2020,Alexandria,Missing,11,0,0
7/15/2020,Southside,30-39,76,4,0
7/15/2020,Prince William,Missing,147,2,0
7/15/2020,Hampton,60-69,61,11,2
7/15/2020,Fairfax,20-29,2342,85,3
7/15/2020,Thomas Jefferson,0-9,58,1,0
7/15/2020,Lenowisco,40-49,10,2,0
7/15/2020,Central Virginia,10-19,69,1,0
7/15/2020,Lenowisco,70-79,13,5,1
7/15/2020,Virginia Beach,0-9,60,0,0
7/15/2020,Lenowisco,50-59,23,5,0
7/15/2020,Chesapeake,70-79,85,30,3
7/15/2020,Western Tidewater,80+,153,27,33
7/15/2020,Thomas Jefferson,10-19,90,1,0
7/15/2020,Richmond,40-49,408,31,3
7/15/2020,Lord Fairfax,50-59,370,29,3
7/15/2020,Lord Fairfax,10-19,159,1,0
7/15/2020,Rappahannock Rapidan,10-19,141,3,0
7/15/2020,Crater,50-59,306,34,3
7/15/2020,Arlington,Missing,11,1,0
7/15/2020,Roanoke,50-59,57,1,0
7/15/2020,Rappahannock,10-19,255,3,0
7/15/2020,Roanoke,10-19,65,0,0
7/15/2020,Eastern Shore,Missing,6,0,0
7/15/2020,Mount Rogers,Missing,1,0,0
7/15/2020,Prince William,60-69,804,167,42
7/15/2020,Alleghany,70-79,62,7,7
7/15/2020,Crater,20-29,278,8,0
7/15/2020,Loudoun,60-69,259,51,6
7/15/2020,Fairfax,0-9,509,18,0
7/15/2020,Roanoke,Missing,4,0,0
7/15/2020,Alexandria,20-29,404,10,1
7/15/2020,Portsmouth,70-79,39,12,5
7/15/2020,Alleghany,30-39,91,2,0
7/15/2020,Prince William,20-29,1760,55,0
7/15/2020,Southside,70-79,64,10,13
7/15/2020,Piedmont,Missing,1,0,0
7/15/2020,Rappahannock,0-9,118,2,0
7/15/2020,Henrico,30-39,512,18,0
7/15/2020,Prince William,10-19,842,8,0
7/15/2020,Chickahominy,10-19,51,0,0
7/15/2020,Lord Fairfax,0-9,68,2,0
7/15/2020,Central Virginia,Missing,1,0,0
7/15/2020,Fairfax,60-69,1476,327,63
7/15/2020,Hampton,20-29,139,3,0
7/15/2020,Central Shenandoah,40-49,385,15,0
7/15/2020,Pittsylvania-Danville,0-9,11,0,0
7/15/2020,Crater,30-39,301,7,0
7/15/2020,Virginia Beach,70-79,105,28,8
7/15/2020,Virginia Beach,30-39,392,13,0
7/15/2020,Piedmont,0-9,23,0,0
7/15/2020,Central Shenandoah,30-39,353,7,0
7/15/2020,Hampton,50-59,73,9,1
7/15/2020,Peninsula,70-79,106,38,12
7/15/2020,Arlington,20-29,502,22,0
7/15/2020,West Piedmont,70-79,34,13,4
7/15/2020,Richmond,20-29,543,16,0
7/15/2020,Roanoke,0-9,17,0,0
7/15/2020,Hampton,30-39,114,3,0
7/15/2020,Thomas Jefferson,30-39,252,8,0
7/15/2020,Western Tidewater,40-49,149,6,2
7/15/2020,Richmond,50-59,311,55,2
7/15/2020,Western Tidewater,50-59,182,13,4
7/15/2020,Lenowisco,10-19,9,0,0
7/15/2020,Chesapeake,0-9,42,1,0
7/15/2020,Peninsula,50-59,202,21,3
7/15/2020,Cumberland Plateau,Missing,0,0,0
7/15/2020,Peninsula,60-69,162,30,3
7/15/2020,Lord Fairfax,30-39,367,11,1
7/15/2020,Virginia Beach,Missing,59,0,0
7/15/2020,Arlington,40-49,447,49,7
7/15/2020,West Piedmont,10-19,82,0,0
7/15/2020,Chickahominy,70-79,62,21,6
7/15/2020,Pittsylvania-Danville,20-29,41,0,0
7/15/2020,Loudoun,50-59,689,59,3
7/15/2020,Richmond,30-39,534,27,1
7/15/2020,Thomas Jefferson,Missing,2,0,0
7/15/2020,Rappahannock Rapidan,80+,28,15,8
7/15/2020,Lord Fairfax,Missing,2,0,0
7/15/2020,Cumberland Plateau,50-59,13,1,0
7/15/2020,Loudoun,Missing,65,0,1
7/15/2020,Southside,50-59,69,10,0
7/15/2020,Chesterfield,20-29,619,7,0
7/15/2020,Norfolk,70-79,71,27,6
7/15/2020,Alleghany,10-19,86,0,0
7/15/2020,Crater,80+,120,23,12
7/15/2020,Portsmouth,Missing,17,0,0
7/15/2020,Western Tidewater,10-19,42,0,0
7/15/2020,Chesterfield,10-19,334,0,0
7/15/2020,Southside,60-69,64,14,5
