Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/27/2020,Prince William,Missing,132,2,0
6/27/2020,Hampton,60-69,41,11,2
6/27/2020,Fairfax,20-29,2148,69,2
6/27/2020,Thomas Jefferson,0-9,34,1,0
6/27/2020,Lenowisco,40-49,7,2,0
6/27/2020,Central Virginia,10-19,37,1,0
6/27/2020,Lenowisco,70-79,5,4,1
6/27/2020,Virginia Beach,0-9,24,0,0
6/27/2020,Lenowisco,50-59,14,5,0
6/27/2020,Chesapeake,70-79,65,26,3
6/27/2020,Western Tidewater,80+,130,23,21
6/27/2020,Thomas Jefferson,10-19,57,1,0
6/27/2020,Richmond,40-49,369,26,1
6/27/2020,Lord Fairfax,50-59,319,25,2
6/27/2020,Lord Fairfax,10-19,132,1,0
6/27/2020,Rappahannock Rapidan,10-19,129,3,0
6/27/2020,Crater,50-59,257,29,3
6/27/2020,Arlington,Missing,10,1,0
6/27/2020,Roanoke,50-59,38,1,0
6/27/2020,Rappahannock,10-19,219,2,0
6/27/2020,Roanoke,10-19,30,0,0
6/27/2020,Eastern Shore,Missing,6,0,0
6/27/2020,Mount Rogers,Missing,1,0,0
6/27/2020,Prince William,60-69,732,157,34
6/27/2020,Alleghany,70-79,31,7,7
6/27/2020,Crater,20-29,219,7,0
6/27/2020,Loudoun,60-69,246,46,4
6/27/2020,Fairfax,0-9,456,18,0
6/27/2020,Roanoke,Missing,3,0,0
6/27/2020,Alexandria,20-29,356,8,1
6/27/2020,Portsmouth,70-79,29,11,5
6/27/2020,Alleghany,30-39,38,2,0
6/27/2020,Prince William,20-29,1584,49,0
6/27/2020,Southside,70-79,55,9,12
6/27/2020,Piedmont,Missing,1,0,0
6/27/2020,Rappahannock,0-9,108,1,0
6/27/2020,Henrico,30-39,439,15,0
6/27/2020,Prince William,10-19,729,8,0
6/27/2020,Chickahominy,10-19,35,0,0
6/27/2020,Lord Fairfax,0-9,56,1,0
6/27/2020,Central Virginia,Missing,1,0,0
6/27/2020,Fairfax,60-69,1411,301,56
6/27/2020,Hampton,20-29,66,2,0
6/27/2020,Central Shenandoah,40-49,329,13,0
6/27/2020,Pittsylvania-Danville,0-9,4,0,0
6/27/2020,Crater,30-39,256,4,0
6/27/2020,Virginia Beach,70-79,67,25,7
6/27/2020,Virginia Beach,30-39,156,11,0
6/27/2020,Piedmont,0-9,20,0,0
6/27/2020,Central Shenandoah,30-39,304,6,0
6/27/2020,Hampton,50-59,45,9,1
6/27/2020,Peninsula,70-79,85,38,11
6/27/2020,Arlington,20-29,417,20,0
6/27/2020,West Piedmont,70-79,23,7,3
6/27/2020,Richmond,20-29,438,13,0
6/27/2020,Roanoke,0-9,10,0,0
6/27/2020,Hampton,30-39,52,3,0
6/27/2020,Thomas Jefferson,30-39,182,5,0
6/27/2020,Western Tidewater,40-49,95,5,1
6/27/2020,Richmond,50-59,277,44,1
6/27/2020,Western Tidewater,50-59,136,12,2
6/27/2020,Crater,Missing,7,0,0
6/27/2020,Arlington,50-59,378,66,6
6/27/2020,Piedmont,70-79,63,17,2
6/27/2020,Alexandria,60-69,196,44,2
6/27/2020,Portsmouth,30-39,94,4,0
6/27/2020,Lenowisco,20-29,7,0,0
6/27/2020,Central Virginia,30-39,53,1,0
6/27/2020,Norfolk,10-19,49,1,0
6/27/2020,New River,10-19,13,0,0
6/27/2020,Central Virginia,20-29,73,2,0
6/27/2020,Rappahannock,50-59,365,45,4
6/27/2020,Rappahannock,60-69,204,44,5
6/27/2020,Piedmont,20-29,152,2,0
6/27/2020,New River,60-69,24,4,0
6/27/2020,Roanoke,40-49,53,1,0
6/27/2020,Three Rivers,20-29,107,4,0
6/27/2020,Rappahannock,40-49,426,37,2
6/27/2020,Portsmouth,80+,20,7,4
6/27/2020,Central Shenandoah,Missing,0,0,0
6/27/2020,Eastern Shore,70-79,47,16,9
6/27/2020,Mount Rogers,70-79,58,26,9
6/27/2020,Cumberland Plateau,70-79,4,0,0
6/27/2020,Piedmont,10-19,31,0,0
6/27/2020,Southside,20-29,39,2,0
6/27/2020,Chesterfield,50-59,426,29,4
6/27/2020,Rappahannock Rapidan,20-29,270,4,0
6/27/2020,Cumberland Plateau,60-69,5,1,0
6/27/2020,Roanoke,70-79,11,3,0
6/27/2020,Central Shenandoah,20-29,376,7,0
6/27/2020,Pittsylvania-Danville,80+,5,3,2
6/27/2020,Virginia Beach,80+,85,28,20
6/27/2020,Central Shenandoah,50-59,360,31,2
6/27/2020,Lenowisco,Missing,0,0,0
6/27/2020,Fairfax,30-39,2670,163,4
6/27/2020,Lenowisco,60-69,5,4,2
6/27/2020,Loudoun,30-39,708,23,0
6/27/2020,West Piedmont,80+,13,6,1
6/27/2020,Roanoke,80+,38,3,10
6/27/2020,Fairfax,40-49,2600,239,9
6/27/2020,Thomas Jefferson,80+,75,25,14
6/27/2020,Roanoke,20-29,76,3,0
6/27/2020,Henrico,60-69,285,45,27
6/27/2020,Lord Fairfax,40-49,305,16,1
6/27/2020,Western Tidewater,Missing,5,0,0
6/27/2020,Chickahominy,60-69,73,18,6
6/27/2020,Chesapeake,20-29,128,3,0
6/27/2020,Three Rivers,Missing,1,0,0
6/27/2020,Henrico,10-19,151,3,0
6/27/2020,Mount Rogers,30-39,98,4,0
6/27/2020,Eastern Shore,30-39,234,8,0
6/27/2020,Chesterfield,0-9,112,0,0
6/27/2020,Central Shenandoah,10-19,107,1,0
6/27/2020,Crater,0-9,23,1,0
6/27/2020,Fairfax,70-79,658,231,103
6/27/2020,Rappahannock,80+,88,30,17
6/27/2020,Alexandria,10-19,164,3,0
6/27/2020,Portsmouth,40-49,63,6,0
6/27/2020,Three Rivers,50-59,92,7,0
6/27/2020,Alleghany,Missing,1,0,0
6/27/2020,Alexandria,30-39,535,30,0
6/27/2020,Southside,Missing,0,0,0
6/27/2020,Portsmouth,60-69,51,16,5
6/27/2020,Roanoke,30-39,76,0,0
6/27/2020,Three Rivers,60-69,67,10,0
6/27/2020,Fairfax,50-59,2185,285,31
6/27/2020,Portsmouth,50-59,72,18,2
6/27/2020,Chickahominy,80+,83,34,22
6/27/2020,Rappahannock Rapidan,50-59,205,23,2
6/27/2020,Fairfax,80+,784,291,277
6/27/2020,Hampton,Missing,5,0,0
6/27/2020,Cumberland Plateau,80+,0,0,0
6/27/2020,Alleghany,50-59,57,5,1
6/27/2020,Prince William,40-49,1898,142,6
6/27/2020,Fairfax,Missing,151,3,0
6/27/2020,Virginia Beach,40-49,159,19,1
6/27/2020,Richmond,Missing,18,0,0
6/27/2020,Norfolk,40-49,120,12,0
6/27/2020,Piedmont,80+,47,14,6
6/27/2020,Virginia Beach,60-69,135,18,1
6/27/2020,West Piedmont,40-49,76,7,2
6/27/2020,Arlington,10-19,91,5,0
6/27/2020,Lenowisco,0-9,3,0,0
6/27/2020,Pittsylvania-Danville,50-59,37,10,0
6/27/2020,Virginia Beach,50-59,142,13,0
6/27/2020,Chesapeake,Missing,10,1,0
6/27/2020,Central Shenandoah,80+,101,23,12
6/27/2020,Thomas Jefferson,40-49,143,9,0
6/27/2020,Rappahannock Rapidan,60-69,110,16,4
6/27/2020,Norfolk,30-39,159,11,0
6/27/2020,Rappahannock Rapidan,Missing,7,0,0
6/27/2020,Lord Fairfax,80+,135,31,35
6/27/2020,Three Rivers,10-19,24,0,0
6/27/2020,Piedmont,40-49,184,9,0
6/27/2020,Norfolk,80+,20,7,3
6/27/2020,Peninsula,20-29,175,1,0
6/27/2020,Norfolk,50-59,122,20,2
6/27/2020,Thomas Jefferson,50-59,111,9,1
6/27/2020,Richmond,70-79,82,38,13
6/27/2020,Chesterfield,70-79,126,21,14
6/27/2020,Piedmont,30-39,189,2,0
6/27/2020,Prince William,30-39,1683,91,2
6/27/2020,Alleghany,20-29,75,1,0
6/27/2020,Alleghany,0-9,8,0,0
6/27/2020,Mount Rogers,40-49,97,3,1
6/27/2020,Eastern Shore,40-49,245,10,2
6/27/2020,Central Virginia,60-69,42,4,2
6/27/2020,Richmond,10-19,183,2,0
6/27/2020,Pittsylvania-Danville,60-69,23,8,1
6/27/2020,Pittsylvania-Danville,Missing,0,0,0
6/27/2020,Chesterfield,60-69,273,33,9
6/27/2020,Southside,10-19,7,0,0
6/27/2020,New River,80+,12,4,1
6/27/2020,Central Virginia,50-59,55,2,1
6/27/2020,Hampton,70-79,20,8,0
6/27/2020,Pittsylvania-Danville,10-19,8,0,0
6/27/2020,Richmond,60-69,193,45,6
6/27/2020,Chickahominy,40-49,83,11,1
6/27/2020,Three Rivers,80+,30,5,3
6/27/2020,Rappahannock,30-39,479,21,0
6/27/2020,Lord Fairfax,60-69,212,44,12
6/27/2020,Western Tidewater,0-9,7,0,0
6/27/2020,Rappahannock,70-79,98,28,14
6/27/2020,Prince William,80+,223,74,64
6/27/2020,Hampton,80+,6,3,2
6/27/2020,Alexandria,80+,87,28,25
6/27/2020,Mount Rogers,60-69,79,8,0
6/27/2020,Eastern Shore,60-69,176,28,8
6/27/2020,Lord Fairfax,70-79,126,37,15
6/27/2020,New River,30-39,23,1,0
6/27/2020,Chesapeake,10-19,43,1,0
6/27/2020,Hampton,40-49,43,5,0
6/27/2020,Peninsula,Missing,7,0,0
6/27/2020,Henrico,70-79,207,45,34
6/27/2020,Western Tidewater,20-29,70,3,0
6/27/2020,Peninsula,0-9,33,0,0
6/27/2020,Loudoun,40-49,785,45,1
6/27/2020,Pittsylvania-Danville,30-39,25,1,0
6/27/2020,Loudoun,20-29,632,6,0
6/27/2020,Crater,60-69,212,41,11
6/27/2020,Loudoun,80+,188,50,65
6/27/2020,Arlington,80+,204,84,69
6/27/2020,Virginia Beach,10-19,57,0,0
6/27/2020,Mount Rogers,80+,72,25,18
6/27/2020,Eastern Shore,80+,50,21,18
6/27/2020,Crater,10-19,49,0,0
6/27/2020,Lenowisco,30-39,5,1,1
6/27/2020,Norfolk,Missing,7,1,0
6/27/2020,Henrico,Missing,29,1,1
6/27/2020,New River,40-49,29,1,0
6/27/2020,Central Virginia,0-9,7,0,0
6/27/2020,New River,70-79,16,8,4
6/27/2020,Loudoun,0-9,148,3,0
6/27/2020,Central Virginia,70-79,21,4,2
6/27/2020,Southside,0-9,3,0,0
6/27/2020,Three Rivers,40-49,130,11,2
6/27/2020,Chickahominy,30-39,84,2,0
6/27/2020,Central Shenandoah,60-69,251,44,8
6/27/2020,Western Tidewater,60-69,120,13,6
6/27/2020,Cumberland Plateau,30-39,8,0,0
6/27/2020,Portsmouth,10-19,15,0,0
6/27/2020,Chesterfield,Missing,71,0,0
6/27/2020,Alexandria,40-49,429,37,0
6/27/2020,Thomas Jefferson,70-79,60,19,2
6/27/2020,Three Rivers,30-39,135,3,0
6/27/2020,Western Tidewater,70-79,87,21,16
6/27/2020,Arlington,60-69,278,77,19
6/27/2020,Cumberland Plateau,10-19,19,0,0
6/27/2020,West Piedmont,30-39,62,1,0
6/27/2020,Peninsula,10-19,49,1,0
6/27/2020,Lenowisco,10-19,3,0,0
6/27/2020,Chesapeake,0-9,22,1,0
6/27/2020,Peninsula,50-59,132,19,3
6/27/2020,Cumberland Plateau,Missing,0,0,0
6/27/2020,Peninsula,60-69,121,29,3
6/27/2020,Lord Fairfax,30-39,321,11,1
6/27/2020,Virginia Beach,Missing,25,0,0
6/27/2020,Arlington,40-49,418,47,6
6/27/2020,West Piedmont,10-19,44,0,0
6/27/2020,Chickahominy,70-79,54,20,6
6/27/2020,Pittsylvania-Danville,20-29,20,0,0
6/27/2020,Loudoun,50-59,611,48,1
6/27/2020,Richmond,30-39,468,24,1
6/27/2020,Thomas Jefferson,Missing,1,0,0
6/27/2020,Rappahannock Rapidan,80+,20,13,4
6/27/2020,Lord Fairfax,Missing,2,0,0
6/27/2020,Cumberland Plateau,50-59,6,1,0
6/27/2020,Loudoun,Missing,59,0,1
6/27/2020,Southside,50-59,56,7,0
6/27/2020,Chesterfield,20-29,482,5,0
6/27/2020,Norfolk,70-79,33,21,3
6/27/2020,Alleghany,10-19,39,0,0
6/27/2020,Crater,80+,96,17,2
6/27/2020,Portsmouth,Missing,7,0,0
6/27/2020,Western Tidewater,10-19,15,0,0
6/27/2020,Chesterfield,10-19,290,0,0
6/27/2020,Southside,60-69,53,11,4
