Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
6/13/2020,Chickahominy,30-39,71,0,0
6/13/2020,Central Shenandoah,60-69,222,38,8
6/13/2020,Western Tidewater,60-69,111,13,5
6/13/2020,Cumberland Plateau,30-39,5,0,0
6/13/2020,Portsmouth,10-19,11,0,0
6/13/2020,Chesterfield,Missing,57,0,0
6/13/2020,Alexandria,40-49,395,34,0
6/13/2020,Thomas Jefferson,70-79,57,19,2
6/13/2020,Three Rivers,30-39,126,3,0
6/13/2020,Western Tidewater,70-79,82,20,16
6/13/2020,Arlington,60-69,270,75,19
6/13/2020,Cumberland Plateau,10-19,13,0,0
6/13/2020,West Piedmont,30-39,47,1,0
6/13/2020,Peninsula,10-19,28,1,0
6/13/2020,West Piedmont,20-29,43,0,0
6/13/2020,Arlington,70-79,166,70,32
6/13/2020,Chickahominy,50-59,100,20,1
6/13/2020,Alleghany,40-49,30,0,0
6/13/2020,Prince William,50-59,1277,171,12
6/13/2020,Mount Rogers,0-9,24,1,0
6/13/2020,Eastern Shore,0-9,13,1,0
6/13/2020,Thomas Jefferson,60-69,62,17,2
6/13/2020,Pittsylvania-Danville,70-79,17,9,0
6/13/2020,Chesterfield,80+,126,25,31
6/13/2020,Richmond,0-9,69,3,0
6/13/2020,Chesapeake,80+,40,14,9
6/13/2020,Peninsula,40-49,96,6,1
6/13/2020,Henrico,0-9,87,1,0
6/13/2020,Lenowisco,80+,0,0,0
6/13/2020,Piedmont,60-69,124,17,2
6/13/2020,West Piedmont,0-9,7,0,0
6/13/2020,Rappahannock Rapidan,70-79,34,12,7
6/13/2020,Central Shenandoah,70-79,110,36,12
6/13/2020,Chesapeake,30-39,122,6,0
6/13/2020,Chickahominy,0-9,10,0,0
6/13/2020,Prince William,0-9,273,6,0
6/13/2020,Eastern Shore,50-59,270,17,5
6/13/2020,Mount Rogers,50-59,72,5,1
6/13/2020,Loudoun,10-19,223,0,0
6/13/2020,Southside,80+,76,11,12
6/13/2020,Central Virginia,80+,14,2,0
6/13/2020,Rappahannock,Missing,17,0,0
6/13/2020,Rappahannock Rapidan,30-39,273,14,1
6/13/2020,New River,50-59,25,3,0
6/13/2020,Richmond,80+,35,16,8
6/13/2020,Mount Rogers,20-29,78,0,0
6/13/2020,Eastern Shore,20-29,187,4,0
6/13/2020,Hampton,10-19,13,0,0
6/13/2020,Portsmouth,0-9,4,1,0
6/13/2020,Crater,70-79,117,25,6
6/13/2020,Chesterfield,40-49,412,14,2
6/13/2020,Alexandria,Missing,11,0,0
6/13/2020,Southside,30-39,27,0,0
6/13/2020,Prince William,Missing,124,2,0
6/13/2020,Hampton,60-69,31,11,2
6/13/2020,Fairfax,20-29,1967,59,2
6/13/2020,Thomas Jefferson,0-9,24,1,0
6/13/2020,Lenowisco,40-49,7,2,0
6/13/2020,Central Virginia,10-19,15,1,0
6/13/2020,Lenowisco,70-79,5,4,1
6/13/2020,Crater,Missing,8,0,0
6/13/2020,Arlington,50-59,359,62,6
6/13/2020,Piedmont,70-79,52,16,2
6/13/2020,Alexandria,60-69,184,43,2
6/13/2020,Portsmouth,30-39,84,4,0
6/13/2020,Lenowisco,20-29,6,0,0
6/13/2020,Central Virginia,30-39,44,2,0
6/13/2020,Norfolk,10-19,42,1,0
6/13/2020,New River,10-19,7,0,0
6/13/2020,Central Virginia,20-29,45,2,0
6/13/2020,Rappahannock,50-59,313,40,3
6/13/2020,Rappahannock,60-69,174,41,5
6/13/2020,Piedmont,20-29,138,1,0
6/13/2020,New River,60-69,19,2,0
6/13/2020,Roanoke,40-49,32,1,0
6/13/2020,Three Rivers,20-29,98,4,0
6/13/2020,Rappahannock,40-49,384,33,2
6/13/2020,Portsmouth,80+,19,6,3
6/13/2020,Central Shenandoah,Missing,0,0,0
6/13/2020,Eastern Shore,70-79,46,14,9
6/13/2020,Mount Rogers,70-79,50,23,7
6/13/2020,Cumberland Plateau,70-79,2,0,0
6/13/2020,Piedmont,10-19,21,0,0
6/13/2020,Southside,20-29,31,2,0
6/13/2020,Chesterfield,50-59,331,28,2
6/13/2020,Rappahannock Rapidan,20-29,257,4,0
6/13/2020,Cumberland Plateau,60-69,4,1,0
6/13/2020,Roanoke,70-79,10,3,0
6/13/2020,Central Shenandoah,20-29,318,5,0
6/13/2020,Pittsylvania-Danville,80+,3,2,2
6/13/2020,Virginia Beach,80+,81,24,17
6/13/2020,Central Shenandoah,50-59,322,27,1
6/13/2020,Lenowisco,Missing,0,0,0
6/13/2020,Fairfax,30-39,2545,152,4
6/13/2020,Lenowisco,60-69,5,4,2
6/13/2020,Loudoun,30-39,616,18,0
6/13/2020,West Piedmont,80+,12,6,0
6/13/2020,Roanoke,80+,38,3,10
6/13/2020,Fairfax,40-49,2471,219,8
6/13/2020,Thomas Jefferson,80+,71,23,14
6/13/2020,Roanoke,20-29,46,1,0
6/13/2020,Henrico,60-69,262,43,26
6/13/2020,Lord Fairfax,40-49,275,11,1
6/13/2020,Western Tidewater,Missing,5,0,0
6/13/2020,Chickahominy,60-69,67,16,6
6/13/2020,Chesapeake,20-29,94,3,0
6/13/2020,Three Rivers,Missing,1,0,0
6/13/2020,Lenowisco,10-19,3,0,0
6/13/2020,Chesapeake,0-9,17,1,0
6/13/2020,Peninsula,50-59,119,18,2
6/13/2020,Cumberland Plateau,Missing,0,0,0
6/13/2020,Peninsula,60-69,108,27,3
6/13/2020,Lord Fairfax,30-39,289,11,1
6/13/2020,Virginia Beach,Missing,24,0,0
6/13/2020,Arlington,40-49,397,45,3
6/13/2020,West Piedmont,10-19,30,1,0
6/13/2020,Chickahominy,70-79,49,18,5
6/13/2020,Pittsylvania-Danville,20-29,13,0,0
6/13/2020,Loudoun,50-59,543,34,1
6/13/2020,Richmond,30-39,379,22,1
6/13/2020,Thomas Jefferson,Missing,1,0,0
6/13/2020,Rappahannock Rapidan,80+,20,12,4
6/13/2020,Lord Fairfax,Missing,2,0,0
6/13/2020,Cumberland Plateau,50-59,4,1,0
6/13/2020,Loudoun,Missing,56,0,1
6/13/2020,Southside,50-59,46,6,0
6/13/2020,Chesterfield,20-29,336,5,0
6/13/2020,Norfolk,70-79,23,14,3
6/13/2020,Alleghany,10-19,12,0,0
6/13/2020,Crater,80+,74,12,2
6/13/2020,Portsmouth,Missing,7,0,0
6/13/2020,Western Tidewater,10-19,12,0,0
6/13/2020,Chesterfield,10-19,198,0,0
6/13/2020,Southside,60-69,46,12,3
6/13/2020,Virginia Beach,0-9,13,0,0
6/13/2020,Lenowisco,50-59,13,5,0
6/13/2020,Chesapeake,70-79,47,20,2
6/13/2020,Western Tidewater,80+,128,22,21
6/13/2020,Thomas Jefferson,10-19,37,1,0
6/13/2020,Richmond,40-49,321,25,1
6/13/2020,Lord Fairfax,50-59,285,21,2
6/13/2020,Lord Fairfax,10-19,99,0,0
6/13/2020,Rappahannock Rapidan,10-19,118,3,0
6/13/2020,Crater,50-59,212,22,2
6/13/2020,Arlington,Missing,10,1,0
6/13/2020,Roanoke,50-59,30,1,0
6/13/2020,Rappahannock,10-19,165,1,0
6/13/2020,Roanoke,10-19,13,0,0
6/13/2020,Eastern Shore,Missing,0,0,0
6/13/2020,Mount Rogers,Missing,1,0,0
6/13/2020,Prince William,60-69,685,146,27
6/13/2020,Alleghany,70-79,28,5,7
6/13/2020,Crater,20-29,177,6,0
6/13/2020,Loudoun,60-69,219,36,3
6/13/2020,Fairfax,0-9,403,12,0
6/13/2020,Roanoke,Missing,3,0,0
6/13/2020,Alexandria,20-29,324,7,1
6/13/2020,Portsmouth,70-79,24,8,3
6/13/2020,Alleghany,30-39,29,2,0
6/13/2020,Prince William,20-29,1455,46,0
6/13/2020,Southside,70-79,50,9,11
6/13/2020,Piedmont,Missing,2,0,0
6/13/2020,Rappahannock,0-9,91,1,0
6/13/2020,Henrico,30-39,352,12,0
6/13/2020,Prince William,10-19,587,8,0
6/13/2020,Chickahominy,10-19,28,0,0
6/13/2020,Lord Fairfax,0-9,49,0,0
6/13/2020,Central Virginia,Missing,1,0,0
6/13/2020,Fairfax,60-69,1345,271,46
6/13/2020,Hampton,20-29,43,2,0
6/13/2020,Central Shenandoah,40-49,296,9,0
6/13/2020,Pittsylvania-Danville,0-9,1,0,0
6/13/2020,Crater,30-39,211,3,0
6/13/2020,Virginia Beach,70-79,63,25,7
6/13/2020,Virginia Beach,30-39,122,9,1
6/13/2020,Piedmont,0-9,13,0,0
6/13/2020,Central Shenandoah,30-39,275,6,0
6/13/2020,Hampton,50-59,42,8,1
6/13/2020,Peninsula,70-79,81,38,11
6/13/2020,Arlington,20-29,382,20,0
6/13/2020,West Piedmont,70-79,19,6,3
6/13/2020,Richmond,20-29,356,10,0
6/13/2020,Roanoke,0-9,7,0,0
6/13/2020,Hampton,30-39,39,3,0
6/13/2020,Thomas Jefferson,30-39,131,5,0
6/13/2020,Western Tidewater,40-49,87,5,1
6/13/2020,Richmond,50-59,239,36,2
6/13/2020,Western Tidewater,50-59,125,12,2
6/13/2020,Henrico,10-19,106,2,0
6/13/2020,Mount Rogers,30-39,87,3,0
6/13/2020,Eastern Shore,30-39,226,8,0
6/13/2020,Chesterfield,0-9,70,0,0
6/13/2020,Central Shenandoah,10-19,94,1,0
6/13/2020,Crater,0-9,17,1,0
6/13/2020,Fairfax,70-79,644,218,89
6/13/2020,Rappahannock,80+,39,21,7
6/13/2020,Alexandria,10-19,144,2,0
6/13/2020,Portsmouth,40-49,56,6,0
6/13/2020,Three Rivers,50-59,79,6,0
6/13/2020,Alleghany,Missing,1,0,0
6/13/2020,Alexandria,30-39,496,28,0
6/13/2020,Southside,Missing,0,0,0
6/13/2020,Portsmouth,60-69,43,12,4
6/13/2020,Roanoke,30-39,49,0,0
6/13/2020,Three Rivers,60-69,67,10,0
6/13/2020,Fairfax,50-59,2056,261,25
6/13/2020,Portsmouth,50-59,64,17,2
6/13/2020,Chickahominy,80+,79,32,21
6/13/2020,Rappahannock Rapidan,50-59,191,22,2
6/13/2020,Fairfax,80+,784,276,262
6/13/2020,Hampton,Missing,5,0,0
6/13/2020,Cumberland Plateau,80+,0,0,0
6/13/2020,Alleghany,50-59,45,4,1
6/13/2020,Prince William,40-49,1787,133,6
6/13/2020,Fairfax,Missing,136,1,0
6/13/2020,Virginia Beach,40-49,131,18,1
6/13/2020,Richmond,Missing,14,0,0
6/13/2020,Norfolk,40-49,99,10,0
6/13/2020,Piedmont,80+,32,12,3
6/13/2020,Virginia Beach,60-69,119,16,1
6/13/2020,West Piedmont,40-49,57,7,1
6/13/2020,Arlington,10-19,83,5,0
6/13/2020,Lenowisco,0-9,3,0,0
6/13/2020,Pittsylvania-Danville,50-59,26,8,0
6/13/2020,Virginia Beach,50-59,121,13,0
6/13/2020,Chesapeake,Missing,8,1,0
6/13/2020,Central Shenandoah,80+,85,18,11
6/13/2020,Thomas Jefferson,40-49,110,5,0
6/13/2020,Rappahannock Rapidan,60-69,100,15,2
6/13/2020,Norfolk,30-39,132,9,0
6/13/2020,Rappahannock Rapidan,Missing,6,0,0
6/13/2020,Lord Fairfax,80+,113,28,34
6/13/2020,Three Rivers,10-19,20,0,0
6/13/2020,Piedmont,40-49,165,6,0
6/13/2020,Norfolk,80+,12,7,3
6/13/2020,Peninsula,20-29,113,1,0
6/13/2020,Norfolk,50-59,98,16,0
6/13/2020,Thomas Jefferson,50-59,90,9,1
6/13/2020,Richmond,70-79,70,32,10
6/13/2020,Chesterfield,70-79,108,19,13
6/13/2020,Piedmont,30-39,166,1,0
6/13/2020,Prince William,30-39,1544,87,2
6/13/2020,Alleghany,20-29,55,1,0
6/13/2020,Alleghany,0-9,4,0,0
6/13/2020,Mount Rogers,40-49,68,0,0
6/13/2020,Eastern Shore,40-49,237,8,2
6/13/2020,Central Virginia,60-69,39,4,1
6/13/2020,Richmond,10-19,135,2,0
6/13/2020,Pittsylvania-Danville,60-69,17,7,1
6/13/2020,Pittsylvania-Danville,Missing,0,0,0
6/13/2020,Chesterfield,60-69,227,32,8
6/13/2020,Southside,10-19,4,0,0
6/13/2020,New River,80+,8,3,1
6/13/2020,Central Virginia,50-59,44,2,1
6/13/2020,Hampton,70-79,13,7,0
6/13/2020,Pittsylvania-Danville,10-19,5,0,0
6/13/2020,Richmond,60-69,171,40,6
