Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/10/2020,Norfolk,0-9,48,2,0
7/10/2020,Cumberland Plateau,40-49,18,0,0
7/10/2020,Eastern Shore,10-19,59,1,0
7/10/2020,Mount Rogers,10-19,62,0,0
7/10/2020,Rappahannock Rapidan,0-9,74,1,0
7/10/2020,Three Rivers,0-9,10,1,0
7/10/2020,Henrico,40-49,410,26,2
7/10/2020,Alexandria,50-59,312,51,10
7/10/2020,Arlington,0-9,50,2,0
7/10/2020,Chickahominy,Missing,15,0,0
7/10/2020,New River,20-29,71,0,0
7/10/2020,Virginia Beach,20-29,434,7,0
7/10/2020,Chesapeake,50-59,172,26,1
7/10/2020,Alleghany,80+,42,8,6
7/10/2020,Fairfax,10-19,895,26,0
7/10/2020,Chesapeake,60-69,129,32,5
7/10/2020,West Piedmont,Missing,0,0,0
7/10/2020,Peninsula,80+,57,24,15
7/10/2020,Crater,40-49,235,14,1
7/10/2020,Chesapeake,40-49,174,27,1
7/10/2020,Thomas Jefferson,20-29,196,2,0
7/10/2020,Lord Fairfax,20-29,356,5,0
7/10/2020,Norfolk,20-29,413,5,0
7/10/2020,Arlington,30-39,466,43,0
7/10/2020,West Piedmont,60-69,65,8,0
7/10/2020,Henrico,50-59,353,39,8
7/10/2020,West Piedmont,50-59,109,14,1
7/10/2020,Cumberland Plateau,20-29,7,0,0
7/10/2020,Alexandria,70-79,104,38,19
7/10/2020,Portsmouth,20-29,138,8,0
7/10/2020,Western Tidewater,30-39,141,9,0
7/10/2020,Central Shenandoah,0-9,56,0,0
7/10/2020,Henrico,80+,321,65,86
7/10/2020,Alexandria,0-9,135,2,0
7/10/2020,Pittsylvania-Danville,40-49,56,6,0
7/10/2020,Henrico,20-29,395,15,0
7/10/2020,Roanoke,60-69,38,3,0
7/10/2020,Peninsula,30-39,225,7,1
7/10/2020,Alleghany,60-69,63,7,1
7/10/2020,Prince William,70-79,316,97,43
7/10/2020,Norfolk,60-69,120,30,2
7/10/2020,Southside,40-49,59,5,0
7/10/2020,Chesterfield,30-39,657,10,0
7/10/2020,Loudoun,70-79,143,46,18
7/10/2020,Central Virginia,40-49,64,0,0
7/10/2020,New River,Missing,0,0,0
7/10/2020,Chickahominy,20-29,100,0,0
7/10/2020,New River,0-9,7,0,0
7/10/2020,Cumberland Plateau,0-9,2,0,0
7/10/2020,Three Rivers,70-79,37,8,5
7/10/2020,Rappahannock Rapidan,40-49,306,19,2
7/10/2020,Hampton,0-9,15,0,0
7/10/2020,Piedmont,50-59,198,22,1
7/10/2020,Rappahannock,20-29,456,13,0
7/10/2020,West Piedmont,20-29,89,1,0
7/10/2020,Arlington,70-79,175,72,33
7/10/2020,Chickahominy,50-59,119,23,1
7/10/2020,Alleghany,40-49,80,1,0
7/10/2020,Prince William,50-59,1488,191,14
7/10/2020,Mount Rogers,0-9,37,1,0
7/10/2020,Eastern Shore,0-9,20,2,0
7/10/2020,Thomas Jefferson,60-69,88,18,3
7/10/2020,Pittsylvania-Danville,70-79,24,11,1
7/10/2020,Chesterfield,80+,144,30,46
7/10/2020,Richmond,0-9,101,5,0
7/10/2020,Chesapeake,80+,71,25,12
7/10/2020,Peninsula,40-49,174,7,1
7/10/2020,Henrico,0-9,101,2,0
7/10/2020,Lenowisco,80+,2,0,0
7/10/2020,Piedmont,60-69,142,20,2
7/10/2020,West Piedmont,0-9,17,1,0
7/10/2020,Rappahannock Rapidan,70-79,44,13,7
7/10/2020,Central Shenandoah,70-79,137,40,12
7/10/2020,Chesapeake,30-39,212,10,0
7/10/2020,Chickahominy,0-9,14,0,0
7/10/2020,Prince William,0-9,354,10,0
7/10/2020,Eastern Shore,50-59,275,19,5
7/10/2020,Mount Rogers,50-59,106,6,1
7/10/2020,Loudoun,10-19,573,0,0
7/10/2020,Southside,80+,81,12,13
7/10/2020,Central Virginia,80+,20,2,0
7/10/2020,Rappahannock,Missing,20,0,0
7/10/2020,Rappahannock Rapidan,30-39,323,18,1
7/10/2020,New River,50-59,34,4,0
7/10/2020,Richmond,80+,38,21,10
7/10/2020,Mount Rogers,20-29,122,0,0
7/10/2020,Eastern Shore,20-29,198,6,0
7/10/2020,Hampton,10-19,25,0,0
7/10/2020,Portsmouth,0-9,28,3,0
7/10/2020,Crater,70-79,151,37,18
7/10/2020,Chesterfield,40-49,591,20,3
7/10/2020,Alexandria,Missing,11,0,0
7/10/2020,Southside,30-39,64,4,0
7/10/2020,Prince William,Missing,143,2,0
7/10/2020,Hampton,60-69,48,11,2
7/10/2020,Fairfax,20-29,2266,78,3
7/10/2020,Thomas Jefferson,0-9,49,1,0
7/10/2020,Lenowisco,40-49,7,2,0
7/10/2020,Central Virginia,10-19,62,1,0
7/10/2020,Lenowisco,70-79,8,4,1
7/10/2020,Virginia Beach,0-9,37,0,0
7/10/2020,Lenowisco,50-59,17,5,0
7/10/2020,Chesapeake,70-79,74,29,3
7/10/2020,Western Tidewater,80+,145,26,33
7/10/2020,Thomas Jefferson,10-19,80,1,0
7/10/2020,Richmond,40-49,393,29,3
7/10/2020,Lord Fairfax,50-59,352,27,2
7/10/2020,Lord Fairfax,10-19,150,1,0
7/10/2020,Rappahannock Rapidan,10-19,133,3,0
7/10/2020,Crater,50-59,289,32,3
7/10/2020,Arlington,Missing,11,1,0
7/10/2020,Roanoke,50-59,49,1,0
7/10/2020,Rappahannock,10-19,246,3,0
7/10/2020,Roanoke,10-19,60,0,0
7/10/2020,Eastern Shore,Missing,6,0,0
7/10/2020,Mount Rogers,Missing,1,0,0
7/10/2020,Prince William,60-69,788,164,42
7/10/2020,Alleghany,70-79,56,7,7
7/10/2020,Crater,20-29,252,7,0
7/10/2020,Loudoun,60-69,258,50,6
7/10/2020,Fairfax,0-9,498,18,0
7/10/2020,Roanoke,Missing,3,0,0
7/10/2020,Alexandria,20-29,391,10,1
7/10/2020,Portsmouth,70-79,32,12,5
7/10/2020,Alleghany,30-39,76,2,0
7/10/2020,Prince William,20-29,1720,54,0
7/10/2020,Southside,70-79,61,10,13
7/10/2020,Piedmont,Missing,1,0,0
7/10/2020,Rappahannock,0-9,115,2,0
7/10/2020,Henrico,30-39,481,18,0
7/10/2020,Prince William,10-19,810,8,0
7/10/2020,Chickahominy,10-19,43,0,0
7/10/2020,Lord Fairfax,0-9,64,2,0
7/10/2020,Central Virginia,Missing,1,0,0
7/10/2020,Fairfax,60-69,1445,316,63
7/10/2020,Hampton,20-29,103,2,0
7/10/2020,Central Shenandoah,40-49,365,14,0
7/10/2020,Pittsylvania-Danville,0-9,7,0,0
7/10/2020,Crater,30-39,290,7,0
7/10/2020,Virginia Beach,70-79,88,27,7
7/10/2020,Virginia Beach,30-39,290,12,0
7/10/2020,Piedmont,0-9,23,0,0
7/10/2020,Central Shenandoah,30-39,333,6,0
7/10/2020,Hampton,50-59,58,9,1
7/10/2020,Peninsula,70-79,97,38,12
7/10/2020,Arlington,20-29,458,21,0
7/10/2020,West Piedmont,70-79,31,12,4
7/10/2020,Richmond,20-29,506,16,0
7/10/2020,Roanoke,0-9,17,0,0
