Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
7/9/2020,Fairfax,60-69,1438,316,61
7/9/2020,Hampton,20-29,93,2,0
7/9/2020,Central Shenandoah,40-49,361,14,0
7/9/2020,Pittsylvania-Danville,0-9,6,0,0
7/9/2020,Crater,30-39,290,7,0
7/9/2020,Virginia Beach,70-79,82,26,7
7/9/2020,Virginia Beach,30-39,263,12,0
7/9/2020,Piedmont,0-9,23,0,0
7/9/2020,Central Shenandoah,30-39,330,6,0
7/9/2020,Hampton,50-59,55,9,1
7/9/2020,Peninsula,70-79,96,38,12
7/9/2020,Arlington,20-29,455,21,0
7/9/2020,West Piedmont,70-79,31,11,4
7/9/2020,Richmond,20-29,494,15,0
7/9/2020,Roanoke,0-9,17,0,0
7/9/2020,Hampton,30-39,86,3,0
7/9/2020,Thomas Jefferson,30-39,227,6,0
7/9/2020,Western Tidewater,40-49,118,5,2
7/9/2020,Richmond,50-59,297,54,1
7/9/2020,Western Tidewater,50-59,159,13,2
7/9/2020,Crater,Missing,9,0,0
7/9/2020,Arlington,50-59,383,67,6
7/9/2020,Piedmont,70-79,70,20,4
7/9/2020,Alexandria,60-69,206,46,2
7/9/2020,Portsmouth,30-39,129,7,1
7/9/2020,Lenowisco,20-29,7,0,0
7/9/2020,Central Virginia,30-39,64,1,0
7/9/2020,Norfolk,10-19,67,1,0
7/9/2020,New River,10-19,33,0,0
7/9/2020,Central Virginia,20-29,94,2,0
7/9/2020,Rappahannock,50-59,399,51,4
7/9/2020,Rappahannock,60-69,218,46,6
7/9/2020,Piedmont,20-29,175,2,0
7/9/2020,New River,60-69,28,5,0
7/9/2020,Roanoke,40-49,75,1,0
7/9/2020,Three Rivers,20-29,118,4,0
7/9/2020,Rappahannock,40-49,464,41,2
7/9/2020,Portsmouth,80+,22,8,5
7/9/2020,Central Shenandoah,Missing,1,0,0
7/9/2020,Eastern Shore,70-79,47,16,9
7/9/2020,Mount Rogers,70-79,71,28,12
7/9/2020,Cumberland Plateau,70-79,5,0,0
7/9/2020,Piedmont,10-19,35,0,0
7/9/2020,Southside,20-29,46,2,0
7/9/2020,Chesterfield,50-59,461,35,4
7/9/2020,Rappahannock Rapidan,20-29,281,4,0
7/9/2020,Cumberland Plateau,60-69,7,1,0
7/9/2020,Roanoke,70-79,16,3,1
7/9/2020,Central Shenandoah,20-29,426,8,0
7/9/2020,Pittsylvania-Danville,80+,9,5,2
7/9/2020,Virginia Beach,80+,94,32,21
7/9/2020,Central Shenandoah,50-59,384,33,3
7/9/2020,Lenowisco,Missing,0,0,0
7/9/2020,Fairfax,30-39,2784,180,6
7/9/2020,Lenowisco,60-69,7,5,2
7/9/2020,Loudoun,30-39,754,27,0
7/9/2020,West Piedmont,80+,17,8,1
7/9/2020,Roanoke,80+,43,3,9
7/9/2020,Fairfax,40-49,2692,255,9
7/9/2020,Thomas Jefferson,80+,98,27,19
7/9/2020,Roanoke,20-29,126,3,0
7/9/2020,Henrico,60-69,294,50,33
7/9/2020,Lord Fairfax,40-49,336,17,1
7/9/2020,Western Tidewater,Missing,8,0,0
7/9/2020,Chickahominy,60-69,77,20,6
7/9/2020,West Piedmont,0-9,17,1,0
7/9/2020,Rappahannock Rapidan,70-79,44,13,7
7/9/2020,Central Shenandoah,70-79,136,40,12
7/9/2020,Chesapeake,30-39,203,10,0
7/9/2020,Chickahominy,0-9,14,0,0
7/9/2020,Prince William,0-9,352,10,0
7/9/2020,Eastern Shore,50-59,275,19,5
7/9/2020,Mount Rogers,50-59,106,6,1
7/9/2020,Loudoun,10-19,566,0,0
7/9/2020,Southside,80+,81,12,13
7/9/2020,Central Virginia,80+,20,2,0
7/9/2020,Rappahannock,Missing,20,0,0
7/9/2020,Rappahannock Rapidan,30-39,319,18,1
7/9/2020,New River,50-59,33,4,0
7/9/2020,Richmond,80+,37,21,10
7/9/2020,Mount Rogers,20-29,118,0,0
7/9/2020,Eastern Shore,20-29,197,6,0
7/9/2020,Hampton,10-19,24,0,0
7/9/2020,Portsmouth,0-9,25,2,0
7/9/2020,Crater,70-79,150,37,18
7/9/2020,Chesterfield,40-49,586,20,3
7/9/2020,Alexandria,Missing,11,0,0
7/9/2020,Southside,30-39,60,3,0
7/9/2020,Prince William,Missing,137,2,0
7/9/2020,Hampton,60-69,46,11,2
7/9/2020,Fairfax,20-29,2257,78,3
7/9/2020,Thomas Jefferson,0-9,48,1,0
