"date","age","cum.deaths","daily.deaths","code"
2020-05-25,"0-4",0,NA,"NJ"
2020-05-25,"20-29",44,NA,"NJ"
2020-05-25,"30-49",478,NA,"NJ"
2020-05-25,"5-19",0,NA,"NJ"
2020-05-25,"50-64",1767,NA,"NJ"
2020-05-25,"65-79",3635,NA,"NJ"
2020-05-25,"80+",5257,NA,"NJ"
2020-05-26,"0-4",0,0,"NJ"
2020-05-26,"20-29",45,1,"NJ"
2020-05-26,"30-49",478,0,"NJ"
2020-05-26,"5-19",0,0,"NJ"
2020-05-26,"50-64",1800,33,"NJ"
2020-05-26,"65-79",3683,48,"NJ"
2020-05-26,"80+",5326,69,"NJ"
2020-05-27,"0-4",11,11,"NJ"
2020-05-27,"20-29",45,0,"NJ"
2020-05-27,"30-49",478,0,"NJ"
2020-05-27,"5-19",0,0,"NJ"
2020-05-27,"50-64",1800,0,"NJ"
2020-05-27,"65-79",3703,20,"NJ"
2020-05-27,"80+",5356,30,"NJ"
2020-05-28,"0-4",11,0,"NJ"
2020-05-28,"20-29",46,1,"NJ"
2020-05-28,"30-49",484,6,"NJ"
2020-05-28,"5-19",0,0,"NJ"
2020-05-28,"50-64",1821,21,"NJ"
2020-05-28,"65-79",3745,42,"NJ"
2020-05-28,"80+",5417,61,"NJ"
2020-05-29,"0-4",11,0,"NJ"
2020-05-29,"20-29",46,0,"NJ"
2020-05-29,"30-49",488,4,"NJ"
2020-05-29,"5-19",0,0,"NJ"
2020-05-29,"50-64",1837,16,"NJ"
2020-05-29,"65-79",3780,35,"NJ"
2020-05-29,"80+",5478,61,"NJ"
2020-05-30,"0-4",11,0,"NJ"
2020-05-30,"20-29",46,0,"NJ"
2020-05-30,"30-49",491,3,"NJ"
2020-05-30,"5-19",0,0,"NJ"
2020-05-30,"50-64",1847,10,"NJ"
2020-05-30,"65-79",3789,9,"NJ"
2020-05-30,"80+",5508,30,"NJ"
2020-05-31,"0-4",11,0,"NJ"
2020-05-31,"20-29",46,0,"NJ"
2020-05-31,"30-49",492,1,"NJ"
2020-05-31,"5-19",0,0,"NJ"
2020-05-31,"50-64",1851,4,"NJ"
2020-05-31,"65-79",3796,7,"NJ"
2020-05-31,"80+",5519,11,"NJ"
2020-06-01,"0-4",11,0,"NJ"
2020-06-01,"20-29",47,1,"NJ"
2020-06-01,"30-49",494,2,"NJ"
2020-06-01,"5-19",0,0,"NJ"
2020-06-01,"50-64",1870,19,"NJ"
2020-06-01,"65-79",3824,28,"NJ"
2020-06-01,"80+",5542,23,"NJ"
2020-06-02,"0-4",11,0,"NJ"
2020-06-02,"20-29",47,0,"NJ"
2020-06-02,"30-49",498,4,"NJ"
2020-06-02,"5-19",0,0,"NJ"
2020-06-02,"50-64",1876,6,"NJ"
2020-06-02,"65-79",3860,36,"NJ"
2020-06-02,"80+",5582,40,"NJ"
2020-06-03,"0-4",11,0,"NJ"
2020-06-03,"20-29",47,0,"NJ"
2020-06-03,"30-49",502,4,"NJ"
2020-06-03,"5-19",0,0,"NJ"
2020-06-03,"50-64",1890,14,"NJ"
2020-06-03,"65-79",3887,27,"NJ"
2020-06-03,"80+",5628,46,"NJ"
2020-06-04,"0-4",11,0,"NJ"
2020-06-04,"20-29",47,0,"NJ"
2020-06-04,"30-49",506,4,"NJ"
2020-06-04,"5-19",0,0,"NJ"
2020-06-04,"50-64",1904,14,"NJ"
2020-06-04,"65-79",3914,27,"NJ"
2020-06-04,"80+",5674,46,"NJ"
2020-06-05,"0-4",11,0,"NJ"
2020-06-05,"20-29",47,0,"NJ"
2020-06-05,"30-49",509,3,"NJ"
2020-06-05,"5-19",0,0,"NJ"
2020-06-05,"50-64",1925,21,"NJ"
2020-06-05,"65-79",3933,19,"NJ"
2020-06-05,"80+",5689,15,"NJ"
2020-06-06,"0-4",11,0,"NJ"
2020-06-06,"20-29",47,0,"NJ"
2020-06-06,"30-49",512,3,"NJ"
2020-06-06,"5-19",0,0,"NJ"
2020-06-06,"50-64",1936,11,"NJ"
2020-06-06,"65-79",3956,23,"NJ"
2020-06-06,"80+",5722,33,"NJ"
2020-06-07,"0-4",11,0,"NJ"
2020-06-07,"20-29",47,0,"NJ"
