"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"MO","0-19",0,NA
2020-05-13,"MO","20-29",1,NA
2020-05-13,"MO","30-39",3,NA
2020-05-13,"MO","40-49",11,NA
2020-05-13,"MO","50-59",42,NA
2020-05-13,"MO","60-69",93,NA
2020-05-13,"MO","70-79",138,NA
2020-05-13,"MO","80+",254,NA
2020-05-14,"MO","0-19",0,0
2020-05-14,"MO","20-29",1,0
2020-05-14,"MO","30-39",3,0
2020-05-14,"MO","40-49",11,0
2020-05-14,"MO","50-59",42,0
2020-05-14,"MO","60-69",101,8
2020-05-14,"MO","70-79",141,3
2020-05-14,"MO","80+",263,9
2020-05-15,"MO","0-19",0,0
2020-05-15,"MO","20-29",1,0
2020-05-15,"MO","30-39",3,0
2020-05-15,"MO","40-49",12,1
2020-05-15,"MO","50-59",43,1
2020-05-15,"MO","60-69",104,3
2020-05-15,"MO","70-79",145,4
2020-05-15,"MO","80+",269,6
2020-05-16,"MO","0-19",0,0
2020-05-16,"MO","20-29",1,0
2020-05-16,"MO","30-39",3,0
2020-05-16,"MO","40-49",12,0
2020-05-16,"MO","50-59",43,0
2020-05-16,"MO","60-69",106,2
2020-05-16,"MO","70-79",149,4
2020-05-16,"MO","80+",275,6
2020-05-17,"MO","0-19",0,0
2020-05-17,"MO","20-29",1,0
2020-05-17,"MO","30-39",3,0
2020-05-17,"MO","40-49",12,0
2020-05-17,"MO","50-59",43,0
2020-05-17,"MO","60-69",107,1
2020-05-17,"MO","70-79",150,1
2020-05-17,"MO","80+",278,3
2020-05-18,"MO","0-19",0,0
2020-05-18,"MO","20-29",1,0
2020-05-18,"MO","30-39",3,0
2020-05-18,"MO","40-49",12,0
2020-05-18,"MO","50-59",44,1
2020-05-18,"MO","60-69",108,1
2020-05-18,"MO","70-79",153,3
2020-05-18,"MO","80+",284,6
2020-05-19,"MO","0-19",0,0
2020-05-19,"MO","20-29",1,0
2020-05-19,"MO","30-39",3,0
2020-05-19,"MO","40-49",13,1
2020-05-19,"MO","50-59",44,0
2020-05-19,"MO","60-69",108,0
2020-05-19,"MO","70-79",158,5
2020-05-19,"MO","80+",289,5
2020-05-20,"MO","0-19",0,0
2020-05-20,"MO","20-29",1,0
2020-05-20,"MO","30-39",3,0
2020-05-20,"MO","40-49",13,0
2020-05-20,"MO","50-59",44,0
2020-05-20,"MO","60-69",108,0
2020-05-20,"MO","70-79",161,3
2020-05-20,"MO","80+",294,5
2020-05-21,"MO","0-19",0,0
2020-05-21,"MO","20-29",1,0
2020-05-21,"MO","30-39",3,0
2020-05-21,"MO","40-49",13,0
2020-05-21,"MO","50-59",44,0
2020-05-21,"MO","60-69",108,0
2020-05-21,"MO","70-79",164,3
2020-05-21,"MO","80+",299,5
2020-05-22,"MO","0-19",0,0
2020-05-22,"MO","20-29",1,0
2020-05-22,"MO","30-39",4,1
2020-05-22,"MO","40-49",13,0
2020-05-22,"MO","50-59",44,0
2020-05-22,"MO","60-69",110,2
2020-05-22,"MO","70-79",171,7
2020-05-22,"MO","80+",319,20
2020-05-23,"MO","0-19",0,0
2020-05-23,"MO","20-29",1,0
2020-05-23,"MO","30-39",4,0
2020-05-23,"MO","40-49",13,0
2020-05-23,"MO","50-59",44,0
2020-05-23,"MO","60-69",112,2
2020-05-23,"MO","70-79",175,4
2020-05-23,"MO","80+",323,4
2020-05-24,"MO","0-19",0,0
2020-05-24,"MO","20-29",1,0
2020-05-24,"MO","30-39",4,0
2020-05-24,"MO","40-49",13,0
2020-05-24,"MO","50-59",44,0
2020-05-24,"MO","60-69",113,1
2020-05-24,"MO","70-79",178,3
2020-05-24,"MO","80+",324,1
2020-05-25,"MO","0-19",0,0
2020-05-25,"MO","20-29",1,0
2020-05-25,"MO","30-39",4,0
2020-05-25,"MO","40-49",13,0
2020-05-25,"MO","50-59",44,0
2020-05-25,"MO","60-69",116,3
2020-05-25,"MO","70-79",180,2
2020-05-25,"MO","80+",324,0
2020-05-26,"MO","0-19",0,0
2020-05-26,"MO","20-29",1,0
2020-05-26,"MO","30-39",4,0
2020-05-26,"MO","40-49",13,0
2020-05-26,"MO","50-59",45,1
2020-05-26,"MO","60-69",116,0
2020-05-26,"MO","70-79",180,0
2020-05-26,"MO","80+",327,3
2020-05-27,"MO","0-19",0,0
2020-05-27,"MO","20-29",1,0
2020-05-27,"MO","30-39",4,0
2020-05-27,"MO","40-49",13,0
2020-05-27,"MO","50-59",45,0
2020-05-27,"MO","60-69",116,0
2020-05-27,"MO","70-79",181,1
2020-05-27,"MO","80+",327,0
2020-05-28,"MO","0-19",0,0
2020-05-28,"MO","20-29",1,0
2020-05-28,"MO","30-39",4,0
2020-05-28,"MO","40-49",15,2
2020-05-28,"MO","50-59",46,1
2020-05-28,"MO","60-69",119,3
2020-05-28,"MO","70-79",186,5
2020-05-28,"MO","80+",338,11
2020-05-29,"MO","0-19",0,0
2020-05-29,"MO","20-29",1,0
2020-05-29,"MO","30-39",4,0
2020-05-29,"MO","40-49",15,0
2020-05-29,"MO","50-59",46,0
2020-05-29,"MO","60-69",119,0
2020-05-29,"MO","70-79",186,0
2020-05-29,"MO","80+",338,0
2020-05-30,"MO","0-19",0,0
2020-05-30,"MO","20-29",2,1
2020-05-30,"MO","30-39",4,0
2020-05-30,"MO","40-49",15,0
2020-05-30,"MO","50-59",49,3
2020-05-30,"MO","60-69",125,6
2020-05-30,"MO","70-79",198,12
2020-05-30,"MO","80+",380,42
2020-05-31,"MO","0-19",0,0
2020-05-31,"MO","20-29",2,0
2020-05-31,"MO","30-39",4,0
2020-05-31,"MO","40-49",15,0
2020-05-31,"MO","50-59",49,0
2020-05-31,"MO","60-69",125,0
2020-05-31,"MO","70-79",198,0
2020-05-31,"MO","80+",380,0
2020-06-01,"MO","0-19",0,0
2020-06-01,"MO","20-29",2,0
2020-06-01,"MO","30-39",4,0
2020-06-01,"MO","40-49",15,0
2020-06-01,"MO","50-59",49,0
2020-06-01,"MO","60-69",125,0
2020-06-01,"MO","70-79",198,0
2020-06-01,"MO","80+",381,1
2020-06-02,"MO","0-19",0,0
2020-06-02,"MO","20-29",2,0
2020-06-02,"MO","30-39",5,1
2020-06-02,"MO","40-49",15,0
2020-06-02,"MO","50-59",50,1
2020-06-02,"MO","60-69",125,0
2020-06-02,"MO","70-79",199,1
2020-06-02,"MO","80+",383,2
