"date","age","cum.deaths","daily.deaths","code"
2020-05-13,"0-19",0,NA,"CA"
2020-05-13,"20-49",182,NA,"CA"
2020-05-13,"50-64",455,NA,"CA"
2020-05-13,"65+",2395,NA,"CA"
2020-05-14,"0-19",0,0,"CA"
2020-05-14,"20-49",186,4,"CA"
2020-05-14,"50-64",466,11,"CA"
2020-05-14,"65+",2455,60,"CA"
2020-05-15,"0-19",0,0,"CA"
2020-05-15,"20-49",192,6,"CA"
2020-05-15,"50-64",481,15,"CA"
2020-05-15,"65+",2531,76,"CA"
2020-05-16,"0-19",0,0,"CA"
2020-05-16,"20-49",196,4,"CA"
2020-05-16,"50-64",489,8,"CA"
2020-05-16,"65+",2576,45,"CA"
2020-05-17,"0-19",0,0,"CA"
2020-05-17,"20-49",198,2,"CA"
2020-05-17,"50-64",495,6,"CA"
2020-05-17,"65+",2609,33,"CA"
2020-05-18,"0-19",0,0,"CA"
2020-05-18,"20-49",201,3,"CA"
2020-05-18,"50-64",501,6,"CA"
2020-05-18,"65+",2641,32,"CA"
2020-05-19,"0-19",0,0,"CA"
2020-05-19,"20-49",206,5,"CA"
2020-05-19,"50-64",515,14,"CA"
2020-05-19,"65+",2714,73,"CA"
2020-05-20,"0-19",0,0,"CA"
2020-05-20,"20-49",213,7,"CA"
2020-05-20,"50-64",531,16,"CA"
2020-05-20,"65+",2798,84,"CA"
2020-05-21,"0-19",0,0,"CA"
2020-05-21,"20-49",218,5,"CA"
2020-05-21,"50-64",545,14,"CA"
2020-05-21,"65+",2867,69,"CA"
2020-05-22,"0-19",0,0,"CA"
2020-05-22,"20-49",222,4,"CA"
2020-05-22,"50-64",556,11,"CA"
2020-05-22,"65+",2929,62,"CA"
2020-05-23,"0-19",0,0,"CA"
2020-05-23,"20-49",226,4,"CA"
2020-05-23,"50-64",566,10,"CA"
2020-05-23,"65+",2981,52,"CA"
2020-05-24,"0-19",0,0,"CA"
2020-05-24,"20-49",228,2,"CA"
2020-05-24,"50-64",569,3,"CA"
2020-05-24,"65+",2998,17,"CA"
2020-05-25,"0-19",0,0,"CA"
2020-05-25,"20-49",229,1,"CA"
2020-05-25,"50-64",572,3,"CA"
2020-05-25,"65+",3013,15,"CA"
2020-05-26,"0-19",0,0,"CA"
2020-05-26,"20-49",233,4,"CA"
2020-05-26,"50-64",583,11,"CA"
2020-05-26,"65+",3068,55,"CA"
2020-05-27,"0-19",0,0,"CA"
2020-05-27,"20-49",238,5,"CA"
2020-05-27,"50-64",596,13,"CA"
2020-05-27,"65+",3139,71,"CA"
2020-05-28,"0-19",0,0,"CA"
2020-05-28,"20-49",244,6,"CA"
2020-05-28,"50-64",610,14,"CA"
2020-05-28,"65+",3214,75,"CA"
2020-05-29,"0-19",0,0,"CA"
2020-05-29,"20-49",249,5,"CA"
2020-05-29,"50-64",623,13,"CA"
2020-05-29,"65+",3283,69,"CA"
2020-05-30,"0-19",0,0,"CA"
2020-05-30,"20-49",253,4,"CA"
2020-05-30,"50-64",623,0,"CA"
2020-05-30,"65+",3328,45,"CA"
2020-05-31,"0-19",0,0,"CA"
2020-05-31,"20-49",255,2,"CA"
2020-05-31,"50-64",638,15,"CA"
2020-05-31,"65+",3358,30,"CA"
2020-06-01,"0-19",0,0,"CA"
2020-06-01,"20-49",257,2,"CA"
2020-06-01,"50-64",686,48,"CA"
2020-06-01,"65+",3386,28,"CA"
2020-06-02,"0-19",0,0,"CA"
2020-06-02,"20-49",262,5,"CA"
2020-06-02,"50-64",698,12,"CA"
2020-06-02,"65+",3445,59,"CA"
2020-06-03,"0-19",0,0,"CA"
2020-06-03,"20-49",265,3,"CA"
2020-06-03,"50-64",708,10,"CA"
2020-06-03,"65+",3493,48,"CA"
2020-06-04,"0-19",0,0,"CA"
2020-06-04,"20-49",269,4,"CA"
2020-06-04,"50-64",718,10,"CA"
2020-06-04,"65+",3498,5,"CA"
2020-06-05,"0-19",0,0,"CA"
2020-06-05,"20-49",274,5,"CA"
2020-06-05,"50-64",729,11,"CA"
2020-06-05,"65+",3556,58,"CA"
2020-06-06,"0-19",0,0,"CA"
2020-06-06,"20-49",278,4,"CA"
2020-06-06,"50-64",740,11,"CA"
2020-06-06,"65+",3608,52,"CA"
2020-06-07,"0-19",0,0,"CA"
2020-06-07,"20-49",279,1,"CA"
2020-06-07,"50-64",744,4,"CA"
2020-06-07,"65+",3629,21,"CA"
2020-06-08,"0-19",0,0,"CA"
2020-06-08,"20-49",282,3,"CA"
2020-06-08,"50-64",752,8,"CA"
2020-06-08,"65+",3664,35,"CA"
2020-06-09,"0-19",0,0,"CA"
2020-06-09,"20-49",287,5,"CA"
2020-06-09,"50-64",764,12,"CA"
2020-06-09,"65+",3725,61,"CA"
2020-06-10,"0-19",0,0,"CA"
2020-06-10,"20-49",293,6,"CA"
2020-06-10,"50-64",781,17,"CA"
2020-06-10,"65+",3807,82,"CA"
2020-06-11,"0-19",0,0,"CA"
2020-06-11,"20-49",297,4,"CA"
2020-06-11,"50-64",791,10,"CA"
2020-06-11,"65+",3856,49,"CA"
2020-06-12,"0-19",0,0,"CA"
2020-06-12,"20-49",299,2,"CA"
2020-06-12,"50-64",798,7,"CA"
2020-06-12,"65+",3891,35,"CA"
2020-06-13,"0-19",0,0,"CA"
2020-06-13,"20-49",304,5,"CA"
2020-06-13,"50-64",810,12,"CA"
2020-06-13,"65+",3949,58,"CA"
