Report Date,Health District,Age Group,Number of Cases,Number of Hospitalizations,Number of Deaths
05/27/2020,Crater,70-79,67,16,4
05/27/2020,Crater,80+,46,7,0
05/27/2020,Crater,Missing,3,0,0
05/27/2020,Cumberland Plateau,0-9,0,0,0
05/27/2020,Cumberland Plateau,10-19,12,0,0
05/27/2020,Cumberland Plateau,20-29,1,0,0
05/27/2020,Cumberland Plateau,30-39,5,0,0
05/27/2020,Cumberland Plateau,40-49,5,0,0
05/27/2020,Cumberland Plateau,50-59,3,1,0
05/27/2020,Cumberland Plateau,60-69,4,1,0
05/27/2020,Cumberland Plateau,70-79,2,0,0
05/27/2020,Cumberland Plateau,80+,0,0,0
05/27/2020,Cumberland Plateau,Missing,0,0,0
05/27/2020,Eastern Shore,0-9,11,1,0
05/27/2020,Eastern Shore,10-19,42,0,0
05/27/2020,Eastern Shore,20-29,141,2,0
05/27/2020,Eastern Shore,30-39,182,6,0
05/27/2020,Eastern Shore,40-49,179,7,2
05/27/2020,Eastern Shore,50-59,226,9,5
05/27/2020,Eastern Shore,60-69,139,14,6
05/27/2020,Eastern Shore,70-79,41,10,5
05/27/2020,Eastern Shore,80+,44,16,12
05/27/2020,Eastern Shore,Missing,0,0,0
05/27/2020,Fairfax,0-9,248,8,0
05/27/2020,Fairfax,10-19,493,14,0
05/27/2020,Fairfax,20-29,1514,54,1
05/27/2020,Fairfax,30-39,1996,133,3
05/27/2020,Fairfax,40-49,1929,190,6
05/27/2020,Fairfax,50-59,1640,220,22
05/27/2020,Fairfax,60-69,1086,231,39
05/27/2020,Fairfax,70-79,535,187,75
05/27/2020,Fairfax,80+,684,247,230
05/27/2020,Fairfax,Missing,56,1,0
05/27/2020,Hampton,0-9,6,0,0
05/27/2020,Hampton,10-19,7,0,0
05/27/2020,Hampton,20-29,31,1,0
05/27/2020,Hampton,30-39,31,2,0
05/27/2020,Hampton,40-49,28,2,0
05/27/2020,Hampton,50-59,37,8,1
05/27/2020,Hampton,60-69,24,9,1
05/27/2020,Hampton,70-79,13,6,0
05/27/2020,Hampton,80+,3,2,1
05/27/2020,Hampton,Missing,3,0,0
05/27/2020,Henrico,0-9,48,0,0
05/27/2020,Henrico,10-19,50,1,0
05/27/2020,Henrico,20-29,180,8,0
05/27/2020,Henrico,30-39,210,6,0
05/27/2020,Henrico,40-49,226,14,1
05/27/2020,Henrico,50-59,212,22,6
05/27/2020,Henrico,60-69,200,33,21
05/27/2020,Henrico,70-79,166,41,32
05/27/2020,Henrico,80+,263,54,58
05/27/2020,Henrico,Missing,24,1,1
05/27/2020,Lenowisco,0-9,3,0,0
05/27/2020,Lenowisco,10-19,2,0,0
05/27/2020,Lenowisco,20-29,6,0,0
05/27/2020,Lenowisco,30-39,3,1,1
05/27/2020,Lenowisco,40-49,5,2,0
05/27/2020,Lenowisco,50-59,13,5,0
05/27/2020,Lenowisco,60-69,5,4,2
05/27/2020,Lenowisco,70-79,5,3,1
05/27/2020,Lenowisco,80+,0,0,0
05/27/2020,Lenowisco,Missing,0,0,0
05/27/2020,Lord Fairfax,0-9,21,0,0
05/27/2020,Lord Fairfax,10-19,55,0,0
05/27/2020,Lord Fairfax,20-29,195,3,0
05/27/2020,Lord Fairfax,30-39,192,9,0
05/27/2020,Lord Fairfax,40-49,188,8,1
05/27/2020,Lord Fairfax,50-59,217,16,2
05/27/2020,Lord Fairfax,60-69,159,30,8
05/27/2020,Lord Fairfax,70-79,87,23,9
05/27/2020,Lord Fairfax,80+,91,23,25
05/27/2020,Lord Fairfax,Missing,1,0,0
05/27/2020,Loudoun,0-9,74,1,0
05/27/2020,Loudoun,10-19,130,0,0
05/27/2020,Loudoun,20-29,359,3,0
05/27/2020,Loudoun,30-39,407,14,0
05/27/2020,Loudoun,40-49,489,20,0
05/27/2020,Loudoun,50-59,371,24,1
05/27/2020,Loudoun,60-69,181,26,3
05/27/2020,Loudoun,70-79,92,29,10
05/27/2020,Loudoun,80+,140,38,39
05/27/2020,Loudoun,Missing,31,0,0
05/27/2020,Mount Rogers,0-9,18,1,0
05/27/2020,Mount Rogers,10-19,26,0,0
05/27/2020,Mount Rogers,20-29,49,0,0
05/27/2020,Mount Rogers,30-39,62,4,0
05/27/2020,Mount Rogers,40-49,44,0,0
05/27/2020,Mount Rogers,50-59,45,3,0
05/27/2020,Mount Rogers,60-69,34,3,0
05/27/2020,Mount Rogers,70-79,19,6,1
05/27/2020,Mount Rogers,80+,18,5,5
05/27/2020,Mount Rogers,Missing,0,0,0
05/27/2020,New River,0-9,2,0,0
05/27/2020,New River,10-19,3,0,0
05/27/2020,New River,20-29,27,0,0
05/27/2020,New River,30-39,9,1,0
05/27/2020,New River,40-49,13,1,0
05/27/2020,New River,50-59,17,3,0
05/27/2020,New River,60-69,17,2,0
05/27/2020,New River,70-79,9,5,1
05/27/2020,New River,80+,4,2,0
05/27/2020,New River,Missing,0,0,0
05/27/2020,Norfolk,0-9,8,0,0
05/27/2020,Norfolk,10-19,22,1,0
05/27/2020,Norfolk,20-29,95,1,0
05/27/2020,Norfolk,30-39,98,7,0
05/27/2020,Norfolk,40-49,82,10,0
05/27/2020,Norfolk,50-59,68,10,0
05/27/2020,Norfolk,60-69,45,14,1
05/27/2020,Norfolk,70-79,19,13,2
05/27/2020,Norfolk,80+,9,6,3
05/27/2020,Norfolk,Missing,5,0,0
05/27/2020,Peninsula,0-9,16,0,0
05/27/2020,Peninsula,10-19,15,1,0
05/27/2020,Peninsula,20-29,71,1,0
05/27/2020,Peninsula,30-39,69,6,1
05/27/2020,Peninsula,40-49,68,5,1
05/27/2020,Peninsula,50-59,102,15,2
05/27/2020,Peninsula,60-69,100,26,3
05/27/2020,Peninsula,70-79,77,36,10
05/27/2020,Peninsula,80+,46,23,15
05/27/2020,Peninsula,Missing,11,0,0
05/27/2020,Piedmont,0-9,5,0,0
05/27/2020,Piedmont,10-19,11,0,0
05/27/2020,Piedmont,20-29,107,0,0
05/27/2020,Piedmont,30-39,128,1,0
05/27/2020,Piedmont,40-49,135,4,0
05/27/2020,Piedmont,50-59,141,11,0
05/27/2020,Piedmont,60-69,102,12,2
05/27/2020,Piedmont,70-79,39,12,2
05/27/2020,Piedmont,80+,14,3,2
05/27/2020,Piedmont,Missing,1,0,0
05/27/2020,Pittsylvania-Danville,0-9,1,0,0
05/27/2020,Pittsylvania-Danville,10-19,1,0,0
05/27/2020,Pittsylvania-Danville,20-29,8,0,0
05/27/2020,Pittsylvania-Danville,30-39,10,0,0
05/27/2020,Pittsylvania-Danville,40-49,19,5,0
05/27/2020,Pittsylvania-Danville,50-59,21,6,0
05/27/2020,Pittsylvania-Danville,60-69,10,5,1
05/27/2020,Pittsylvania-Danville,70-79,10,7,0
05/27/2020,Pittsylvania-Danville,80+,3,2,2
05/27/2020,Pittsylvania-Danville,Missing,0,0,0
05/27/2020,Portsmouth,0-9,2,1,0
05/27/2020,Portsmouth,10-19,4,0,0
05/27/2020,Portsmouth,20-29,46,2,0
05/27/2020,Portsmouth,30-39,65,3,0
05/27/2020,Portsmouth,40-49,46,3,0
05/27/2020,Portsmouth,50-59,53,12,1
05/27/2020,Portsmouth,60-69,32,9,4
05/27/2020,Portsmouth,70-79,17,5,3
05/27/2020,Portsmouth,80+,16,6,3
05/27/2020,Portsmouth,Missing,1,0,0
05/27/2020,Prince William,0-9,205,3,0
05/27/2020,Prince William,10-19,397,3,0
05/27/2020,Prince William,20-29,1111,32,0
05/27/2020,Prince William,30-39,1190,65,2
05/27/2020,Prince William,40-49,1396,102,4
05/27/2020,Prince William,50-59,1029,122,7
05/27/2020,Prince William,60-69,561,97,24
05/27/2020,Prince William,70-79,192,53,30
05/27/2020,Prince William,80+,149,49,48
05/27/2020,Prince William,Missing,90,0,0
05/27/2020,Rappahannock,0-9,50,1,0
05/27/2020,Rappahannock,10-19,99,1,0
05/27/2020,Rappahannock,20-29,242,8,0
05/27/2020,Rappahannock,30-39,290,12,0
05/27/2020,Rappahannock,40-49,270,27,2
05/27/2020,Rappahannock,50-59,219,28,1
05/27/2020,Rappahannock,60-69,133,34,4
05/27/2020,Rappahannock,70-79,40,16,6
05/27/2020,Rappahannock,80+,23,12,3
05/27/2020,Rappahannock,Missing,15,0,0
05/27/2020,Rappahannock Rapidan,0-9,50,1,0
05/27/2020,Rappahannock Rapidan,10-19,96,1,0
05/27/2020,Rappahannock Rapidan,20-29,210,2,0
05/27/2020,Rappahannock Rapidan,30-39,229,11,1
05/27/2020,Rappahannock Rapidan,40-49,218,13,1
05/27/2020,Rappahannock Rapidan,50-59,155,18,0
05/27/2020,Rappahannock Rapidan,60-69,81,10,1
05/27/2020,Rappahannock Rapidan,70-79,27,7,4
05/27/2020,Rappahannock Rapidan,80+,19,11,4
05/27/2020,Rappahannock Rapidan,Missing,4,0,0
05/27/2020,Richmond,0-9,30,2,0
05/27/2020,Richmond,10-19,66,2,0
05/27/2020,Richmond,20-29,218,7,0
05/27/2020,Richmond,30-39,231,13,0
05/27/2020,Richmond,40-49,206,14,0
05/27/2020,Richmond,50-59,154,30,1
05/27/2020,Richmond,60-69,123,35,5
05/27/2020,Richmond,70-79,48,22,8
05/27/2020,Richmond,80+,26,12,7
05/27/2020,Richmond,Missing,10,0,0
05/27/2020,Roanoke,0-9,5,0,0
05/27/2020,Roanoke,10-19,4,0,0
05/27/2020,Roanoke,20-29,19,0,0
05/27/2020,Roanoke,30-39,26,0,0
05/27/2020,Roanoke,40-49,19,1,0
05/27/2020,Roanoke,50-59,15,1,0
05/27/2020,Roanoke,60-69,10,1,0
05/27/2020,Roanoke,70-79,9,3,0
05/27/2020,Roanoke,80+,36,3,9
05/27/2020,Roanoke,Missing,3,0,0
05/27/2020,Southside,0-9,1,0,0
05/27/2020,Southside,10-19,3,0,0
05/27/2020,Southside,20-29,26,2,0
05/27/2020,Southside,30-39,20,0,0
05/27/2020,Southside,40-49,20,5,0
05/27/2020,Southside,50-59,38,5,0
05/27/2020,Southside,60-69,39,10,3
05/27/2020,Southside,70-79,46,9,10
05/27/2020,Southside,80+,70,6,9
05/27/2020,Southside,Missing,0,0,0
05/27/2020,Thomas Jefferson,0-9,11,1,0
05/27/2020,Thomas Jefferson,10-19,16,0,0
05/27/2020,Thomas Jefferson,20-29,56,0,0
05/27/2020,Thomas Jefferson,30-39,81,4,0
05/27/2020,Thomas Jefferson,40-49,63,5,0
05/27/2020,Thomas Jefferson,50-59,72,8,1
05/27/2020,Thomas Jefferson,60-69,55,14,2
05/27/2020,Thomas Jefferson,70-79,52,15,2
05/27/2020,Thomas Jefferson,80+,63,21,14
05/27/2020,Thomas Jefferson,Missing,1,0,0
05/27/2020,Three Rivers,0-9,6,1,0
05/27/2020,Three Rivers,10-19,16,0,0
05/27/2020,Three Rivers,20-29,77,1,0
05/27/2020,Three Rivers,30-39,108,2,0
05/27/2020,Three Rivers,40-49,107,8,1
05/27/2020,Three Rivers,50-59,67,3,0
05/27/2020,Three Rivers,60-69,66,10,0
05/27/2020,Three Rivers,70-79,22,4,2
05/27/2020,Three Rivers,80+,24,5,3
05/27/2020,Three Rivers,Missing,1,0,0
05/27/2020,Virginia Beach,0-9,4,0,0
05/27/2020,Virginia Beach,10-19,19,0,0
05/27/2020,Virginia Beach,20-29,87,2,0
05/27/2020,Virginia Beach,30-39,94,7,0
05/27/2020,Virginia Beach,40-49,99,14,1
05/27/2020,Virginia Beach,50-59,105,12,0
05/27/2020,Virginia Beach,60-69,95,14,1
05/27/2020,Virginia Beach,70-79,53,22,6
05/27/2020,Virginia Beach,80+,70,19,14
05/27/2020,Virginia Beach,Missing,20,0,0
05/27/2020,West Piedmont,0-9,4,0,0
05/27/2020,West Piedmont,10-19,14,0,0
05/27/2020,West Piedmont,20-29,19,0,0
05/27/2020,West Piedmont,30-39,23,1,0
05/27/2020,West Piedmont,40-49,28,3,1
05/27/2020,West Piedmont,50-59,37,4,1
05/27/2020,West Piedmont,60-69,23,1,0
05/27/2020,West Piedmont,70-79,15,6,4
05/27/2020,West Piedmont,80+,7,3,0
05/27/2020,West Piedmont,Missing,1,0,0
05/27/2020,Western Tidewater,0-9,5,0,0
05/27/2020,Western Tidewater,10-19,11,0,0
05/27/2020,Western Tidewater,20-29,43,1,0
05/27/2020,Western Tidewater,30-39,62,4,0
05/27/2020,Western Tidewater,40-49,80,4,1
05/27/2020,Western Tidewater,50-59,108,7,1
05/27/2020,Western Tidewater,60-69,102,11,4
05/27/2020,Western Tidewater,70-79,76,17,12
05/27/2020,Western Tidewater,80+,127,21,19
05/27/2020,Western Tidewater,Missing,2,0,0
05/28/2020,Alexandria,0-9,104,1,0
05/28/2020,Alexandria,10-19,127,1,0
05/28/2020,Alexandria,20-29,278,5,1
05/28/2020,Alexandria,30-39,440,23,0
05/28/2020,Alexandria,40-49,360,28,0
05/28/2020,Alexandria,50-59,248,35,9
05/28/2020,Alexandria,60-69,160,30,2
05/28/2020,Alexandria,70-79,88,33,13
05/28/2020,Alexandria,80+,74,24,19
05/28/2020,Alexandria,Missing,8,0,0
05/28/2020,Alleghany,0-9,0,0,0
05/28/2020,Alleghany,10-19,3,0,0
05/28/2020,Alleghany,20-29,32,1,0
05/28/2020,Alleghany,30-39,16,2,0
05/28/2020,Alleghany,40-49,21,0,0
05/28/2020,Alleghany,50-59,40,4,1
05/28/2020,Alleghany,60-69,26,6,1
05/28/2020,Alleghany,70-79,23,4,8
05/28/2020,Alleghany,80+,25,7,6
05/28/2020,Alleghany,Missing,0,0,0
05/28/2020,Arlington,0-9,33,2,0
05/28/2020,Arlington,10-19,59,6,0
05/28/2020,Arlington,20-29,318,20,0
05/28/2020,Arlington,30-39,367,41,0
05/28/2020,Arlington,40-49,347,45,3
05/28/2020,Arlington,50-59,321,56,4
05/28/2020,Arlington,60-69,249,71,17
05/28/2020,Arlington,70-79,154,63,29
05/28/2020,Arlington,80+,186,69,56
05/28/2020,Arlington,Missing,5,0,0
05/28/2020,Central Shenandoah,0-9,38,0,0
05/28/2020,Central Shenandoah,10-19,75,1,0
05/28/2020,Central Shenandoah,20-29,272,5,0
05/28/2020,Central Shenandoah,30-39,232,5,0
05/28/2020,Central Shenandoah,40-49,249,7,0
05/28/2020,Central Shenandoah,50-59,258,22,1
05/28/2020,Central Shenandoah,60-69,181,34,7
05/28/2020,Central Shenandoah,70-79,89,28,11
05/28/2020,Central Shenandoah,80+,73,16,11
05/28/2020,Central Shenandoah,Missing,1,0,0
05/28/2020,Central Virginia,0-9,5,0,0
05/28/2020,Central Virginia,10-19,12,1,0
05/28/2020,Central Virginia,20-29,28,2,0
05/28/2020,Central Virginia,30-39,37,2,0
05/28/2020,Central Virginia,40-49,33,0,0
05/28/2020,Central Virginia,50-59,31,2,1
05/28/2020,Central Virginia,60-69,34,3,1
05/28/2020,Central Virginia,70-79,16,4,2
05/28/2020,Central Virginia,80+,5,2,0
05/28/2020,Central Virginia,Missing,0,0,0
05/28/2020,Chesapeake,0-9,11,1,0
05/28/2020,Chesapeake,10-19,13,0,0
05/28/2020,Chesapeake,20-29,57,3,0
05/28/2020,Chesapeake,30-39,86,4,0
05/28/2020,Chesapeake,40-49,76,12,0
05/28/2020,Chesapeake,50-59,87,16,1
05/28/2020,Chesapeake,60-69,69,19,4
05/28/2020,Chesapeake,70-79,39,19,2
05/28/2020,Chesapeake,80+,36,12,7
05/28/2020,Chesapeake,Missing,7,0,0
05/28/2020,Chesterfield,0-9,24,0,0
05/28/2020,Chesterfield,10-19,114,0,0
05/28/2020,Chesterfield,20-29,191,4,0
05/28/2020,Chesterfield,30-39,278,1,0
05/28/2020,Chesterfield,40-49,265,10,2
05/28/2020,Chesterfield,50-59,220,18,1
05/28/2020,Chesterfield,60-69,148,18,8
05/28/2020,Chesterfield,70-79,79,12,10
05/28/2020,Chesterfield,80+,106,17,30
05/28/2020,Chesterfield,Missing,22,0,0
05/28/2020,Chickahominy,0-9,6,0,0
05/28/2020,Chickahominy,10-19,18,0,0
05/28/2020,Chickahominy,20-29,55,0,0
05/28/2020,Chickahominy,30-39,61,0,0
05/28/2020,Chickahominy,40-49,65,8,1
05/28/2020,Chickahominy,50-59,86,15,0
05/28/2020,Chickahominy,60-69,56,14,6
05/28/2020,Chickahominy,70-79,44,17,5
05/28/2020,Chickahominy,80+,74,25,20
05/28/2020,Chickahominy,Missing,7,0,0
05/28/2020,Crater,0-9,11,1,0
05/28/2020,Crater,10-19,19,0,0
05/28/2020,Crater,20-29,88,6,0
05/28/2020,Crater,30-39,87,2,0
05/28/2020,Crater,40-49,94,11,1
05/28/2020,Crater,50-59,113,17,2
05/28/2020,Crater,60-69,97,27,10
05/28/2020,Crater,70-79,71,17,4
05/28/2020,Crater,80+,47,7,1
05/28/2020,Crater,Missing,5,0,0
05/28/2020,Cumberland Plateau,0-9,0,0,0
05/28/2020,Cumberland Plateau,10-19,12,0,0
05/28/2020,Cumberland Plateau,20-29,1,0,0
05/28/2020,Cumberland Plateau,30-39,5,0,0
05/28/2020,Cumberland Plateau,40-49,6,0,0
05/28/2020,Cumberland Plateau,50-59,3,1,0
05/28/2020,Cumberland Plateau,60-69,4,1,0
05/28/2020,Cumberland Plateau,70-79,2,0,0
05/28/2020,Cumberland Plateau,80+,0,0,0
05/28/2020,Cumberland Plateau,Missing,0,0,0
05/28/2020,Eastern Shore,0-9,11,1,0
05/28/2020,Eastern Shore,10-19,43,0,0
05/28/2020,Eastern Shore,20-29,148,2,0
05/28/2020,Eastern Shore,30-39,185,6,0
05/28/2020,Eastern Shore,40-49,184,8,2
05/28/2020,Eastern Shore,50-59,234,9,5
05/28/2020,Eastern Shore,60-69,143,14,6
05/28/2020,Eastern Shore,70-79,41,10,6
05/28/2020,Eastern Shore,80+,45,17,13
05/28/2020,Eastern Shore,Missing,0,0,0
05/28/2020,Fairfax,0-9,282,10,0
05/28/2020,Fairfax,10-19,539,14,0
05/28/2020,Fairfax,20-29,1583,53,2
05/28/2020,Fairfax,30-39,2084,132,3
05/28/2020,Fairfax,40-49,2020,191,6
05/28/2020,Fairfax,50-59,1700,221,24
05/28/2020,Fairfax,60-69,1116,231,40
05/28/2020,Fairfax,70-79,549,189,76
05/28/2020,Fairfax,80+,689,245,234
05/28/2020,Fairfax,Missing,57,0,0
05/28/2020,Hampton,0-9,6,0,0
05/28/2020,Hampton,10-19,8,0,0
05/28/2020,Hampton,20-29,32,1,0
05/28/2020,Hampton,30-39,32,2,0
05/28/2020,Hampton,40-49,28,2,0
05/28/2020,Hampton,50-59,37,8,1
05/28/2020,Hampton,60-69,24,9,1
05/28/2020,Hampton,70-79,13,6,0
05/28/2020,Hampton,80+,3,2,1
05/28/2020,Hampton,Missing,7,0,0
05/28/2020,Henrico,0-9,49,0,0
05/28/2020,Henrico,10-19,51,1,0
05/28/2020,Henrico,20-29,189,9,0
05/28/2020,Henrico,30-39,219,6,0
05/28/2020,Henrico,40-49,233,15,2
05/28/2020,Henrico,50-59,215,23,7
05/28/2020,Henrico,60-69,203,33,23
05/28/2020,Henrico,70-79,171,41,35
05/28/2020,Henrico,80+,270,55,63
05/28/2020,Henrico,Missing,24,1,1
05/28/2020,Lenowisco,0-9,3,0,0
05/28/2020,Lenowisco,10-19,2,0,0
05/28/2020,Lenowisco,20-29,6,0,0
05/28/2020,Lenowisco,30-39,3,1,1
05/28/2020,Lenowisco,40-49,5,2,0
05/28/2020,Lenowisco,50-59,13,5,0
05/28/2020,Lenowisco,60-69,5,4,2
05/28/2020,Lenowisco,70-79,5,4,1
05/28/2020,Lenowisco,80+,0,0,0
05/28/2020,Lenowisco,Missing,0,0,0
05/28/2020,Lord Fairfax,0-9,28,0,0
05/28/2020,Lord Fairfax,10-19,66,0,0
05/28/2020,Lord Fairfax,20-29,212,4,0
05/28/2020,Lord Fairfax,30-39,201,9,0
05/28/2020,Lord Fairfax,40-49,200,8,1
05/28/2020,Lord Fairfax,50-59,225,17,2
05/28/2020,Lord Fairfax,60-69,165,30,8
05/28/2020,Lord Fairfax,70-79,88,24,11
05/28/2020,Lord Fairfax,80+,93,26,26
05/28/2020,Lord Fairfax,Missing,1,0,0
05/28/2020,Loudoun,0-9,77,1,0
05/28/2020,Loudoun,10-19,132,0,0
05/28/2020,Loudoun,20-29,362,3,0
05/28/2020,Loudoun,30-39,411,14,0
05/28/2020,Loudoun,40-49,490,21,0
05/28/2020,Loudoun,50-59,374,24,1
05/28/2020,Loudoun,60-69,183,26,3
05/28/2020,Loudoun,70-79,94,29,11
05/28/2020,Loudoun,80+,150,38,48
05/28/2020,Loudoun,Missing,45,0,0
05/28/2020,Mount Rogers,0-9,18,1,0
05/28/2020,Mount Rogers,10-19,26,0,0
05/28/2020,Mount Rogers,20-29,49,0,0
05/28/2020,Mount Rogers,30-39,62,4,0
05/28/2020,Mount Rogers,40-49,45,0,0
05/28/2020,Mount Rogers,50-59,45,3,0
05/28/2020,Mount Rogers,60-69,35,3,0
05/28/2020,Mount Rogers,70-79,19,6,1
05/28/2020,Mount Rogers,80+,19,5,5
05/28/2020,Mount Rogers,Missing,0,0,0
05/28/2020,New River,0-9,3,0,0
05/28/2020,New River,10-19,5,0,0
05/28/2020,New River,20-29,27,0,0
05/28/2020,New River,30-39,10,1,0
05/28/2020,New River,40-49,13,1,0
05/28/2020,New River,50-59,16,3,0
05/28/2020,New River,60-69,17,2,0
05/28/2020,New River,70-79,9,5,1
05/28/2020,New River,80+,6,2,0
05/28/2020,New River,Missing,0,0,0
05/28/2020,Norfolk,0-9,8,0,0
05/28/2020,Norfolk,10-19,22,1,0
05/28/2020,Norfolk,20-29,96,1,0
05/28/2020,Norfolk,30-39,99,7,0
05/28/2020,Norfolk,40-49,81,10,0
05/28/2020,Norfolk,50-59,68,10,0
05/28/2020,Norfolk,60-69,45,14,1
05/28/2020,Norfolk,70-79,19,13,2
05/28/2020,Norfolk,80+,9,6,3
05/28/2020,Norfolk,Missing,5,0,0
05/28/2020,Peninsula,0-9,16,0,0
05/28/2020,Peninsula,10-19,15,1,0
05/28/2020,Peninsula,20-29,73,1,0
05/28/2020,Peninsula,30-39,71,6,1
05/28/2020,Peninsula,40-49,70,5,1
05/28/2020,Peninsula,50-59,102,15,2
05/28/2020,Peninsula,60-69,100,26,3
05/28/2020,Peninsula,70-79,77,36,10
05/28/2020,Peninsula,80+,46,23,15
05/28/2020,Peninsula,Missing,12,0,0
05/28/2020,Piedmont,0-9,6,0,0
05/28/2020,Piedmont,10-19,11,0,0
05/28/2020,Piedmont,20-29,109,0,0
05/28/2020,Piedmont,30-39,131,1,0
05/28/2020,Piedmont,40-49,137,4,0
05/28/2020,Piedmont,50-59,143,11,0
05/28/2020,Piedmont,60-69,103,12,2
05/28/2020,Piedmont,70-79,39,12,2
05/28/2020,Piedmont,80+,15,4,2
05/28/2020,Piedmont,Missing,1,0,0
05/28/2020,Pittsylvania-Danville,0-9,1,0,0
05/28/2020,Pittsylvania-Danville,10-19,1,0,0
05/28/2020,Pittsylvania-Danville,20-29,8,0,0
05/28/2020,Pittsylvania-Danville,30-39,10,0,0
05/28/2020,Pittsylvania-Danville,40-49,20,5,0
05/28/2020,Pittsylvania-Danville,50-59,22,6,0
05/28/2020,Pittsylvania-Danville,60-69,11,6,1
05/28/2020,Pittsylvania-Danville,70-79,12,8,0
05/28/2020,Pittsylvania-Danville,80+,3,2,2
05/28/2020,Pittsylvania-Danville,Missing,0,0,0
05/28/2020,Portsmouth,0-9,2,1,0
05/28/2020,Portsmouth,10-19,4,0,0
05/28/2020,Portsmouth,20-29,47,2,0
05/28/2020,Portsmouth,30-39,65,3,0
05/28/2020,Portsmouth,40-49,46,4,0
05/28/2020,Portsmouth,50-59,53,12,1
05/28/2020,Portsmouth,60-69,32,9,4
05/28/2020,Portsmouth,70-79,18,5,3
05/28/2020,Portsmouth,80+,16,6,3
05/28/2020,Portsmouth,Missing,1,0,0
05/28/2020,Prince William,0-9,210,5,0
05/28/2020,Prince William,10-19,408,3,0
05/28/2020,Prince William,20-29,1131,32,0
05/28/2020,Prince William,30-39,1205,65,2
05/28/2020,Prince William,40-49,1408,104,4
05/28/2020,Prince William,50-59,1045,123,7
05/28/2020,Prince William,60-69,568,98,24
05/28/2020,Prince William,70-79,195,53,30
05/28/2020,Prince William,80+,149,49,50
05/28/2020,Prince William,Missing,90,0,0
05/28/2020,Rappahannock,0-9,52,1,0
05/28/2020,Rappahannock,10-19,106,1,0
05/28/2020,Rappahannock,20-29,247,9,0
05/28/2020,Rappahannock,30-39,296,13,0
05/28/2020,Rappahannock,40-49,274,28,2
05/28/2020,Rappahannock,50-59,229,29,1
05/28/2020,Rappahannock,60-69,136,34,4
05/28/2020,Rappahannock,70-79,41,16,6
05/28/2020,Rappahannock,80+,23,12,3
05/28/2020,Rappahannock,Missing,15,0,0
05/28/2020,Rappahannock Rapidan,0-9,54,1,0
05/28/2020,Rappahannock Rapidan,10-19,98,1,0
05/28/2020,Rappahannock Rapidan,20-29,212,2,0
05/28/2020,Rappahannock Rapidan,30-39,231,11,1
05/28/2020,Rappahannock Rapidan,40-49,219,13,1
05/28/2020,Rappahannock Rapidan,50-59,158,18,1
05/28/2020,Rappahannock Rapidan,60-69,80,10,1
05/28/2020,Rappahannock Rapidan,70-79,27,8,4
05/28/2020,Rappahannock Rapidan,80+,19,11,4
05/28/2020,Rappahannock Rapidan,Missing,4,0,0
05/28/2020,Richmond,0-9,31,2,0
05/28/2020,Richmond,10-19,69,2,0
05/28/2020,Richmond,20-29,223,7,0
05/28/2020,Richmond,30-39,233,12,0
05/28/2020,Richmond,40-49,212,14,0
05/28/2020,Richmond,50-59,156,32,1
05/28/2020,Richmond,60-69,123,35,5
05/28/2020,Richmond,70-79,49,22,8
05/28/2020,Richmond,80+,27,12,7
05/28/2020,Richmond,Missing,10,0,0
05/28/2020,Roanoke,0-9,5,0,0
05/28/2020,Roanoke,10-19,4,0,0
05/28/2020,Roanoke,20-29,19,0,0
05/28/2020,Roanoke,30-39,26,0,0
05/28/2020,Roanoke,40-49,20,1,0
05/28/2020,Roanoke,50-59,15,1,0
05/28/2020,Roanoke,60-69,10,1,0
05/28/2020,Roanoke,70-79,9,3,0
05/28/2020,Roanoke,80+,36,3,9
05/28/2020,Roanoke,Missing,3,0,0
05/28/2020,Southside,0-9,1,0,0
05/28/2020,Southside,10-19,3,0,0
05/28/2020,Southside,20-29,28,2,0
05/28/2020,Southside,30-39,21,0,0
05/28/2020,Southside,40-49,20,5,0
05/28/2020,Southside,50-59,38,5,0
05/28/2020,Southside,60-69,40,10,3
05/28/2020,Southside,70-79,46,9,10
05/28/2020,Southside,80+,71,7,9
05/28/2020,Southside,Missing,0,0,0
05/28/2020,Thomas Jefferson,0-9,11,1,0
05/28/2020,Thomas Jefferson,10-19,16,0,0
05/28/2020,Thomas Jefferson,20-29,59,0,0
05/28/2020,Thomas Jefferson,30-39,84,4,0
05/28/2020,Thomas Jefferson,40-49,67,5,0
05/28/2020,Thomas Jefferson,50-59,72,8,1
05/28/2020,Thomas Jefferson,60-69,55,14,2
05/28/2020,Thomas Jefferson,70-79,52,15,2
05/28/2020,Thomas Jefferson,80+,63,21,14
05/28/2020,Thomas Jefferson,Missing,1,0,0
05/28/2020,Three Rivers,0-9,7,1,0
05/28/2020,Three Rivers,10-19,16,0,0
05/28/2020,Three Rivers,20-29,79,2,0
05/28/2020,Three Rivers,30-39,109,2,0
05/28/2020,Three Rivers,40-49,107,8,1
05/28/2020,Three Rivers,50-59,70,3,0
05/28/2020,Three Rivers,60-69,66,10,0
05/28/2020,Three Rivers,70-79,24,5,4
05/28/2020,Three Rivers,80+,25,5,3
05/28/2020,Three Rivers,Missing,1,0,0
05/28/2020,Virginia Beach,0-9,4,0,0
05/28/2020,Virginia Beach,10-19,19,0,0
