"date","code","age","cum.deaths","daily.deaths"
2020-05-13,"KY","0-9",0,NA
2020-05-13,"KY","10-19",0,NA
2020-05-13,"KY","20-29",0,NA
2020-05-13,"KY","30-39",2,NA
2020-05-13,"KY","40-49",5,NA
2020-05-13,"KY","50-59",22,NA
2020-05-13,"KY","60-69",51,NA
2020-05-13,"KY","70-79",74,NA
2020-05-13,"KY","80+",167,NA
2020-05-14,"KY","0-9",0,0
2020-05-14,"KY","10-19",0,0
2020-05-14,"KY","20-29",0,0
2020-05-14,"KY","30-39",2,0
2020-05-14,"KY","40-49",5,0
2020-05-14,"KY","50-59",22,0
2020-05-14,"KY","60-69",51,0
2020-05-14,"KY","70-79",76,2
2020-05-14,"KY","80+",170,3
2020-05-15,"KY","0-9",0,0
2020-05-15,"KY","10-19",0,0
2020-05-15,"KY","20-29",0,0
2020-05-15,"KY","30-39",2,0
2020-05-15,"KY","40-49",5,0
2020-05-15,"KY","50-59",22,0
2020-05-15,"KY","60-69",51,0
2020-05-15,"KY","70-79",76,0
2020-05-15,"KY","80+",172,2
2020-05-16,"KY","0-9",0,0
2020-05-16,"KY","10-19",0,0
2020-05-16,"KY","20-29",0,0
2020-05-16,"KY","30-39",2,0
2020-05-16,"KY","40-49",5,0
2020-05-16,"KY","50-59",22,0
2020-05-16,"KY","60-69",53,2
2020-05-16,"KY","70-79",78,2
2020-05-16,"KY","80+",174,2
2020-05-17,"KY","0-9",0,0
2020-05-17,"KY","10-19",0,0
2020-05-17,"KY","20-29",0,0
2020-05-17,"KY","30-39",2,0
2020-05-17,"KY","40-49",5,0
2020-05-17,"KY","50-59",22,0
2020-05-17,"KY","60-69",53,0
2020-05-17,"KY","70-79",78,0
2020-05-17,"KY","80+",174,0
2020-05-18,"KY","0-9",0,0
2020-05-18,"KY","10-19",0,0
2020-05-18,"KY","20-29",0,0
2020-05-18,"KY","30-39",2,0
2020-05-18,"KY","40-49",5,0
2020-05-18,"KY","50-59",22,0
2020-05-18,"KY","60-69",53,0
2020-05-18,"KY","70-79",78,0
2020-05-18,"KY","80+",174,0
2020-05-19,"KY","0-9",0,0
2020-05-19,"KY","10-19",0,0
2020-05-19,"KY","20-29",0,0
